Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-CZ-en_2014-12-04-ps2013-023-03-013-099	ParlaMint-CZ_2014-12-04-ps2013-023-03-013-099.u1	Parliament of the Czech Republic, Chamber of Deputies, 2014-12-04	2014-12-04	Lower house	ps2013	-	ps2013/023	ps2013/023/03	ps2013/023/099	Reference	English	Chairperson	MP	notMinister	KDU-ČSL	Political Group of the Christian and Democratic Union - Czechoslovak People's Party	Coalition	Centre to centre-right	JanBartosek.1971	Bartošek, Jan	M	1971	
ParlaMint-CZ-en_2014-12-04-ps2013-023-03-013-099	ParlaMint-CZ_2014-12-04-ps2013-023-03-013-099.u2	Parliament of the Czech Republic, Chamber of Deputies, 2014-12-04	2014-12-04	Lower house	ps2013	-	ps2013/023	ps2013/023/03	ps2013/023/099	Reference	English	Regular	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	MartinKolovratnik.1975	Kolovratník, Martin	M	1975	
ParlaMint-CZ-en_2014-12-04-ps2013-023-03-013-099	ParlaMint-CZ_2014-12-04-ps2013-023-03-013-099.u3	Parliament of the Czech Republic, Chamber of Deputies, 2014-12-04	2014-12-04	Lower house	ps2013	-	ps2013/023	ps2013/023/03	ps2013/023/099	Reference	English	Chairperson	MP	notMinister	KDU-ČSL	Political Group of the Christian and Democratic Union - Czechoslovak People's Party	Coalition	Centre to centre-right	JanBartosek.1971	Bartošek, Jan	M	1971	
ParlaMint-CZ-en_2014-12-04-ps2013-023-03-013-099	ParlaMint-CZ_2014-12-04-ps2013-023-03-013-099.u4	Parliament of the Czech Republic, Chamber of Deputies, 2014-12-04	2014-12-04	Lower house	ps2013	-	ps2013/023	ps2013/023/03	ps2013/023/099	Reference	English	Regular	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	MartinKolovratnik.1975	Kolovratník, Martin	M	1975	
ParlaMint-CZ-en_2014-12-04-ps2013-023-03-013-099	ParlaMint-CZ_2014-12-04-ps2013-023-03-013-099.u5	Parliament of the Czech Republic, Chamber of Deputies, 2014-12-04	2014-12-04	Lower house	ps2013	-	ps2013/023	ps2013/023/03	ps2013/023/099	Reference	English	Chairperson	MP	notMinister	KDU-ČSL	Political Group of the Christian and Democratic Union - Czechoslovak People's Party	Coalition	Centre to centre-right	JanBartosek.1971	Bartošek, Jan	M	1971	
ParlaMint-CZ-en_2014-12-04-ps2013-023-03-013-099	ParlaMint-CZ_2014-12-04-ps2013-023-03-013-099.u6	Parliament of the Czech Republic, Chamber of Deputies, 2014-12-04	2014-12-04	Lower house	ps2013	-	ps2013/023	ps2013/023/03	ps2013/023/099	Reference	English	Regular	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	MartinKolovratnik.1975	Kolovratník, Martin	M	1975	
ParlaMint-CZ-en_2014-12-04-ps2013-023-03-013-099	ParlaMint-CZ_2014-12-04-ps2013-023-03-013-099.u7	Parliament of the Czech Republic, Chamber of Deputies, 2014-12-04	2014-12-04	Lower house	ps2013	-	ps2013/023	ps2013/023/03	ps2013/023/099	Reference	English	Chairperson	MP	notMinister	KDU-ČSL	Political Group of the Christian and Democratic Union - Czechoslovak People's Party	Coalition	Centre to centre-right	JanBartosek.1971	Bartošek, Jan	M	1971	
ParlaMint-CZ-en_2014-12-04-ps2013-023-03-013-099	ParlaMint-CZ_2014-12-04-ps2013-023-03-013-099.u8	Parliament of the Czech Republic, Chamber of Deputies, 2014-12-04	2014-12-04	Lower house	ps2013	-	ps2013/023	ps2013/023/03	ps2013/023/099	Reference	English	Regular	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	MartinKolovratnik.1975	Kolovratník, Martin	M	1975	
ParlaMint-CZ-en_2014-12-04-ps2013-023-03-013-099	ParlaMint-CZ_2014-12-04-ps2013-023-03-013-099.u9	Parliament of the Czech Republic, Chamber of Deputies, 2014-12-04	2014-12-04	Lower house	ps2013	-	ps2013/023	ps2013/023/03	ps2013/023/099	Reference	English	Chairperson	MP	notMinister	KDU-ČSL	Political Group of the Christian and Democratic Union - Czechoslovak People's Party	Coalition	Centre to centre-right	JanBartosek.1971	Bartošek, Jan	M	1971	
ParlaMint-CZ-en_2014-12-04-ps2013-023-03-013-099	ParlaMint-CZ_2014-12-04-ps2013-023-03-013-099.u10	Parliament of the Czech Republic, Chamber of Deputies, 2014-12-04	2014-12-04	Lower house	ps2013	-	ps2013/023	ps2013/023/03	ps2013/023/099	Reference	English	Regular	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	MartinKolovratnik.1975	Kolovratník, Martin	M	1975	
ParlaMint-CZ-en_2014-12-04-ps2013-023-03-013-099	ParlaMint-CZ_2014-12-04-ps2013-023-03-013-099.u11	Parliament of the Czech Republic, Chamber of Deputies, 2014-12-04	2014-12-04	Lower house	ps2013	-	ps2013/023	ps2013/023/03	ps2013/023/099	Reference	English	Chairperson	MP	notMinister	KDU-ČSL	Political Group of the Christian and Democratic Union - Czechoslovak People's Party	Coalition	Centre to centre-right	JanBartosek.1971	Bartošek, Jan	M	1971	
