Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-LV-en_2021-06-08-PT13-2266	ParlaMint-LV_2021-06-08-PT13-2266-U1	Latvian parliamentary corpus ParlaMint-LV-en, 13th Term, 2021-06-08	2021-06-08	Unicameralism	13. sasaukums	-	Regulārā	2021-06-08	-	COVID	English	Chairperson	MP	notMinister	NA	Nacionālā apvienība "Visu Latvijai!"–"Tēvzemei un Brīvībai/LNNK"	Coalition	Right	MūrnieceInāra	Mūrniece, Ināra	F	-	
ParlaMint-LV-en_2021-06-08-PT13-2266	ParlaMint-LV_2021-06-08-PT13-2266-U2	Latvian parliamentary corpus ParlaMint-LV-en, 13th Term, 2021-06-08	2021-06-08	Unicameralism	13. sasaukums	-	Regulārā	2021-06-08	-	COVID	English	Regular	MP	notMinister	JV	JAUNĀ VIENOTĪBA	Coalition	Centre-right	LatkovskisAinars	Latkovskis, Ainars	M	-	
ParlaMint-LV-en_2021-06-08-PT13-2266	ParlaMint-LV_2021-06-08-PT13-2266-U3	Latvian parliamentary corpus ParlaMint-LV-en, 13th Term, 2021-06-08	2021-06-08	Unicameralism	13. sasaukums	-	Regulārā	2021-06-08	-	COVID	English	Chairperson	MP	notMinister	NA	Nacionālā apvienība "Visu Latvijai!"–"Tēvzemei un Brīvībai/LNNK"	Coalition	Right	MūrnieceInāra	Mūrniece, Ināra	F	-	
ParlaMint-LV-en_2021-06-08-PT13-2266	ParlaMint-LV_2021-06-08-PT13-2266-U4	Latvian parliamentary corpus ParlaMint-LV-en, 13th Term, 2021-06-08	2021-06-08	Unicameralism	13. sasaukums	-	Regulārā	2021-06-08	-	COVID	English	Regular	MP	notMinister	JV	JAUNĀ VIENOTĪBA	Coalition	Centre-right	LatkovskisAinars	Latkovskis, Ainars	M	-	
ParlaMint-LV-en_2021-06-08-PT13-2266	ParlaMint-LV_2021-06-08-PT13-2266-U5	Latvian parliamentary corpus ParlaMint-LV-en, 13th Term, 2021-06-08	2021-06-08	Unicameralism	13. sasaukums	-	Regulārā	2021-06-08	-	COVID	English	Chairperson	MP	notMinister	NA	Nacionālā apvienība "Visu Latvijai!"–"Tēvzemei un Brīvībai/LNNK"	Coalition	Right	MūrnieceInāra	Mūrniece, Ināra	F	-	
ParlaMint-LV-en_2021-06-08-PT13-2266	ParlaMint-LV_2021-06-08-PT13-2266-U6	Latvian parliamentary corpus ParlaMint-LV-en, 13th Term, 2021-06-08	2021-06-08	Unicameralism	13. sasaukums	-	Regulārā	2021-06-08	-	COVID	English	Regular	MP	notMinister	JV	JAUNĀ VIENOTĪBA	Coalition	Centre-right	LatkovskisAinars	Latkovskis, Ainars	M	-	
ParlaMint-LV-en_2021-06-08-PT13-2266	ParlaMint-LV_2021-06-08-PT13-2266-U7	Latvian parliamentary corpus ParlaMint-LV-en, 13th Term, 2021-06-08	2021-06-08	Unicameralism	13. sasaukums	-	Regulārā	2021-06-08	-	COVID	English	Chairperson	MP	notMinister	NA	Nacionālā apvienība "Visu Latvijai!"–"Tēvzemei un Brīvībai/LNNK"	Coalition	Right	MūrnieceInāra	Mūrniece, Ināra	F	-	
ParlaMint-LV-en_2021-06-08-PT13-2266	ParlaMint-LV_2021-06-08-PT13-2266-U8	Latvian parliamentary corpus ParlaMint-LV-en, 13th Term, 2021-06-08	2021-06-08	Unicameralism	13. sasaukums	-	Regulārā	2021-06-08	-	COVID	English	Guest	notMP	notMinister	-	-	-	-	MičerevskisMāris	Mičerevskis, Māris	M	-	
ParlaMint-LV-en_2021-06-08-PT13-2266	ParlaMint-LV_2021-06-08-PT13-2266-U9	Latvian parliamentary corpus ParlaMint-LV-en, 13th Term, 2021-06-08	2021-06-08	Unicameralism	13. sasaukums	-	Regulārā	2021-06-08	-	COVID	English	Chairperson	MP	notMinister	NA	Nacionālā apvienība "Visu Latvijai!"–"Tēvzemei un Brīvībai/LNNK"	Coalition	Right	MūrnieceInāra	Mūrniece, Ināra	F	-	
ParlaMint-LV-en_2021-06-08-PT13-2266	ParlaMint-LV_2021-06-08-PT13-2266-U10	Latvian parliamentary corpus ParlaMint-LV-en, 13th Term, 2021-06-08	2021-06-08	Unicameralism	13. sasaukums	-	Regulārā	2021-06-08	-	COVID	English	Regular	MP	notMinister	JV	JAUNĀ VIENOTĪBA	Coalition	Centre-right	LatkovskisAinars	Latkovskis, Ainars	M	-	
ParlaMint-LV-en_2021-06-08-PT13-2266	ParlaMint-LV_2021-06-08-PT13-2266-U11	Latvian parliamentary corpus ParlaMint-LV-en, 13th Term, 2021-06-08	2021-06-08	Unicameralism	13. sasaukums	-	Regulārā	2021-06-08	-	COVID	English	Chairperson	MP	notMinister	NA	Nacionālā apvienība "Visu Latvijai!"–"Tēvzemei un Brīvībai/LNNK"	Coalition	Right	MūrnieceInāra	Mūrniece, Ināra	F	-	
ParlaMint-LV-en_2021-06-08-PT13-2266	ParlaMint-LV_2021-06-08-PT13-2266-U12	Latvian parliamentary corpus ParlaMint-LV-en, 13th Term, 2021-06-08	2021-06-08	Unicameralism	13. sasaukums	-	Regulārā	2021-06-08	-	COVID	English	Guest	notMP	notMinister	-	-	-	-	KreituseLīva	Kreituse, Līva	F	-	
ParlaMint-LV-en_2021-06-08-PT13-2266	ParlaMint-LV_2021-06-08-PT13-2266-U13	Latvian parliamentary corpus ParlaMint-LV-en, 13th Term, 2021-06-08	2021-06-08	Unicameralism	13. sasaukums	-	Regulārā	2021-06-08	-	COVID	English	Chairperson	MP	notMinister	NA	Nacionālā apvienība "Visu Latvijai!"–"Tēvzemei un Brīvībai/LNNK"	Coalition	Right	MūrnieceInāra	Mūrniece, Ināra	F	-	
ParlaMint-LV-en_2021-06-08-PT13-2266	ParlaMint-LV_2021-06-08-PT13-2266-U14	Latvian parliamentary corpus ParlaMint-LV-en, 13th Term, 2021-06-08	2021-06-08	Unicameralism	13. sasaukums	-	Regulārā	2021-06-08	-	COVID	English	Regular	MP	notMinister	JV	JAUNĀ VIENOTĪBA	Coalition	Centre-right	LatkovskisAinars	Latkovskis, Ainars	M	-	
ParlaMint-LV-en_2021-06-08-PT13-2266	ParlaMint-LV_2021-06-08-PT13-2266-U15	Latvian parliamentary corpus ParlaMint-LV-en, 13th Term, 2021-06-08	2021-06-08	Unicameralism	13. sasaukums	-	Regulārā	2021-06-08	-	COVID	English	Chairperson	MP	notMinister	NA	Nacionālā apvienība "Visu Latvijai!"–"Tēvzemei un Brīvībai/LNNK"	Coalition	Right	MūrnieceInāra	Mūrniece, Ināra	F	-	
