Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-LV-en_2021-05-06-PT13-2244	ParlaMint-LV_2021-05-06-PT13-2244-U1	Latvian parliamentary corpus ParlaMint-LV-en, 13th Term, 2021-05-06	2021-05-06	Unicameralism	13. sasaukums	-	Regulārā	2021-05-06	-	COVID	English	Chairperson	MP	notMinister	NA	Nacionālā apvienība "Visu Latvijai!"–"Tēvzemei un Brīvībai/LNNK"	Coalition	Right	MūrnieceInāra	Mūrniece, Ināra	F	-	
ParlaMint-LV-en_2021-05-06-PT13-2244	ParlaMint-LV_2021-05-06-PT13-2244-U2	Latvian parliamentary corpus ParlaMint-LV-en, 13th Term, 2021-05-06	2021-05-06	Unicameralism	13. sasaukums	-	Regulārā	2021-05-06	-	COVID	English	Regular	MP	notMinister	NA	Nacionālā apvienība "Visu Latvijai!"–"Tēvzemei un Brīvībai/LNNK"	Coalition	Right	KolsRihards	Kols, Rihards	M	-	
ParlaMint-LV-en_2021-05-06-PT13-2244	ParlaMint-LV_2021-05-06-PT13-2244-U3	Latvian parliamentary corpus ParlaMint-LV-en, 13th Term, 2021-05-06	2021-05-06	Unicameralism	13. sasaukums	-	Regulārā	2021-05-06	-	COVID	English	Chairperson	MP	notMinister	NA	Nacionālā apvienība "Visu Latvijai!"–"Tēvzemei un Brīvībai/LNNK"	Coalition	Right	MūrnieceInāra	Mūrniece, Ināra	F	-	
ParlaMint-LV-en_2021-05-06-PT13-2244	ParlaMint-LV_2021-05-06-PT13-2244-U4	Latvian parliamentary corpus ParlaMint-LV-en, 13th Term, 2021-05-06	2021-05-06	Unicameralism	13. sasaukums	-	Regulārā	2021-05-06	-	COVID	English	Regular	MP	notMinister	JK	Jaunā konservatīvā	Coalition	Centre-right	JurašsJuris	Jurašs, Juris	M	-	
ParlaMint-LV-en_2021-05-06-PT13-2244	ParlaMint-LV_2021-05-06-PT13-2244-U5	Latvian parliamentary corpus ParlaMint-LV-en, 13th Term, 2021-05-06	2021-05-06	Unicameralism	13. sasaukums	-	Regulārā	2021-05-06	-	COVID	English	Chairperson	MP	notMinister	NA	Nacionālā apvienība "Visu Latvijai!"–"Tēvzemei un Brīvībai/LNNK"	Coalition	Right	MūrnieceInāra	Mūrniece, Ināra	F	-	
ParlaMint-LV-en_2021-05-06-PT13-2244	ParlaMint-LV_2021-05-06-PT13-2244-U6	Latvian parliamentary corpus ParlaMint-LV-en, 13th Term, 2021-05-06	2021-05-06	Unicameralism	13. sasaukums	-	Regulārā	2021-05-06	-	COVID	English	Regular	MP	notMinister	AP	Attīstībai/Par!	Coalition	Centre	GolubevaMarija	Golubeva, Marija	F	-	
ParlaMint-LV-en_2021-05-06-PT13-2244	ParlaMint-LV_2021-05-06-PT13-2244-U7	Latvian parliamentary corpus ParlaMint-LV-en, 13th Term, 2021-05-06	2021-05-06	Unicameralism	13. sasaukums	-	Regulārā	2021-05-06	-	COVID	English	Chairperson	MP	notMinister	NA	Nacionālā apvienība "Visu Latvijai!"–"Tēvzemei un Brīvībai/LNNK"	Coalition	Right	MūrnieceInāra	Mūrniece, Ināra	F	-	
ParlaMint-LV-en_2021-05-06-PT13-2244	ParlaMint-LV_2021-05-06-PT13-2244-U8	Latvian parliamentary corpus ParlaMint-LV-en, 13th Term, 2021-05-06	2021-05-06	Unicameralism	13. sasaukums	-	Regulārā	2021-05-06	-	COVID	English	Regular	MP	notMinister	NA	Nacionālā apvienība "Visu Latvijai!"–"Tēvzemei un Brīvībai/LNNK"	Coalition	Right	KiršteinsAleksandrs	Kiršteins, Aleksandrs	M	-	
ParlaMint-LV-en_2021-05-06-PT13-2244	ParlaMint-LV_2021-05-06-PT13-2244-U9	Latvian parliamentary corpus ParlaMint-LV-en, 13th Term, 2021-05-06	2021-05-06	Unicameralism	13. sasaukums	-	Regulārā	2021-05-06	-	COVID	English	Chairperson	MP	notMinister	NA	Nacionālā apvienība "Visu Latvijai!"–"Tēvzemei un Brīvībai/LNNK"	Coalition	Right	MūrnieceInāra	Mūrniece, Ināra	F	-	
ParlaMint-LV-en_2021-05-06-PT13-2244	ParlaMint-LV_2021-05-06-PT13-2244-U10	Latvian parliamentary corpus ParlaMint-LV-en, 13th Term, 2021-05-06	2021-05-06	Unicameralism	13. sasaukums	-	Regulārā	2021-05-06	-	COVID	English	Regular	MP	notMinister	ZZS	Zaļo un Zemnieku savienība	Opposition	Centre to centre-right	KrauzeArmands	Krauze, Armands	M	-	
