Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-LV-en_2021-03-11-PT13-2210	ParlaMint-LV_2021-03-11-PT13-2210-U1	Latvian parliamentary corpus ParlaMint-LV-en, 13th Term, 2021-03-11	2021-03-11	Unicameralism	13. sasaukums	-	Regulārā	2021-03-11	-	COVID	English	Chairperson	MP	notMinister	JV	JAUNĀ VIENOTĪBA	Coalition	Centre-right	Lībiņa-EgnereInese	Lībiņa-Egnere, Inese	F	-	
ParlaMint-LV-en_2021-03-11-PT13-2210	ParlaMint-LV_2021-03-11-PT13-2210-U2	Latvian parliamentary corpus ParlaMint-LV-en, 13th Term, 2021-03-11	2021-03-11	Unicameralism	13. sasaukums	-	Regulārā	2021-03-11	-	COVID	English	Regular	notMP	notMinister	-	-	-	-	KaimiņšArtuss	Kaimiņš, Artuss	M	-	
ParlaMint-LV-en_2021-03-11-PT13-2210	ParlaMint-LV_2021-03-11-PT13-2210-U3	Latvian parliamentary corpus ParlaMint-LV-en, 13th Term, 2021-03-11	2021-03-11	Unicameralism	13. sasaukums	-	Regulārā	2021-03-11	-	COVID	English	Chairperson	MP	notMinister	JV	JAUNĀ VIENOTĪBA	Coalition	Centre-right	Lībiņa-EgnereInese	Lībiņa-Egnere, Inese	F	-	
ParlaMint-LV-en_2021-03-11-PT13-2210	ParlaMint-LV_2021-03-11-PT13-2210-U4	Latvian parliamentary corpus ParlaMint-LV-en, 13th Term, 2021-03-11	2021-03-11	Unicameralism	13. sasaukums	-	Regulārā	2021-03-11	-	COVID	English	Regular	MP	notMinister	NA	Nacionālā apvienība "Visu Latvijai!"–"Tēvzemei un Brīvībai/LNNK"	Coalition	Right	JansonsRitvars	Jansons, Ritvars	M	-	
ParlaMint-LV-en_2021-03-11-PT13-2210	ParlaMint-LV_2021-03-11-PT13-2210-U5	Latvian parliamentary corpus ParlaMint-LV-en, 13th Term, 2021-03-11	2021-03-11	Unicameralism	13. sasaukums	-	Regulārā	2021-03-11	-	COVID	English	Chairperson	MP	notMinister	JV	JAUNĀ VIENOTĪBA	Coalition	Centre-right	Lībiņa-EgnereInese	Lībiņa-Egnere, Inese	F	-	
ParlaMint-LV-en_2021-03-11-PT13-2210	ParlaMint-LV_2021-03-11-PT13-2210-U6	Latvian parliamentary corpus ParlaMint-LV-en, 13th Term, 2021-03-11	2021-03-11	Unicameralism	13. sasaukums	-	Regulārā	2021-03-11	-	COVID	English	Regular	MP	notMinister	AP	Attīstībai/Par!	Coalition	Centre	TēraudaVitaAnda	Tērauda, Vita Anda	F	-	
ParlaMint-LV-en_2021-03-11-PT13-2210	ParlaMint-LV_2021-03-11-PT13-2210-U7	Latvian parliamentary corpus ParlaMint-LV-en, 13th Term, 2021-03-11	2021-03-11	Unicameralism	13. sasaukums	-	Regulārā	2021-03-11	-	COVID	English	Chairperson	MP	notMinister	JV	JAUNĀ VIENOTĪBA	Coalition	Centre-right	Lībiņa-EgnereInese	Lībiņa-Egnere, Inese	F	-	
ParlaMint-LV-en_2021-03-11-PT13-2210	ParlaMint-LV_2021-03-11-PT13-2210-U8	Latvian parliamentary corpus ParlaMint-LV-en, 13th Term, 2021-03-11	2021-03-11	Unicameralism	13. sasaukums	-	Regulārā	2021-03-11	-	COVID	English	Regular	MP	notMinister	JK	Jaunā konservatīvā	Coalition	Centre-right	Beitnere-LeGallaDagmāra	Beitnere-Le Galla, Dagmāra	F	-	
ParlaMint-LV-en_2021-03-11-PT13-2210	ParlaMint-LV_2021-03-11-PT13-2210-U9	Latvian parliamentary corpus ParlaMint-LV-en, 13th Term, 2021-03-11	2021-03-11	Unicameralism	13. sasaukums	-	Regulārā	2021-03-11	-	COVID	English	Chairperson	MP	notMinister	JV	JAUNĀ VIENOTĪBA	Coalition	Centre-right	Lībiņa-EgnereInese	Lībiņa-Egnere, Inese	F	-	
ParlaMint-LV-en_2021-03-11-PT13-2210	ParlaMint-LV_2021-03-11-PT13-2210-U10	Latvian parliamentary corpus ParlaMint-LV-en, 13th Term, 2021-03-11	2021-03-11	Unicameralism	13. sasaukums	-	Regulārā	2021-03-11	-	COVID	English	Regular	notMP	notMinister	-	-	-	-	PapuleEvija	Papule, Evija	F	-	
