Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-LV-en_2021-05-20-PT13-2252	ParlaMint-LV_2021-05-20-PT13-2252-U1	Latvian parliamentary corpus ParlaMint-LV-en, 13th Term, 2021-05-20	2021-05-20	Unicameralism	13. sasaukums	-	Regulārā	2021-05-20	-	COVID	English	Chairperson	MP	notMinister	JK	Jaunā konservatīvā	Coalition	Centre-right	Beitnere-LeGallaDagmāra	Beitnere-Le Galla, Dagmāra	F	-	
ParlaMint-LV-en_2021-05-20-PT13-2252	ParlaMint-LV_2021-05-20-PT13-2252-U2	Latvian parliamentary corpus ParlaMint-LV-en, 13th Term, 2021-05-20	2021-05-20	Unicameralism	13. sasaukums	-	Regulārā	2021-05-20	-	COVID	English	Regular	MP	notMinister	SASKAŅA	SASKAŅA	Opposition	Centre-left	OrlovsVitālijs	Orlovs, Vitālijs	M	-	
ParlaMint-LV-en_2021-05-20-PT13-2252	ParlaMint-LV_2021-05-20-PT13-2252-U3	Latvian parliamentary corpus ParlaMint-LV-en, 13th Term, 2021-05-20	2021-05-20	Unicameralism	13. sasaukums	-	Regulārā	2021-05-20	-	COVID	English	Chairperson	MP	notMinister	JK	Jaunā konservatīvā	Coalition	Centre-right	Beitnere-LeGallaDagmāra	Beitnere-Le Galla, Dagmāra	F	-	
