Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-LV-en_2019-12-18-PT13-2027	ParlaMint-LV_2019-12-18-PT13-2027-U1	Latvian parliamentary corpus ParlaMint-LV-en, 13th Term, 2019-12-18	2019-12-18	Unicameralism	13. sasaukums	-	Regulārā	2019-12-18	-	Reference	English	Chairperson	MP	notMinister	NA	Nacionālā apvienība "Visu Latvijai!"–"Tēvzemei un Brīvībai/LNNK"	Coalition	Right	MūrnieceInāra	Mūrniece, Ināra	F	-	
ParlaMint-LV-en_2019-12-18-PT13-2027	ParlaMint-LV_2019-12-18-PT13-2027-U2	Latvian parliamentary corpus ParlaMint-LV-en, 13th Term, 2019-12-18	2019-12-18	Unicameralism	13. sasaukums	-	Regulārā	2019-12-18	-	Reference	English	Regular	MP	notMinister	AP	Attīstībai/Par!	Coalition	Centre	PavļutsDaniels	Pavļuts, Daniels	M	-	
ParlaMint-LV-en_2019-12-18-PT13-2027	ParlaMint-LV_2019-12-18-PT13-2027-U3	Latvian parliamentary corpus ParlaMint-LV-en, 13th Term, 2019-12-18	2019-12-18	Unicameralism	13. sasaukums	-	Regulārā	2019-12-18	-	Reference	English	Chairperson	MP	notMinister	NA	Nacionālā apvienība "Visu Latvijai!"–"Tēvzemei un Brīvībai/LNNK"	Coalition	Right	MūrnieceInāra	Mūrniece, Ināra	F	-	
ParlaMint-LV-en_2019-12-18-PT13-2027	ParlaMint-LV_2019-12-18-PT13-2027-U4	Latvian parliamentary corpus ParlaMint-LV-en, 13th Term, 2019-12-18	2019-12-18	Unicameralism	13. sasaukums	-	Regulārā	2019-12-18	-	Reference	English	Regular	MP	notMinister	AP	Attīstībai/Par!	Coalition	Centre	PavļutsDaniels	Pavļuts, Daniels	M	-	
ParlaMint-LV-en_2019-12-18-PT13-2027	ParlaMint-LV_2019-12-18-PT13-2027-U5	Latvian parliamentary corpus ParlaMint-LV-en, 13th Term, 2019-12-18	2019-12-18	Unicameralism	13. sasaukums	-	Regulārā	2019-12-18	-	Reference	English	Regular	MP	notMinister	SASKAŅA	SASKAŅA	Opposition	Centre-left	DombrovskisVjačeslavs	Dombrovskis, Vjačeslavs	M	-	
ParlaMint-LV-en_2019-12-18-PT13-2027	ParlaMint-LV_2019-12-18-PT13-2027-U6	Latvian parliamentary corpus ParlaMint-LV-en, 13th Term, 2019-12-18	2019-12-18	Unicameralism	13. sasaukums	-	Regulārā	2019-12-18	-	Reference	English	Chairperson	MP	notMinister	NA	Nacionālā apvienība "Visu Latvijai!"–"Tēvzemei un Brīvībai/LNNK"	Coalition	Right	MūrnieceInāra	Mūrniece, Ināra	F	-	
ParlaMint-LV-en_2019-12-18-PT13-2027	ParlaMint-LV_2019-12-18-PT13-2027-U7	Latvian parliamentary corpus ParlaMint-LV-en, 13th Term, 2019-12-18	2019-12-18	Unicameralism	13. sasaukums	-	Regulārā	2019-12-18	-	Reference	English	Regular	MP	notMinister	AP	Attīstībai/Par!	Coalition	Centre	TēraudaVitaAnda	Tērauda, Vita Anda	F	-	
ParlaMint-LV-en_2019-12-18-PT13-2027	ParlaMint-LV_2019-12-18-PT13-2027-U8	Latvian parliamentary corpus ParlaMint-LV-en, 13th Term, 2019-12-18	2019-12-18	Unicameralism	13. sasaukums	-	Regulārā	2019-12-18	-	Reference	English	Chairperson	MP	notMinister	NA	Nacionālā apvienība "Visu Latvijai!"–"Tēvzemei un Brīvībai/LNNK"	Coalition	Right	MūrnieceInāra	Mūrniece, Ināra	F	-	
ParlaMint-LV-en_2019-12-18-PT13-2027	ParlaMint-LV_2019-12-18-PT13-2027-U9	Latvian parliamentary corpus ParlaMint-LV-en, 13th Term, 2019-12-18	2019-12-18	Unicameralism	13. sasaukums	-	Regulārā	2019-12-18	-	Reference	English	Regular	MP	notMinister	ZZS	Zaļo un Zemnieku savienība	Opposition	Centre to centre-right	ValainisViktors	Valainis, Viktors	M	-	
ParlaMint-LV-en_2019-12-18-PT13-2027	ParlaMint-LV_2019-12-18-PT13-2027-U10	Latvian parliamentary corpus ParlaMint-LV-en, 13th Term, 2019-12-18	2019-12-18	Unicameralism	13. sasaukums	-	Regulārā	2019-12-18	-	Reference	English	Chairperson	MP	notMinister	NA	Nacionālā apvienība "Visu Latvijai!"–"Tēvzemei un Brīvībai/LNNK"	Coalition	Right	MūrnieceInāra	Mūrniece, Ināra	F	-	
ParlaMint-LV-en_2019-12-18-PT13-2027	ParlaMint-LV_2019-12-18-PT13-2027-U11	Latvian parliamentary corpus ParlaMint-LV-en, 13th Term, 2019-12-18	2019-12-18	Unicameralism	13. sasaukums	-	Regulārā	2019-12-18	-	Reference	English	Regular	MP	notMinister	ZZS	Zaļo un Zemnieku savienība	Opposition	Centre to centre-right	ValainisViktors	Valainis, Viktors	M	-	
ParlaMint-LV-en_2019-12-18-PT13-2027	ParlaMint-LV_2019-12-18-PT13-2027-U12	Latvian parliamentary corpus ParlaMint-LV-en, 13th Term, 2019-12-18	2019-12-18	Unicameralism	13. sasaukums	-	Regulārā	2019-12-18	-	Reference	English	Chairperson	MP	notMinister	NA	Nacionālā apvienība "Visu Latvijai!"–"Tēvzemei un Brīvībai/LNNK"	Coalition	Right	MūrnieceInāra	Mūrniece, Ināra	F	-	
ParlaMint-LV-en_2019-12-18-PT13-2027	ParlaMint-LV_2019-12-18-PT13-2027-U13	Latvian parliamentary corpus ParlaMint-LV-en, 13th Term, 2019-12-18	2019-12-18	Unicameralism	13. sasaukums	-	Regulārā	2019-12-18	-	Reference	English	Guest	MP	notMinister	AP	Attīstībai/Par!	Coalition	Centre	GolubevaMarija	Golubeva, Marija	F	-	
ParlaMint-LV-en_2019-12-18-PT13-2027	ParlaMint-LV_2019-12-18-PT13-2027-U14	Latvian parliamentary corpus ParlaMint-LV-en, 13th Term, 2019-12-18	2019-12-18	Unicameralism	13. sasaukums	-	Regulārā	2019-12-18	-	Reference	English	Chairperson	MP	notMinister	NA	Nacionālā apvienība "Visu Latvijai!"–"Tēvzemei un Brīvībai/LNNK"	Coalition	Right	MūrnieceInāra	Mūrniece, Ināra	F	-	
