Session,Date,Coalition,Opposition
ParlaMint-GB-en_2015-01-05-commons-meta.tsv,2015-01-05,67,51
ParlaMint-GB-en_2015-01-06-commons-meta.tsv,2015-01-06,50,29
ParlaMint-GB-en_2015-01-06-lords-meta.tsv,2015-01-06,30,21
ParlaMint-GB-en_2015-01-07-commons-meta.tsv,2015-01-07,72,66
ParlaMint-GB-en_2015-01-07-lords-meta.tsv,2015-01-07,31,19
ParlaMint-GB-en_2015-01-08-commons-meta.tsv,2015-01-08,46,48
ParlaMint-GB-en_2015-01-08-lords-meta.tsv,2015-01-08,35,30
ParlaMint-GB-en_2015-01-09-commons-meta.tsv,2015-01-09,17,5
ParlaMint-GB-en_2015-01-12-commons-meta.tsv,2015-01-12,60,42
ParlaMint-GB-en_2015-01-12-lords-meta.tsv,2015-01-12,28,23
ParlaMint-GB-en_2015-01-13-commons-meta.tsv,2015-01-13,80,57
ParlaMint-GB-en_2015-01-13-lords-meta.tsv,2015-01-13,33,19
ParlaMint-GB-en_2015-01-14-commons-meta.tsv,2015-01-14,60,64
ParlaMint-GB-en_2015-01-14-lords-meta.tsv,2015-01-14,37,28
ParlaMint-GB-en_2015-01-15-commons-meta.tsv,2015-01-15,64,54
ParlaMint-GB-en_2015-01-15-lords-meta.tsv,2015-01-15,37,17
ParlaMint-GB-en_2015-01-16-commons-meta.tsv,2015-01-16,15,7
ParlaMint-GB-en_2015-01-16-lords-meta.tsv,2015-01-16,26,11
ParlaMint-GB-en_2015-01-19-commons-meta.tsv,2015-01-19,36,31
ParlaMint-GB-en_2015-01-19-lords-meta.tsv,2015-01-19,32,21
ParlaMint-GB-en_2015-01-20-commons-meta.tsv,2015-01-20,53,49
ParlaMint-GB-en_2015-01-20-lords-meta.tsv,2015-01-20,29,18
ParlaMint-GB-en_2015-01-21-commons-meta.tsv,2015-01-21,69,65
ParlaMint-GB-en_2015-01-21-lords-meta.tsv,2015-01-21,28,20
ParlaMint-GB-en_2015-01-22-commons-meta.tsv,2015-01-22,54,61
ParlaMint-GB-en_2015-01-22-lords-meta.tsv,2015-01-22,46,42
ParlaMint-GB-en_2015-01-23-commons-meta.tsv,2015-01-23,20,10
ParlaMint-GB-en_2015-01-23-lords-meta.tsv,2015-01-23,26,14
ParlaMint-GB-en_2015-01-26-commons-meta.tsv,2015-01-26,78,42
ParlaMint-GB-en_2015-01-26-lords-meta.tsv,2015-01-26,36,23
ParlaMint-GB-en_2015-01-27-commons-meta.tsv,2015-01-27,45,32
ParlaMint-GB-en_2015-01-27-lords-meta.tsv,2015-01-27,28,21
ParlaMint-GB-en_2015-01-28-commons-meta.tsv,2015-01-28,58,60
ParlaMint-GB-en_2015-01-28-lords-meta.tsv,2015-01-28,27,19
ParlaMint-GB-en_2015-01-29-commons-meta.tsv,2015-01-29,60,36
ParlaMint-GB-en_2015-01-29-lords-meta.tsv,2015-01-29,50,23
ParlaMint-GB-en_2015-02-02-commons-meta.tsv,2015-02-02,59,49
ParlaMint-GB-en_2015-02-02-lords-meta.tsv,2015-02-02,31,18
ParlaMint-GB-en_2015-02-03-commons-meta.tsv,2015-02-03,83,47
ParlaMint-GB-en_2015-02-03-lords-meta.tsv,2015-02-03,39,24
ParlaMint-GB-en_2015-02-04-commons-meta.tsv,2015-02-04,72,63
ParlaMint-GB-en_2015-02-04-lords-meta.tsv,2015-02-04,39,20
ParlaMint-GB-en_2015-02-05-commons-meta.tsv,2015-02-05,53,45
ParlaMint-GB-en_2015-02-05-lords-meta.tsv,2015-02-05,38,31
ParlaMint-GB-en_2015-02-06-lords-meta.tsv,2015-02-06,29,14
ParlaMint-GB-en_2015-02-09-commons-meta.tsv,2015-02-09,53,36
ParlaMint-GB-en_2015-02-09-lords-meta.tsv,2015-02-09,35,25
ParlaMint-GB-en_2015-02-10-commons-meta.tsv,2015-02-10,71,55
ParlaMint-GB-en_2015-02-10-lords-meta.tsv,2015-02-10,30,23
ParlaMint-GB-en_2015-02-11-commons-meta.tsv,2015-02-11,79,64
ParlaMint-GB-en_2015-02-11-lords-meta.tsv,2015-02-11,38,24
ParlaMint-GB-en_2015-02-12-lords-meta.tsv,2015-02-12,22,15
ParlaMint-GB-en_2015-02-23-commons-meta.tsv,2015-02-23,76,45
ParlaMint-GB-en_2015-02-23-lords-meta.tsv,2015-02-23,36,27
ParlaMint-GB-en_2015-02-24-commons-meta.tsv,2015-02-24,52,39
ParlaMint-GB-en_2015-02-24-lords-meta.tsv,2015-02-24,36,23
ParlaMint-GB-en_2015-02-25-commons-meta.tsv,2015-02-25,75,58
ParlaMint-GB-en_2015-02-25-lords-meta.tsv,2015-02-25,36,22
ParlaMint-GB-en_2015-02-26-commons-meta.tsv,2015-02-26,75,48
ParlaMint-GB-en_2015-02-26-lords-meta.tsv,2015-02-26,40,17
ParlaMint-GB-en_2015-02-27-commons-meta.tsv,2015-02-27,14,7
ParlaMint-GB-en_2015-02-27-lords-meta.tsv,2015-02-27,20,11
ParlaMint-GB-en_2015-03-02-commons-meta.tsv,2015-03-02,65,42
ParlaMint-GB-en_2015-03-02-lords-meta.tsv,2015-03-02,26,20
ParlaMint-GB-en_2015-03-03-commons-meta.tsv,2015-03-03,65,50
ParlaMint-GB-en_2015-03-03-lords-meta.tsv,2015-03-03,34,29
ParlaMint-GB-en_2015-03-04-commons-meta.tsv,2015-03-04,53,49
ParlaMint-GB-en_2015-03-04-lords-meta.tsv,2015-03-04,33,18
ParlaMint-GB-en_2015-03-05-commons-meta.tsv,2015-03-05,57,37
ParlaMint-GB-en_2015-03-05-lords-meta.tsv,2015-03-05,29,25
ParlaMint-GB-en_2015-03-06-commons-meta.tsv,2015-03-06,19,6
ParlaMint-GB-en_2015-03-09-commons-meta.tsv,2015-03-09,51,40
ParlaMint-GB-en_2015-03-09-lords-meta.tsv,2015-03-09,33,23
ParlaMint-GB-en_2015-03-10-commons-meta.tsv,2015-03-10,66,55
ParlaMint-GB-en_2015-03-10-lords-meta.tsv,2015-03-10,26,17
ParlaMint-GB-en_2015-03-11-commons-meta.tsv,2015-03-11,34,26
ParlaMint-GB-en_2015-03-11-lords-meta.tsv,2015-03-11,36,23
ParlaMint-GB-en_2015-03-12-commons-meta.tsv,2015-03-12,68,27
ParlaMint-GB-en_2015-03-12-lords-meta.tsv,2015-03-12,33,25
ParlaMint-GB-en_2015-03-13-lords-meta.tsv,2015-03-13,12,11
ParlaMint-GB-en_2015-03-16-commons-meta.tsv,2015-03-16,45,35
ParlaMint-GB-en_2015-03-16-lords-meta.tsv,2015-03-16,29,18
ParlaMint-GB-en_2015-03-17-commons-meta.tsv,2015-03-17,50,44
ParlaMint-GB-en_2015-03-17-lords-meta.tsv,2015-03-17,23,17
ParlaMint-GB-en_2015-03-18-commons-meta.tsv,2015-03-18,43,48
ParlaMint-GB-en_2015-03-18-lords-meta.tsv,2015-03-18,27,16
ParlaMint-GB-en_2015-03-19-commons-meta.tsv,2015-03-19,53,46
ParlaMint-GB-en_2015-03-19-lords-meta.tsv,2015-03-19,27,21
ParlaMint-GB-en_2015-03-20-commons-meta.tsv,2015-03-20,18,17
ParlaMint-GB-en_2015-03-23-commons-meta.tsv,2015-03-23,65,67
ParlaMint-GB-en_2015-03-23-lords-meta.tsv,2015-03-23,30,22
ParlaMint-GB-en_2015-03-24-commons-meta.tsv,2015-03-24,88,46
ParlaMint-GB-en_2015-03-24-lords-meta.tsv,2015-03-24,42,22
ParlaMint-GB-en_2015-03-25-commons-meta.tsv,2015-03-25,46,53
ParlaMint-GB-en_2015-03-25-lords-meta.tsv,2015-03-25,35,26
ParlaMint-GB-en_2015-03-26-commons-meta.tsv,2015-03-26,68,77
ParlaMint-GB-en_2015-03-26-lords-meta.tsv,2015-03-26,23,18
ParlaMint-GB-en_2015-05-18-commons-meta.tsv,2015-05-18,0,0
ParlaMint-GB-en_2015-05-18-lords-meta.tsv,2015-05-18,0,0
ParlaMint-GB-en_2015-05-19-commons-meta.tsv,2015-05-19,0,0
ParlaMint-GB-en_2015-05-19-lords-meta.tsv,2015-05-19,0,0
ParlaMint-GB-en_2015-05-20-commons-meta.tsv,2015-05-20,0,0
ParlaMint-GB-en_2015-05-21-commons-meta.tsv,2015-05-21,0,0
ParlaMint-GB-en_2015-05-26-commons-meta.tsv,2015-05-26,0,0
ParlaMint-GB-en_2015-05-27-commons-meta.tsv,2015-05-27,0,22
ParlaMint-GB-en_2015-05-27-lords-meta.tsv,2015-05-27,0,1
ParlaMint-GB-en_2015-05-28-commons-meta.tsv,2015-05-28,0,37
ParlaMint-GB-en_2015-05-28-lords-meta.tsv,2015-05-28,0,13
ParlaMint-GB-en_2015-06-01-commons-meta.tsv,2015-06-01,0,37
ParlaMint-GB-en_2015-06-01-lords-meta.tsv,2015-06-01,0,26
ParlaMint-GB-en_2015-06-02-commons-meta.tsv,2015-06-02,0,51
ParlaMint-GB-en_2015-06-02-lords-meta.tsv,2015-06-02,0,22
ParlaMint-GB-en_2015-06-03-commons-meta.tsv,2015-06-03,0,47
ParlaMint-GB-en_2015-06-03-lords-meta.tsv,2015-06-03,0,28
ParlaMint-GB-en_2015-06-04-commons-meta.tsv,2015-06-04,0,62
ParlaMint-GB-en_2015-06-04-lords-meta.tsv,2015-06-04,0,26
ParlaMint-GB-en_2015-06-08-commons-meta.tsv,2015-06-08,0,45
ParlaMint-GB-en_2015-06-08-lords-meta.tsv,2015-06-08,0,21
ParlaMint-GB-en_2015-06-09-commons-meta.tsv,2015-06-09,0,47
ParlaMint-GB-en_2015-06-09-lords-meta.tsv,2015-06-09,0,18
ParlaMint-GB-en_2015-06-10-commons-meta.tsv,2015-06-10,0,64
ParlaMint-GB-en_2015-06-10-lords-meta.tsv,2015-06-10,0,25
ParlaMint-GB-en_2015-06-11-commons-meta.tsv,2015-06-11,0,62
ParlaMint-GB-en_2015-06-11-lords-meta.tsv,2015-06-11,0,23
ParlaMint-GB-en_2015-06-15-commons-meta.tsv,2015-06-15,0,38
ParlaMint-GB-en_2015-06-15-lords-meta.tsv,2015-06-15,0,15
ParlaMint-GB-en_2015-06-16-commons-meta.tsv,2015-06-16,0,39
ParlaMint-GB-en_2015-06-16-lords-meta.tsv,2015-06-16,0,17
ParlaMint-GB-en_2015-06-17-commons-meta.tsv,2015-06-17,0,59
ParlaMint-GB-en_2015-06-17-lords-meta.tsv,2015-06-17,0,23
ParlaMint-GB-en_2015-06-18-commons-meta.tsv,2015-06-18,0,58
ParlaMint-GB-en_2015-06-18-lords-meta.tsv,2015-06-18,0,15
ParlaMint-GB-en_2015-06-19-lords-meta.tsv,2015-06-19,0,7
ParlaMint-GB-en_2015-06-22-commons-meta.tsv,2015-06-22,0,55
ParlaMint-GB-en_2015-06-22-lords-meta.tsv,2015-06-22,0,25
ParlaMint-GB-en_2015-06-23-commons-meta.tsv,2015-06-23,0,40
ParlaMint-GB-en_2015-06-23-lords-meta.tsv,2015-06-23,0,17
ParlaMint-GB-en_2015-06-24-commons-meta.tsv,2015-06-24,0,58
ParlaMint-GB-en_2015-06-24-lords-meta.tsv,2015-06-24,0,23
ParlaMint-GB-en_2015-06-25-commons-meta.tsv,2015-06-25,0,57
ParlaMint-GB-en_2015-06-25-lords-meta.tsv,2015-06-25,0,33
ParlaMint-GB-en_2015-06-29-commons-meta.tsv,2015-06-29,0,72
ParlaMint-GB-en_2015-06-29-lords-meta.tsv,2015-06-29,0,28
ParlaMint-GB-en_2015-06-30-commons-meta.tsv,2015-06-30,0,36
ParlaMint-GB-en_2015-06-30-lords-meta.tsv,2015-06-30,0,21
ParlaMint-GB-en_2015-07-01-commons-meta.tsv,2015-07-01,0,72
ParlaMint-GB-en_2015-07-01-lords-meta.tsv,2015-07-01,0,24
ParlaMint-GB-en_2015-07-02-lords-meta.tsv,2015-07-02,0,19
ParlaMint-GB-en_2015-07-06-commons-meta.tsv,2015-07-06,0,50
ParlaMint-GB-en_2015-07-06-lords-meta.tsv,2015-07-06,0,25
ParlaMint-GB-en_2015-07-07-commons-meta.tsv,2015-07-07,0,72
ParlaMint-GB-en_2015-07-07-lords-meta.tsv,2015-07-07,0,14
ParlaMint-GB-en_2015-07-08-commons-meta.tsv,2015-07-08,0,39
ParlaMint-GB-en_2015-07-08-lords-meta.tsv,2015-07-08,0,18
ParlaMint-GB-en_2015-07-09-lords-meta.tsv,2015-07-09,0,23
ParlaMint-GB-en_2015-07-13-commons-meta.tsv,2015-07-13,0,41
ParlaMint-GB-en_2015-07-13-lords-meta.tsv,2015-07-13,0,20
ParlaMint-GB-en_2015-07-14-commons-meta.tsv,2015-07-14,0,51
ParlaMint-GB-en_2015-07-14-lords-meta.tsv,2015-07-14,0,16
ParlaMint-GB-en_2015-07-15-commons-meta.tsv,2015-07-15,0,48
ParlaMint-GB-en_2015-07-15-lords-meta.tsv,2015-07-15,0,22
ParlaMint-GB-en_2015-07-16-lords-meta.tsv,2015-07-16,0,32
ParlaMint-GB-en_2015-07-17-lords-meta.tsv,2015-07-17,0,6
ParlaMint-GB-en_2015-07-20-commons-meta.tsv,2015-07-20,0,64
ParlaMint-GB-en_2015-07-20-lords-meta.tsv,2015-07-20,0,23
ParlaMint-GB-en_2015-07-21-commons-meta.tsv,2015-07-21,0,38
ParlaMint-GB-en_2015-07-21-lords-meta.tsv,2015-07-21,0,24
ParlaMint-GB-en_2015-07-22-lords-meta.tsv,2015-07-22,0,25
ParlaMint-GB-en_2015-09-07-commons-meta.tsv,2015-09-07,0,55
ParlaMint-GB-en_2015-09-07-lords-meta.tsv,2015-09-07,0,20
ParlaMint-GB-en_2015-09-08-commons-meta.tsv,2015-09-08,0,56
ParlaMint-GB-en_2015-09-08-lords-meta.tsv,2015-09-08,0,22
ParlaMint-GB-en_2015-09-09-commons-meta.tsv,2015-09-09,0,29
ParlaMint-GB-en_2015-09-09-lords-meta.tsv,2015-09-09,0,13
ParlaMint-GB-en_2015-09-10-lords-meta.tsv,2015-09-10,0,37
ParlaMint-GB-en_2015-09-11-commons-meta.tsv,2015-09-11,0,33
ParlaMint-GB-en_2015-09-11-lords-meta.tsv,2015-09-11,0,4
ParlaMint-GB-en_2015-09-14-commons-meta.tsv,2015-09-14,0,78
ParlaMint-GB-en_2015-09-14-lords-meta.tsv,2015-09-14,0,20
ParlaMint-GB-en_2015-09-15-commons-meta.tsv,2015-09-15,0,58
ParlaMint-GB-en_2015-09-15-lords-meta.tsv,2015-09-15,0,21
ParlaMint-GB-en_2015-09-16-commons-meta.tsv,2015-09-16,0,55
ParlaMint-GB-en_2015-09-16-lords-meta.tsv,2015-09-16,0,27
ParlaMint-GB-en_2015-09-17-commons-meta.tsv,2015-09-17,0,47
ParlaMint-GB-en_2015-09-17-lords-meta.tsv,2015-09-17,0,14
ParlaMint-GB-en_2015-10-12-commons-meta.tsv,2015-10-12,0,54
ParlaMint-GB-en_2015-10-12-lords-meta.tsv,2015-10-12,0,17
ParlaMint-GB-en_2015-10-13-commons-meta.tsv,2015-10-13,0,52
ParlaMint-GB-en_2015-10-13-lords-meta.tsv,2015-10-13,0,30
ParlaMint-GB-en_2015-10-14-commons-meta.tsv,2015-10-14,0,48
ParlaMint-GB-en_2015-10-14-lords-meta.tsv,2015-10-14,0,15
ParlaMint-GB-en_2015-10-15-lords-meta.tsv,2015-10-15,0,28
ParlaMint-GB-en_2015-10-16-commons-meta.tsv,2015-10-16,0,10
ParlaMint-GB-en_2015-10-19-commons-meta.tsv,2015-10-19,0,43
ParlaMint-GB-en_2015-10-19-lords-meta.tsv,2015-10-19,0,22
ParlaMint-GB-en_2015-10-20-commons-meta.tsv,2015-10-20,0,78
ParlaMint-GB-en_2015-10-20-lords-meta.tsv,2015-10-20,0,21
