Session,Date,Silent Generation,Baby Boomers,Generation X,Millennials,Generation Z
ParlaMint-IS-en_2015-01-20-53-meta.tsv,2015-01-20,1,13,8,1,0
ParlaMint-IS-en_2015-01-21-54-meta.tsv,2015-01-21,1,10,11,2,0
ParlaMint-IS-en_2015-01-22-55-meta.tsv,2015-01-22,1,14,19,3,0
ParlaMint-IS-en_2015-01-26-56-meta.tsv,2015-01-26,0,8,15,1,0
ParlaMint-IS-en_2015-01-27-57-meta.tsv,2015-01-27,0,10,19,2,0
ParlaMint-IS-en_2015-01-28-58-meta.tsv,2015-01-28,1,10,14,3,0
ParlaMint-IS-en_2015-01-29-59-meta.tsv,2015-01-29,2,10,14,1,0
ParlaMint-IS-en_2015-02-02-60-meta.tsv,2015-02-02,2,11,16,1,0
ParlaMint-IS-en_2015-02-02-61-meta.tsv,2015-02-02,1,6,2,0,0
ParlaMint-IS-en_2015-02-03-62-meta.tsv,2015-02-03,2,11,16,2,0
ParlaMint-IS-en_2015-02-04-63-meta.tsv,2015-02-04,0,11,14,1,0
ParlaMint-IS-en_2015-02-05-64-meta.tsv,2015-02-05,0,14,12,1,0
ParlaMint-IS-en_2015-02-16-65-meta.tsv,2015-02-16,0,3,8,0,0
ParlaMint-IS-en_2015-02-16-66-meta.tsv,2015-02-16,0,3,0,0,0
ParlaMint-IS-en_2015-02-17-67-meta.tsv,2015-02-17,0,11,14,2,0
ParlaMint-IS-en_2015-02-18-68-meta.tsv,2015-02-18,1,9,16,1,0
ParlaMint-IS-en_2015-02-24-69-meta.tsv,2015-02-24,0,12,13,2,0
ParlaMint-IS-en_2015-02-25-70-meta.tsv,2015-02-25,1,7,13,2,0
ParlaMint-IS-en_2015-02-26-71-meta.tsv,2015-02-26,0,17,16,5,0
ParlaMint-IS-en_2015-02-27-72-meta.tsv,2015-02-27,0,10,10,1,0
ParlaMint-IS-en_2015-02-27-73-meta.tsv,2015-02-27,0,2,1,0,0
ParlaMint-IS-en_2015-02-27-74-meta.tsv,2015-02-27,1,7,3,0,0
ParlaMint-IS-en_2015-03-02-75-meta.tsv,2015-03-02,0,12,16,0,0
ParlaMint-IS-en_2015-03-03-76-meta.tsv,2015-03-03,1,16,13,2,0
ParlaMint-IS-en_2015-03-04-77-meta.tsv,2015-03-04,0,14,10,0,0
ParlaMint-IS-en_2015-03-05-78-meta.tsv,2015-03-05,1,14,6,3,0
ParlaMint-IS-en_2015-03-16-79-meta.tsv,2015-03-16,1,10,16,1,0
ParlaMint-IS-en_2015-03-17-80-meta.tsv,2015-03-17,0,13,21,3,0
ParlaMint-IS-en_2015-03-18-81-meta.tsv,2015-03-18,0,11,10,1,0
ParlaMint-IS-en_2015-03-19-82-meta.tsv,2015-03-19,0,13,13,2,0
ParlaMint-IS-en_2015-03-23-83-meta.tsv,2015-03-23,1,11,11,1,0
ParlaMint-IS-en_2015-03-24-84-meta.tsv,2015-03-24,0,15,16,2,0
ParlaMint-IS-en_2015-03-25-85-meta.tsv,2015-03-25,0,11,8,0,0
ParlaMint-IS-en_2015-03-26-86-meta.tsv,2015-03-26,1,3,9,0,0
ParlaMint-IS-en_2015-04-13-87-meta.tsv,2015-04-13,1,13,16,1,0
ParlaMint-IS-en_2015-04-14-88-meta.tsv,2015-04-14,0,16,17,1,0
ParlaMint-IS-en_2015-04-15-89-meta.tsv,2015-04-15,0,11,13,1,0
ParlaMint-IS-en_2015-04-16-90-meta.tsv,2015-04-16,0,13,17,2,0
ParlaMint-IS-en_2015-04-20-91-meta.tsv,2015-04-20,0,8,14,0,0
ParlaMint-IS-en_2015-04-20-92-meta.tsv,2015-04-20,1,1,2,0,0
ParlaMint-IS-en_2015-04-21-93-meta.tsv,2015-04-21,0,14,19,3,0
ParlaMint-IS-en_2015-04-22-94-meta.tsv,2015-04-22,0,13,18,2,0
ParlaMint-IS-en_2015-04-27-95-meta.tsv,2015-04-27,0,8,11,1,0
ParlaMint-IS-en_2015-04-27-96-meta.tsv,2015-04-27,0,6,5,0,0
ParlaMint-IS-en_2015-04-28-97-meta.tsv,2015-04-28,0,12,10,1,0
ParlaMint-IS-en_2015-04-29-98-meta.tsv,2015-04-29,0,12,12,2,0
ParlaMint-IS-en_2015-04-30-99-meta.tsv,2015-04-30,0,11,18,4,0
ParlaMint-IS-en_2015-05-04-100-meta.tsv,2015-05-04,1,7,14,1,0
ParlaMint-IS-en_2015-05-04-101-meta.tsv,2015-05-04,0,4,8,0,0
ParlaMint-IS-en_2015-05-05-102-meta.tsv,2015-05-05,0,18,15,1,0
ParlaMint-IS-en_2015-05-11-103-meta.tsv,2015-05-11,0,6,11,1,0
ParlaMint-IS-en_2015-05-11-104-meta.tsv,2015-05-11,0,14,13,0,0
ParlaMint-IS-en_2015-05-12-105-meta.tsv,2015-05-12,1,18,14,1,0
ParlaMint-IS-en_2015-05-13-106-meta.tsv,2015-05-13,0,15,15,1,0
ParlaMint-IS-en_2015-05-15-107-meta.tsv,2015-05-15,1,14,14,1,0
ParlaMint-IS-en_2015-05-19-108-meta.tsv,2015-05-19,0,17,19,0,0
ParlaMint-IS-en_2015-05-20-109-meta.tsv,2015-05-20,0,17,21,1,0
ParlaMint-IS-en_2015-05-21-110-meta.tsv,2015-05-21,0,20,20,1,0
ParlaMint-IS-en_2015-05-22-111-meta.tsv,2015-05-22,0,19,18,1,0
ParlaMint-IS-en_2015-05-26-112-meta.tsv,2015-05-26,0,16,17,0,0
ParlaMint-IS-en_2015-05-27-113-meta.tsv,2015-05-27,0,12,16,0,0
ParlaMint-IS-en_2015-05-28-114-meta.tsv,2015-05-28,0,14,13,1,0
ParlaMint-IS-en_2015-05-29-115-meta.tsv,2015-05-29,0,14,15,2,0
ParlaMint-IS-en_2015-06-01-116-meta.tsv,2015-06-01,0,16,19,0,0
ParlaMint-IS-en_2015-06-02-117-meta.tsv,2015-06-02,0,15,15,0,0
ParlaMint-IS-en_2015-06-03-118-meta.tsv,2015-06-03,0,15,15,2,0
ParlaMint-IS-en_2015-06-04-119-meta.tsv,2015-06-04,0,11,13,0,0
ParlaMint-IS-en_2015-06-05-120-meta.tsv,2015-06-05,0,17,12,2,0
ParlaMint-IS-en_2015-06-07-121-meta.tsv,2015-06-07,0,4,3,0,0
ParlaMint-IS-en_2015-06-08-124-meta.tsv,2015-06-08,0,11,14,0,0
ParlaMint-IS-en_2015-06-09-125-meta.tsv,2015-06-09,0,18,18,0,0
ParlaMint-IS-en_2015-06-10-126-meta.tsv,2015-06-10,0,16,16,1,0
ParlaMint-IS-en_2015-06-11-127-meta.tsv,2015-06-11,0,11,12,0,0
ParlaMint-IS-en_2015-06-12-128-meta.tsv,2015-06-12,0,16,16,0,0
ParlaMint-IS-en_2015-06-13-129-meta.tsv,2015-06-13,0,8,8,1,0
ParlaMint-IS-en_2015-06-13-130-meta.tsv,2015-06-13,0,4,4,1,0
ParlaMint-IS-en_2015-06-15-131-meta.tsv,2015-06-15,0,7,9,1,0
ParlaMint-IS-en_2015-06-16-132-meta.tsv,2015-06-16,0,0,6,1,0
