Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-LV-en_2022-02-10-PT13-2357	ParlaMint-LV_2022-02-10-PT13-2357-U1	Latvian parliamentary corpus ParlaMint-LV-en, 13th Term, 2022-02-10	2022-02-10	Unicameralism	13. sasaukums	-	Regulārā	2022-02-10	-	COVID	English	Chairperson	notMP	notMinister	-	-	-	-	MūrnieceInāra	Mūrniece, Ināra	F	-	
ParlaMint-LV-en_2022-02-10-PT13-2357	ParlaMint-LV_2022-02-10-PT13-2357-U2	Latvian parliamentary corpus ParlaMint-LV-en, 13th Term, 2022-02-10	2022-02-10	Unicameralism	13. sasaukums	-	Regulārā	2022-02-10	-	COVID	English	Regular	MP	notMinister	JV	JAUNĀ VIENOTĪBA	Coalition	Centre-right	KozlovskisRihards	Kozlovskis, Rihards	M	-	
ParlaMint-LV-en_2022-02-10-PT13-2357	ParlaMint-LV_2022-02-10-PT13-2357-U3	Latvian parliamentary corpus ParlaMint-LV-en, 13th Term, 2022-02-10	2022-02-10	Unicameralism	13. sasaukums	-	Regulārā	2022-02-10	-	COVID	English	Chairperson	notMP	notMinister	-	-	-	-	MūrnieceInāra	Mūrniece, Ināra	F	-	
ParlaMint-LV-en_2022-02-10-PT13-2357	ParlaMint-LV_2022-02-10-PT13-2357-U4	Latvian parliamentary corpus ParlaMint-LV-en, 13th Term, 2022-02-10	2022-02-10	Unicameralism	13. sasaukums	-	Regulārā	2022-02-10	-	COVID	English	Regular	MP	notMinister	JV	JAUNĀ VIENOTĪBA	Coalition	Centre-right	KozlovskisRihards	Kozlovskis, Rihards	M	-	
ParlaMint-LV-en_2022-02-10-PT13-2357	ParlaMint-LV_2022-02-10-PT13-2357-U5	Latvian parliamentary corpus ParlaMint-LV-en, 13th Term, 2022-02-10	2022-02-10	Unicameralism	13. sasaukums	-	Regulārā	2022-02-10	-	COVID	English	Chairperson	notMP	notMinister	-	-	-	-	MūrnieceInāra	Mūrniece, Ināra	F	-	
ParlaMint-LV-en_2022-02-10-PT13-2357	ParlaMint-LV_2022-02-10-PT13-2357-U6	Latvian parliamentary corpus ParlaMint-LV-en, 13th Term, 2022-02-10	2022-02-10	Unicameralism	13. sasaukums	-	Regulārā	2022-02-10	-	COVID	English	Regular	MP	notMinister	JV	JAUNĀ VIENOTĪBA	Coalition	Centre-right	KozlovskisRihards	Kozlovskis, Rihards	M	-	
ParlaMint-LV-en_2022-02-10-PT13-2357	ParlaMint-LV_2022-02-10-PT13-2357-U7	Latvian parliamentary corpus ParlaMint-LV-en, 13th Term, 2022-02-10	2022-02-10	Unicameralism	13. sasaukums	-	Regulārā	2022-02-10	-	COVID	English	Chairperson	notMP	notMinister	-	-	-	-	MūrnieceInāra	Mūrniece, Ināra	F	-	
ParlaMint-LV-en_2022-02-10-PT13-2357	ParlaMint-LV_2022-02-10-PT13-2357-U8	Latvian parliamentary corpus ParlaMint-LV-en, 13th Term, 2022-02-10	2022-02-10	Unicameralism	13. sasaukums	-	Regulārā	2022-02-10	-	COVID	English	Regular	MP	notMinister	AP	Attīstībai/Par!	Coalition	Centre	ŠteinsMārtiņš	Šteins, Mārtiņš	M	-	
ParlaMint-LV-en_2022-02-10-PT13-2357	ParlaMint-LV_2022-02-10-PT13-2357-U9	Latvian parliamentary corpus ParlaMint-LV-en, 13th Term, 2022-02-10	2022-02-10	Unicameralism	13. sasaukums	-	Regulārā	2022-02-10	-	COVID	English	Chairperson	notMP	notMinister	-	-	-	-	MūrnieceInāra	Mūrniece, Ināra	F	-	
