Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-LV-en_2022-05-04-PT13-2381	ParlaMint-LV_2022-05-04-PT13-2381-U1	Latvian parliamentary corpus ParlaMint-LV-en, 13th Term, 2022-05-04	2022-05-04	Unicameralism	13. sasaukums	-	Regulārā	2022-05-04	-	COVID,War	English	Chairperson	notMP	notMinister	-	-	-	-	MūrnieceInāra	Mūrniece, Ināra	F	-	
ParlaMint-LV-en_2022-05-04-PT13-2381	ParlaMint-LV_2022-05-04-PT13-2381-U2	Latvian parliamentary corpus ParlaMint-LV-en, 13th Term, 2022-05-04	2022-05-04	Unicameralism	13. sasaukums	-	Regulārā	2022-05-04	-	COVID,War	English	Guest	MP	notMinister	JK	Jaunā konservatīvā	Coalition	Centre-right	Beitnere-LeGallaDagmāra	Beitnere-Le Galla, Dagmāra	F	-	
ParlaMint-LV-en_2022-05-04-PT13-2381	ParlaMint-LV_2022-05-04-PT13-2381-U3	Latvian parliamentary corpus ParlaMint-LV-en, 13th Term, 2022-05-04	2022-05-04	Unicameralism	13. sasaukums	-	Regulārā	2022-05-04	-	COVID,War	English	Guest	notMP	notMinister	-	-	-	-	MūrnieceInāra	Mūrniece, Ināra	F	-	
ParlaMint-LV-en_2022-05-04-PT13-2381	ParlaMint-LV_2022-05-04-PT13-2381-U4	Latvian parliamentary corpus ParlaMint-LV-en, 13th Term, 2022-05-04	2022-05-04	Unicameralism	13. sasaukums	-	Regulārā	2022-05-04	-	COVID,War	English	Guest	MP	notMinister	JK	Jaunā konservatīvā	Coalition	Centre-right	Beitnere-LeGallaDagmāra	Beitnere-Le Galla, Dagmāra	F	-	
ParlaMint-LV-en_2022-05-04-PT13-2381	ParlaMint-LV_2022-05-04-PT13-2381-U5	Latvian parliamentary corpus ParlaMint-LV-en, 13th Term, 2022-05-04	2022-05-04	Unicameralism	13. sasaukums	-	Regulārā	2022-05-04	-	COVID,War	English	Chairperson	notMP	notMinister	-	-	-	-	MūrnieceInāra	Mūrniece, Ināra	F	-	
