Session,Date,Coalition,Opposition
ParlaMint-RS-en_1997-12-03-0-meta.tsv,1997-12-03,0,5
ParlaMint-RS-en_1997-12-29-0-meta.tsv,1997-12-29,0,16
ParlaMint-RS-en_1998-02-19-0-meta.tsv,1998-02-19,0,2
ParlaMint-RS-en_1998-02-20-0-meta.tsv,1998-02-20,0,4
ParlaMint-RS-en_1998-03-24-0-meta.tsv,1998-03-24,0,5
ParlaMint-RS-en_1998-04-06-0-meta.tsv,1998-04-06,0,0
ParlaMint-RS-en_1998-04-07-0-meta.tsv,1998-04-07,0,27
ParlaMint-RS-en_1998-05-26-0-meta.tsv,1998-05-26,0,27
ParlaMint-RS-en_1998-05-27-0-meta.tsv,1998-05-27,0,12
ParlaMint-RS-en_1998-09-28-0-meta.tsv,1998-09-28,0,13
ParlaMint-RS-en_1998-10-20-0-meta.tsv,1998-10-20,0,10
ParlaMint-RS-en_1998-11-17-0-meta.tsv,1998-11-17,0,24
ParlaMint-RS-en_1998-11-18-0-meta.tsv,1998-11-18,0,13
ParlaMint-RS-en_1998-12-07-0-meta.tsv,1998-12-07,0,18
ParlaMint-RS-en_1998-12-08-0-meta.tsv,1998-12-08,0,15
ParlaMint-RS-en_1998-12-28-0-meta.tsv,1998-12-28,0,9
ParlaMint-RS-en_1999-02-04-0-meta.tsv,1999-02-04,0,11
ParlaMint-RS-en_1999-03-23-0-meta.tsv,1999-03-23,0,10
ParlaMint-RS-en_1999-07-15-0-meta.tsv,1999-07-15,0,1
ParlaMint-RS-en_1999-11-09-0-meta.tsv,1999-11-09,0,7
ParlaMint-RS-en_1999-11-10-0-meta.tsv,1999-11-10,0,9
ParlaMint-RS-en_1999-11-11-0-meta.tsv,1999-11-11,0,4
ParlaMint-RS-en_1999-12-21-0-meta.tsv,1999-12-21,0,5
ParlaMint-RS-en_2000-04-11-0-meta.tsv,2000-04-11,0,4
ParlaMint-RS-en_2000-05-03-0-meta.tsv,2000-05-03,0,4
ParlaMint-RS-en_2000-07-12-0-meta.tsv,2000-07-12,0,10
ParlaMint-RS-en_2000-07-13-0-meta.tsv,2000-07-13,0,15
ParlaMint-RS-en_2000-10-09-0-meta.tsv,2000-10-09,0,10
ParlaMint-RS-en_2000-10-23-0-meta.tsv,2000-10-23,0,26
ParlaMint-RS-en_2000-10-24-0-meta.tsv,2000-10-24,1,5
ParlaMint-RS-en_2001-01-22-0-meta.tsv,2001-01-22,8,2
ParlaMint-RS-en_2001-01-23-0-meta.tsv,2001-01-23,10,15
