Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-BE-en_2019-12-11-55-commissie-ic070x	ParlaMint-BE_2019-12-11-55-commissie-ic070x.u1	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 11-12-2019	2019-12-11	Committee	Zittingperiode 55	-	-	-	-	Reference	English	Chairperson	MP	notMinister	MR	Mouvement Réformateur	Coalition	Centre-right	JadinKattrin	Jadin, Kattrin	F	1980	
ParlaMint-BE-en_2019-12-11-55-commissie-ic070x	ParlaMint-BE_2019-12-11-55-commissie-ic070x.u2	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 11-12-2019	2019-12-11	Committee	Zittingperiode 55	-	-	-	-	Reference	English	Regular	MP	notMinister	PS	Parti Socialiste	Opposition	Centre-left to left	DedonderLudivine	Dedonder, Ludivine	F	1977	
ParlaMint-BE-en_2019-12-11-55-commissie-ic070x	ParlaMint-BE_2019-12-11-55-commissie-ic070x.u3	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 11-12-2019	2019-12-11	Committee	Zittingperiode 55	-	-	-	-	Reference	English	Regular	MP	notMinister	VB	Vlaams Belang	Opposition	Right to far-right	RavytsKurt	Ravyts, Kurt	M	1968	
ParlaMint-BE-en_2019-12-11-55-commissie-ic070x	ParlaMint-BE_2019-12-11-55-commissie-ic070x.u4	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 11-12-2019	2019-12-11	Committee	Zittingperiode 55	-	-	-	-	Reference	English	Regular	notMP	Minister	-	-	-	-	ClarinvalDavid	Clarinval, David	M	1976	
ParlaMint-BE-en_2019-12-11-55-commissie-ic070x	ParlaMint-BE_2019-12-11-55-commissie-ic070x.u5	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 11-12-2019	2019-12-11	Committee	Zittingperiode 55	-	-	-	-	Reference	English	Regular	MP	notMinister	PS	Parti Socialiste	Opposition	Centre-left to left	DedonderLudivine	Dedonder, Ludivine	F	1977	
ParlaMint-BE-en_2019-12-11-55-commissie-ic070x	ParlaMint-BE_2019-12-11-55-commissie-ic070x.u6	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 11-12-2019	2019-12-11	Committee	Zittingperiode 55	-	-	-	-	Reference	English	Regular	MP	notMinister	VB	Vlaams Belang	Opposition	Right to far-right	RavytsKurt	Ravyts, Kurt	M	1968	
ParlaMint-BE-en_2019-12-11-55-commissie-ic070x	ParlaMint-BE_2019-12-11-55-commissie-ic070x.u7	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 11-12-2019	2019-12-11	Committee	Zittingperiode 55	-	-	-	-	Reference	English	Regular	MP	notMinister	N-VA	Nieuw-Vlaamse Alliantie	Opposition	Centre-right to right	DonnéJoy	Donné, Joy	M	1974	
ParlaMint-BE-en_2019-12-11-55-commissie-ic070x	ParlaMint-BE_2019-12-11-55-commissie-ic070x.u8	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 11-12-2019	2019-12-11	Committee	Zittingperiode 55	-	-	-	-	Reference	English	Regular	notMP	Minister	-	-	-	-	ClarinvalDavid	Clarinval, David	M	1976	
ParlaMint-BE-en_2019-12-11-55-commissie-ic070x	ParlaMint-BE_2019-12-11-55-commissie-ic070x.u9	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 11-12-2019	2019-12-11	Committee	Zittingperiode 55	-	-	-	-	Reference	English	Regular	MP	notMinister	N-VA	Nieuw-Vlaamse Alliantie	Opposition	Centre-right to right	DonnéJoy	Donné, Joy	M	1974	
ParlaMint-BE-en_2019-12-11-55-commissie-ic070x	ParlaMint-BE_2019-12-11-55-commissie-ic070x.u10	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 11-12-2019	2019-12-11	Committee	Zittingperiode 55	-	-	-	-	Reference	English	Regular	notMP	Minister	-	-	-	-	ClarinvalDavid	Clarinval, David	M	1976	
