Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-BE-en_2019-03-20-54-commissie-ic1064x	ParlaMint-BE_2019-03-20-54-commissie-ic1064x.u1	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 20-03-2019	2019-03-20	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Chairperson	MP	notMinister	Groen	Groen	Opposition	Centre-left to left	DedryAnne	Dedry, Anne	F	1956	
ParlaMint-BE-en_2019-03-20-54-commissie-ic1064x	ParlaMint-BE_2019-03-20-54-commissie-ic1064x.u2	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 20-03-2019	2019-03-20	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	MP	notMinister	CD&V	Christen-Democratisch en Vlaams	Coalition	Centre to centre-right	VanHoofEls	Van Hoof, Els	F	1969	
ParlaMint-BE-en_2019-03-20-54-commissie-ic1064x	ParlaMint-BE_2019-03-20-54-commissie-ic1064x.u3	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 20-03-2019	2019-03-20	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Chairperson	MP	notMinister	Groen	Groen	Opposition	Centre-left to left	DedryAnne	Dedry, Anne	F	1956	
ParlaMint-BE-en_2019-03-20-54-commissie-ic1064x	ParlaMint-BE_2019-03-20-54-commissie-ic1064x.u4	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 20-03-2019	2019-03-20	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	MP	notMinister	CD&V	Christen-Democratisch en Vlaams	Coalition	Centre to centre-right	VanHoofEls	Van Hoof, Els	F	1969	
ParlaMint-BE-en_2019-03-20-54-commissie-ic1064x	ParlaMint-BE_2019-03-20-54-commissie-ic1064x.u5	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 20-03-2019	2019-03-20	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	notMP	Minister	-	-	-	-	PeetersKris	Peeters, Kris	M	1962	
ParlaMint-BE-en_2019-03-20-54-commissie-ic1064x	ParlaMint-BE_2019-03-20-54-commissie-ic1064x.u6	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 20-03-2019	2019-03-20	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	MP	notMinister	CD&V	Christen-Democratisch en Vlaams	Coalition	Centre to centre-right	VanHoofEls	Van Hoof, Els	F	1969	
ParlaMint-BE-en_2019-03-20-54-commissie-ic1064x	ParlaMint-BE_2019-03-20-54-commissie-ic1064x.u7	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 20-03-2019	2019-03-20	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Chairperson	MP	notMinister	Groen	Groen	Opposition	Centre-left to left	DedryAnne	Dedry, Anne	F	1956	
