Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-EE-en_2018-06-14	ParlaMint-EE_2018-06-14_U1	XIII Parliament term, VII Session, Plenary Assembly regular meeting on Thursday, 14.06.2018, 10:00	2018-06-14	Unicameralism	XIII Riigikogu	VII regular session	-	2018-06-14	-	Reference	English	Chairperson	MP	notMinister	SDE	Sotsiaaldemokraatlik erakond	Coalition	Centre-left	e_nestor_19530905	Nestor, Eiki	M	1953	
ParlaMint-EE-en_2018-06-14	ParlaMint-EE_2018-06-14_U2	XIII Parliament term, VII Session, Plenary Assembly regular meeting on Thursday, 14.06.2018, 10:00	2018-06-14	Unicameralism	XIII Riigikogu	VII regular session	-	2018-06-14	-	Reference	English	Regular	MP	notMinister	VABA	Vabaerakond	-	Centre-right	j_adams_19471122	Adams, Jüri	M	1947	
ParlaMint-EE-en_2018-06-14	ParlaMint-EE_2018-06-14_U3	XIII Parliament term, VII Session, Plenary Assembly regular meeting on Thursday, 14.06.2018, 10:00	2018-06-14	Unicameralism	XIII Riigikogu	VII regular session	-	2018-06-14	-	Reference	English	Chairperson	MP	notMinister	SDE	Sotsiaaldemokraatlik erakond	Coalition	Centre-left	e_nestor_19530905	Nestor, Eiki	M	1953	
ParlaMint-EE-en_2018-06-14	ParlaMint-EE_2018-06-14_U4	XIII Parliament term, VII Session, Plenary Assembly regular meeting on Thursday, 14.06.2018, 10:00	2018-06-14	Unicameralism	XIII Riigikogu	VII regular session	-	2018-06-14	-	Reference	English	Regular	MP	notMinister	ISA	Isamaa	Coalition	Centre-right to right	t_kruusimäe_19670409	Kruusimäe, Tarmo	M	1967	
ParlaMint-EE-en_2018-06-14	ParlaMint-EE_2018-06-14_U5	XIII Parliament term, VII Session, Plenary Assembly regular meeting on Thursday, 14.06.2018, 10:00	2018-06-14	Unicameralism	XIII Riigikogu	VII regular session	-	2018-06-14	-	Reference	English	Chairperson	MP	notMinister	SDE	Sotsiaaldemokraatlik erakond	Coalition	Centre-left	e_nestor_19530905	Nestor, Eiki	M	1953	
ParlaMint-EE-en_2018-06-14	ParlaMint-EE_2018-06-14_U6	XIII Parliament term, VII Session, Plenary Assembly regular meeting on Thursday, 14.06.2018, 10:00	2018-06-14	Unicameralism	XIII Riigikogu	VII regular session	-	2018-06-14	-	Reference	English	Regular	MP	notMinister	ISA	Isamaa	Coalition	Centre-right to right	r_aeg_19620704	Aeg, Raivo	M	1962	
ParlaMint-EE-en_2018-06-14	ParlaMint-EE_2018-06-14_U7	XIII Parliament term, VII Session, Plenary Assembly regular meeting on Thursday, 14.06.2018, 10:00	2018-06-14	Unicameralism	XIII Riigikogu	VII regular session	-	2018-06-14	-	Reference	English	Chairperson	MP	notMinister	SDE	Sotsiaaldemokraatlik erakond	Coalition	Centre-left	e_nestor_19530905	Nestor, Eiki	M	1953	
ParlaMint-EE-en_2018-06-14	ParlaMint-EE_2018-06-14_U8	XIII Parliament term, VII Session, Plenary Assembly regular meeting on Thursday, 14.06.2018, 10:00	2018-06-14	Unicameralism	XIII Riigikogu	VII regular session	-	2018-06-14	-	Reference	English	Regular	MP	notMinister	VABA	Vabaerakond	-	Centre-right	a_herkel_19620814	Herkel, Andres	M	1962	
ParlaMint-EE-en_2018-06-14	ParlaMint-EE_2018-06-14_U9	XIII Parliament term, VII Session, Plenary Assembly regular meeting on Thursday, 14.06.2018, 10:00	2018-06-14	Unicameralism	XIII Riigikogu	VII regular session	-	2018-06-14	-	Reference	English	Chairperson	MP	notMinister	SDE	Sotsiaaldemokraatlik erakond	Coalition	Centre-left	e_nestor_19530905	Nestor, Eiki	M	1953	
ParlaMint-EE-en_2018-06-14	ParlaMint-EE_2018-06-14_U10	XIII Parliament term, VII Session, Plenary Assembly regular meeting on Thursday, 14.06.2018, 10:00	2018-06-14	Unicameralism	XIII Riigikogu	VII regular session	-	2018-06-14	-	Reference	English	Chairperson	MP	notMinister	SDE	Sotsiaaldemokraatlik erakond	Coalition	Centre-left	e_nestor_19530905	Nestor, Eiki	M	1953	
ParlaMint-EE-en_2018-06-14	ParlaMint-EE_2018-06-14_U11	XIII Parliament term, VII Session, Plenary Assembly regular meeting on Thursday, 14.06.2018, 10:00	2018-06-14	Unicameralism	XIII Riigikogu	VII regular session	-	2018-06-14	-	Reference	English	Regular	MP	notMinister	EKRE	Eesti Konservatiivne Rahvaerakond	-	Right to far-right	m_helme_19491031	Helme, Mart	M	1949	
ParlaMint-EE-en_2018-06-14	ParlaMint-EE_2018-06-14_U12	XIII Parliament term, VII Session, Plenary Assembly regular meeting on Thursday, 14.06.2018, 10:00	2018-06-14	Unicameralism	XIII Riigikogu	VII regular session	-	2018-06-14	-	Reference	English	Chairperson	MP	notMinister	SDE	Sotsiaaldemokraatlik erakond	Coalition	Centre-left	e_nestor_19530905	Nestor, Eiki	M	1953	
