Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-SI-en_2013-10-25-SDZ6-Izredna-46	ParlaMint-SI_2013-10-25-SDZ6-Izredna-46.ana.u1	Minutes of the National Assembly of the Republic of Slovenia, Term 6, Extraordinary Session 46, (25. 10. 2013)	2013-10-25	Lower house	6. mandat	-	Izredna	-	-	Reference	English	Chairperson	MP	notMinister	SD	Social Democrats	Coalition	Centre-left	VeberJanko	Veber, Janko	M	1960	
ParlaMint-SI-en_2013-10-25-SDZ6-Izredna-46	ParlaMint-SI_2013-10-25-SDZ6-Izredna-46.ana.u2	Minutes of the National Assembly of the Republic of Slovenia, Term 6, Extraordinary Session 46, (25. 10. 2013)	2013-10-25	Lower house	6. mandat	-	Izredna	-	-	Reference	English	Regular	MP	notMinister	SDS	Slovenian Democratic Party	Opposition	Right	TankoJože	Tanko, Jože	M	1956	
ParlaMint-SI-en_2013-10-25-SDZ6-Izredna-46	ParlaMint-SI_2013-10-25-SDZ6-Izredna-46.ana.u3	Minutes of the National Assembly of the Republic of Slovenia, Term 6, Extraordinary Session 46, (25. 10. 2013)	2013-10-25	Lower house	6. mandat	-	Izredna	-	-	Reference	English	Chairperson	MP	notMinister	SD	Social Democrats	Coalition	Centre-left	VeberJanko	Veber, Janko	M	1960	
ParlaMint-SI-en_2013-10-25-SDZ6-Izredna-46	ParlaMint-SI_2013-10-25-SDZ6-Izredna-46.ana.u4	Minutes of the National Assembly of the Republic of Slovenia, Term 6, Extraordinary Session 46, (25. 10. 2013)	2013-10-25	Lower house	6. mandat	-	Izredna	-	-	Reference	English	Regular	MP	notMinister	SD	Social Democrats	Coalition	Centre-left	HanMatjaž	Han, Matjaž	M	1971	
ParlaMint-SI-en_2013-10-25-SDZ6-Izredna-46	ParlaMint-SI_2013-10-25-SDZ6-Izredna-46.ana.u5	Minutes of the National Assembly of the Republic of Slovenia, Term 6, Extraordinary Session 46, (25. 10. 2013)	2013-10-25	Lower house	6. mandat	-	Izredna	-	-	Reference	English	Chairperson	MP	notMinister	SD	Social Democrats	Coalition	Centre-left	VeberJanko	Veber, Janko	M	1960	
