Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-SI-en_2013-10-08-SDZ6-Izredna-45	ParlaMint-SI_2013-10-08-SDZ6-Izredna-45.ana.u1	Minutes of the National Assembly of the Republic of Slovenia, Term 6, Extraordinary Session 45, (08. 10. 2013)	2013-10-08	Lower house	6. mandat	-	Izredna	-	-	Reference	English	Chairperson	MP	notMinister	SD	Social Democrats	Coalition	Centre-left	VeberJanko	Veber, Janko	M	1960	
ParlaMint-SI-en_2013-10-08-SDZ6-Izredna-45	ParlaMint-SI_2013-10-08-SDZ6-Izredna-45.ana.u2	Minutes of the National Assembly of the Republic of Slovenia, Term 6, Extraordinary Session 45, (08. 10. 2013)	2013-10-08	Lower house	6. mandat	-	Izredna	-	-	Reference	English	Regular	MP	notMinister	SDS	Slovenian Democratic Party	Opposition	Right	TankoJože	Tanko, Jože	M	1956	
ParlaMint-SI-en_2013-10-08-SDZ6-Izredna-45	ParlaMint-SI_2013-10-08-SDZ6-Izredna-45.ana.u3	Minutes of the National Assembly of the Republic of Slovenia, Term 6, Extraordinary Session 45, (08. 10. 2013)	2013-10-08	Lower house	6. mandat	-	Izredna	-	-	Reference	English	Chairperson	MP	notMinister	SD	Social Democrats	Coalition	Centre-left	VeberJanko	Veber, Janko	M	1960	
ParlaMint-SI-en_2013-10-08-SDZ6-Izredna-45	ParlaMint-SI_2013-10-08-SDZ6-Izredna-45.ana.u4	Minutes of the National Assembly of the Republic of Slovenia, Term 6, Extraordinary Session 45, (08. 10. 2013)	2013-10-08	Lower house	6. mandat	-	Izredna	-	-	Reference	English	Regular	MP	notMinister	SDS	Slovenian Democratic Party	Opposition	Right	TankoJože	Tanko, Jože	M	1956	
ParlaMint-SI-en_2013-10-08-SDZ6-Izredna-45	ParlaMint-SI_2013-10-08-SDZ6-Izredna-45.ana.u5	Minutes of the National Assembly of the Republic of Slovenia, Term 6, Extraordinary Session 45, (08. 10. 2013)	2013-10-08	Lower house	6. mandat	-	Izredna	-	-	Reference	English	Chairperson	MP	notMinister	SD	Social Democrats	Coalition	Centre-left	VeberJanko	Veber, Janko	M	1960	
ParlaMint-SI-en_2013-10-08-SDZ6-Izredna-45	ParlaMint-SI_2013-10-08-SDZ6-Izredna-45.ana.u6	Minutes of the National Assembly of the Republic of Slovenia, Term 6, Extraordinary Session 45, (08. 10. 2013)	2013-10-08	Lower house	6. mandat	-	Izredna	-	-	Reference	English	Regular	MP	notMinister	-	-	-	-	BratušekAlenka	Bratušek, Alenka	F	1970	
ParlaMint-SI-en_2013-10-08-SDZ6-Izredna-45	ParlaMint-SI_2013-10-08-SDZ6-Izredna-45.ana.u7	Minutes of the National Assembly of the Republic of Slovenia, Term 6, Extraordinary Session 45, (08. 10. 2013)	2013-10-08	Lower house	6. mandat	-	Izredna	-	-	Reference	English	Chairperson	MP	notMinister	SD	Social Democrats	Coalition	Centre-left	VeberJanko	Veber, Janko	M	1960	
ParlaMint-SI-en_2013-10-08-SDZ6-Izredna-45	ParlaMint-SI_2013-10-08-SDZ6-Izredna-45.ana.u8	Minutes of the National Assembly of the Republic of Slovenia, Term 6, Extraordinary Session 45, (08. 10. 2013)	2013-10-08	Lower house	6. mandat	-	Izredna	-	-	Reference	English	Regular	notMP	notMinister	-	-	-	-	ČuferUroš	Čufer, Uroš	M	-	
ParlaMint-SI-en_2013-10-08-SDZ6-Izredna-45	ParlaMint-SI_2013-10-08-SDZ6-Izredna-45.ana.u9	Minutes of the National Assembly of the Republic of Slovenia, Term 6, Extraordinary Session 45, (08. 10. 2013)	2013-10-08	Lower house	6. mandat	-	Izredna	-	-	Reference	English	Chairperson	MP	notMinister	SD	Social Democrats	Coalition	Centre-left	VeberJanko	Veber, Janko	M	1960	
