Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-SI-en_2013-05-14-SDZ6-Izredna-35	ParlaMint-SI_2013-05-14-SDZ6-Izredna-35.ana.u1	Minutes of the National Assembly of the Republic of Slovenia, Term 6, Extraordinary Session 35, (14. 05. 2013)	2013-05-14	Lower house	6. mandat	-	Izredna	-	-	Reference	English	Chairperson	MP	notMinister	SD	Social Democrats	Coalition	Centre-left	VeberJanko	Veber, Janko	M	1960	
ParlaMint-SI-en_2013-05-14-SDZ6-Izredna-35	ParlaMint-SI_2013-05-14-SDZ6-Izredna-35.ana.u2	Minutes of the National Assembly of the Republic of Slovenia, Term 6, Extraordinary Session 35, (14. 05. 2013)	2013-05-14	Lower house	6. mandat	-	Izredna	-	-	Reference	English	Regular	MP	notMinister	-	-	-	-	BratušekAlenka	Bratušek, Alenka	F	1970	
ParlaMint-SI-en_2013-05-14-SDZ6-Izredna-35	ParlaMint-SI_2013-05-14-SDZ6-Izredna-35.ana.u3	Minutes of the National Assembly of the Republic of Slovenia, Term 6, Extraordinary Session 35, (14. 05. 2013)	2013-05-14	Lower house	6. mandat	-	Izredna	-	-	Reference	English	Chairperson	MP	notMinister	SD	Social Democrats	Coalition	Centre-left	VeberJanko	Veber, Janko	M	1960	
ParlaMint-SI-en_2013-05-14-SDZ6-Izredna-35	ParlaMint-SI_2013-05-14-SDZ6-Izredna-35.ana.u4	Minutes of the National Assembly of the Republic of Slovenia, Term 6, Extraordinary Session 35, (14. 05. 2013)	2013-05-14	Lower house	6. mandat	-	Izredna	-	-	Reference	English	Regular	notMP	notMinister	-	-	-	-	VraničarMateja	Vraničar, Mateja	F	-	
ParlaMint-SI-en_2013-05-14-SDZ6-Izredna-35	ParlaMint-SI_2013-05-14-SDZ6-Izredna-35.ana.u5	Minutes of the National Assembly of the Republic of Slovenia, Term 6, Extraordinary Session 35, (14. 05. 2013)	2013-05-14	Lower house	6. mandat	-	Izredna	-	-	Reference	English	Chairperson	MP	notMinister	SD	Social Democrats	Coalition	Centre-left	VeberJanko	Veber, Janko	M	1960	
