Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-BA-en_2012-12-06-2	ParlaMint-BA_2012-12-06-2.u2230	Minutes of the Parliamentary Assembly of Bosnia and Herzegovina, Term 6, Session 25	2012-12-06	Unicameralism	6. mandat	-	Sjednica 25	2012-12-06	-	Reference	English	Chairperson	MP	notMinister	SDA	Stranka demokratske akcije	Opposition	Centre-right to right	TihićSulejman	Tihić, Sulejman	M	1951	
ParlaMint-BA-en_2012-12-06-2	ParlaMint-BA_2012-12-06-2.u2232	Minutes of the Parliamentary Assembly of Bosnia and Herzegovina, Term 6, Session 25	2012-12-06	Unicameralism	6. mandat	-	Sjednica 25	2012-12-06	-	Reference	English	Regular	MP	notMinister	HDZ_BiH	Hrvatska demokratska zajednica Bosne i Hercegovine	Opposition	Centre-right	ČovićDragan	Čović, Dragan	M	1956	
ParlaMint-BA-en_2012-12-06-2	ParlaMint-BA_2012-12-06-2.u2233	Minutes of the Parliamentary Assembly of Bosnia and Herzegovina, Term 6, Session 25	2012-12-06	Unicameralism	6. mandat	-	Sjednica 25	2012-12-06	-	Reference	English	Chairperson	MP	notMinister	SDA	Stranka demokratske akcije	Opposition	Centre-right to right	TihićSulejman	Tihić, Sulejman	M	1951	
ParlaMint-BA-en_2012-12-06-2	ParlaMint-BA_2012-12-06-2.u2234	Minutes of the Parliamentary Assembly of Bosnia and Herzegovina, Term 6, Session 25	2012-12-06	Unicameralism	6. mandat	-	Sjednica 25	2012-12-06	-	Reference	English	Regular	MP	notMinister	SDA	Stranka demokratske akcije	Opposition	Centre-right to right	GenjacHalid	Genjac, Halid	M	1958	
ParlaMint-BA-en_2012-12-06-2	ParlaMint-BA_2012-12-06-2.u2235	Minutes of the Parliamentary Assembly of Bosnia and Herzegovina, Term 6, Session 25	2012-12-06	Unicameralism	6. mandat	-	Sjednica 25	2012-12-06	-	Reference	English	Chairperson	MP	notMinister	SDA	Stranka demokratske akcije	Opposition	Centre-right to right	TihićSulejman	Tihić, Sulejman	M	1951	
ParlaMint-BA-en_2012-12-06-2	ParlaMint-BA_2012-12-06-2.u2236	Minutes of the Parliamentary Assembly of Bosnia and Herzegovina, Term 6, Session 25	2012-12-06	Unicameralism	6. mandat	-	Sjednica 25	2012-12-06	-	Reference	English	Regular	MP	notMinister	PDP	Partija demokratskog progresa	Opposition	Centre to centre-right	IvanićMladen	Ivanić, Mladen	M	1958	
ParlaMint-BA-en_2012-12-06-2	ParlaMint-BA_2012-12-06-2.u2237	Minutes of the Parliamentary Assembly of Bosnia and Herzegovina, Term 6, Session 25	2012-12-06	Unicameralism	6. mandat	-	Sjednica 25	2012-12-06	-	Reference	English	Chairperson	MP	notMinister	SDA	Stranka demokratske akcije	Opposition	Centre-right to right	TihićSulejman	Tihić, Sulejman	M	1951	
ParlaMint-BA-en_2012-12-06-2	ParlaMint-BA_2012-12-06-2.u2238	Minutes of the Parliamentary Assembly of Bosnia and Herzegovina, Term 6, Session 25	2012-12-06	Unicameralism	6. mandat	-	Sjednica 25	2012-12-06	-	Reference	English	Regular	MP	notMinister	PDP	Partija demokratskog progresa	Opposition	Centre to centre-right	IvanićMladen	Ivanić, Mladen	M	1958	
ParlaMint-BA-en_2012-12-06-2	ParlaMint-BA_2012-12-06-2.u2239	Minutes of the Parliamentary Assembly of Bosnia and Herzegovina, Term 6, Session 25	2012-12-06	Unicameralism	6. mandat	-	Sjednica 25	2012-12-06	-	Reference	English	Chairperson	MP	notMinister	SDA	Stranka demokratske akcije	Opposition	Centre-right to right	TihićSulejman	Tihić, Sulejman	M	1951	
