Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-AT-en_2015-07-09-025-XXV-NRSITZ-00087	ParlaMint-AT_2015-07-09-025-XXV-NRSITZ-00087_d7e480	Sitting Number 87, Legislative period XXV, Thursday, 9. July 2015	2015-07-09	Lower house	Legislative period XXV	-	-	Sitting 87	-	Reference	English	Chairperson	MP	notMinister	SPÖ	parliamentary group of the Social Democratic Party of Austria	Coalition	Centre-left	PAD_00145	Bures, Doris	F	1962	
ParlaMint-AT-en_2015-07-09-025-XXV-NRSITZ-00087	ParlaMint-AT_2015-07-09-025-XXV-NRSITZ-00087_d7e511	Sitting Number 87, Legislative period XXV, Thursday, 9. July 2015	2015-07-09	Lower house	Legislative period XXV	-	-	Sitting 87	-	Reference	English	Chairperson	MP	notMinister	SPÖ	parliamentary group of the Social Democratic Party of Austria	Coalition	Centre-left	PAD_00145	Bures, Doris	F	1962	
ParlaMint-AT-en_2015-07-09-025-XXV-NRSITZ-00087	ParlaMint-AT_2015-07-09-025-XXV-NRSITZ-00087_d7e741	Sitting Number 87, Legislative period XXV, Thursday, 9. July 2015	2015-07-09	Lower house	Legislative period XXV	-	-	Sitting 87	-	Reference	English	Chairperson	MP	notMinister	SPÖ	parliamentary group of the Social Democratic Party of Austria	Coalition	Centre-left	PAD_00145	Bures, Doris	F	1962	
ParlaMint-AT-en_2015-07-09-025-XXV-NRSITZ-00087	ParlaMint-AT_2015-07-09-025-XXV-NRSITZ-00087_d7e768	Sitting Number 87, Legislative period XXV, Thursday, 9. July 2015	2015-07-09	Lower house	Legislative period XXV	-	-	Sitting 87	-	Reference	English	Chairperson	MP	notMinister	SPÖ	parliamentary group of the Social Democratic Party of Austria	Coalition	Centre-left	PAD_00145	Bures, Doris	F	1962	
ParlaMint-AT-en_2015-07-09-025-XXV-NRSITZ-00087	ParlaMint-AT_2015-07-09-025-XXV-NRSITZ-00087_d7e804	Sitting Number 87, Legislative period XXV, Thursday, 9. July 2015	2015-07-09	Lower house	Legislative period XXV	-	-	Sitting 87	-	Reference	English	Chairperson	MP	notMinister	SPÖ	parliamentary group of the Social Democratic Party of Austria	Coalition	Centre-left	PAD_00145	Bures, Doris	F	1962	
ParlaMint-AT-en_2015-07-09-025-XXV-NRSITZ-00087	ParlaMint-AT_2015-07-09-025-XXV-NRSITZ-00087_d7e855	Sitting Number 87, Legislative period XXV, Thursday, 9. July 2015	2015-07-09	Lower house	Legislative period XXV	-	-	Sitting 87	-	Reference	English	Chairperson	MP	notMinister	SPÖ	parliamentary group of the Social Democratic Party of Austria	Coalition	Centre-left	PAD_00145	Bures, Doris	F	1962	
