Session,Date,Left,Centre,Right
ParlaMint-ES-PV-en_2015-02-05-meta.tsv,2015-02-05,12,5,4
ParlaMint-ES-PV-en_2015-02-12-meta.tsv,2015-02-12,9,4,3
ParlaMint-ES-PV-en_2015-02-13-meta.tsv,2015-02-13,11,8,4
ParlaMint-ES-PV-en_2015-02-19-meta.tsv,2015-02-19,11,5,5
ParlaMint-ES-PV-en_2015-02-27-meta.tsv,2015-02-27,11,10,6
ParlaMint-ES-PV-en_2015-03-05-meta.tsv,2015-03-05,12,4,5
ParlaMint-ES-PV-en_2015-03-06-meta.tsv,2015-03-06,12,6,5
ParlaMint-ES-PV-en_2015-03-12-meta.tsv,2015-03-12,8,4,4
ParlaMint-ES-PV-en_2015-03-13-meta.tsv,2015-03-13,11,10,5
ParlaMint-ES-PV-en_2015-03-26-meta.tsv,2015-03-26,5,5,3
ParlaMint-ES-PV-en_2015-03-27-meta.tsv,2015-03-27,6,8,4
ParlaMint-ES-PV-en_2015-04-16-meta.tsv,2015-04-16,12,7,5
ParlaMint-ES-PV-en_2015-04-17-meta.tsv,2015-04-17,12,9,4
ParlaMint-ES-PV-en_2015-04-23-meta.tsv,2015-04-23,12,4,5
ParlaMint-ES-PV-en_2015-04-24-meta.tsv,2015-04-24,10,10,3
ParlaMint-ES-PV-en_2015-04-30-meta.tsv,2015-04-30,14,8,4
ParlaMint-ES-PV-en_2015-05-07-meta.tsv,2015-05-07,12,6,6
ParlaMint-ES-PV-en_2015-05-28-meta.tsv,2015-05-28,11,6,5
ParlaMint-ES-PV-en_2015-05-29-meta.tsv,2015-05-29,9,10,3
ParlaMint-ES-PV-en_2015-06-04-meta.tsv,2015-06-04,10,5,2
ParlaMint-ES-PV-en_2015-06-11-meta.tsv,2015-06-11,12,6,4
ParlaMint-ES-PV-en_2015-06-12-meta.tsv,2015-06-12,9,9,4
ParlaMint-ES-PV-en_2015-06-18-meta.tsv,2015-06-18,11,6,4
ParlaMint-ES-PV-en_2015-06-25-meta.tsv,2015-06-25,14,6,5
ParlaMint-ES-PV-en_2015-06-26-meta.tsv,2015-06-26,9,10,4
ParlaMint-ES-PV-en_2015-06-30-meta.tsv,2015-06-30,5,3,2
ParlaMint-ES-PV-en_2015-07-13-meta.tsv,2015-07-13,3,3,1
ParlaMint-ES-PV-en_2015-09-24-meta.tsv,2015-09-24,3,3,1
ParlaMint-ES-PV-en_2015-10-01-meta.tsv,2015-10-01,12,7,7
ParlaMint-ES-PV-en_2015-10-02-meta.tsv,2015-10-02,12,10,5
ParlaMint-ES-PV-en_2015-10-08-meta.tsv,2015-10-08,11,6,5
ParlaMint-ES-PV-en_2015-10-15-meta.tsv,2015-10-15,13,7,6
ParlaMint-ES-PV-en_2015-10-16-meta.tsv,2015-10-16,12,11,4
ParlaMint-ES-PV-en_2015-10-22-meta.tsv,2015-10-22,9,6,4
