Session,Date,Coalition,Opposition
ParlaMint-ES-PV-en_2015-02-05-meta.tsv,2015-02-05,5,16
ParlaMint-ES-PV-en_2015-02-12-meta.tsv,2015-02-12,4,12
ParlaMint-ES-PV-en_2015-02-13-meta.tsv,2015-02-13,8,15
ParlaMint-ES-PV-en_2015-02-19-meta.tsv,2015-02-19,5,16
ParlaMint-ES-PV-en_2015-02-27-meta.tsv,2015-02-27,10,17
ParlaMint-ES-PV-en_2015-03-05-meta.tsv,2015-03-05,4,17
ParlaMint-ES-PV-en_2015-03-06-meta.tsv,2015-03-06,6,17
ParlaMint-ES-PV-en_2015-03-12-meta.tsv,2015-03-12,4,12
ParlaMint-ES-PV-en_2015-03-13-meta.tsv,2015-03-13,10,16
ParlaMint-ES-PV-en_2015-03-26-meta.tsv,2015-03-26,5,8
ParlaMint-ES-PV-en_2015-03-27-meta.tsv,2015-03-27,8,10
ParlaMint-ES-PV-en_2015-04-16-meta.tsv,2015-04-16,7,17
ParlaMint-ES-PV-en_2015-04-17-meta.tsv,2015-04-17,9,16
ParlaMint-ES-PV-en_2015-04-23-meta.tsv,2015-04-23,4,17
ParlaMint-ES-PV-en_2015-04-24-meta.tsv,2015-04-24,10,13
ParlaMint-ES-PV-en_2015-04-30-meta.tsv,2015-04-30,8,18
ParlaMint-ES-PV-en_2015-05-07-meta.tsv,2015-05-07,6,18
ParlaMint-ES-PV-en_2015-05-28-meta.tsv,2015-05-28,6,16
ParlaMint-ES-PV-en_2015-05-29-meta.tsv,2015-05-29,10,12
ParlaMint-ES-PV-en_2015-06-04-meta.tsv,2015-06-04,5,12
ParlaMint-ES-PV-en_2015-06-11-meta.tsv,2015-06-11,6,16
ParlaMint-ES-PV-en_2015-06-12-meta.tsv,2015-06-12,9,13
ParlaMint-ES-PV-en_2015-06-18-meta.tsv,2015-06-18,6,15
ParlaMint-ES-PV-en_2015-06-25-meta.tsv,2015-06-25,6,19
ParlaMint-ES-PV-en_2015-06-26-meta.tsv,2015-06-26,10,13
ParlaMint-ES-PV-en_2015-06-30-meta.tsv,2015-06-30,3,7
ParlaMint-ES-PV-en_2015-07-13-meta.tsv,2015-07-13,3,4
ParlaMint-ES-PV-en_2015-09-24-meta.tsv,2015-09-24,3,4
ParlaMint-ES-PV-en_2015-10-01-meta.tsv,2015-10-01,7,19
ParlaMint-ES-PV-en_2015-10-02-meta.tsv,2015-10-02,10,17
ParlaMint-ES-PV-en_2015-10-08-meta.tsv,2015-10-08,6,16
ParlaMint-ES-PV-en_2015-10-15-meta.tsv,2015-10-15,7,19
ParlaMint-ES-PV-en_2015-10-16-meta.tsv,2015-10-16,11,16
ParlaMint-ES-PV-en_2015-10-22-meta.tsv,2015-10-22,6,13
ParlaMint-ES-PV-en_2015-10-29-meta.tsv,2015-10-29,6,15
ParlaMint-ES-PV-en_2015-10-30-meta.tsv,2015-10-30,9,15
ParlaMint-ES-PV-en_2015-11-12-meta.tsv,2015-11-12,7,18
ParlaMint-ES-PV-en_2015-11-13-meta.tsv,2015-11-13,8,12
ParlaMint-ES-PV-en_2015-11-19-meta.tsv,2015-11-19,4,15
ParlaMint-ES-PV-en_2015-11-26-meta.tsv,2015-11-26,5,17
ParlaMint-ES-PV-en_2015-11-27-meta.tsv,2015-11-27,8,13
ParlaMint-ES-PV-en_2015-12-03-meta.tsv,2015-12-03,4,4
ParlaMint-ES-PV-en_2015-12-23-meta.tsv,2015-12-23,5,9
ParlaMint-ES-PV-en_2016-02-04-meta.tsv,2016-02-04,7,19
ParlaMint-ES-PV-en_2016-02-05-meta.tsv,2016-02-05,9,15
ParlaMint-ES-PV-en_2016-02-11-meta.tsv,2016-02-11,6,15
ParlaMint-ES-PV-en_2016-02-18-meta.tsv,2016-02-18,6,17
ParlaMint-ES-PV-en_2016-02-19-meta.tsv,2016-02-19,9,16
ParlaMint-ES-PV-en_2016-02-25-meta.tsv,2016-02-25,4,13
ParlaMint-ES-PV-en_2016-03-03-meta.tsv,2016-03-03,5,14
ParlaMint-ES-PV-en_2016-03-04-meta.tsv,2016-03-04,10,15
ParlaMint-ES-PV-en_2016-03-10-meta.tsv,2016-03-10,5,13
ParlaMint-ES-PV-en_2016-03-17-meta.tsv,2016-03-17,7,15
ParlaMint-ES-PV-en_2016-03-18-meta.tsv,2016-03-18,9,16
ParlaMint-ES-PV-en_2016-04-07-meta.tsv,2016-04-07,8,14
ParlaMint-ES-PV-en_2016-04-08-meta.tsv,2016-04-08,9,14
ParlaMint-ES-PV-en_2016-04-14-meta.tsv,2016-04-14,5,16
ParlaMint-ES-PV-en_2016-04-21-meta.tsv,2016-04-21,9,13
ParlaMint-ES-PV-en_2016-04-22-meta.tsv,2016-04-22,10,14
ParlaMint-ES-PV-en_2016-05-05-meta.tsv,2016-05-05,7,15
ParlaMint-ES-PV-en_2016-05-06-meta.tsv,2016-05-06,9,12
ParlaMint-ES-PV-en_2016-05-12-meta.tsv,2016-05-12,9,19
ParlaMint-ES-PV-en_2016-05-19-meta.tsv,2016-05-19,7,17
ParlaMint-ES-PV-en_2016-05-20-meta.tsv,2016-05-20,9,14
ParlaMint-ES-PV-en_2016-05-26-meta.tsv,2016-05-26,5,12
ParlaMint-ES-PV-en_2016-06-02-meta.tsv,2016-06-02,7,18
ParlaMint-ES-PV-en_2016-06-03-meta.tsv,2016-06-03,10,16
ParlaMint-ES-PV-en_2016-06-09-meta.tsv,2016-06-09,5,14
ParlaMint-ES-PV-en_2016-06-30-meta.tsv,2016-06-30,4,13
ParlaMint-ES-PV-en_2016-07-08-meta.tsv,2016-07-08,4,6
ParlaMint-ES-PV-en_2016-07-28-meta.tsv,2016-07-28,4,7
ParlaMint-ES-PV-en_2016-10-21-meta.tsv,2016-10-21,1,3
ParlaMint-ES-PV-en_2016-10-27-meta.tsv,2016-10-27,1,0
ParlaMint-ES-PV-en_2016-11-10-meta.tsv,2016-11-10,1,0
ParlaMint-ES-PV-en_2016-11-23-meta.tsv,2016-11-23,5,5
ParlaMint-ES-PV-en_2016-11-26-meta.tsv,2016-11-26,3,0
ParlaMint-ES-PV-en_2016-12-15-meta.tsv,2016-12-15,10,13
ParlaMint-ES-PV-en_2016-12-22-meta.tsv,2016-12-22,10,12
ParlaMint-ES-PV-en_2017-01-26-meta.tsv,2017-01-26,10,16
ParlaMint-ES-PV-en_2017-02-02-meta.tsv,2017-02-02,11,17
ParlaMint-ES-PV-en_2017-02-03-meta.tsv,2017-02-03,11,14
ParlaMint-ES-PV-en_2017-02-09-meta.tsv,2017-02-09,10,16
ParlaMint-ES-PV-en_2017-02-16-meta.tsv,2017-02-16,11,16
ParlaMint-ES-PV-en_2017-02-17-meta.tsv,2017-02-17,12,13
ParlaMint-ES-PV-en_2017-02-23-meta.tsv,2017-02-23,8,13
ParlaMint-ES-PV-en_2017-03-03-meta.tsv,2017-03-03,11,14
ParlaMint-ES-PV-en_2017-03-09-meta.tsv,2017-03-09,11,14
ParlaMint-ES-PV-en_2017-03-16-meta.tsv,2017-03-16,11,14
ParlaMint-ES-PV-en_2017-03-17-meta.tsv,2017-03-17,11,14
ParlaMint-ES-PV-en_2017-03-23-meta.tsv,2017-03-23,8,11
ParlaMint-ES-PV-en_2017-03-30-meta.tsv,2017-03-30,5,3
ParlaMint-ES-PV-en_2017-04-06-meta.tsv,2017-04-06,12,17
ParlaMint-ES-PV-en_2017-04-07-meta.tsv,2017-04-07,12,16
ParlaMint-ES-PV-en_2017-04-11-meta.tsv,2017-04-11,3,3
ParlaMint-ES-PV-en_2017-04-27-meta.tsv,2017-04-27,11,14
ParlaMint-ES-PV-en_2017-05-04-meta.tsv,2017-05-04,9,15
ParlaMint-ES-PV-en_2017-05-05-meta.tsv,2017-05-05,13,12
ParlaMint-ES-PV-en_2017-05-11-meta.tsv,2017-05-11,10,13
ParlaMint-ES-PV-en_2017-05-18-meta.tsv,2017-05-18,9,11
ParlaMint-ES-PV-en_2017-05-19-meta.tsv,2017-05-19,12,14
ParlaMint-ES-PV-en_2017-05-25-meta.tsv,2017-05-25,7,11
ParlaMint-ES-PV-en_2017-06-01-meta.tsv,2017-06-01,9,10
ParlaMint-ES-PV-en_2017-06-02-meta.tsv,2017-06-02,12,13
ParlaMint-ES-PV-en_2017-06-08-meta.tsv,2017-06-08,8,10
ParlaMint-ES-PV-en_2017-06-15-meta.tsv,2017-06-15,10,13
ParlaMint-ES-PV-en_2017-06-16-meta.tsv,2017-06-16,10,15
ParlaMint-ES-PV-en_2017-06-22-meta.tsv,2017-06-22,9,11
ParlaMint-ES-PV-en_2017-06-23-meta.tsv,2017-06-23,11,14
ParlaMint-ES-PV-en_2017-06-29-meta.tsv,2017-06-29,11,16
ParlaMint-ES-PV-en_2017-09-21-meta.tsv,2017-09-21,5,3
ParlaMint-ES-PV-en_2017-09-28-meta.tsv,2017-09-28,11,14
ParlaMint-ES-PV-en_2017-10-05-meta.tsv,2017-10-05,10,14
ParlaMint-ES-PV-en_2017-10-06-meta.tsv,2017-10-06,11,16
ParlaMint-ES-PV-en_2017-10-19-meta.tsv,2017-10-19,10,14
ParlaMint-ES-PV-en_2017-10-20-meta.tsv,2017-10-20,12,15
ParlaMint-ES-PV-en_2017-10-26-meta.tsv,2017-10-26,11,14
ParlaMint-ES-PV-en_2017-11-02-meta.tsv,2017-11-02,15,19
ParlaMint-ES-PV-en_2017-11-03-meta.tsv,2017-11-03,11,14
ParlaMint-ES-PV-en_2017-11-09-meta.tsv,2017-11-09,8,8
ParlaMint-ES-PV-en_2017-11-16-meta.tsv,2017-11-16,9,16
ParlaMint-ES-PV-en_2017-11-17-meta.tsv,2017-11-17,10,15
ParlaMint-ES-PV-en_2017-11-23-meta.tsv,2017-11-23,7,8
ParlaMint-ES-PV-en_2017-11-30-meta.tsv,2017-11-30,11,13
ParlaMint-ES-PV-en_2017-12-01-meta.tsv,2017-12-01,12,14
ParlaMint-ES-PV-en_2017-12-11-meta.tsv,2017-12-11,5,3
ParlaMint-ES-PV-en_2017-12-14-meta.tsv,2017-12-14,8,11
ParlaMint-ES-PV-en_2017-12-15-meta.tsv,2017-12-15,11,11
ParlaMint-ES-PV-en_2017-12-21-meta.tsv,2017-12-21,9,13
ParlaMint-ES-PV-en_2017-12-22-meta.tsv,2017-12-22,3,3
ParlaMint-ES-PV-en_2018-02-01-meta.tsv,2018-02-01,9,12
ParlaMint-ES-PV-en_2018-02-02-meta.tsv,2018-02-02,12,15
ParlaMint-ES-PV-en_2018-02-08-meta.tsv,2018-02-08,9,10
ParlaMint-ES-PV-en_2018-02-14-meta.tsv,2018-02-14,4,3
ParlaMint-ES-PV-en_2018-02-15-meta.tsv,2018-02-15,12,15
ParlaMint-ES-PV-en_2018-02-16-meta.tsv,2018-02-16,11,13
ParlaMint-ES-PV-en_2018-02-22-meta.tsv,2018-02-22,8,11
ParlaMint-ES-PV-en_2018-03-01-meta.tsv,2018-03-01,9,8
ParlaMint-ES-PV-en_2018-03-02-meta.tsv,2018-03-02,11,14
ParlaMint-ES-PV-en_2018-03-08-meta.tsv,2018-03-08,6,7
ParlaMint-ES-PV-en_2018-03-16-meta.tsv,2018-03-16,10,12
ParlaMint-ES-PV-en_2018-03-21-meta.tsv,2018-03-21,4,3
ParlaMint-ES-PV-en_2018-03-22-meta.tsv,2018-03-22,9,12
ParlaMint-ES-PV-en_2018-03-23-meta.tsv,2018-03-23,10,14
ParlaMint-ES-PV-en_2018-04-12-meta.tsv,2018-04-12,11,14
ParlaMint-ES-PV-en_2018-04-13-meta.tsv,2018-04-13,12,11
ParlaMint-ES-PV-en_2018-04-19-meta.tsv,2018-04-19,12,14
ParlaMint-ES-PV-en_2018-04-26-meta.tsv,2018-04-26,6,7
ParlaMint-ES-PV-en_2018-04-27-meta.tsv,2018-04-27,12,13
ParlaMint-ES-PV-en_2018-05-03-meta.tsv,2018-05-03,7,10
ParlaMint-ES-PV-en_2018-05-10-meta.tsv,2018-05-10,6,9
ParlaMint-ES-PV-en_2018-05-11-meta.tsv,2018-05-11,11,11
ParlaMint-ES-PV-en_2018-05-17-meta.tsv,2018-05-17,8,10
ParlaMint-ES-PV-en_2018-05-24-meta.tsv,2018-05-24,6,7
ParlaMint-ES-PV-en_2018-05-25-meta.tsv,2018-05-25,13,14
ParlaMint-ES-PV-en_2018-05-31-meta.tsv,2018-05-31,8,9
ParlaMint-ES-PV-en_2018-06-07-meta.tsv,2018-06-07,12,16
ParlaMint-ES-PV-en_2018-06-08-meta.tsv,2018-06-08,10,14
ParlaMint-ES-PV-en_2018-06-14-meta.tsv,2018-06-14,6,8
ParlaMint-ES-PV-en_2018-06-21-meta.tsv,2018-06-21,10,14
ParlaMint-ES-PV-en_2018-06-22-meta.tsv,2018-06-22,11,12
ParlaMint-ES-PV-en_2018-06-28-meta.tsv,2018-06-28,12,17
ParlaMint-ES-PV-en_2018-09-20-meta.tsv,2018-09-20,4,3
ParlaMint-ES-PV-en_2018-09-27-meta.tsv,2018-09-27,8,9
ParlaMint-ES-PV-en_2018-10-04-meta.tsv,2018-10-04,11,16
ParlaMint-ES-PV-en_2018-10-05-meta.tsv,2018-10-05,12,15
ParlaMint-ES-PV-en_2018-10-11-meta.tsv,2018-10-11,9,10
ParlaMint-ES-PV-en_2018-10-18-meta.tsv,2018-10-18,7,10
ParlaMint-ES-PV-en_2018-10-19-meta.tsv,2018-10-19,12,15
ParlaMint-ES-PV-en_2018-10-25-meta.tsv,2018-10-25,11,13
ParlaMint-ES-PV-en_2018-11-09-meta.tsv,2018-11-09,13,17
ParlaMint-ES-PV-en_2018-11-15-meta.tsv,2018-11-15,12,15
ParlaMint-ES-PV-en_2018-11-22-meta.tsv,2018-11-22,9,14
ParlaMint-ES-PV-en_2018-11-23-meta.tsv,2018-11-23,12,17
ParlaMint-ES-PV-en_2018-11-29-meta.tsv,2018-11-29,13,18
ParlaMint-ES-PV-en_2018-12-12-meta.tsv,2018-12-12,9,10
ParlaMint-ES-PV-en_2018-12-14-meta.tsv,2018-12-14,12,17
ParlaMint-ES-PV-en_2018-12-20-meta.tsv,2018-12-20,8,15
ParlaMint-ES-PV-en_2019-02-07-meta.tsv,2019-02-07,11,16
ParlaMint-ES-PV-en_2019-02-08-meta.tsv,2019-02-08,12,15
ParlaMint-ES-PV-en_2019-02-14-meta.tsv,2019-02-14,11,13
ParlaMint-ES-PV-en_2019-02-21-meta.tsv,2019-02-21,11,15
ParlaMint-ES-PV-en_2019-02-22-meta.tsv,2019-02-22,12,15
ParlaMint-ES-PV-en_2019-02-28-meta.tsv,2019-02-28,9,11
ParlaMint-ES-PV-en_2019-03-07-meta.tsv,2019-03-07,9,13
ParlaMint-ES-PV-en_2019-03-08-meta.tsv,2019-03-08,1,0
ParlaMint-ES-PV-en_2019-03-13-meta.tsv,2019-03-13,4,3
ParlaMint-ES-PV-en_2019-03-14-meta.tsv,2019-03-14,7,9
ParlaMint-ES-PV-en_2019-03-21-meta.tsv,2019-03-21,7,8
ParlaMint-ES-PV-en_2019-03-22-meta.tsv,2019-03-22,11,15
ParlaMint-ES-PV-en_2019-03-28-meta.tsv,2019-03-28,9,10
ParlaMint-ES-PV-en_2019-04-04-meta.tsv,2019-04-04,12,16
ParlaMint-ES-PV-en_2019-04-05-meta.tsv,2019-04-05,12,17
ParlaMint-ES-PV-en_2019-04-11-meta.tsv,2019-04-11,10,12
ParlaMint-ES-PV-en_2019-05-02-meta.tsv,2019-05-02,7,10
ParlaMint-ES-PV-en_2019-05-03-meta.tsv,2019-05-03,11,12
ParlaMint-ES-PV-en_2019-05-09-meta.tsv,2019-05-09,10,10
ParlaMint-ES-PV-en_2019-05-30-meta.tsv,2019-05-30,9,12
ParlaMint-ES-PV-en_2019-05-31-meta.tsv,2019-05-31,12,13
ParlaMint-ES-PV-en_2019-06-06-meta.tsv,2019-06-06,11,14
ParlaMint-ES-PV-en_2019-06-13-meta.tsv,2019-06-13,11,15
ParlaMint-ES-PV-en_2019-06-14-meta.tsv,2019-06-14,14,16
ParlaMint-ES-PV-en_2019-06-20-meta.tsv,2019-06-20,11,13
ParlaMint-ES-PV-en_2019-06-27-meta.tsv,2019-06-27,15,17
ParlaMint-ES-PV-en_2019-06-28-meta.tsv,2019-06-28,10,17
ParlaMint-ES-PV-en_2019-09-20-meta.tsv,2019-09-20,4,3
ParlaMint-ES-PV-en_2019-09-26-meta.tsv,2019-09-26,7,11
ParlaMint-ES-PV-en_2019-10-03-meta.tsv,2019-10-03,6,8
ParlaMint-ES-PV-en_2019-10-10-meta.tsv,2019-10-10,9,11
ParlaMint-ES-PV-en_2019-10-11-meta.tsv,2019-10-11,13,14
ParlaMint-ES-PV-en_2019-10-17-meta.tsv,2019-10-17,8,9
ParlaMint-ES-PV-en_2019-10-24-meta.tsv,2019-10-24,11,13
ParlaMint-ES-PV-en_2019-10-25-meta.tsv,2019-10-25,11,17
ParlaMint-ES-PV-en_2019-10-28-meta.tsv,2019-10-28,4,3
ParlaMint-ES-PV-en_2019-10-31-meta.tsv,2019-10-31,10,14
ParlaMint-ES-PV-en_2019-11-14-meta.tsv,2019-11-14,9,12
ParlaMint-ES-PV-en_2019-11-15-meta.tsv,2019-11-15,11,13
ParlaMint-ES-PV-en_2019-11-21-meta.tsv,2019-11-21,8,10
ParlaMint-ES-PV-en_2019-11-28-meta.tsv,2019-11-28,11,14
ParlaMint-ES-PV-en_2019-11-29-meta.tsv,2019-11-29,13,16
ParlaMint-ES-PV-en_2019-12-05-meta.tsv,2019-12-05,10,10
ParlaMint-ES-PV-en_2019-12-12-meta.tsv,2019-12-12,7,10
ParlaMint-ES-PV-en_2019-12-13-meta.tsv,2019-12-13,10,14
ParlaMint-ES-PV-en_2019-12-16-meta.tsv,2019-12-16,4,3
ParlaMint-ES-PV-en_2019-12-20-meta.tsv,2019-12-20,10,8
ParlaMint-ES-PV-en_2019-12-27-meta.tsv,2019-12-27,3,3
ParlaMint-ES-PV-en_2020-02-06-meta.tsv,2020-02-06,12,14
ParlaMint-ES-PV-en_2020-02-07-meta.tsv,2020-02-07,9,15
ParlaMint-ES-PV-en_2020-08-03-meta.tsv,2020-08-03,4,0
ParlaMint-ES-PV-en_2020-08-06-meta.tsv,2020-08-06,1,0
ParlaMint-ES-PV-en_2020-08-13-meta.tsv,2020-08-13,1,0
ParlaMint-ES-PV-en_2020-09-03-meta.tsv,2020-09-03,6,5
ParlaMint-ES-PV-en_2020-09-05-meta.tsv,2020-09-05,3,0
ParlaMint-ES-PV-en_2020-09-24-meta.tsv,2020-09-24,9,9
ParlaMint-ES-PV-en_2020-10-01-meta.tsv,2020-10-01,9,12
ParlaMint-ES-PV-en_2020-10-02-meta.tsv,2020-10-02,14,13
ParlaMint-ES-PV-en_2020-10-08-meta.tsv,2020-10-08,8,9
