Session,Date,Male,Female
ParlaMint-ES-PV-en_2015-12-23-meta.tsv,2015-12-23,8,6
ParlaMint-ES-PV-en_2016-02-04-meta.tsv,2016-02-04,17,10
ParlaMint-ES-PV-en_2016-02-05-meta.tsv,2016-02-05,12,12
ParlaMint-ES-PV-en_2016-02-11-meta.tsv,2016-02-11,12,11
ParlaMint-ES-PV-en_2016-02-18-meta.tsv,2016-02-18,14,9
ParlaMint-ES-PV-en_2016-02-19-meta.tsv,2016-02-19,11,14
ParlaMint-ES-PV-en_2016-02-25-meta.tsv,2016-02-25,7,10
ParlaMint-ES-PV-en_2016-03-03-meta.tsv,2016-03-03,11,8
ParlaMint-ES-PV-en_2016-03-04-meta.tsv,2016-03-04,10,15
ParlaMint-ES-PV-en_2016-03-10-meta.tsv,2016-03-10,8,10
ParlaMint-ES-PV-en_2016-03-17-meta.tsv,2016-03-17,8,15
ParlaMint-ES-PV-en_2016-03-18-meta.tsv,2016-03-18,14,12
ParlaMint-ES-PV-en_2016-04-07-meta.tsv,2016-04-07,12,10
ParlaMint-ES-PV-en_2016-04-08-meta.tsv,2016-04-08,10,14
ParlaMint-ES-PV-en_2016-04-14-meta.tsv,2016-04-14,14,7
ParlaMint-ES-PV-en_2016-04-21-meta.tsv,2016-04-21,12,12
ParlaMint-ES-PV-en_2016-04-22-meta.tsv,2016-04-22,9,15
ParlaMint-ES-PV-en_2016-05-05-meta.tsv,2016-05-05,10,13
ParlaMint-ES-PV-en_2016-05-06-meta.tsv,2016-05-06,14,8
ParlaMint-ES-PV-en_2016-05-12-meta.tsv,2016-05-12,15,14
ParlaMint-ES-PV-en_2016-05-19-meta.tsv,2016-05-19,12,13
ParlaMint-ES-PV-en_2016-05-20-meta.tsv,2016-05-20,13,11
ParlaMint-ES-PV-en_2016-05-26-meta.tsv,2016-05-26,8,9
ParlaMint-ES-PV-en_2016-06-02-meta.tsv,2016-06-02,15,10
ParlaMint-ES-PV-en_2016-06-03-meta.tsv,2016-06-03,16,10
ParlaMint-ES-PV-en_2016-06-09-meta.tsv,2016-06-09,11,9
ParlaMint-ES-PV-en_2016-06-30-meta.tsv,2016-06-30,9,8
ParlaMint-ES-PV-en_2016-07-08-meta.tsv,2016-07-08,7,3
ParlaMint-ES-PV-en_2016-07-28-meta.tsv,2016-07-28,6,5
ParlaMint-ES-PV-en_2016-10-21-meta.tsv,2016-10-21,3,1
ParlaMint-ES-PV-en_2016-10-27-meta.tsv,2016-10-27,0,1
ParlaMint-ES-PV-en_2016-11-10-meta.tsv,2016-11-10,0,1
ParlaMint-ES-PV-en_2016-11-23-meta.tsv,2016-11-23,6,5
ParlaMint-ES-PV-en_2016-11-26-meta.tsv,2016-11-26,2,1
ParlaMint-ES-PV-en_2016-12-15-meta.tsv,2016-12-15,11,12
ParlaMint-ES-PV-en_2016-12-22-meta.tsv,2016-12-22,12,10
ParlaMint-ES-PV-en_2017-01-26-meta.tsv,2017-01-26,16,11
ParlaMint-ES-PV-en_2017-02-02-meta.tsv,2017-02-02,15,14
ParlaMint-ES-PV-en_2017-02-03-meta.tsv,2017-02-03,13,13
ParlaMint-ES-PV-en_2017-02-09-meta.tsv,2017-02-09,9,18
ParlaMint-ES-PV-en_2017-02-16-meta.tsv,2017-02-16,13,14
ParlaMint-ES-PV-en_2017-02-17-meta.tsv,2017-02-17,11,15
ParlaMint-ES-PV-en_2017-02-23-meta.tsv,2017-02-23,7,14
ParlaMint-ES-PV-en_2017-03-03-meta.tsv,2017-03-03,11,15
ParlaMint-ES-PV-en_2017-03-09-meta.tsv,2017-03-09,8,18
ParlaMint-ES-PV-en_2017-03-16-meta.tsv,2017-03-16,12,14
ParlaMint-ES-PV-en_2017-03-17-meta.tsv,2017-03-17,12,14
ParlaMint-ES-PV-en_2017-03-23-meta.tsv,2017-03-23,9,11
ParlaMint-ES-PV-en_2017-03-30-meta.tsv,2017-03-30,6,3
ParlaMint-ES-PV-en_2017-04-06-meta.tsv,2017-04-06,17,12
ParlaMint-ES-PV-en_2017-04-07-meta.tsv,2017-04-07,14,14
ParlaMint-ES-PV-en_2017-04-11-meta.tsv,2017-04-11,3,4
ParlaMint-ES-PV-en_2017-04-27-meta.tsv,2017-04-27,9,17
ParlaMint-ES-PV-en_2017-05-04-meta.tsv,2017-05-04,9,15
ParlaMint-ES-PV-en_2017-05-05-meta.tsv,2017-05-05,13,12
ParlaMint-ES-PV-en_2017-05-11-meta.tsv,2017-05-11,8,16
ParlaMint-ES-PV-en_2017-05-18-meta.tsv,2017-05-18,8,13
ParlaMint-ES-PV-en_2017-05-19-meta.tsv,2017-05-19,14,12
ParlaMint-ES-PV-en_2017-05-25-meta.tsv,2017-05-25,12,7
ParlaMint-ES-PV-en_2017-06-01-meta.tsv,2017-06-01,10,10
ParlaMint-ES-PV-en_2017-06-02-meta.tsv,2017-06-02,12,13
ParlaMint-ES-PV-en_2017-06-08-meta.tsv,2017-06-08,8,12
ParlaMint-ES-PV-en_2017-06-15-meta.tsv,2017-06-15,8,15
ParlaMint-ES-PV-en_2017-06-16-meta.tsv,2017-06-16,7,18
ParlaMint-ES-PV-en_2017-06-22-meta.tsv,2017-06-22,8,12
ParlaMint-ES-PV-en_2017-06-23-meta.tsv,2017-06-23,18,8
ParlaMint-ES-PV-en_2017-06-29-meta.tsv,2017-06-29,13,14
ParlaMint-ES-PV-en_2017-09-21-meta.tsv,2017-09-21,6,3
ParlaMint-ES-PV-en_2017-09-28-meta.tsv,2017-09-28,13,13
ParlaMint-ES-PV-en_2017-10-05-meta.tsv,2017-10-05,14,11
ParlaMint-ES-PV-en_2017-10-06-meta.tsv,2017-10-06,15,12
ParlaMint-ES-PV-en_2017-10-19-meta.tsv,2017-10-19,10,15
ParlaMint-ES-PV-en_2017-10-20-meta.tsv,2017-10-20,15,12
ParlaMint-ES-PV-en_2017-10-26-meta.tsv,2017-10-26,11,15
ParlaMint-ES-PV-en_2017-11-02-meta.tsv,2017-11-02,17,18
ParlaMint-ES-PV-en_2017-11-03-meta.tsv,2017-11-03,11,14
ParlaMint-ES-PV-en_2017-11-09-meta.tsv,2017-11-09,5,12
ParlaMint-ES-PV-en_2017-11-16-meta.tsv,2017-11-16,10,16
ParlaMint-ES-PV-en_2017-11-17-meta.tsv,2017-11-17,15,10
ParlaMint-ES-PV-en_2017-11-23-meta.tsv,2017-11-23,7,9
ParlaMint-ES-PV-en_2017-11-30-meta.tsv,2017-11-30,10,14
ParlaMint-ES-PV-en_2017-12-01-meta.tsv,2017-12-01,12,15
ParlaMint-ES-PV-en_2017-12-11-meta.tsv,2017-12-11,5,4
ParlaMint-ES-PV-en_2017-12-14-meta.tsv,2017-12-14,8,11
ParlaMint-ES-PV-en_2017-12-15-meta.tsv,2017-12-15,13,10
ParlaMint-ES-PV-en_2017-12-21-meta.tsv,2017-12-21,8,15
ParlaMint-ES-PV-en_2017-12-22-meta.tsv,2017-12-22,2,4
ParlaMint-ES-PV-en_2018-02-01-meta.tsv,2018-02-01,9,12
ParlaMint-ES-PV-en_2018-02-02-meta.tsv,2018-02-02,14,14
ParlaMint-ES-PV-en_2018-02-08-meta.tsv,2018-02-08,11,9
ParlaMint-ES-PV-en_2018-02-14-meta.tsv,2018-02-14,3,4
ParlaMint-ES-PV-en_2018-02-15-meta.tsv,2018-02-15,14,14
ParlaMint-ES-PV-en_2018-02-16-meta.tsv,2018-02-16,12,13
ParlaMint-ES-PV-en_2018-02-22-meta.tsv,2018-02-22,11,8
ParlaMint-ES-PV-en_2018-03-01-meta.tsv,2018-03-01,9,9
ParlaMint-ES-PV-en_2018-03-02-meta.tsv,2018-03-02,12,13
ParlaMint-ES-PV-en_2018-03-08-meta.tsv,2018-03-08,11,3
ParlaMint-ES-PV-en_2018-03-16-meta.tsv,2018-03-16,14,9
ParlaMint-ES-PV-en_2018-03-21-meta.tsv,2018-03-21,1,6
ParlaMint-ES-PV-en_2018-03-22-meta.tsv,2018-03-22,7,15
ParlaMint-ES-PV-en_2018-03-23-meta.tsv,2018-03-23,12,13
ParlaMint-ES-PV-en_2018-04-12-meta.tsv,2018-04-12,10,16
ParlaMint-ES-PV-en_2018-04-13-meta.tsv,2018-04-13,11,12
ParlaMint-ES-PV-en_2018-04-19-meta.tsv,2018-04-19,11,16
ParlaMint-ES-PV-en_2018-04-26-meta.tsv,2018-04-26,6,8
ParlaMint-ES-PV-en_2018-04-27-meta.tsv,2018-04-27,13,13
ParlaMint-ES-PV-en_2018-05-03-meta.tsv,2018-05-03,7,11
ParlaMint-ES-PV-en_2018-05-10-meta.tsv,2018-05-10,5,11
ParlaMint-ES-PV-en_2018-05-11-meta.tsv,2018-05-11,13,10
ParlaMint-ES-PV-en_2018-05-17-meta.tsv,2018-05-17,5,14
ParlaMint-ES-PV-en_2018-05-24-meta.tsv,2018-05-24,7,7
ParlaMint-ES-PV-en_2018-05-25-meta.tsv,2018-05-25,12,15
ParlaMint-ES-PV-en_2018-05-31-meta.tsv,2018-05-31,4,13
ParlaMint-ES-PV-en_2018-06-07-meta.tsv,2018-06-07,11,18
ParlaMint-ES-PV-en_2018-06-08-meta.tsv,2018-06-08,12,12
ParlaMint-ES-PV-en_2018-06-14-meta.tsv,2018-06-14,6,9
ParlaMint-ES-PV-en_2018-06-21-meta.tsv,2018-06-21,8,17
ParlaMint-ES-PV-en_2018-06-22-meta.tsv,2018-06-22,13,11
ParlaMint-ES-PV-en_2018-06-28-meta.tsv,2018-06-28,15,14
ParlaMint-ES-PV-en_2018-09-20-meta.tsv,2018-09-20,5,3
ParlaMint-ES-PV-en_2018-09-27-meta.tsv,2018-09-27,9,9
ParlaMint-ES-PV-en_2018-10-04-meta.tsv,2018-10-04,10,18
ParlaMint-ES-PV-en_2018-10-05-meta.tsv,2018-10-05,13,15
ParlaMint-ES-PV-en_2018-10-11-meta.tsv,2018-10-11,8,12
ParlaMint-ES-PV-en_2018-10-18-meta.tsv,2018-10-18,4,13
ParlaMint-ES-PV-en_2018-10-19-meta.tsv,2018-10-19,15,12
ParlaMint-ES-PV-en_2018-10-25-meta.tsv,2018-10-25,11,14
ParlaMint-ES-PV-en_2018-11-09-meta.tsv,2018-11-09,17,14
ParlaMint-ES-PV-en_2018-11-15-meta.tsv,2018-11-15,12,16
ParlaMint-ES-PV-en_2018-11-22-meta.tsv,2018-11-22,9,15
ParlaMint-ES-PV-en_2018-11-23-meta.tsv,2018-11-23,16,13
ParlaMint-ES-PV-en_2018-11-29-meta.tsv,2018-11-29,17,15
ParlaMint-ES-PV-en_2018-12-12-meta.tsv,2018-12-12,10,9
ParlaMint-ES-PV-en_2018-12-14-meta.tsv,2018-12-14,15,14
ParlaMint-ES-PV-en_2018-12-20-meta.tsv,2018-12-20,10,13
ParlaMint-ES-PV-en_2019-02-07-meta.tsv,2019-02-07,8,20
ParlaMint-ES-PV-en_2019-02-08-meta.tsv,2019-02-08,13,14
ParlaMint-ES-PV-en_2019-02-14-meta.tsv,2019-02-14,13,12
ParlaMint-ES-PV-en_2019-02-21-meta.tsv,2019-02-21,12,15
ParlaMint-ES-PV-en_2019-02-22-meta.tsv,2019-02-22,12,15
ParlaMint-ES-PV-en_2019-02-28-meta.tsv,2019-02-28,12,9
ParlaMint-ES-PV-en_2019-03-07-meta.tsv,2019-03-07,9,13
ParlaMint-ES-PV-en_2019-03-08-meta.tsv,2019-03-08,1,0
ParlaMint-ES-PV-en_2019-03-13-meta.tsv,2019-03-13,2,5
ParlaMint-ES-PV-en_2019-03-14-meta.tsv,2019-03-14,10,6
ParlaMint-ES-PV-en_2019-03-21-meta.tsv,2019-03-21,3,12
ParlaMint-ES-PV-en_2019-03-22-meta.tsv,2019-03-22,10,16
ParlaMint-ES-PV-en_2019-03-28-meta.tsv,2019-03-28,9,11
ParlaMint-ES-PV-en_2019-04-04-meta.tsv,2019-04-04,13,16
ParlaMint-ES-PV-en_2019-04-05-meta.tsv,2019-04-05,13,16
ParlaMint-ES-PV-en_2019-04-11-meta.tsv,2019-04-11,15,8
ParlaMint-ES-PV-en_2019-05-02-meta.tsv,2019-05-02,9,9
ParlaMint-ES-PV-en_2019-05-03-meta.tsv,2019-05-03,13,11
ParlaMint-ES-PV-en_2019-05-09-meta.tsv,2019-05-09,6,14
ParlaMint-ES-PV-en_2019-05-30-meta.tsv,2019-05-30,10,11
ParlaMint-ES-PV-en_2019-05-31-meta.tsv,2019-05-31,13,12
ParlaMint-ES-PV-en_2019-06-06-meta.tsv,2019-06-06,12,14
ParlaMint-ES-PV-en_2019-06-13-meta.tsv,2019-06-13,9,17
ParlaMint-ES-PV-en_2019-06-14-meta.tsv,2019-06-14,13,17
ParlaMint-ES-PV-en_2019-06-20-meta.tsv,2019-06-20,15,9
ParlaMint-ES-PV-en_2019-06-27-meta.tsv,2019-06-27,14,18
ParlaMint-ES-PV-en_2019-06-28-meta.tsv,2019-06-28,14,14
ParlaMint-ES-PV-en_2019-09-20-meta.tsv,2019-09-20,5,3
ParlaMint-ES-PV-en_2019-09-26-meta.tsv,2019-09-26,6,12
ParlaMint-ES-PV-en_2019-10-03-meta.tsv,2019-10-03,7,7
ParlaMint-ES-PV-en_2019-10-10-meta.tsv,2019-10-10,11,10
ParlaMint-ES-PV-en_2019-10-11-meta.tsv,2019-10-11,14,14
ParlaMint-ES-PV-en_2019-10-17-meta.tsv,2019-10-17,11,7
ParlaMint-ES-PV-en_2019-10-24-meta.tsv,2019-10-24,8,18
ParlaMint-ES-PV-en_2019-10-25-meta.tsv,2019-10-25,15,13
ParlaMint-ES-PV-en_2019-10-28-meta.tsv,2019-10-28,2,5
ParlaMint-ES-PV-en_2019-10-31-meta.tsv,2019-10-31,10,14
ParlaMint-ES-PV-en_2019-11-14-meta.tsv,2019-11-14,10,12
ParlaMint-ES-PV-en_2019-11-15-meta.tsv,2019-11-15,9,15
ParlaMint-ES-PV-en_2019-11-21-meta.tsv,2019-11-21,9,10
ParlaMint-ES-PV-en_2019-11-28-meta.tsv,2019-11-28,11,15
ParlaMint-ES-PV-en_2019-11-29-meta.tsv,2019-11-29,15,14
ParlaMint-ES-PV-en_2019-12-05-meta.tsv,2019-12-05,11,10
ParlaMint-ES-PV-en_2019-12-12-meta.tsv,2019-12-12,13,5
ParlaMint-ES-PV-en_2019-12-13-meta.tsv,2019-12-13,13,11
ParlaMint-ES-PV-en_2019-12-16-meta.tsv,2019-12-16,6,2
ParlaMint-ES-PV-en_2019-12-20-meta.tsv,2019-12-20,12,7
ParlaMint-ES-PV-en_2019-12-27-meta.tsv,2019-12-27,4,3
ParlaMint-ES-PV-en_2020-02-06-meta.tsv,2020-02-06,10,16
ParlaMint-ES-PV-en_2020-02-07-meta.tsv,2020-02-07,11,13
ParlaMint-ES-PV-en_2020-08-03-meta.tsv,2020-08-03,3,1
ParlaMint-ES-PV-en_2020-08-06-meta.tsv,2020-08-06,0,1
ParlaMint-ES-PV-en_2020-08-13-meta.tsv,2020-08-13,0,1
ParlaMint-ES-PV-en_2020-09-03-meta.tsv,2020-09-03,6,6
ParlaMint-ES-PV-en_2020-09-05-meta.tsv,2020-09-05,2,1
ParlaMint-ES-PV-en_2020-09-24-meta.tsv,2020-09-24,8,12
ParlaMint-ES-PV-en_2020-10-01-meta.tsv,2020-10-01,10,13
ParlaMint-ES-PV-en_2020-10-02-meta.tsv,2020-10-02,20,9
ParlaMint-ES-PV-en_2020-10-08-meta.tsv,2020-10-08,7,12
ParlaMint-ES-PV-en_2020-10-15-meta.tsv,2020-10-15,13,12
ParlaMint-ES-PV-en_2020-10-16-meta.tsv,2020-10-16,15,11
ParlaMint-ES-PV-en_2020-10-22-meta.tsv,2020-10-22,12,9
ParlaMint-ES-PV-en_2020-10-29-meta.tsv,2020-10-29,13,13
ParlaMint-ES-PV-en_2020-10-30-meta.tsv,2020-10-30,16,11
ParlaMint-ES-PV-en_2020-11-05-meta.tsv,2020-11-05,8,9
ParlaMint-ES-PV-en_2020-11-12-meta.tsv,2020-11-12,11,8
ParlaMint-ES-PV-en_2020-11-13-meta.tsv,2020-11-13,14,14
ParlaMint-ES-PV-en_2020-11-19-meta.tsv,2020-11-19,11,7
ParlaMint-ES-PV-en_2020-11-26-meta.tsv,2020-11-26,8,11
ParlaMint-ES-PV-en_2020-11-27-meta.tsv,2020-11-27,14,12
ParlaMint-ES-PV-en_2020-12-03-meta.tsv,2020-12-03,10,6
ParlaMint-ES-PV-en_2020-12-10-meta.tsv,2020-12-10,13,9
ParlaMint-ES-PV-en_2020-12-11-meta.tsv,2020-12-11,15,11
ParlaMint-ES-PV-en_2020-12-16-meta.tsv,2020-12-16,6,5
ParlaMint-ES-PV-en_2020-12-17-meta.tsv,2020-12-17,11,9
ParlaMint-ES-PV-en_2021-01-29-meta.tsv,2021-01-29,5,6
ParlaMint-ES-PV-en_2021-02-04-meta.tsv,2021-02-04,12,11
ParlaMint-ES-PV-en_2021-02-05-meta.tsv,2021-02-05,15,12
ParlaMint-ES-PV-en_2021-02-11-meta.tsv,2021-02-11,3,5
ParlaMint-ES-PV-en_2021-02-18-meta.tsv,2021-02-18,11,13
ParlaMint-ES-PV-en_2021-02-19-meta.tsv,2021-02-19,10,15
ParlaMint-ES-PV-en_2021-02-25-meta.tsv,2021-02-25,9,13
ParlaMint-ES-PV-en_2021-03-05-meta.tsv,2021-03-05,16,9
ParlaMint-ES-PV-en_2021-03-11-meta.tsv,2021-03-11,10,14
ParlaMint-ES-PV-en_2021-03-18-meta.tsv,2021-03-18,8,5
ParlaMint-ES-PV-en_2021-03-25-meta.tsv,2021-03-25,14,10
ParlaMint-ES-PV-en_2021-03-26-meta.tsv,2021-03-26,16,9
ParlaMint-ES-PV-en_2021-04-15-meta.tsv,2021-04-15,11,12
ParlaMint-ES-PV-en_2021-04-16-meta.tsv,2021-04-16,15,11
ParlaMint-ES-PV-en_2021-04-22-meta.tsv,2021-04-22,10,11
ParlaMint-ES-PV-en_2021-04-29-meta.tsv,2021-04-29,13,11
ParlaMint-ES-PV-en_2021-04-30-meta.tsv,2021-04-30,18,11
ParlaMint-ES-PV-en_2021-05-06-meta.tsv,2021-05-06,10,13
ParlaMint-ES-PV-en_2021-05-13-meta.tsv,2021-05-13,12,11
ParlaMint-ES-PV-en_2021-05-14-meta.tsv,2021-05-14,13,10
ParlaMint-ES-PV-en_2021-05-20-meta.tsv,2021-05-20,9,15
ParlaMint-ES-PV-en_2021-05-27-meta.tsv,2021-05-27,13,7
ParlaMint-ES-PV-en_2021-05-28-meta.tsv,2021-05-28,15,10
ParlaMint-ES-PV-en_2021-06-03-meta.tsv,2021-06-03,4,10
ParlaMint-ES-PV-en_2021-06-10-meta.tsv,2021-06-10,12,12
ParlaMint-ES-PV-en_2021-06-11-meta.tsv,2021-06-11,13,12
ParlaMint-ES-PV-en_2021-06-17-meta.tsv,2021-06-17,10,7
ParlaMint-ES-PV-en_2021-06-24-meta.tsv,2021-06-24,15,10
ParlaMint-ES-PV-en_2021-06-25-meta.tsv,2021-06-25,17,12
ParlaMint-ES-PV-en_2021-09-16-meta.tsv,2021-09-16,5,4
ParlaMint-ES-PV-en_2021-09-23-meta.tsv,2021-09-23,14,12
ParlaMint-ES-PV-en_2021-09-30-meta.tsv,2021-09-30,12,12
ParlaMint-ES-PV-en_2021-10-01-meta.tsv,2021-10-01,15,11
ParlaMint-ES-PV-en_2021-10-07-meta.tsv,2021-10-07,17,14
ParlaMint-ES-PV-en_2021-10-14-meta.tsv,2021-10-14,15,9
ParlaMint-ES-PV-en_2021-10-15-meta.tsv,2021-10-15,16,9
ParlaMint-ES-PV-en_2021-10-21-meta.tsv,2021-10-21,7,8
ParlaMint-ES-PV-en_2021-10-28-meta.tsv,2021-10-28,8,8
ParlaMint-ES-PV-en_2021-10-29-meta.tsv,2021-10-29,14,16
ParlaMint-ES-PV-en_2021-11-11-meta.tsv,2021-11-11,14,8
ParlaMint-ES-PV-en_2021-11-12-meta.tsv,2021-11-12,14,11
ParlaMint-ES-PV-en_2021-11-18-meta.tsv,2021-11-18,8,10
ParlaMint-ES-PV-en_2021-11-25-meta.tsv,2021-11-25,15,11
ParlaMint-ES-PV-en_2021-11-26-meta.tsv,2021-11-26,8,13
ParlaMint-ES-PV-en_2021-12-02-meta.tsv,2021-12-02,11,10
ParlaMint-ES-PV-en_2021-12-09-meta.tsv,2021-12-09,11,15
ParlaMint-ES-PV-en_2021-12-14-meta.tsv,2021-12-14,3,6
ParlaMint-ES-PV-en_2021-12-17-meta.tsv,2021-12-17,13,13
ParlaMint-ES-PV-en_2021-12-23-meta.tsv,2021-12-23,2,6
ParlaMint-ES-PV-en_2022-02-10-meta.tsv,2022-02-10,13,16
ParlaMint-ES-PV-en_2022-02-11-meta.tsv,2022-02-11,12,15
ParlaMint-ES-PV-en_2022-02-17-meta.tsv,2022-02-17,9,9
ParlaMint-ES-PV-en_2022-02-18-meta.tsv,2022-02-18,14,11
ParlaMint-ES-PV-en_2022-02-24-meta.tsv,2022-02-24,9,8
ParlaMint-ES-PV-en_2022-03-03-meta.tsv,2022-03-03,8,11
ParlaMint-ES-PV-en_2022-03-04-meta.tsv,2022-03-04,12,14
ParlaMint-ES-PV-en_2022-03-10-meta.tsv,2022-03-10,15,11
ParlaMint-ES-PV-en_2022-03-17-meta.tsv,2022-03-17,8,9
ParlaMint-ES-PV-en_2022-03-18-meta.tsv,2022-03-18,11,11
ParlaMint-ES-PV-en_2022-03-24-meta.tsv,2022-03-24,9,9
ParlaMint-ES-PV-en_2022-03-31-meta.tsv,2022-03-31,11,8
ParlaMint-ES-PV-en_2022-04-01-meta.tsv,2022-04-01,12,13
ParlaMint-ES-PV-en_2022-04-07-meta.tsv,2022-04-07,8,10
ParlaMint-ES-PV-en_2022-04-08-meta.tsv,2022-04-08,8,7
ParlaMint-ES-PV-en_2022-04-27-meta.tsv,2022-04-27,14,6
ParlaMint-ES-PV-en_2022-05-05-meta.tsv,2022-05-05,8,11
ParlaMint-ES-PV-en_2022-05-06-meta.tsv,2022-05-06,12,12
ParlaMint-ES-PV-en_2022-05-12-meta.tsv,2022-05-12,14,9
ParlaMint-ES-PV-en_2022-05-18-meta.tsv,2022-05-18,2,8
ParlaMint-ES-PV-en_2022-05-19-meta.tsv,2022-05-19,12,10
ParlaMint-ES-PV-en_2022-05-20-meta.tsv,2022-05-20,16,14
ParlaMint-ES-PV-en_2022-05-26-meta.tsv,2022-05-26,10,11
ParlaMint-ES-PV-en_2022-06-02-meta.tsv,2022-06-02,6,9
ParlaMint-ES-PV-en_2022-06-03-meta.tsv,2022-06-03,13,11
ParlaMint-ES-PV-en_2022-06-09-meta.tsv,2022-06-09,12,10
ParlaMint-ES-PV-en_2022-06-16-meta.tsv,2022-06-16,13,8
ParlaMint-ES-PV-en_2022-06-17-meta.tsv,2022-06-17,12,15
ParlaMint-ES-PV-en_2022-06-23-meta.tsv,2022-06-23,13,15
ParlaMint-ES-PV-en_2022-06-30-meta.tsv,2022-06-30,13,13
ParlaMint-ES-PV-en_2022-09-29-meta.tsv,2022-09-29,12,8
ParlaMint-ES-PV-en_2022-09-30-meta.tsv,2022-09-30,16,13
ParlaMint-ES-PV-en_2022-10-06-meta.tsv,2022-10-06,12,9
ParlaMint-ES-PV-en_2022-10-13-meta.tsv,2022-10-13,11,12
ParlaMint-ES-PV-en_2022-10-14-meta.tsv,2022-10-14,16,11
ParlaMint-ES-PV-en_2022-10-20-meta.tsv,2022-10-20,9,11
ParlaMint-ES-PV-en_2022-10-28-meta.tsv,2022-10-28,12,15
