Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-EE-en_2019-05-06	ParlaMint-EE_2019-05-06_U1	XIV Parliament term, I Session, Plenary Assembly regular meeting on Monday, 06.05.2019, 15:00	2019-05-06	Unicameralism	XIV Riigikogu	I regular session	-	2019-05-06	-	Reference	English	Chairperson	MP	notMinister	EKRE	Eesti Konservatiivne Rahvaerakond	Coalition	Right to far-right	h_põlluaas_19600216	Põlluaas, Henn	M	1960	
ParlaMint-EE-en_2019-05-06	ParlaMint-EE_2019-05-06_U2	XIV Parliament term, I Session, Plenary Assembly regular meeting on Monday, 06.05.2019, 15:00	2019-05-06	Unicameralism	XIV Riigikogu	I regular session	-	2019-05-06	-	Reference	English	Guest	notMP	notMinister	-	-	-	-	h_tõnisson_00000000	Tõnisson, Heili	F	-	
ParlaMint-EE-en_2019-05-06	ParlaMint-EE_2019-05-06_U3	XIV Parliament term, I Session, Plenary Assembly regular meeting on Monday, 06.05.2019, 15:00	2019-05-06	Unicameralism	XIV Riigikogu	I regular session	-	2019-05-06	-	Reference	English	Chairperson	MP	notMinister	EKRE	Eesti Konservatiivne Rahvaerakond	Coalition	Right to far-right	h_põlluaas_19600216	Põlluaas, Henn	M	1960	
ParlaMint-EE-en_2019-05-06	ParlaMint-EE_2019-05-06_U4	XIV Parliament term, I Session, Plenary Assembly regular meeting on Monday, 06.05.2019, 15:00	2019-05-06	Unicameralism	XIV Riigikogu	I regular session	-	2019-05-06	-	Reference	English	Regular	MP	notMinister	ISA	Isamaa	Coalition	Centre-right to right	a_kokk_19600415	Kokk, Aivar	M	1960	
ParlaMint-EE-en_2019-05-06	ParlaMint-EE_2019-05-06_U5	XIV Parliament term, I Session, Plenary Assembly regular meeting on Monday, 06.05.2019, 15:00	2019-05-06	Unicameralism	XIV Riigikogu	I regular session	-	2019-05-06	-	Reference	English	Chairperson	MP	notMinister	EKRE	Eesti Konservatiivne Rahvaerakond	Coalition	Right to far-right	h_põlluaas_19600216	Põlluaas, Henn	M	1960	
ParlaMint-EE-en_2019-05-06	ParlaMint-EE_2019-05-06_U6	XIV Parliament term, I Session, Plenary Assembly regular meeting on Monday, 06.05.2019, 15:00	2019-05-06	Unicameralism	XIV Riigikogu	I regular session	-	2019-05-06	-	Reference	English	Regular	MP	notMinister	EKRE	Eesti Konservatiivne Rahvaerakond	Coalition	Right to far-right	j_madison_19910422	Madison, Jaak	M	1991	
ParlaMint-EE-en_2019-05-06	ParlaMint-EE_2019-05-06_U7	XIV Parliament term, I Session, Plenary Assembly regular meeting on Monday, 06.05.2019, 15:00	2019-05-06	Unicameralism	XIV Riigikogu	I regular session	-	2019-05-06	-	Reference	English	Chairperson	MP	notMinister	EKRE	Eesti Konservatiivne Rahvaerakond	Coalition	Right to far-right	h_põlluaas_19600216	Põlluaas, Henn	M	1960	
ParlaMint-EE-en_2019-05-06	ParlaMint-EE_2019-05-06_U8	XIV Parliament term, I Session, Plenary Assembly regular meeting on Monday, 06.05.2019, 15:00	2019-05-06	Unicameralism	XIV Riigikogu	I regular session	-	2019-05-06	-	Reference	English	Regular	MP	notMinister	RE	Reformierakond	-	Centre-right	k_pentus_rosimannus_19760303	Pentus-Rosimannus, Keit	F	1976	
ParlaMint-EE-en_2019-05-06	ParlaMint-EE_2019-05-06_U9	XIV Parliament term, I Session, Plenary Assembly regular meeting on Monday, 06.05.2019, 15:00	2019-05-06	Unicameralism	XIV Riigikogu	I regular session	-	2019-05-06	-	Reference	English	Chairperson	MP	notMinister	EKRE	Eesti Konservatiivne Rahvaerakond	Coalition	Right to far-right	h_põlluaas_19600216	Põlluaas, Henn	M	1960	
ParlaMint-EE-en_2019-05-06	ParlaMint-EE_2019-05-06_U10	XIV Parliament term, I Session, Plenary Assembly regular meeting on Monday, 06.05.2019, 15:00	2019-05-06	Unicameralism	XIV Riigikogu	I regular session	-	2019-05-06	-	Reference	English	Chairperson	MP	notMinister	EKRE	Eesti Konservatiivne Rahvaerakond	Coalition	Right to far-right	h_põlluaas_19600216	Põlluaas, Henn	M	1960	
