Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-EE-en_2013-03-14	ParlaMint-EE_2013-03-14_U1	XII Parliament term, V Session, Plenary Assembly regular meeting on Thursday, 14.03.2013, 10:00	2013-03-14	Unicameralism	XII Riigikogu	V regular session	-	2013-03-14	-	Reference	English	Chairperson	MP	notMinister	KE	Keskerakond	-	Centre-left	j_ratas_19780702	Ratas, Jüri	M	1978	
ParlaMint-EE-en_2013-03-14	ParlaMint-EE_2013-03-14_U2	XII Parliament term, V Session, Plenary Assembly regular meeting on Thursday, 14.03.2013, 10:00	2013-03-14	Unicameralism	XII Riigikogu	V regular session	-	2013-03-14	-	Reference	English	Regular	MP	notMinister	SDE	Sotsiaaldemokraatlik erakond	-	Centre-left	n_suur_19680902	Suur, Neeme	M	1968	
ParlaMint-EE-en_2013-03-14	ParlaMint-EE_2013-03-14_U3	XII Parliament term, V Session, Plenary Assembly regular meeting on Thursday, 14.03.2013, 10:00	2013-03-14	Unicameralism	XII Riigikogu	V regular session	-	2013-03-14	-	Reference	English	Chairperson	MP	notMinister	KE	Keskerakond	-	Centre-left	j_ratas_19780702	Ratas, Jüri	M	1978	
ParlaMint-EE-en_2013-03-14	ParlaMint-EE_2013-03-14_U4	XII Parliament term, V Session, Plenary Assembly regular meeting on Thursday, 14.03.2013, 10:00	2013-03-14	Unicameralism	XII Riigikogu	V regular session	-	2013-03-14	-	Reference	English	Chairperson	MP	notMinister	KE	Keskerakond	-	Centre-left	j_ratas_19780702	Ratas, Jüri	M	1978	
ParlaMint-EE-en_2013-03-14	ParlaMint-EE_2013-03-14_U5	XII Parliament term, V Session, Plenary Assembly regular meeting on Thursday, 14.03.2013, 10:00	2013-03-14	Unicameralism	XII Riigikogu	V regular session	-	2013-03-14	-	Reference	English	Chairperson	MP	notMinister	KE	Keskerakond	-	Centre-left	j_ratas_19780702	Ratas, Jüri	M	1978	
ParlaMint-EE-en_2013-03-14	ParlaMint-EE_2013-03-14_U6	XII Parliament term, V Session, Plenary Assembly regular meeting on Thursday, 14.03.2013, 10:00	2013-03-14	Unicameralism	XII Riigikogu	V regular session	-	2013-03-14	-	Reference	English	Chairperson	MP	notMinister	KE	Keskerakond	-	Centre-left	j_ratas_19780702	Ratas, Jüri	M	1978	
ParlaMint-EE-en_2013-03-14	ParlaMint-EE_2013-03-14_U7	XII Parliament term, V Session, Plenary Assembly regular meeting on Thursday, 14.03.2013, 10:00	2013-03-14	Unicameralism	XII Riigikogu	V regular session	-	2013-03-14	-	Reference	English	Regular	MP	notMinister	RE	Reformierakond	Coalition	Centre-right	a_sepp_19711025	Sepp, Andre	M	1971	
ParlaMint-EE-en_2013-03-14	ParlaMint-EE_2013-03-14_U8	XII Parliament term, V Session, Plenary Assembly regular meeting on Thursday, 14.03.2013, 10:00	2013-03-14	Unicameralism	XII Riigikogu	V regular session	-	2013-03-14	-	Reference	English	Chairperson	MP	notMinister	KE	Keskerakond	-	Centre-left	j_ratas_19780702	Ratas, Jüri	M	1978	
ParlaMint-EE-en_2013-03-14	ParlaMint-EE_2013-03-14_U9	XII Parliament term, V Session, Plenary Assembly regular meeting on Thursday, 14.03.2013, 10:00	2013-03-14	Unicameralism	XII Riigikogu	V regular session	-	2013-03-14	-	Reference	English	Regular	MP	notMinister	RE	Reformierakond	Coalition	Centre-right	a_sepp_19711025	Sepp, Andre	M	1971	
ParlaMint-EE-en_2013-03-14	ParlaMint-EE_2013-03-14_U10	XII Parliament term, V Session, Plenary Assembly regular meeting on Thursday, 14.03.2013, 10:00	2013-03-14	Unicameralism	XII Riigikogu	V regular session	-	2013-03-14	-	Reference	English	Chairperson	MP	notMinister	KE	Keskerakond	-	Centre-left	j_ratas_19780702	Ratas, Jüri	M	1978	
