Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-EE-en_2013-05-13	ParlaMint-EE_2013-05-13_U1	XII Parliament term, V Session, Plenary Assembly regular meeting on Monday, 13.05.2013, 15:00	2013-05-13	Unicameralism	XII Riigikogu	V regular session	-	2013-05-13	-	Reference	English	Chairperson	MP	notMinister	ISA	Isamaa	Coalition	Centre-right to right	e_ergma_19440229	Ergma, Ene	F	1944	
ParlaMint-EE-en_2013-05-13	ParlaMint-EE_2013-05-13_U2	XII Parliament term, V Session, Plenary Assembly regular meeting on Monday, 13.05.2013, 15:00	2013-05-13	Unicameralism	XII Riigikogu	V regular session	-	2013-05-13	-	Reference	English	Guest	notMP	notMinister	-	-	-	-	h_tõnisson_00000000	Tõnisson, Heili	F	-	
ParlaMint-EE-en_2013-05-13	ParlaMint-EE_2013-05-13_U3	XII Parliament term, V Session, Plenary Assembly regular meeting on Monday, 13.05.2013, 15:00	2013-05-13	Unicameralism	XII Riigikogu	V regular session	-	2013-05-13	-	Reference	English	Chairperson	MP	notMinister	ISA	Isamaa	Coalition	Centre-right to right	e_ergma_19440229	Ergma, Ene	F	1944	
ParlaMint-EE-en_2013-05-13	ParlaMint-EE_2013-05-13_U4	XII Parliament term, V Session, Plenary Assembly regular meeting on Monday, 13.05.2013, 15:00	2013-05-13	Unicameralism	XII Riigikogu	V regular session	-	2013-05-13	-	Reference	English	Regular	MP	notMinister	KE	Keskerakond	-	Centre-left	m_reps_19750113	Reps, Mailis	F	1975	
ParlaMint-EE-en_2013-05-13	ParlaMint-EE_2013-05-13_U5	XII Parliament term, V Session, Plenary Assembly regular meeting on Monday, 13.05.2013, 15:00	2013-05-13	Unicameralism	XII Riigikogu	V regular session	-	2013-05-13	-	Reference	English	Chairperson	MP	notMinister	ISA	Isamaa	Coalition	Centre-right to right	e_ergma_19440229	Ergma, Ene	F	1944	
ParlaMint-EE-en_2013-05-13	ParlaMint-EE_2013-05-13_U6	XII Parliament term, V Session, Plenary Assembly regular meeting on Monday, 13.05.2013, 15:00	2013-05-13	Unicameralism	XII Riigikogu	V regular session	-	2013-05-13	-	Reference	English	Chairperson	MP	notMinister	ISA	Isamaa	Coalition	Centre-right to right	e_ergma_19440229	Ergma, Ene	F	1944	
ParlaMint-EE-en_2013-05-13	ParlaMint-EE_2013-05-13_U7	XII Parliament term, V Session, Plenary Assembly regular meeting on Monday, 13.05.2013, 15:00	2013-05-13	Unicameralism	XII Riigikogu	V regular session	-	2013-05-13	-	Reference	English	Regular	MP	notMinister	SDE	Sotsiaaldemokraatlik erakond	-	Centre-left	h_kütt_19610728	Kütt, Helmen	F	1961	
ParlaMint-EE-en_2013-05-13	ParlaMint-EE_2013-05-13_U8	XII Parliament term, V Session, Plenary Assembly regular meeting on Monday, 13.05.2013, 15:00	2013-05-13	Unicameralism	XII Riigikogu	V regular session	-	2013-05-13	-	Reference	English	Chairperson	MP	notMinister	ISA	Isamaa	Coalition	Centre-right to right	e_ergma_19440229	Ergma, Ene	F	1944	
ParlaMint-EE-en_2013-05-13	ParlaMint-EE_2013-05-13_U9	XII Parliament term, V Session, Plenary Assembly regular meeting on Monday, 13.05.2013, 15:00	2013-05-13	Unicameralism	XII Riigikogu	V regular session	-	2013-05-13	-	Reference	English	Regular	MP	notMinister	-	-	-	-	i_luigas_19590113	Luigas, Inara	F	1959	
ParlaMint-EE-en_2013-05-13	ParlaMint-EE_2013-05-13_U10	XII Parliament term, V Session, Plenary Assembly regular meeting on Monday, 13.05.2013, 15:00	2013-05-13	Unicameralism	XII Riigikogu	V regular session	-	2013-05-13	-	Reference	English	Chairperson	MP	notMinister	ISA	Isamaa	Coalition	Centre-right to right	e_ergma_19440229	Ergma, Ene	F	1944	
