Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-PL-en_2019-06-04-senat-80-1	ParlaMint-PL_2019-06-04-senat-80-1.u1	Report of the session of the Senat of the Republic of Poland, Term 9, Session 80, Day 1 (2019-06-04)	2019-06-04	Upper house	9. kadencja Senatu	80. sesja Senatu	-	1. dzień sesji Senatu	-	Reference	English	Regular	MP	notMinister	PiS	Klub Parlamentarny Prawo i Sprawiedliwość	Coalition	Right	StanisławKarczewski	Karczewski, Stanisław	M	1955	
ParlaMint-PL-en_2019-06-04-senat-80-1	ParlaMint-PL_2019-06-04-senat-80-1.u2	Report of the session of the Senat of the Republic of Poland, Term 9, Session 80, Day 1 (2019-06-04)	2019-06-04	Upper house	9. kadencja Senatu	80. sesja Senatu	-	1. dzień sesji Senatu	-	Reference	English	Guest	notMP	notMinister	-	-	-	-	AndrzejDuda	Duda, Andrzej	M	-	
ParlaMint-PL-en_2019-06-04-senat-80-1	ParlaMint-PL_2019-06-04-senat-80-1.u3	Report of the session of the Senat of the Republic of Poland, Term 9, Session 80, Day 1 (2019-06-04)	2019-06-04	Upper house	9. kadencja Senatu	80. sesja Senatu	-	1. dzień sesji Senatu	-	Reference	English	Regular	MP	notMinister	PiS	Klub Parlamentarny Prawo i Sprawiedliwość	Coalition	Right	StanisławKarczewski	Karczewski, Stanisław	M	1955	
ParlaMint-PL-en_2019-06-04-senat-80-1	ParlaMint-PL_2019-06-04-senat-80-1.u4	Report of the session of the Senat of the Republic of Poland, Term 9, Session 80, Day 1 (2019-06-04)	2019-06-04	Upper house	9. kadencja Senatu	80. sesja Senatu	-	1. dzień sesji Senatu	-	Reference	English	Regular	MP	notMinister	PiS	Klub Parlamentarny Prawo i Sprawiedliwość	Coalition	Right	MarekKuchciński	Kuchciński, Marek	M	1955	
ParlaMint-PL-en_2019-06-04-senat-80-1	ParlaMint-PL_2019-06-04-senat-80-1.u5	Report of the session of the Senat of the Republic of Poland, Term 9, Session 80, Day 1 (2019-06-04)	2019-06-04	Upper house	9. kadencja Senatu	80. sesja Senatu	-	1. dzień sesji Senatu	-	Reference	English	Regular	MP	notMinister	PiS	Klub Parlamentarny Prawo i Sprawiedliwość	Coalition	Right	StanisławKarczewski	Karczewski, Stanisław	M	1955	
ParlaMint-PL-en_2019-06-04-senat-80-1	ParlaMint-PL_2019-06-04-senat-80-1.u6	Report of the session of the Senat of the Republic of Poland, Term 9, Session 80, Day 1 (2019-06-04)	2019-06-04	Upper house	9. kadencja Senatu	80. sesja Senatu	-	1. dzień sesji Senatu	-	Reference	English	Regular	notMP	notMinister	-	-	-	-	MateuszMorawiecki	Morawiecki, Mateusz	M	1968	
ParlaMint-PL-en_2019-06-04-senat-80-1	ParlaMint-PL_2019-06-04-senat-80-1.u7	Report of the session of the Senat of the Republic of Poland, Term 9, Session 80, Day 1 (2019-06-04)	2019-06-04	Upper house	9. kadencja Senatu	80. sesja Senatu	-	1. dzień sesji Senatu	-	Reference	English	Regular	MP	notMinister	PiS	Klub Parlamentarny Prawo i Sprawiedliwość	Coalition	Right	StanisławKarczewski	Karczewski, Stanisław	M	1955	
ParlaMint-PL-en_2019-06-04-senat-80-1	ParlaMint-PL_2019-06-04-senat-80-1.u8	Report of the session of the Senat of the Republic of Poland, Term 9, Session 80, Day 1 (2019-06-04)	2019-06-04	Upper house	9. kadencja Senatu	80. sesja Senatu	-	1. dzień sesji Senatu	-	Reference	English	Regular	MP	notMinister	PiS	Klub Parlamentarny Prawo i Sprawiedliwość	Coalition	Right	RafałAmbrozik	Ambrozik, Rafał	M	1979	
