Session,Date,Male,Female
ParlaMint-ES-GA-en_2017-06-06-DSPG031-meta.tsv,2017-06-06,19,16
ParlaMint-ES-GA-en_2017-06-07-DSPG032-meta.tsv,2017-06-07,22,15
ParlaMint-ES-GA-en_2017-06-20-DSPG033-meta.tsv,2017-06-20,22,13
ParlaMint-ES-GA-en_2017-06-21-DSPG034-meta.tsv,2017-06-21,18,10
ParlaMint-ES-GA-en_2017-07-11-DSPG035-meta.tsv,2017-07-11,22,8
ParlaMint-ES-GA-en_2017-07-12-DSPG036-meta.tsv,2017-07-12,24,16
ParlaMint-ES-GA-en_2017-08-01-DSPG037-meta.tsv,2017-08-01,5,1
ParlaMint-ES-GA-en_2017-09-12-DSPG038-meta.tsv,2017-09-12,19,10
ParlaMint-ES-GA-en_2017-09-13-DSPG039-meta.tsv,2017-09-13,19,16
ParlaMint-ES-GA-en_2017-09-26-DSPG040-meta.tsv,2017-09-26,20,12
ParlaMint-ES-GA-en_2017-09-27-DSPG041-meta.tsv,2017-09-27,20,18
ParlaMint-ES-GA-en_2017-10-04-DSPG042-meta.tsv,2017-10-04,5,1
ParlaMint-ES-GA-en_2017-10-06-DSPG043-meta.tsv,2017-10-06,3,3
ParlaMint-ES-GA-en_2017-10-17-DSPG044-meta.tsv,2017-10-17,18,15
ParlaMint-ES-GA-en_2017-10-18-DSPG045-meta.tsv,2017-10-18,25,18
ParlaMint-ES-GA-en_2017-11-07-DSPG046-meta.tsv,2017-11-07,22,10
ParlaMint-ES-GA-en_2017-11-08-DSPG047-meta.tsv,2017-11-08,23,13
ParlaMint-ES-GA-en_2017-11-20-DSPG048-meta.tsv,2017-11-20,10,5
ParlaMint-ES-GA-en_2017-11-21-DSPG049-meta.tsv,2017-11-21,16,14
ParlaMint-ES-GA-en_2017-11-22-DSPG050-meta.tsv,2017-11-22,11,15
ParlaMint-ES-GA-en_2017-12-04-DSPG051-meta.tsv,2017-12-04,17,16
ParlaMint-ES-GA-en_2017-12-05-DSPG052-meta.tsv,2017-12-05,22,13
ParlaMint-ES-GA-en_2017-12-19-DSPG053-meta.tsv,2017-12-19,8,2
ParlaMint-ES-GA-en_2017-12-19-DSPG054-meta.tsv,2017-12-19,13,8
ParlaMint-ES-GA-en_2017-12-20-DSPG055-meta.tsv,2017-12-20,22,13
ParlaMint-ES-GA-en_2018-01-18-DSPG096-meta.tsv,2018-01-18,8,2
ParlaMint-ES-GA-en_2018-01-23-DSPG056-meta.tsv,2018-01-23,18,12
ParlaMint-ES-GA-en_2018-01-24-DSPG057-meta.tsv,2018-01-24,20,17
ParlaMint-ES-GA-en_2018-02-06-DSPG058-meta.tsv,2018-02-06,23,10
ParlaMint-ES-GA-en_2018-02-07-DSPG059-meta.tsv,2018-02-07,17,18
ParlaMint-ES-GA-en_2018-02-20-DSPG060-meta.tsv,2018-02-20,22,15
ParlaMint-ES-GA-en_2018-02-21-DSPG061-meta.tsv,2018-02-21,20,15
ParlaMint-ES-GA-en_2018-03-06-DSPG062-meta.tsv,2018-03-06,16,12
ParlaMint-ES-GA-en_2018-03-07-DSPG063-meta.tsv,2018-03-07,13,17
ParlaMint-ES-GA-en_2018-03-20-DSPG064-meta.tsv,2018-03-20,14,16
ParlaMint-ES-GA-en_2018-03-21-DSPG065-meta.tsv,2018-03-21,24,14
ParlaMint-ES-GA-en_2018-04-10-DSPG066-meta.tsv,2018-04-10,12,15
ParlaMint-ES-GA-en_2018-04-11-DSPG067-meta.tsv,2018-04-11,20,19
ParlaMint-ES-GA-en_2018-04-24-DSPG068-meta.tsv,2018-04-24,13,8
ParlaMint-ES-GA-en_2018-04-25-DSPG069-meta.tsv,2018-04-25,22,18
ParlaMint-ES-GA-en_2018-05-08-DSPG070-meta.tsv,2018-05-08,19,13
ParlaMint-ES-GA-en_2018-05-09-DSPG071-meta.tsv,2018-05-09,24,17
ParlaMint-ES-GA-en_2018-05-22-DSPG072-meta.tsv,2018-05-22,14,15
ParlaMint-ES-GA-en_2018-05-23-DSPG073-meta.tsv,2018-05-23,22,14
ParlaMint-ES-GA-en_2018-06-05-DSPG074-meta.tsv,2018-06-05,13,17
ParlaMint-ES-GA-en_2018-06-06-DSPG075-meta.tsv,2018-06-06,19,12
ParlaMint-ES-GA-en_2018-06-19-DSPG076-meta.tsv,2018-06-19,19,16
ParlaMint-ES-GA-en_2018-06-20-DSPG077-meta.tsv,2018-06-20,20,16
ParlaMint-ES-GA-en_2018-07-10-DSPG078-meta.tsv,2018-07-10,16,13
ParlaMint-ES-GA-en_2018-07-11-DSPG079-meta.tsv,2018-07-11,23,16
ParlaMint-ES-GA-en_2018-09-11-DSPG080-meta.tsv,2018-09-11,18,16
ParlaMint-ES-GA-en_2018-09-12-DSPG081-meta.tsv,2018-09-12,20,13
ParlaMint-ES-GA-en_2018-09-25-DSPG082-meta.tsv,2018-09-25,13,13
ParlaMint-ES-GA-en_2018-09-26-DSPG083-meta.tsv,2018-09-26,22,16
ParlaMint-ES-GA-en_2018-10-09-DSPG084-meta.tsv,2018-10-09,5,2
ParlaMint-ES-GA-en_2018-10-11-DSPG085-meta.tsv,2018-10-11,5,3
ParlaMint-ES-GA-en_2018-10-16-DSPG086-meta.tsv,2018-10-16,5,1
ParlaMint-ES-GA-en_2018-10-23-DSPG087-meta.tsv,2018-10-23,20,18
ParlaMint-ES-GA-en_2018-10-24-DSPG088-meta.tsv,2018-10-24,15,10
ParlaMint-ES-GA-en_2018-11-06-DSPG089-meta.tsv,2018-11-06,18,13
ParlaMint-ES-GA-en_2018-11-07-DSPG090-meta.tsv,2018-11-07,18,13
ParlaMint-ES-GA-en_2018-11-19-DSPG091-meta.tsv,2018-11-19,10,5
ParlaMint-ES-GA-en_2018-11-20-DSPG092-meta.tsv,2018-11-20,17,14
ParlaMint-ES-GA-en_2018-11-21-DSPG093-meta.tsv,2018-11-21,17,18
ParlaMint-ES-GA-en_2018-12-04-DSPG094-meta.tsv,2018-12-04,17,20
ParlaMint-ES-GA-en_2018-12-05-DSPG095-meta.tsv,2018-12-05,23,15
ParlaMint-ES-GA-en_2018-12-18-DSPG097-meta.tsv,2018-12-18,15,10
ParlaMint-ES-GA-en_2018-12-19-DSPG098-meta.tsv,2018-12-19,20,17
ParlaMint-ES-GA-en_2019-01-20-DSPG099-meta.tsv,2019-01-20,12,10
ParlaMint-ES-GA-en_2019-01-30-DSPG100-meta.tsv,2019-01-30,18,16
ParlaMint-ES-GA-en_2019-02-12-DSPG101-meta.tsv,2019-02-12,17,13
ParlaMint-ES-GA-en_2019-02-13-DSPG102-meta.tsv,2019-02-13,22,15
ParlaMint-ES-GA-en_2019-02-26-DSPG103-meta.tsv,2019-02-26,9,16
ParlaMint-ES-GA-en_2019-02-27-DSPG104-meta.tsv,2019-02-27,13,21
ParlaMint-ES-GA-en_2019-03-12-DSPG105-meta.tsv,2019-03-12,14,14
ParlaMint-ES-GA-en_2019-03-13-DSPG106-meta.tsv,2019-03-13,16,18
ParlaMint-ES-GA-en_2019-04-09-DSPG109-meta.tsv,2019-04-09,17,17
ParlaMint-ES-GA-en_2019-04-10-DSPG110-meta.tsv,2019-04-10,21,17
ParlaMint-ES-GA-en_2019-04-26-DSPG107-meta.tsv,2019-04-26,20,11
ParlaMint-ES-GA-en_2019-04-27-DSPG108-meta.tsv,2019-04-27,21,16
ParlaMint-ES-GA-en_2019-04-29-DSPG111-meta.tsv,2019-04-29,2,3
ParlaMint-ES-GA-en_2019-04-29-DSPG112-meta.tsv,2019-04-29,8,8
ParlaMint-ES-GA-en_2019-04-30-DSPG113-meta.tsv,2019-04-30,18,19
ParlaMint-ES-GA-en_2019-05-07-DSPG114-meta.tsv,2019-05-07,15,10
ParlaMint-ES-GA-en_2019-05-08-DSPG115-meta.tsv,2019-05-08,19,19
ParlaMint-ES-GA-en_2019-05-28-DSPG116-meta.tsv,2019-05-28,17,13
ParlaMint-ES-GA-en_2019-05-29-DSPG117-meta.tsv,2019-05-29,14,21
ParlaMint-ES-GA-en_2019-06-11-DSPG118-meta.tsv,2019-06-11,15,14
ParlaMint-ES-GA-en_2019-06-12-DSPG119-meta.tsv,2019-06-12,16,18
ParlaMint-ES-GA-en_2019-06-25-DSPG120-meta.tsv,2019-06-25,1,2
ParlaMint-ES-GA-en_2019-06-25-DSPG121-meta.tsv,2019-06-25,12,17
ParlaMint-ES-GA-en_2019-06-26-DSPG122-meta.tsv,2019-06-26,19,19
ParlaMint-ES-GA-en_2019-07-09-DSPG123-meta.tsv,2019-07-09,13,19
ParlaMint-ES-GA-en_2019-07-10-DSPG124-meta.tsv,2019-07-10,25,16
ParlaMint-ES-GA-en_2019-07-31-DSPG125-meta.tsv,2019-07-31,8,2
ParlaMint-ES-GA-en_2019-09-10-DSPG126-meta.tsv,2019-09-10,16,16
ParlaMint-ES-GA-en_2019-09-11-DSPG127-meta.tsv,2019-09-11,16,20
ParlaMint-ES-GA-en_2019-09-25-DSPG128-meta.tsv,2019-09-25,8,1
ParlaMint-ES-GA-en_2019-09-27-DSPG129-meta.tsv,2019-09-27,4,4
ParlaMint-ES-GA-en_2019-10-08-DSPG130-meta.tsv,2019-10-08,16,15
ParlaMint-ES-GA-en_2019-10-09-DSPG131-meta.tsv,2019-10-09,25,15
ParlaMint-ES-GA-en_2019-10-22-DSPG132-meta.tsv,2019-10-22,14,22
ParlaMint-ES-GA-en_2019-10-23-DSPG133-meta.tsv,2019-10-23,28,16
ParlaMint-ES-GA-en_2019-11-12-DSPG134-meta.tsv,2019-11-12,17,17
ParlaMint-ES-GA-en_2019-11-13-DSPG135-meta.tsv,2019-11-13,20,16
ParlaMint-ES-GA-en_2019-11-18-DSPG136-meta.tsv,2019-11-18,10,8
ParlaMint-ES-GA-en_2019-11-19-DSPG137-meta.tsv,2019-11-19,1,1
ParlaMint-ES-GA-en_2019-11-19-DSPG138-meta.tsv,2019-11-19,14,18
ParlaMint-ES-GA-en_2019-11-20-DSPG139-meta.tsv,2019-11-20,19,20
ParlaMint-ES-GA-en_2019-12-03-DSPG140-meta.tsv,2019-12-03,17,22
ParlaMint-ES-GA-en_2019-12-04-DSPG141-meta.tsv,2019-12-04,16,23
ParlaMint-ES-GA-en_2019-12-17-DSPG142-meta.tsv,2019-12-17,7,5
ParlaMint-ES-GA-en_2019-12-17-DSPG143-meta.tsv,2019-12-17,13,15
ParlaMint-ES-GA-en_2019-12-18-DSPG144-meta.tsv,2019-12-18,22,19
ParlaMint-ES-GA-en_2020-01-28-DSPG145-meta.tsv,2020-01-28,18,14
ParlaMint-ES-GA-en_2020-01-29-DSPG146-meta.tsv,2020-01-29,18,17
ParlaMint-ES-GA-en_2020-02-04-DSPG147-meta.tsv,2020-02-04,11,16
ParlaMint-ES-GA-en_2020-02-05-DSPG148-meta.tsv,2020-02-05,21,17
ParlaMint-ES-GA-en_2020-08-07-DSPG001-meta.tsv,2020-08-07,39,36
ParlaMint-ES-GA-en_2020-09-01-DSPG002-meta.tsv,2020-09-01,2,2
ParlaMint-ES-GA-en_2020-09-03-DSPG003-meta.tsv,2020-09-03,38,35
ParlaMint-ES-GA-en_2020-09-08-DSPG004-meta.tsv,2020-09-08,1,1
ParlaMint-ES-GA-en_2020-09-22-DSPG005-meta.tsv,2020-09-22,13,9
ParlaMint-ES-GA-en_2020-09-23-DSPG006-meta.tsv,2020-09-23,15,9
ParlaMint-ES-GA-en_2020-10-06-DSPG007-meta.tsv,2020-10-06,13,15
ParlaMint-ES-GA-en_2020-10-07-DSPG008-meta.tsv,2020-10-07,21,14
ParlaMint-ES-GA-en_2020-10-20-DSPG009-meta.tsv,2020-10-20,12,10
ParlaMint-ES-GA-en_2020-10-21-DSPG010-meta.tsv,2020-10-21,17,12
ParlaMint-ES-GA-en_2020-11-10-DSPG011-meta.tsv,2020-11-10,12,14
ParlaMint-ES-GA-en_2020-11-11-DSPG012-meta.tsv,2020-11-11,20,11
ParlaMint-ES-GA-en_2020-11-24-DSPG013-meta.tsv,2020-11-24,13,12
ParlaMint-ES-GA-en_2020-11-25-DSPG014-meta.tsv,2020-11-25,12,11
ParlaMint-ES-GA-en_2020-12-09-DSPG015-meta.tsv,2020-12-09,16,16
ParlaMint-ES-GA-en_2020-12-10-DSPG016-meta.tsv,2020-12-10,13,16
ParlaMint-ES-GA-en_2020-12-21-DSPG017-meta.tsv,2020-12-21,8,8
ParlaMint-ES-GA-en_2020-12-22-DSPG018-meta.tsv,2020-12-22,13,11
ParlaMint-ES-GA-en_2020-12-23-DSPG019-meta.tsv,2020-12-23,18,14
ParlaMint-ES-GA-en_2021-01-26-DSPG020-meta.tsv,2021-01-26,6,3
ParlaMint-ES-GA-en_2021-01-26-DSPG021-meta.tsv,2021-01-26,10,13
ParlaMint-ES-GA-en_2021-01-27-DSPG022-meta.tsv,2021-01-27,19,11
ParlaMint-ES-GA-en_2021-02-09-DSPG023-meta.tsv,2021-02-09,13,12
ParlaMint-ES-GA-en_2021-02-10-DSPG024-meta.tsv,2021-02-10,17,10
ParlaMint-ES-GA-en_2021-02-23-DSPG025-meta.tsv,2021-02-23,12,8
ParlaMint-ES-GA-en_2021-02-24-DSPG026-meta.tsv,2021-02-24,16,16
ParlaMint-ES-GA-en_2021-03-09-DSPG027-meta.tsv,2021-03-09,12,10
ParlaMint-ES-GA-en_2021-03-10-DSPG028-meta.tsv,2021-03-10,14,13
ParlaMint-ES-GA-en_2021-03-23-DSPG029-meta.tsv,2021-03-23,12,11
ParlaMint-ES-GA-en_2021-03-24-DSPG030-meta.tsv,2021-03-24,14,17
ParlaMint-ES-GA-en_2021-04-13-DSPG031-meta.tsv,2021-04-13,12,11
ParlaMint-ES-GA-en_2021-04-14-DSPG032-meta.tsv,2021-04-14,19,14
ParlaMint-ES-GA-en_2021-04-27-DSPG033-meta.tsv,2021-04-27,14,13
ParlaMint-ES-GA-en_2021-04-28-DSPG034-meta.tsv,2021-04-28,16,12
ParlaMint-ES-GA-en_2021-05-11-DSPG035-meta.tsv,2021-05-11,14,9
ParlaMint-ES-GA-en_2021-05-12-DSPG036-meta.tsv,2021-05-12,16,13
ParlaMint-ES-GA-en_2021-05-25-DSPG037-meta.tsv,2021-05-25,14,11
ParlaMint-ES-GA-en_2021-05-26-DSPG038-meta.tsv,2021-05-26,16,11
ParlaMint-ES-GA-en_2021-06-08-DSPG039-meta.tsv,2021-06-08,11,13
ParlaMint-ES-GA-en_2021-06-09-DSPG040-meta.tsv,2021-06-09,16,9
ParlaMint-ES-GA-en_2021-06-22-DSPG041-meta.tsv,2021-06-22,11,16
ParlaMint-ES-GA-en_2021-06-23-DSPG042-meta.tsv,2021-06-23,21,12
ParlaMint-ES-GA-en_2021-07-13-DSPG043-meta.tsv,2021-07-13,12,17
ParlaMint-ES-GA-en_2021-07-14-DSPG044-meta.tsv,2021-07-14,21,14
ParlaMint-ES-GA-en_2021-08-03-DSPG045-meta.tsv,2021-08-03,7,3
ParlaMint-ES-GA-en_2021-09-14-DSPG046-meta.tsv,2021-09-14,14,13
ParlaMint-ES-GA-en_2021-09-15-DSPG047-meta.tsv,2021-09-15,9,12
ParlaMint-ES-GA-en_2021-09-28-DSPG048-meta.tsv,2021-09-28,13,23
ParlaMint-ES-GA-en_2021-09-29-DSPG049-meta.tsv,2021-09-29,13,12
ParlaMint-ES-GA-en_2021-10-13-DSPG050-meta.tsv,2021-10-13,4,1
ParlaMint-ES-GA-en_2021-10-15-DSPG051-meta.tsv,2021-10-15,4,2
ParlaMint-ES-GA-en_2021-10-26-DSPG052-meta.tsv,2021-10-26,1,1
ParlaMint-ES-GA-en_2021-10-26-DSPG053-meta.tsv,2021-10-26,10,16
ParlaMint-ES-GA-en_2021-10-27-DSPG054-meta.tsv,2021-10-27,13,7
ParlaMint-ES-GA-en_2021-11-09-DSPG055-meta.tsv,2021-11-09,13,12
ParlaMint-ES-GA-en_2021-11-10-DSPG056-meta.tsv,2021-11-10,11,9
ParlaMint-ES-GA-en_2021-11-22-DSPG057-meta.tsv,2021-11-22,7,5
ParlaMint-ES-GA-en_2021-11-23-DSPG058-meta.tsv,2021-11-23,8,15
ParlaMint-ES-GA-en_2021-11-24-DSPG059-meta.tsv,2021-11-24,14,16
ParlaMint-ES-GA-en_2021-12-09-DSPG060-meta.tsv,2021-12-09,12,14
ParlaMint-ES-GA-en_2021-12-10-DSPG061-meta.tsv,2021-12-10,13,15
ParlaMint-ES-GA-en_2021-12-19-DSPG062-meta.tsv,2021-12-19,4,1
ParlaMint-ES-GA-en_2021-12-21-DSPG063-meta.tsv,2021-12-21,6,3
ParlaMint-ES-GA-en_2021-12-21-DSPG064-meta.tsv,2021-12-21,6,11
ParlaMint-ES-GA-en_2021-12-22-DSPG065-meta.tsv,2021-12-22,16,16
ParlaMint-ES-GA-en_2022-01-25-DSPG066-meta.tsv,2022-01-25,12,13
ParlaMint-ES-GA-en_2022-01-26-DSPG067-meta.tsv,2022-01-26,13,12
ParlaMint-ES-GA-en_2022-02-08-DSPG068-meta.tsv,2022-02-08,12,16
ParlaMint-ES-GA-en_2022-02-09-DSPG069-meta.tsv,2022-02-09,12,12
ParlaMint-ES-GA-en_2022-02-22-DSPG070-meta.tsv,2022-02-22,10,14
ParlaMint-ES-GA-en_2022-02-23-DSPG071-meta.tsv,2022-02-23,10,14
ParlaMint-ES-GA-en_2022-03-08-DSPG072-meta.tsv,2022-03-08,11,17
ParlaMint-ES-GA-en_2022-03-09-DSPG073-meta.tsv,2022-03-09,8,18
ParlaMint-ES-GA-en_2022-03-22-DSPG074-meta.tsv,2022-03-22,13,13
ParlaMint-ES-GA-en_2022-03-23-DSPG075-meta.tsv,2022-03-23,13,13
ParlaMint-ES-GA-en_2022-04-04-DSPG076-meta.tsv,2022-04-04,8,14
ParlaMint-ES-GA-en_2022-04-05-DSPG077-meta.tsv,2022-04-05,14,15
ParlaMint-ES-GA-en_2022-04-26-DSPG078-meta.tsv,2022-04-26,11,14
ParlaMint-ES-GA-en_2022-04-27-DSPG079-meta.tsv,2022-04-27,12,14
ParlaMint-ES-GA-en_2022-05-10-DSPG080-meta.tsv,2022-05-10,3,1
ParlaMint-ES-GA-en_2022-05-12-DSPG081-meta.tsv,2022-05-12,6,2
ParlaMint-ES-GA-en_2022-05-24-DSPG082-meta.tsv,2022-05-24,1,0
ParlaMint-ES-GA-en_2022-05-24-DSPG083-meta.tsv,2022-05-24,3,9
ParlaMint-ES-GA-en_2022-05-25-DSPG084-meta.tsv,2022-05-25,16,20
