Session,Date,Left,Centre,Right
ParlaMint-ES-GA-en_2015-01-26-DSPGDP007-meta.tsv,2015-01-26,5,0,3
ParlaMint-ES-GA-en_2015-01-27-DSPG095-meta.tsv,2015-01-27,6,0,5
ParlaMint-ES-GA-en_2015-02-10-DSPG096-meta.tsv,2015-02-10,19,0,11
ParlaMint-ES-GA-en_2015-02-11-DSPG097-meta.tsv,2015-02-11,15,0,10
ParlaMint-ES-GA-en_2015-02-24-DSPG098-meta.tsv,2015-02-24,17,0,10
ParlaMint-ES-GA-en_2015-02-25-DSPG099-meta.tsv,2015-02-25,18,0,13
ParlaMint-ES-GA-en_2015-03-10-DSPG100-meta.tsv,2015-03-10,18,0,11
ParlaMint-ES-GA-en_2015-03-11-DSPG101-meta.tsv,2015-03-11,15,0,13
ParlaMint-ES-GA-en_2015-03-24-DSPG102-meta.tsv,2015-03-24,19,0,10
ParlaMint-ES-GA-en_2015-03-25-DSPG103-meta.tsv,2015-03-25,20,0,13
ParlaMint-ES-GA-en_2015-04-14-DSPG104-meta.tsv,2015-04-14,21,0,13
ParlaMint-ES-GA-en_2015-04-15-DSPG105-meta.tsv,2015-04-15,15,0,12
ParlaMint-ES-GA-en_2015-04-28-DSPG106-meta.tsv,2015-04-28,18,0,13
ParlaMint-ES-GA-en_2015-04-29-DSPG107-meta.tsv,2015-04-29,21,0,15
ParlaMint-ES-GA-en_2015-05-05-DSPG108-meta.tsv,2015-05-05,19,0,14
ParlaMint-ES-GA-en_2015-05-06-DSPG109-meta.tsv,2015-05-06,18,0,14
ParlaMint-ES-GA-en_2015-05-26-DSPG110-meta.tsv,2015-05-26,19,0,12
ParlaMint-ES-GA-en_2015-05-27-DSPG111-meta.tsv,2015-05-27,19,0,13
ParlaMint-ES-GA-en_2015-06-09-DSPG112-meta.tsv,2015-06-09,20,0,12
ParlaMint-ES-GA-en_2015-06-10-DSPG113-meta.tsv,2015-06-10,19,0,14
ParlaMint-ES-GA-en_2015-06-22-DSPG114-meta.tsv,2015-06-22,3,0,3
ParlaMint-ES-GA-en_2015-06-22-DSPG115-meta.tsv,2015-06-22,16,0,11
ParlaMint-ES-GA-en_2015-06-23-DSPG116-meta.tsv,2015-06-23,17,0,14
ParlaMint-ES-GA-en_2015-07-23-DSPGDP008-meta.tsv,2015-07-23,8,0,5
ParlaMint-ES-GA-en_2015-08-03-DSPG117-meta.tsv,2015-08-03,8,0,5
ParlaMint-ES-GA-en_2015-08-04-DSPG118-meta.tsv,2015-08-04,8,0,6
ParlaMint-ES-GA-en_2015-08-04-DSPG119-meta.tsv,2015-08-04,6,0,5
ParlaMint-ES-GA-en_2015-09-15-DSPG120-meta.tsv,2015-09-15,16,0,9
ParlaMint-ES-GA-en_2015-09-16-DSPG121-meta.tsv,2015-09-16,19,0,12
ParlaMint-ES-GA-en_2015-09-29-DSPG122-meta.tsv,2015-09-29,17,0,13
ParlaMint-ES-GA-en_2015-09-30-DSPG123-meta.tsv,2015-09-30,20,0,16
ParlaMint-ES-GA-en_2015-10-14-DSPG124-meta.tsv,2015-10-14,3,0,5
ParlaMint-ES-GA-en_2015-10-16-DSPG125-meta.tsv,2015-10-16,3,0,4
ParlaMint-ES-GA-en_2015-10-27-DSPG126-meta.tsv,2015-10-27,16,0,11
ParlaMint-ES-GA-en_2015-10-28-DSPG127-meta.tsv,2015-10-28,13,0,11
ParlaMint-ES-GA-en_2015-11-10-DSPG128-meta.tsv,2015-11-10,21,0,12
ParlaMint-ES-GA-en_2015-11-11-DSPG129-meta.tsv,2015-11-11,16,0,15
ParlaMint-ES-GA-en_2015-11-23-DSPG130-meta.tsv,2015-11-23,6,0,5
ParlaMint-ES-GA-en_2015-11-24-DSPG131-meta.tsv,2015-11-24,18,0,8
ParlaMint-ES-GA-en_2015-11-25-DSPG132-meta.tsv,2015-11-25,16,0,13
ParlaMint-ES-GA-en_2015-12-01-DSPG133-meta.tsv,2015-12-01,17,0,10
ParlaMint-ES-GA-en_2015-12-02-DSPG134-meta.tsv,2015-12-02,16,0,15
ParlaMint-ES-GA-en_2015-12-22-DSPG135-meta.tsv,2015-12-22,6,0,6
