Session,Date,Silent Generation,Baby Boomers,Generation X,Millennials,Generation Z
ParlaMint-ES-GA-en_2015-01-26-DSPGDP007-meta.tsv,2015-01-26,0,7,2,0,0
ParlaMint-ES-GA-en_2015-01-27-DSPG095-meta.tsv,2015-01-27,1,10,1,1,0
ParlaMint-ES-GA-en_2015-02-10-DSPG096-meta.tsv,2015-02-10,1,14,17,1,0
ParlaMint-ES-GA-en_2015-02-11-DSPG097-meta.tsv,2015-02-11,0,13,15,1,0
ParlaMint-ES-GA-en_2015-02-24-DSPG098-meta.tsv,2015-02-24,0,13,15,1,0
ParlaMint-ES-GA-en_2015-02-25-DSPG099-meta.tsv,2015-02-25,0,16,18,1,0
ParlaMint-ES-GA-en_2015-03-10-DSPG100-meta.tsv,2015-03-10,0,16,15,1,0
ParlaMint-ES-GA-en_2015-03-11-DSPG101-meta.tsv,2015-03-11,0,17,14,1,0
ParlaMint-ES-GA-en_2015-03-24-DSPG102-meta.tsv,2015-03-24,0,13,17,1,0
ParlaMint-ES-GA-en_2015-03-25-DSPG103-meta.tsv,2015-03-25,1,17,19,0,0
ParlaMint-ES-GA-en_2015-04-14-DSPG104-meta.tsv,2015-04-14,0,21,13,1,0
ParlaMint-ES-GA-en_2015-04-15-DSPG105-meta.tsv,2015-04-15,0,17,14,0,0
ParlaMint-ES-GA-en_2015-04-28-DSPG106-meta.tsv,2015-04-28,0,17,15,2,0
ParlaMint-ES-GA-en_2015-04-29-DSPG107-meta.tsv,2015-04-29,1,19,18,2,0
ParlaMint-ES-GA-en_2015-05-05-DSPG108-meta.tsv,2015-05-05,0,16,16,2,0
ParlaMint-ES-GA-en_2015-05-06-DSPG109-meta.tsv,2015-05-06,0,21,16,0,0
ParlaMint-ES-GA-en_2015-05-26-DSPG110-meta.tsv,2015-05-26,0,14,18,2,0
ParlaMint-ES-GA-en_2015-05-27-DSPG111-meta.tsv,2015-05-27,0,19,16,2,0
ParlaMint-ES-GA-en_2015-06-09-DSPG112-meta.tsv,2015-06-09,1,16,17,1,0
ParlaMint-ES-GA-en_2015-06-10-DSPG113-meta.tsv,2015-06-10,0,18,19,1,0
ParlaMint-ES-GA-en_2015-06-22-DSPG114-meta.tsv,2015-06-22,1,4,1,0,0
ParlaMint-ES-GA-en_2015-06-22-DSPG115-meta.tsv,2015-06-22,0,14,15,1,0
ParlaMint-ES-GA-en_2015-06-23-DSPG116-meta.tsv,2015-06-23,0,14,19,2,0
ParlaMint-ES-GA-en_2015-07-23-DSPGDP008-meta.tsv,2015-07-23,1,7,6,0,0
ParlaMint-ES-GA-en_2015-08-03-DSPG117-meta.tsv,2015-08-03,1,9,5,0,0
ParlaMint-ES-GA-en_2015-08-04-DSPG118-meta.tsv,2015-08-04,0,8,8,0,0
ParlaMint-ES-GA-en_2015-08-04-DSPG119-meta.tsv,2015-08-04,0,8,6,0,0
ParlaMint-ES-GA-en_2015-09-15-DSPG120-meta.tsv,2015-09-15,0,14,12,2,0
ParlaMint-ES-GA-en_2015-09-16-DSPG121-meta.tsv,2015-09-16,0,15,19,2,0
ParlaMint-ES-GA-en_2015-09-29-DSPG122-meta.tsv,2015-09-29,1,14,16,1,0
ParlaMint-ES-GA-en_2015-09-30-DSPG123-meta.tsv,2015-09-30,1,19,18,2,0
ParlaMint-ES-GA-en_2015-10-14-DSPG124-meta.tsv,2015-10-14,1,8,1,0,0
ParlaMint-ES-GA-en_2015-10-16-DSPG125-meta.tsv,2015-10-16,0,5,4,0,0
ParlaMint-ES-GA-en_2015-10-27-DSPG126-meta.tsv,2015-10-27,0,12,18,1,0
ParlaMint-ES-GA-en_2015-10-28-DSPG127-meta.tsv,2015-10-28,0,14,10,2,0
ParlaMint-ES-GA-en_2015-11-10-DSPG128-meta.tsv,2015-11-10,0,17,16,2,0
ParlaMint-ES-GA-en_2015-11-11-DSPG129-meta.tsv,2015-11-11,0,16,17,2,0
ParlaMint-ES-GA-en_2015-11-23-DSPG130-meta.tsv,2015-11-23,1,7,4,0,0
ParlaMint-ES-GA-en_2015-11-24-DSPG131-meta.tsv,2015-11-24,0,13,16,1,0
ParlaMint-ES-GA-en_2015-11-25-DSPG132-meta.tsv,2015-11-25,0,16,16,1,0
ParlaMint-ES-GA-en_2015-12-01-DSPG133-meta.tsv,2015-12-01,0,13,14,2,0
ParlaMint-ES-GA-en_2015-12-02-DSPG134-meta.tsv,2015-12-02,0,15,19,1,0
ParlaMint-ES-GA-en_2015-12-22-DSPG135-meta.tsv,2015-12-22,0,6,7,0,0
ParlaMint-ES-GA-en_2015-12-23-DSPG136-meta.tsv,2015-12-23,0,2,0,0,0
ParlaMint-ES-GA-en_2015-12-23-DSPG137-meta.tsv,2015-12-23,0,14,16,1,0
ParlaMint-ES-GA-en_2016-01-26-DSPG138-meta.tsv,2016-01-26,0,17,18,2,0
ParlaMint-ES-GA-en_2016-01-27-DSPG139-meta.tsv,2016-01-27,0,20,17,2,0
ParlaMint-ES-GA-en_2016-02-09-DSPG140-meta.tsv,2016-02-09,0,13,13,1,0
ParlaMint-ES-GA-en_2016-02-10-DSPG141-meta.tsv,2016-02-10,0,19,18,1,0
ParlaMint-ES-GA-en_2016-02-23-DSPG142-meta.tsv,2016-02-23,0,12,15,1,0
ParlaMint-ES-GA-en_2016-02-24-DSPG143-meta.tsv,2016-02-24,0,15,20,3,0
ParlaMint-ES-GA-en_2016-03-15-DSPG144-meta.tsv,2016-03-15,0,12,17,1,0
ParlaMint-ES-GA-en_2016-03-16-DSPG145-meta.tsv,2016-03-16,1,17,15,3,0
ParlaMint-ES-GA-en_2016-03-29-DSPG146-meta.tsv,2016-03-29,0,13,12,1,0
ParlaMint-ES-GA-en_2016-03-30-DSPG147-meta.tsv,2016-03-30,0,15,18,3,0
ParlaMint-ES-GA-en_2016-04-12-DSPG148-meta.tsv,2016-04-12,0,14,16,1,0
ParlaMint-ES-GA-en_2016-04-13-DSPG149-meta.tsv,2016-04-13,0,17,18,2,0
ParlaMint-ES-GA-en_2016-04-26-DSPG150-meta.tsv,2016-04-26,0,16,14,2,0
ParlaMint-ES-GA-en_2016-04-27-DSPG151-meta.tsv,2016-04-27,0,16,15,1,0
ParlaMint-ES-GA-en_2016-05-10-DSPG152-meta.tsv,2016-05-10,0,16,16,1,0
ParlaMint-ES-GA-en_2016-05-11-DSPG153-meta.tsv,2016-05-11,1,17,18,2,0
ParlaMint-ES-GA-en_2016-05-24-DSPG154-meta.tsv,2016-05-24,0,14,11,1,0
ParlaMint-ES-GA-en_2016-05-25-DSPG155-meta.tsv,2016-05-25,0,16,17,3,0
ParlaMint-ES-GA-en_2016-06-07-DSPG156-meta.tsv,2016-06-07,0,14,13,1,0
ParlaMint-ES-GA-en_2016-06-08-DSPG157-meta.tsv,2016-06-08,0,11,20,2,0
ParlaMint-ES-GA-en_2016-06-28-DSPG158-meta.tsv,2016-06-28,0,7,8,3,0
ParlaMint-ES-GA-en_2016-06-29-DSPG159-meta.tsv,2016-06-29,0,20,21,2,0
ParlaMint-ES-GA-en_2016-07-12-DSPG160-meta.tsv,2016-07-12,0,1,0,0,0
ParlaMint-ES-GA-en_2016-07-12-DSPG161-meta.tsv,2016-07-12,0,20,15,3,0
ParlaMint-ES-GA-en_2016-07-13-DSPG162-meta.tsv,2016-07-13,0,15,20,4,0
ParlaMint-ES-GA-en_2016-10-21-DSPG001-meta.tsv,2016-10-21,0,26,39,10,0
ParlaMint-ES-GA-en_2016-11-08-DSPG002-meta.tsv,2016-11-08,0,2,1,0,0
ParlaMint-ES-GA-en_2016-11-10-DSPG003-meta.tsv,2016-11-10,0,26,38,10,0
ParlaMint-ES-GA-en_2016-11-15-DSPG004-meta.tsv,2016-11-15,0,1,1,0,0
ParlaMint-ES-GA-en_2016-11-22-DSPG005-meta.tsv,2016-11-22,0,7,12,7,0
ParlaMint-ES-GA-en_2016-11-23-DSPG006-meta.tsv,2016-11-23,0,8,17,4,0
ParlaMint-ES-GA-en_2016-12-13-DSPG007-meta.tsv,2016-12-13,0,10,20,4,0
ParlaMint-ES-GA-en_2016-12-14-DSPG008-meta.tsv,2016-12-14,0,6,10,4,0
ParlaMint-ES-GA-en_2016-12-27-DSPG009-meta.tsv,2016-12-27,0,9,15,7,0
ParlaMint-ES-GA-en_2016-12-28-DSPG010-meta.tsv,2016-12-28,0,10,11,5,0
ParlaMint-ES-GA-en_2017-01-16-DSPG011-meta.tsv,2017-01-16,0,5,7,2,0
ParlaMint-ES-GA-en_2017-01-24-DSPG012-meta.tsv,2017-01-24,0,7,13,6,0
ParlaMint-ES-GA-en_2017-01-25-DSPG013-meta.tsv,2017-01-25,0,11,16,6,0
ParlaMint-ES-GA-en_2017-02-06-DSPG014-meta.tsv,2017-02-06,0,6,10,1,0
ParlaMint-ES-GA-en_2017-02-07-DSPG015-meta.tsv,2017-02-07,0,8,19,4,0
ParlaMint-ES-GA-en_2017-02-08-DSPG016-meta.tsv,2017-02-08,0,12,24,8,0
ParlaMint-ES-GA-en_2017-02-21-DSPG017-meta.tsv,2017-02-21,0,8,16,4,0
ParlaMint-ES-GA-en_2017-02-22-DSPG018-meta.tsv,2017-02-22,0,13,19,6,0
