Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-SI-en_2018-03-27-SDZ7-Izredna-56	ParlaMint-SI_2018-03-27-SDZ7-Izredna-56.ana.u1	Minutes of the National Assembly of the Republic of Slovenia, Term 7, Extraordinary Session 56, (27. 03. 2018)	2018-03-27	Lower house	7. mandat	-	Izredna	-	-	Reference	English	Chairperson	MP	notMinister	SMC	Modern Centre Party	Coalition	Centre to centre-left	BrglezMilan	Brglez, Milan	M	1967	
ParlaMint-SI-en_2018-03-27-SDZ7-Izredna-56	ParlaMint-SI_2018-03-27-SDZ7-Izredna-56.ana.u2	Minutes of the National Assembly of the Republic of Slovenia, Term 7, Extraordinary Session 56, (27. 03. 2018)	2018-03-27	Lower house	7. mandat	-	Izredna	-	-	Reference	English	Regular	notMP	notMinister	-	-	-	-	PahorBorut	Pahor, Borut	M	1963	
ParlaMint-SI-en_2018-03-27-SDZ7-Izredna-56	ParlaMint-SI_2018-03-27-SDZ7-Izredna-56.ana.u3	Minutes of the National Assembly of the Republic of Slovenia, Term 7, Extraordinary Session 56, (27. 03. 2018)	2018-03-27	Lower house	7. mandat	-	Izredna	-	-	Reference	English	Chairperson	MP	notMinister	SMC	Modern Centre Party	Coalition	Centre to centre-left	BrglezMilan	Brglez, Milan	M	1967	
