Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-NO-en_1998-11-17-upper	ParlaMint-NO_1998-11-17-upper.ana.ud2376e72	Hansard from meeting in the Norwegian Parliament, term 1997-2001, Session 1998-1999, Sitting day 1998-11-17	1998-11-17	Upper house	Term 1997-2001	Session 1998-1999	-	Sitting day 1998-11-17	-	Reference	English	Regular	MP	notMinister	FrP	Fremskrittspartiet	-	Right	person.VK	Kleppe, Vidar	M	1963	
ParlaMint-NO-en_1998-11-17-upper	ParlaMint-NO_1998-11-17-upper.ana.ud2376e92	Hansard from meeting in the Norwegian Parliament, term 1997-2001, Session 1998-1999, Sitting day 1998-11-17	1998-11-17	Upper house	Term 1997-2001	Session 1998-1999	-	Sitting day 1998-11-17	-	Reference	English	Chairperson	MP	notMinister	H	Høyre	-	Centre-right	person.SHL	Ludvigsen, Svein	M	1946	
ParlaMint-NO-en_1998-11-17-upper	ParlaMint-NO_1998-11-17-upper.ana.ud2376e105	Hansard from meeting in the Norwegian Parliament, term 1997-2001, Session 1998-1999, Sitting day 1998-11-17	1998-11-17	Upper house	Term 1997-2001	Session 1998-1999	-	Sitting day 1998-11-17	-	Reference	English	Chairperson	MP	notMinister	H	Høyre	-	Centre-right	person.SHL	Ludvigsen, Svein	M	1946	
ParlaMint-NO-en_1998-11-17-upper	ParlaMint-NO_1998-11-17-upper.ana.ud2376e117	Hansard from meeting in the Norwegian Parliament, term 1997-2001, Session 1998-1999, Sitting day 1998-11-17	1998-11-17	Upper house	Term 1997-2001	Session 1998-1999	-	Sitting day 1998-11-17	-	Reference	English	Chairperson	MP	notMinister	H	Høyre	-	Centre-right	person.SHL	Ludvigsen, Svein	M	1946	
ParlaMint-NO-en_1998-11-17-upper	ParlaMint-NO_1998-11-17-upper.ana.ud2376e131	Hansard from meeting in the Norwegian Parliament, term 1997-2001, Session 1998-1999, Sitting day 1998-11-17	1998-11-17	Upper house	Term 1997-2001	Session 1998-1999	-	Sitting day 1998-11-17	-	Reference	English	Regular	MP	notMinister	FrP	Fremskrittspartiet	-	Right	person.VK	Kleppe, Vidar	M	1963	
ParlaMint-NO-en_1998-11-17-upper	ParlaMint-NO_1998-11-17-upper.ana.ud2376e149	Hansard from meeting in the Norwegian Parliament, term 1997-2001, Session 1998-1999, Sitting day 1998-11-17	1998-11-17	Upper house	Term 1997-2001	Session 1998-1999	-	Sitting day 1998-11-17	-	Reference	English	Chairperson	MP	notMinister	H	Høyre	-	Centre-right	person.SHL	Ludvigsen, Svein	M	1946	
ParlaMint-NO-en_1998-11-17-upper	ParlaMint-NO_1998-11-17-upper.ana.ud2376e152	Hansard from meeting in the Norwegian Parliament, term 1997-2001, Session 1998-1999, Sitting day 1998-11-17	1998-11-17	Upper house	Term 1997-2001	Session 1998-1999	-	Sitting day 1998-11-17	-	Reference	English	Regular	MP	notMinister	H	Høyre	-	Centre-right	person.INS	Stolt-Nielsen, Inger	F	1943	
ParlaMint-NO-en_1998-11-17-upper	ParlaMint-NO_1998-11-17-upper.ana.ud2376e185	Hansard from meeting in the Norwegian Parliament, term 1997-2001, Session 1998-1999, Sitting day 1998-11-17	1998-11-17	Upper house	Term 1997-2001	Session 1998-1999	-	Sitting day 1998-11-17	-	Reference	English	Chairperson	MP	notMinister	H	Høyre	-	Centre-right	person.SHL	Ludvigsen, Svein	M	1946	
ParlaMint-NO-en_1998-11-17-upper	ParlaMint-NO_1998-11-17-upper.ana.ud2376e202	Hansard from meeting in the Norwegian Parliament, term 1997-2001, Session 1998-1999, Sitting day 1998-11-17	1998-11-17	Upper house	Term 1997-2001	Session 1998-1999	-	Sitting day 1998-11-17	-	Reference	English	Chairperson	MP	notMinister	H	Høyre	-	Centre-right	person.SHL	Ludvigsen, Svein	M	1946	
ParlaMint-NO-en_1998-11-17-upper	ParlaMint-NO_1998-11-17-upper.ana.ud2376e214	Hansard from meeting in the Norwegian Parliament, term 1997-2001, Session 1998-1999, Sitting day 1998-11-17	1998-11-17	Upper house	Term 1997-2001	Session 1998-1999	-	Sitting day 1998-11-17	-	Reference	English	Chairperson	MP	notMinister	H	Høyre	-	Centre-right	person.SHL	Ludvigsen, Svein	M	1946	
