Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-NO-en_1998-10-22-lower	ParlaMint-NO_1998-10-22-lower.ana.ud2625e45	Hansard from meeting in the Norwegian Parliament, term 1997-2001, Session 1998-1999, Sitting day 1998-10-22	1998-10-22	Lower house	Term 1997-2001	Session 1998-1999	-	Sitting day 1998-10-22	-	Reference	English	Chairperson	MP	notMinister	A	Arbeiderpartiet	-	Centre-left	person.GS	Skaug, Gunnar	M	1940	
ParlaMint-NO-en_1998-10-22-lower	ParlaMint-NO_1998-10-22-lower.ana.ud2625e59	Hansard from meeting in the Norwegian Parliament, term 1997-2001, Session 1998-1999, Sitting day 1998-10-22	1998-10-22	Lower house	Term 1997-2001	Session 1998-1999	-	Sitting day 1998-10-22	-	Reference	English	Chairperson	MP	notMinister	A	Arbeiderpartiet	-	Centre-left	person.GS	Skaug, Gunnar	M	1940	
ParlaMint-NO-en_1998-10-22-lower	ParlaMint-NO_1998-10-22-lower.ana.ud2625e126	Hansard from meeting in the Norwegian Parliament, term 1997-2001, Session 1998-1999, Sitting day 1998-10-22	1998-10-22	Lower house	Term 1997-2001	Session 1998-1999	-	Sitting day 1998-10-22	-	Reference	English	Chairperson	MP	notMinister	A	Arbeiderpartiet	-	Centre-left	person.GS	Skaug, Gunnar	M	1940	
ParlaMint-NO-en_1998-10-22-lower	ParlaMint-NO_1998-10-22-lower.ana.ud2625e133	Hansard from meeting in the Norwegian Parliament, term 1997-2001, Session 1998-1999, Sitting day 1998-10-22	1998-10-22	Lower house	Term 1997-2001	Session 1998-1999	-	Sitting day 1998-10-22	-	Reference	English	Chairperson	MP	notMinister	A	Arbeiderpartiet	-	Centre-left	person.GS	Skaug, Gunnar	M	1940	
ParlaMint-NO-en_1998-10-22-lower	ParlaMint-NO_1998-10-22-lower.ana.ud2625e176	Hansard from meeting in the Norwegian Parliament, term 1997-2001, Session 1998-1999, Sitting day 1998-10-22	1998-10-22	Lower house	Term 1997-2001	Session 1998-1999	-	Sitting day 1998-10-22	-	Reference	English	Chairperson	MP	notMinister	A	Arbeiderpartiet	-	Centre-left	person.GS	Skaug, Gunnar	M	1940	
ParlaMint-NO-en_1998-10-22-lower	ParlaMint-NO_1998-10-22-lower.ana.ud2625e183	Hansard from meeting in the Norwegian Parliament, term 1997-2001, Session 1998-1999, Sitting day 1998-10-22	1998-10-22	Lower house	Term 1997-2001	Session 1998-1999	-	Sitting day 1998-10-22	-	Reference	English	Chairperson	MP	notMinister	A	Arbeiderpartiet	-	Centre-left	person.GS	Skaug, Gunnar	M	1940	
