Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-CZ-en_2023-05-30-ps2021-065-04-001-001	ParlaMint-CZ_2023-05-30-ps2021-065-04-001-001.u1	Parliament of the Czech Republic, Chamber of Deputies, 2023-05-30	2023-05-30	Lower house	ps2021	-	ps2021/065	ps2021/065/04	ps2021/065/001	COVID,War	English	Chairperson	MP	notMinister	STAN	Political group Mayors and Independents	Coalition	Centre to centre-right	VeraKovarova.1964	Kovářová, Věra	F	1964	
ParlaMint-CZ-en_2023-05-30-ps2021-065-04-001-001	ParlaMint-CZ_2023-05-30-ps2021-065-04-001-001.u2	Parliament of the Czech Republic, Chamber of Deputies, 2023-05-30	2023-05-30	Lower house	ps2021	-	ps2021/065	ps2021/065/04	ps2021/065/001	COVID,War	English	Regular	MP	notMinister	ODS	Political group Civic Democratic Party	Coalition	Centre-right to right	PetrFifka.1967	Fifka, Petr	M	1967	
ParlaMint-CZ-en_2023-05-30-ps2021-065-04-001-001	ParlaMint-CZ_2023-05-30-ps2021-065-04-001-001.u3	Parliament of the Czech Republic, Chamber of Deputies, 2023-05-30	2023-05-30	Lower house	ps2021	-	ps2021/065	ps2021/065/04	ps2021/065/001	COVID,War	English	Chairperson	MP	notMinister	STAN	Political group Mayors and Independents	Coalition	Centre to centre-right	VeraKovarova.1964	Kovářová, Věra	F	1964	
ParlaMint-CZ-en_2023-05-30-ps2021-065-04-001-001	ParlaMint-CZ_2023-05-30-ps2021-065-04-001-001.u4	Parliament of the Czech Republic, Chamber of Deputies, 2023-05-30	2023-05-30	Lower house	ps2021	-	ps2021/065	ps2021/065/04	ps2021/065/001	COVID,War	English	Guest	MP	Minister	Piráti	Political group Czech Pirate Party	Coalition	Centre to centre-left	IvanBartos.1980	Bartoš, Ivan	M	1980	
ParlaMint-CZ-en_2023-05-30-ps2021-065-04-001-001	ParlaMint-CZ_2023-05-30-ps2021-065-04-001-001.u5	Parliament of the Czech Republic, Chamber of Deputies, 2023-05-30	2023-05-30	Lower house	ps2021	-	ps2021/065	ps2021/065/04	ps2021/065/001	COVID,War	English	Chairperson	MP	notMinister	STAN	Political group Mayors and Independents	Coalition	Centre to centre-right	VeraKovarova.1964	Kovářová, Věra	F	1964	
ParlaMint-CZ-en_2023-05-30-ps2021-065-04-001-001	ParlaMint-CZ_2023-05-30-ps2021-065-04-001-001.u6	Parliament of the Czech Republic, Chamber of Deputies, 2023-05-30	2023-05-30	Lower house	ps2021	-	ps2021/065	ps2021/065/04	ps2021/065/001	COVID,War	English	Guest	MP	Minister	Piráti	Political group Czech Pirate Party	Coalition	Centre to centre-left	IvanBartos.1980	Bartoš, Ivan	M	1980	
ParlaMint-CZ-en_2023-05-30-ps2021-065-04-001-001	ParlaMint-CZ_2023-05-30-ps2021-065-04-001-001.u7	Parliament of the Czech Republic, Chamber of Deputies, 2023-05-30	2023-05-30	Lower house	ps2021	-	ps2021/065	ps2021/065/04	ps2021/065/001	COVID,War	English	Chairperson	MP	notMinister	STAN	Political group Mayors and Independents	Coalition	Centre to centre-right	VeraKovarova.1964	Kovářová, Věra	F	1964	
ParlaMint-CZ-en_2023-05-30-ps2021-065-04-001-001	ParlaMint-CZ_2023-05-30-ps2021-065-04-001-001.u8	Parliament of the Czech Republic, Chamber of Deputies, 2023-05-30	2023-05-30	Lower house	ps2021	-	ps2021/065	ps2021/065/04	ps2021/065/001	COVID,War	English	Guest	MP	notMinister	-	-	-	-	JosefBazala	Bazala, Josef	M	-	
ParlaMint-CZ-en_2023-05-30-ps2021-065-04-001-001	ParlaMint-CZ_2023-05-30-ps2021-065-04-001-001.u9	Parliament of the Czech Republic, Chamber of Deputies, 2023-05-30	2023-05-30	Lower house	ps2021	-	ps2021/065	ps2021/065/04	ps2021/065/001	COVID,War	English	Chairperson	MP	notMinister	STAN	Political group Mayors and Independents	Coalition	Centre to centre-right	VeraKovarova.1964	Kovářová, Věra	F	1964	
ParlaMint-CZ-en_2023-05-30-ps2021-065-04-001-001	ParlaMint-CZ_2023-05-30-ps2021-065-04-001-001.u10	Parliament of the Czech Republic, Chamber of Deputies, 2023-05-30	2023-05-30	Lower house	ps2021	-	ps2021/065	ps2021/065/04	ps2021/065/001	COVID,War	English	Regular	MP	notMinister	ODS	Political group Civic Democratic Party	Coalition	Centre-right to right	KarelHaas.1973	Haas, Karel	M	1973	
ParlaMint-CZ-en_2023-05-30-ps2021-065-04-001-001	ParlaMint-CZ_2023-05-30-ps2021-065-04-001-001.u11	Parliament of the Czech Republic, Chamber of Deputies, 2023-05-30	2023-05-30	Lower house	ps2021	-	ps2021/065	ps2021/065/04	ps2021/065/001	COVID,War	English	Chairperson	MP	notMinister	STAN	Political group Mayors and Independents	Coalition	Centre to centre-right	VeraKovarova.1964	Kovářová, Věra	F	1964	
