Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-CZ-en_2023-02-24-ps2021-053-04-004-003	ParlaMint-CZ_2023-02-24-ps2021-053-04-004-003.u1	Parliament of the Czech Republic, Chamber of Deputies, 2023-02-24	2023-02-24	Lower house	ps2021	-	ps2021/053	ps2021/053/04	ps2021/053/003	COVID,War	English	Chairperson	MP	notMinister	ODS	Political group Civic Democratic Party	Coalition	Centre-right to right	JanSkopecek.1980	Skopeček, Jan	M	1980	
ParlaMint-CZ-en_2023-02-24-ps2021-053-04-004-003	ParlaMint-CZ_2023-02-24-ps2021-053-04-004-003.u12	Parliament of the Czech Republic, Chamber of Deputies, 2023-02-24	2023-02-24	Lower house	ps2021	-	ps2021/053	ps2021/053/04	ps2021/053/003	COVID,War	English	Regular	MP	notMinister	ANO	Political group ANO 2011	Opposition	Centre to centre-right	VeraAdamkova.1954	Adámková, Věra	F	1954	
ParlaMint-CZ-en_2023-02-24-ps2021-053-04-004-003	ParlaMint-CZ_2023-02-24-ps2021-053-04-004-003.u13	Parliament of the Czech Republic, Chamber of Deputies, 2023-02-24	2023-02-24	Lower house	ps2021	-	ps2021/053	ps2021/053/04	ps2021/053/003	COVID,War	English	Chairperson	MP	notMinister	ODS	Political group Civic Democratic Party	Coalition	Centre-right to right	JanSkopecek.1980	Skopeček, Jan	M	1980	
ParlaMint-CZ-en_2023-02-24-ps2021-053-04-004-003	ParlaMint-CZ_2023-02-24-ps2021-053-04-004-003.u14	Parliament of the Czech Republic, Chamber of Deputies, 2023-02-24	2023-02-24	Lower house	ps2021	-	ps2021/053	ps2021/053/04	ps2021/053/003	COVID,War	English	Regular	MP	notMinister	SPD	Political group Freedom and Direct Democracy	Opposition	Right to far-right	JiriKobza.1955	Kobza, Jiří	M	1955	
ParlaMint-CZ-en_2023-02-24-ps2021-053-04-004-003	ParlaMint-CZ_2023-02-24-ps2021-053-04-004-003.u15	Parliament of the Czech Republic, Chamber of Deputies, 2023-02-24	2023-02-24	Lower house	ps2021	-	ps2021/053	ps2021/053/04	ps2021/053/003	COVID,War	English	Chairperson	MP	notMinister	ODS	Political group Civic Democratic Party	Coalition	Centre-right to right	JanSkopecek.1980	Skopeček, Jan	M	1980	
ParlaMint-CZ-en_2023-02-24-ps2021-053-04-004-003	ParlaMint-CZ_2023-02-24-ps2021-053-04-004-003.u16	Parliament of the Czech Republic, Chamber of Deputies, 2023-02-24	2023-02-24	Lower house	ps2021	-	ps2021/053	ps2021/053/04	ps2021/053/003	COVID,War	English	Regular	MP	notMinister	STAN	Political group Mayors and Independents	Coalition	Centre to centre-right	MichaelaSebelova.1982	Šebelová, Michaela	F	1982	
ParlaMint-CZ-en_2023-02-24-ps2021-053-04-004-003	ParlaMint-CZ_2023-02-24-ps2021-053-04-004-003.u17	Parliament of the Czech Republic, Chamber of Deputies, 2023-02-24	2023-02-24	Lower house	ps2021	-	ps2021/053	ps2021/053/04	ps2021/053/003	COVID,War	English	Chairperson	MP	notMinister	ODS	Political group Civic Democratic Party	Coalition	Centre-right to right	JanSkopecek.1980	Skopeček, Jan	M	1980	
ParlaMint-CZ-en_2023-02-24-ps2021-053-04-004-003	ParlaMint-CZ_2023-02-24-ps2021-053-04-004-003.u18	Parliament of the Czech Republic, Chamber of Deputies, 2023-02-24	2023-02-24	Lower house	ps2021	-	ps2021/053	ps2021/053/04	ps2021/053/003	COVID,War	English	Regular	MP	notMinister	TOP09	Political group TOP 09	Coalition	Centre-right	MartinaOchodnicka.1983	Ochodnická, Martina	F	1983	
ParlaMint-CZ-en_2023-02-24-ps2021-053-04-004-003	ParlaMint-CZ_2023-02-24-ps2021-053-04-004-003.u19	Parliament of the Czech Republic, Chamber of Deputies, 2023-02-24	2023-02-24	Lower house	ps2021	-	ps2021/053	ps2021/053/04	ps2021/053/003	COVID,War	English	Chairperson	MP	notMinister	ODS	Political group Civic Democratic Party	Coalition	Centre-right to right	JanSkopecek.1980	Skopeček, Jan	M	1980	
ParlaMint-CZ-en_2023-02-24-ps2021-053-04-004-003	ParlaMint-CZ_2023-02-24-ps2021-053-04-004-003.u20	Parliament of the Czech Republic, Chamber of Deputies, 2023-02-24	2023-02-24	Lower house	ps2021	-	ps2021/053	ps2021/053/04	ps2021/053/003	COVID,War	English	Regular	MP	notMinister	KDU-ČSL	Political Group of the Christian and Democratic Union - Czechoslovak People's Party	Coalition	Centre to centre-right	KarelSmetana.1988	Smetana, Karel	M	1988	
ParlaMint-CZ-en_2023-02-24-ps2021-053-04-004-003	ParlaMint-CZ_2023-02-24-ps2021-053-04-004-003.u21	Parliament of the Czech Republic, Chamber of Deputies, 2023-02-24	2023-02-24	Lower house	ps2021	-	ps2021/053	ps2021/053/04	ps2021/053/003	COVID,War	English	Chairperson	MP	notMinister	ODS	Political group Civic Democratic Party	Coalition	Centre-right to right	JanSkopecek.1980	Skopeček, Jan	M	1980	
