Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-CZ-en_2023-02-24-ps2021-053-04-004-003	ParlaMint-CZ_2023-02-24-ps2021-053-04-004-003.u1	Parliament of the Czech Republic, Chamber of Deputies, 2023-02-24	2023-02-24	Lower house	ps2021	-	ps2021/053	ps2021/053/04	ps2021/053/003	COVID,War	English	Chairperson	MP	notMinister	ODS	Political group Civic Democratic Party	Coalition	Centre-right to right	JanSkopecek.1980	Skopeček, Jan	M	1980	
ParlaMint-CZ-en_2023-02-24-ps2021-053-04-004-003	ParlaMint-CZ_2023-02-24-ps2021-053-04-004-003.u2	Parliament of the Czech Republic, Chamber of Deputies, 2023-02-24	2023-02-24	Lower house	ps2021	-	ps2021/053	ps2021/053/04	ps2021/053/003	COVID,War	English	Guest	MP	Minister	TOP09	Political group TOP 09	Coalition	Centre-right	VlastimilValek.1960	Válek, Vlastimil	M	1960	
ParlaMint-CZ-en_2023-02-24-ps2021-053-04-004-003	ParlaMint-CZ_2023-02-24-ps2021-053-04-004-003.u3	Parliament of the Czech Republic, Chamber of Deputies, 2023-02-24	2023-02-24	Lower house	ps2021	-	ps2021/053	ps2021/053/04	ps2021/053/003	COVID,War	English	Chairperson	MP	notMinister	ODS	Political group Civic Democratic Party	Coalition	Centre-right to right	JanSkopecek.1980	Skopeček, Jan	M	1980	
ParlaMint-CZ-en_2023-02-24-ps2021-053-04-004-003	ParlaMint-CZ_2023-02-24-ps2021-053-04-004-003.u4	Parliament of the Czech Republic, Chamber of Deputies, 2023-02-24	2023-02-24	Lower house	ps2021	-	ps2021/053	ps2021/053/04	ps2021/053/003	COVID,War	English	Regular	MP	notMinister	STAN	Political group Mayors and Independents	Coalition	Centre to centre-right	MichaelaSebelova.1982	Šebelová, Michaela	F	1982	
ParlaMint-CZ-en_2023-02-24-ps2021-053-04-004-003	ParlaMint-CZ_2023-02-24-ps2021-053-04-004-003.u5	Parliament of the Czech Republic, Chamber of Deputies, 2023-02-24	2023-02-24	Lower house	ps2021	-	ps2021/053	ps2021/053/04	ps2021/053/003	COVID,War	English	Chairperson	MP	notMinister	ODS	Political group Civic Democratic Party	Coalition	Centre-right to right	JanSkopecek.1980	Skopeček, Jan	M	1980	
ParlaMint-CZ-en_2023-02-24-ps2021-053-04-004-003	ParlaMint-CZ_2023-02-24-ps2021-053-04-004-003.u6	Parliament of the Czech Republic, Chamber of Deputies, 2023-02-24	2023-02-24	Lower house	ps2021	-	ps2021/053	ps2021/053/04	ps2021/053/003	COVID,War	English	Regular	MP	notMinister	STAN	Political group Mayors and Independents	Coalition	Centre to centre-right	MichaelaSebelova.1982	Šebelová, Michaela	F	1982	
ParlaMint-CZ-en_2023-02-24-ps2021-053-04-004-003	ParlaMint-CZ_2023-02-24-ps2021-053-04-004-003.u7	Parliament of the Czech Republic, Chamber of Deputies, 2023-02-24	2023-02-24	Lower house	ps2021	-	ps2021/053	ps2021/053/04	ps2021/053/003	COVID,War	English	Chairperson	MP	notMinister	ODS	Political group Civic Democratic Party	Coalition	Centre-right to right	JanSkopecek.1980	Skopeček, Jan	M	1980	
ParlaMint-CZ-en_2023-02-24-ps2021-053-04-004-003	ParlaMint-CZ_2023-02-24-ps2021-053-04-004-003.u8	Parliament of the Czech Republic, Chamber of Deputies, 2023-02-24	2023-02-24	Lower house	ps2021	-	ps2021/053	ps2021/053/04	ps2021/053/003	COVID,War	English	Regular	MP	notMinister	TOP09	Political group TOP 09	Coalition	Centre-right	MartinaOchodnicka.1983	Ochodnická, Martina	F	1983	
ParlaMint-CZ-en_2023-02-24-ps2021-053-04-004-003	ParlaMint-CZ_2023-02-24-ps2021-053-04-004-003.u9	Parliament of the Czech Republic, Chamber of Deputies, 2023-02-24	2023-02-24	Lower house	ps2021	-	ps2021/053	ps2021/053/04	ps2021/053/003	COVID,War	English	Chairperson	MP	notMinister	ODS	Political group Civic Democratic Party	Coalition	Centre-right to right	JanSkopecek.1980	Skopeček, Jan	M	1980	
ParlaMint-CZ-en_2023-02-24-ps2021-053-04-004-003	ParlaMint-CZ_2023-02-24-ps2021-053-04-004-003.u10	Parliament of the Czech Republic, Chamber of Deputies, 2023-02-24	2023-02-24	Lower house	ps2021	-	ps2021/053	ps2021/053/04	ps2021/053/003	COVID,War	English	Regular	MP	notMinister	KDU-ČSL	Political Group of the Christian and Democratic Union - Czechoslovak People's Party	Coalition	Centre to centre-right	KarelSmetana.1988	Smetana, Karel	M	1988	
ParlaMint-CZ-en_2023-02-24-ps2021-053-04-004-003	ParlaMint-CZ_2023-02-24-ps2021-053-04-004-003.u11	Parliament of the Czech Republic, Chamber of Deputies, 2023-02-24	2023-02-24	Lower house	ps2021	-	ps2021/053	ps2021/053/04	ps2021/053/003	COVID,War	English	Chairperson	MP	notMinister	ODS	Political group Civic Democratic Party	Coalition	Centre-right to right	JanSkopecek.1980	Skopeček, Jan	M	1980	
