Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-CZ-en_2023-04-04-ps2021-063-01-007-010	ParlaMint-CZ_2023-04-04-ps2021-063-01-007-010.u1	Parliament of the Czech Republic, Chamber of Deputies, 2023-04-04	2023-04-04	Lower house	ps2021	-	ps2021/063	ps2021/063/01	ps2021/063/010	COVID,War	English	Chairperson	MP	notMinister	ODS	Political group Civic Democratic Party	Coalition	Centre-right to right	JanSkopecek.1980	Skopeček, Jan	M	1980	
ParlaMint-CZ-en_2023-04-04-ps2021-063-01-007-010	ParlaMint-CZ_2023-04-04-ps2021-063-01-007-010.u2	Parliament of the Czech Republic, Chamber of Deputies, 2023-04-04	2023-04-04	Lower house	ps2021	-	ps2021/063	ps2021/063/01	ps2021/063/010	COVID,War	English	Regular	MP	Minister	ODS	Political group Civic Democratic Party	Coalition	Centre-right to right	JanaCernochova.1973	Černochová, Jana	F	1973	
ParlaMint-CZ-en_2023-04-04-ps2021-063-01-007-010	ParlaMint-CZ_2023-04-04-ps2021-063-01-007-010.u3	Parliament of the Czech Republic, Chamber of Deputies, 2023-04-04	2023-04-04	Lower house	ps2021	-	ps2021/063	ps2021/063/01	ps2021/063/010	COVID,War	English	Chairperson	MP	notMinister	ODS	Political group Civic Democratic Party	Coalition	Centre-right to right	JanSkopecek.1980	Skopeček, Jan	M	1980	
ParlaMint-CZ-en_2023-04-04-ps2021-063-01-007-010	ParlaMint-CZ_2023-04-04-ps2021-063-01-007-010.u4	Parliament of the Czech Republic, Chamber of Deputies, 2023-04-04	2023-04-04	Lower house	ps2021	-	ps2021/063	ps2021/063/01	ps2021/063/010	COVID,War	English	Regular	MP	notMinister	ODS	Political group Civic Democratic Party	Coalition	Centre-right to right	JanHofmann.1985	Hofmann, Jan	M	1985	
ParlaMint-CZ-en_2023-04-04-ps2021-063-01-007-010	ParlaMint-CZ_2023-04-04-ps2021-063-01-007-010.u5	Parliament of the Czech Republic, Chamber of Deputies, 2023-04-04	2023-04-04	Lower house	ps2021	-	ps2021/063	ps2021/063/01	ps2021/063/010	COVID,War	English	Chairperson	MP	notMinister	ODS	Political group Civic Democratic Party	Coalition	Centre-right to right	JanSkopecek.1980	Skopeček, Jan	M	1980	
ParlaMint-CZ-en_2023-04-04-ps2021-063-01-007-010	ParlaMint-CZ_2023-04-04-ps2021-063-01-007-010.u6	Parliament of the Czech Republic, Chamber of Deputies, 2023-04-04	2023-04-04	Lower house	ps2021	-	ps2021/063	ps2021/063/01	ps2021/063/010	COVID,War	English	Regular	MP	notMinister	SPD	Political group Freedom and Direct Democracy	Opposition	Right to far-right	RadovanVich.1964	Vích, Radovan	M	1964	
ParlaMint-CZ-en_2023-04-04-ps2021-063-01-007-010	ParlaMint-CZ_2023-04-04-ps2021-063-01-007-010.u7	Parliament of the Czech Republic, Chamber of Deputies, 2023-04-04	2023-04-04	Lower house	ps2021	-	ps2021/063	ps2021/063/01	ps2021/063/010	COVID,War	English	Chairperson	MP	notMinister	ODS	Political group Civic Democratic Party	Coalition	Centre-right to right	JanSkopecek.1980	Skopeček, Jan	M	1980	
ParlaMint-CZ-en_2023-04-04-ps2021-063-01-007-010	ParlaMint-CZ_2023-04-04-ps2021-063-01-007-010.u8	Parliament of the Czech Republic, Chamber of Deputies, 2023-04-04	2023-04-04	Lower house	ps2021	-	ps2021/063	ps2021/063/01	ps2021/063/010	COVID,War	English	Regular	MP	notMinister	ANO	Political group ANO 2011	Opposition	Centre to centre-right	JosefBelica.1978	Bělica, Josef	M	1978	
ParlaMint-CZ-en_2023-04-04-ps2021-063-01-007-010	ParlaMint-CZ_2023-04-04-ps2021-063-01-007-010.u9	Parliament of the Czech Republic, Chamber of Deputies, 2023-04-04	2023-04-04	Lower house	ps2021	-	ps2021/063	ps2021/063/01	ps2021/063/010	COVID,War	English	Chairperson	MP	notMinister	ODS	Political group Civic Democratic Party	Coalition	Centre-right to right	JanSkopecek.1980	Skopeček, Jan	M	1980	
ParlaMint-CZ-en_2023-04-04-ps2021-063-01-007-010	ParlaMint-CZ_2023-04-04-ps2021-063-01-007-010.u10	Parliament of the Czech Republic, Chamber of Deputies, 2023-04-04	2023-04-04	Lower house	ps2021	-	ps2021/063	ps2021/063/01	ps2021/063/010	COVID,War	English	Regular	MP	notMinister	ANO	Political group ANO 2011	Opposition	Centre to centre-right	LubomirMetnar.1967	Metnar, Lubomír	M	1967	
ParlaMint-CZ-en_2023-04-04-ps2021-063-01-007-010	ParlaMint-CZ_2023-04-04-ps2021-063-01-007-010.u11	Parliament of the Czech Republic, Chamber of Deputies, 2023-04-04	2023-04-04	Lower house	ps2021	-	ps2021/063	ps2021/063/01	ps2021/063/010	COVID,War	English	Chairperson	MP	notMinister	ODS	Political group Civic Democratic Party	Coalition	Centre-right to right	JanSkopecek.1980	Skopeček, Jan	M	1980	
