Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-CZ-en_2023-04-18-ps2021-063-03-002-007	ParlaMint-CZ_2023-04-18-ps2021-063-03-002-007.u1	Parliament of the Czech Republic, Chamber of Deputies, 2023-04-18	2023-04-18	Lower house	ps2021	-	ps2021/063	ps2021/063/03	ps2021/063/007	COVID,War	English	Chairperson	MP	notMinister	STAN	Political group Mayors and Independents	Coalition	Centre to centre-right	VeraKovarova.1964	Kovářová, Věra	F	1964	
ParlaMint-CZ-en_2023-04-18-ps2021-063-03-002-007	ParlaMint-CZ_2023-04-18-ps2021-063-03-002-007.u2	Parliament of the Czech Republic, Chamber of Deputies, 2023-04-18	2023-04-18	Lower house	ps2021	-	ps2021/063	ps2021/063/03	ps2021/063/007	COVID,War	English	Regular	notMP	Minister	-	-	-	-	ZdenekNekula.1970	Nekula, Zdeněk	M	1970	
ParlaMint-CZ-en_2023-04-18-ps2021-063-03-002-007	ParlaMint-CZ_2023-04-18-ps2021-063-03-002-007.u3	Parliament of the Czech Republic, Chamber of Deputies, 2023-04-18	2023-04-18	Lower house	ps2021	-	ps2021/063	ps2021/063/03	ps2021/063/007	COVID,War	English	Chairperson	MP	notMinister	STAN	Political group Mayors and Independents	Coalition	Centre to centre-right	VeraKovarova.1964	Kovářová, Věra	F	1964	
ParlaMint-CZ-en_2023-04-18-ps2021-063-03-002-007	ParlaMint-CZ_2023-04-18-ps2021-063-03-002-007.u4	Parliament of the Czech Republic, Chamber of Deputies, 2023-04-18	2023-04-18	Lower house	ps2021	-	ps2021/063	ps2021/063/03	ps2021/063/007	COVID,War	English	Regular	MP	notMinister	STAN	Political group Mayors and Independents	Coalition	Centre to centre-right	MartinHajek.1970	Hájek, Martin	M	1970	
ParlaMint-CZ-en_2023-04-18-ps2021-063-03-002-007	ParlaMint-CZ_2023-04-18-ps2021-063-03-002-007.u5	Parliament of the Czech Republic, Chamber of Deputies, 2023-04-18	2023-04-18	Lower house	ps2021	-	ps2021/063	ps2021/063/03	ps2021/063/007	COVID,War	English	Chairperson	MP	notMinister	STAN	Political group Mayors and Independents	Coalition	Centre to centre-right	VeraKovarova.1964	Kovářová, Věra	F	1964	
ParlaMint-CZ-en_2023-04-18-ps2021-063-03-002-007	ParlaMint-CZ_2023-04-18-ps2021-063-03-002-007.u6	Parliament of the Czech Republic, Chamber of Deputies, 2023-04-18	2023-04-18	Lower house	ps2021	-	ps2021/063	ps2021/063/03	ps2021/063/007	COVID,War	English	Regular	MP	notMinister	ANO	Political group ANO 2011	Opposition	Centre to centre-right	DavidPrazak.1979	Pražák, David	M	1979	
ParlaMint-CZ-en_2023-04-18-ps2021-063-03-002-007	ParlaMint-CZ_2023-04-18-ps2021-063-03-002-007.u7	Parliament of the Czech Republic, Chamber of Deputies, 2023-04-18	2023-04-18	Lower house	ps2021	-	ps2021/063	ps2021/063/03	ps2021/063/007	COVID,War	English	Chairperson	MP	notMinister	STAN	Political group Mayors and Independents	Coalition	Centre to centre-right	VeraKovarova.1964	Kovářová, Věra	F	1964	
ParlaMint-CZ-en_2023-04-18-ps2021-063-03-002-007	ParlaMint-CZ_2023-04-18-ps2021-063-03-002-007.u8	Parliament of the Czech Republic, Chamber of Deputies, 2023-04-18	2023-04-18	Lower house	ps2021	-	ps2021/063	ps2021/063/03	ps2021/063/007	COVID,War	English	Regular	MP	notMinister	ANO	Political group ANO 2011	Opposition	Centre to centre-right	JosefKott.1970	Kott, Josef	M	1970	
ParlaMint-CZ-en_2023-04-18-ps2021-063-03-002-007	ParlaMint-CZ_2023-04-18-ps2021-063-03-002-007.u9	Parliament of the Czech Republic, Chamber of Deputies, 2023-04-18	2023-04-18	Lower house	ps2021	-	ps2021/063	ps2021/063/03	ps2021/063/007	COVID,War	English	Chairperson	MP	notMinister	STAN	Political group Mayors and Independents	Coalition	Centre to centre-right	VeraKovarova.1964	Kovářová, Věra	F	1964	
ParlaMint-CZ-en_2023-04-18-ps2021-063-03-002-007	ParlaMint-CZ_2023-04-18-ps2021-063-03-002-007.u10	Parliament of the Czech Republic, Chamber of Deputies, 2023-04-18	2023-04-18	Lower house	ps2021	-	ps2021/063	ps2021/063/03	ps2021/063/007	COVID,War	English	Regular	MP	notMinister	STAN	Political group Mayors and Independents	Coalition	Centre to centre-right	MartinHajek.1970	Hájek, Martin	M	1970	
ParlaMint-CZ-en_2023-04-18-ps2021-063-03-002-007	ParlaMint-CZ_2023-04-18-ps2021-063-03-002-007.u11	Parliament of the Czech Republic, Chamber of Deputies, 2023-04-18	2023-04-18	Lower house	ps2021	-	ps2021/063	ps2021/063/03	ps2021/063/007	COVID,War	English	Chairperson	MP	notMinister	STAN	Political group Mayors and Independents	Coalition	Centre to centre-right	VeraKovarova.1964	Kovářová, Věra	F	1964	
