Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-CZ-en_2023-06-02-ps2021-065-07-006-105	ParlaMint-CZ_2023-06-02-ps2021-065-07-006-105.u1	Parliament of the Czech Republic, Chamber of Deputies, 2023-06-02	2023-06-02	Lower house	ps2021	-	ps2021/065	ps2021/065/07	ps2021/065/105	COVID,War	English	Chairperson	MP	notMinister	ODS	Political group Civic Democratic Party	Coalition	Centre-right to right	JanSkopecek.1980	Skopeček, Jan	M	1980	
ParlaMint-CZ-en_2023-06-02-ps2021-065-07-006-105	ParlaMint-CZ_2023-06-02-ps2021-065-07-006-105.u2	Parliament of the Czech Republic, Chamber of Deputies, 2023-06-02	2023-06-02	Lower house	ps2021	-	ps2021/065	ps2021/065/07	ps2021/065/105	COVID,War	English	Regular	notMP	Minister	-	-	-	-	MichalSalomoun.1974	Šalomoun, Michal	M	1974	
ParlaMint-CZ-en_2023-06-02-ps2021-065-07-006-105	ParlaMint-CZ_2023-06-02-ps2021-065-07-006-105.u3	Parliament of the Czech Republic, Chamber of Deputies, 2023-06-02	2023-06-02	Lower house	ps2021	-	ps2021/065	ps2021/065/07	ps2021/065/105	COVID,War	English	Chairperson	MP	notMinister	ODS	Political group Civic Democratic Party	Coalition	Centre-right to right	JanSkopecek.1980	Skopeček, Jan	M	1980	
ParlaMint-CZ-en_2023-06-02-ps2021-065-07-006-105	ParlaMint-CZ_2023-06-02-ps2021-065-07-006-105.u4	Parliament of the Czech Republic, Chamber of Deputies, 2023-06-02	2023-06-02	Lower house	ps2021	-	ps2021/065	ps2021/065/07	ps2021/065/105	COVID,War	English	Regular	MP	notMinister	ANO	Political group ANO 2011	Opposition	Centre to centre-right	ZuzanaOzanova.1970	Ožanová, Zuzana	F	1970	
ParlaMint-CZ-en_2023-06-02-ps2021-065-07-006-105	ParlaMint-CZ_2023-06-02-ps2021-065-07-006-105.u5	Parliament of the Czech Republic, Chamber of Deputies, 2023-06-02	2023-06-02	Lower house	ps2021	-	ps2021/065	ps2021/065/07	ps2021/065/105	COVID,War	English	Chairperson	MP	notMinister	ODS	Political group Civic Democratic Party	Coalition	Centre-right to right	JanSkopecek.1980	Skopeček, Jan	M	1980	
ParlaMint-CZ-en_2023-06-02-ps2021-065-07-006-105	ParlaMint-CZ_2023-06-02-ps2021-065-07-006-105.u6	Parliament of the Czech Republic, Chamber of Deputies, 2023-06-02	2023-06-02	Lower house	ps2021	-	ps2021/065	ps2021/065/07	ps2021/065/105	COVID,War	English	Regular	MP	notMinister	ANO	Political group ANO 2011	Opposition	Centre to centre-right	ZuzanaOzanova.1970	Ožanová, Zuzana	F	1970	
ParlaMint-CZ-en_2023-06-02-ps2021-065-07-006-105	ParlaMint-CZ_2023-06-02-ps2021-065-07-006-105.u7	Parliament of the Czech Republic, Chamber of Deputies, 2023-06-02	2023-06-02	Lower house	ps2021	-	ps2021/065	ps2021/065/07	ps2021/065/105	COVID,War	English	Chairperson	MP	notMinister	ODS	Political group Civic Democratic Party	Coalition	Centre-right to right	JanSkopecek.1980	Skopeček, Jan	M	1980	
ParlaMint-CZ-en_2023-06-02-ps2021-065-07-006-105	ParlaMint-CZ_2023-06-02-ps2021-065-07-006-105.u8	Parliament of the Czech Republic, Chamber of Deputies, 2023-06-02	2023-06-02	Lower house	ps2021	-	ps2021/065	ps2021/065/07	ps2021/065/105	COVID,War	English	Regular	MP	notMinister	ANO	Political group ANO 2011	Opposition	Centre to centre-right	ZuzanaOzanova.1970	Ožanová, Zuzana	F	1970	
ParlaMint-CZ-en_2023-06-02-ps2021-065-07-006-105	ParlaMint-CZ_2023-06-02-ps2021-065-07-006-105.u9	Parliament of the Czech Republic, Chamber of Deputies, 2023-06-02	2023-06-02	Lower house	ps2021	-	ps2021/065	ps2021/065/07	ps2021/065/105	COVID,War	English	Chairperson	MP	notMinister	ODS	Political group Civic Democratic Party	Coalition	Centre-right to right	JanSkopecek.1980	Skopeček, Jan	M	1980	
ParlaMint-CZ-en_2023-06-02-ps2021-065-07-006-105	ParlaMint-CZ_2023-06-02-ps2021-065-07-006-105.u10	Parliament of the Czech Republic, Chamber of Deputies, 2023-06-02	2023-06-02	Lower house	ps2021	-	ps2021/065	ps2021/065/07	ps2021/065/105	COVID,War	English	Regular	MP	notMinister	ANO	Political group ANO 2011	Opposition	Centre to centre-right	ZuzanaOzanova.1970	Ožanová, Zuzana	F	1970	
ParlaMint-CZ-en_2023-06-02-ps2021-065-07-006-105	ParlaMint-CZ_2023-06-02-ps2021-065-07-006-105.u11	Parliament of the Czech Republic, Chamber of Deputies, 2023-06-02	2023-06-02	Lower house	ps2021	-	ps2021/065	ps2021/065/07	ps2021/065/105	COVID,War	English	Chairperson	MP	notMinister	ODS	Political group Civic Democratic Party	Coalition	Centre-right to right	JanSkopecek.1980	Skopeček, Jan	M	1980	
ParlaMint-CZ-en_2023-06-02-ps2021-065-07-006-105	ParlaMint-CZ_2023-06-02-ps2021-065-07-006-105.u12	Parliament of the Czech Republic, Chamber of Deputies, 2023-06-02	2023-06-02	Lower house	ps2021	-	ps2021/065	ps2021/065/07	ps2021/065/105	COVID,War	English	Regular	MP	notMinister	ANO	Political group ANO 2011	Opposition	Centre to centre-right	ZuzanaOzanova.1970	Ožanová, Zuzana	F	1970	
ParlaMint-CZ-en_2023-06-02-ps2021-065-07-006-105	ParlaMint-CZ_2023-06-02-ps2021-065-07-006-105.u13	Parliament of the Czech Republic, Chamber of Deputies, 2023-06-02	2023-06-02	Lower house	ps2021	-	ps2021/065	ps2021/065/07	ps2021/065/105	COVID,War	English	Chairperson	MP	notMinister	ODS	Political group Civic Democratic Party	Coalition	Centre-right to right	JanSkopecek.1980	Skopeček, Jan	M	1980	
