Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-CZ-en_2023-05-03-ps2021-063-08-005-111	ParlaMint-CZ_2023-05-03-ps2021-063-08-005-111.u1	Parliament of the Czech Republic, Chamber of Deputies, 2023-05-03	2023-05-03	Lower house	ps2021	-	ps2021/063	ps2021/063/08	ps2021/063/111	COVID,War	English	Chairperson	MP	notMinister	Piráti	Political group Czech Pirate Party	Coalition	Centre to centre-left	OlgaRichterova.1985	Richterová, Olga	F	1985	
ParlaMint-CZ-en_2023-05-03-ps2021-063-08-005-111	ParlaMint-CZ_2023-05-03-ps2021-063-08-005-111.u2	Parliament of the Czech Republic, Chamber of Deputies, 2023-05-03	2023-05-03	Lower house	ps2021	-	ps2021/063	ps2021/063/08	ps2021/063/111	COVID,War	English	Regular	notMP	Minister	-	-	-	-	JozefSikela.1967	Síkela, Jozef	M	1967	
ParlaMint-CZ-en_2023-05-03-ps2021-063-08-005-111	ParlaMint-CZ_2023-05-03-ps2021-063-08-005-111.u3	Parliament of the Czech Republic, Chamber of Deputies, 2023-05-03	2023-05-03	Lower house	ps2021	-	ps2021/063	ps2021/063/08	ps2021/063/111	COVID,War	English	Chairperson	MP	notMinister	Piráti	Political group Czech Pirate Party	Coalition	Centre to centre-left	OlgaRichterova.1985	Richterová, Olga	F	1985	
ParlaMint-CZ-en_2023-05-03-ps2021-063-08-005-111	ParlaMint-CZ_2023-05-03-ps2021-063-08-005-111.u4	Parliament of the Czech Republic, Chamber of Deputies, 2023-05-03	2023-05-03	Lower house	ps2021	-	ps2021/063	ps2021/063/08	ps2021/063/111	COVID,War	English	Regular	MP	notMinister	ANO	Political group ANO 2011	Opposition	Centre to centre-right	JiriStrycek.1959	Strýček, Jiří	M	1959	
ParlaMint-CZ-en_2023-05-03-ps2021-063-08-005-111	ParlaMint-CZ_2023-05-03-ps2021-063-08-005-111.u5	Parliament of the Czech Republic, Chamber of Deputies, 2023-05-03	2023-05-03	Lower house	ps2021	-	ps2021/063	ps2021/063/08	ps2021/063/111	COVID,War	English	Chairperson	MP	notMinister	Piráti	Political group Czech Pirate Party	Coalition	Centre to centre-left	OlgaRichterova.1985	Richterová, Olga	F	1985	
ParlaMint-CZ-en_2023-05-03-ps2021-063-08-005-111	ParlaMint-CZ_2023-05-03-ps2021-063-08-005-111.u6	Parliament of the Czech Republic, Chamber of Deputies, 2023-05-03	2023-05-03	Lower house	ps2021	-	ps2021/063	ps2021/063/08	ps2021/063/111	COVID,War	English	Regular	MP	notMinister	TOP09	Political group TOP 09	Coalition	Centre-right	JiriSlavik.1968	Slavík, Jiří	M	1968	
ParlaMint-CZ-en_2023-05-03-ps2021-063-08-005-111	ParlaMint-CZ_2023-05-03-ps2021-063-08-005-111.u7	Parliament of the Czech Republic, Chamber of Deputies, 2023-05-03	2023-05-03	Lower house	ps2021	-	ps2021/063	ps2021/063/08	ps2021/063/111	COVID,War	English	Chairperson	MP	notMinister	Piráti	Political group Czech Pirate Party	Coalition	Centre to centre-left	OlgaRichterova.1985	Richterová, Olga	F	1985	
ParlaMint-CZ-en_2023-05-03-ps2021-063-08-005-111	ParlaMint-CZ_2023-05-03-ps2021-063-08-005-111.u8	Parliament of the Czech Republic, Chamber of Deputies, 2023-05-03	2023-05-03	Lower house	ps2021	-	ps2021/063	ps2021/063/08	ps2021/063/111	COVID,War	English	Regular	MP	notMinister	TOP09	Political group TOP 09	Coalition	Centre-right	JiriSlavik.1968	Slavík, Jiří	M	1968	
ParlaMint-CZ-en_2023-05-03-ps2021-063-08-005-111	ParlaMint-CZ_2023-05-03-ps2021-063-08-005-111.u9	Parliament of the Czech Republic, Chamber of Deputies, 2023-05-03	2023-05-03	Lower house	ps2021	-	ps2021/063	ps2021/063/08	ps2021/063/111	COVID,War	English	Chairperson	MP	notMinister	Piráti	Political group Czech Pirate Party	Coalition	Centre to centre-left	OlgaRichterova.1985	Richterová, Olga	F	1985	
ParlaMint-CZ-en_2023-05-03-ps2021-063-08-005-111	ParlaMint-CZ_2023-05-03-ps2021-063-08-005-111.u10	Parliament of the Czech Republic, Chamber of Deputies, 2023-05-03	2023-05-03	Lower house	ps2021	-	ps2021/063	ps2021/063/08	ps2021/063/111	COVID,War	English	Regular	MP	notMinister	TOP09	Political group TOP 09	Coalition	Centre-right	JiriSlavik.1968	Slavík, Jiří	M	1968	
ParlaMint-CZ-en_2023-05-03-ps2021-063-08-005-111	ParlaMint-CZ_2023-05-03-ps2021-063-08-005-111.u11	Parliament of the Czech Republic, Chamber of Deputies, 2023-05-03	2023-05-03	Lower house	ps2021	-	ps2021/063	ps2021/063/08	ps2021/063/111	COVID,War	English	Chairperson	MP	notMinister	Piráti	Political group Czech Pirate Party	Coalition	Centre to centre-left	OlgaRichterova.1985	Richterová, Olga	F	1985	
