Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-CZ-en_2023-04-18-ps2021-063-03-001-148	ParlaMint-CZ_2023-04-18-ps2021-063-03-001-148.u1	Parliament of the Czech Republic, Chamber of Deputies, 2023-04-18	2023-04-18	Lower house	ps2021	-	ps2021/063	ps2021/063/03	ps2021/063/148	COVID,War	English	Chairperson	MP	notMinister	TOP09	Political group TOP 09	Coalition	Centre-right	MarketaPekarovaAdamova.1984	Pekarová Adamová, Markéta	F	1984	
ParlaMint-CZ-en_2023-04-18-ps2021-063-03-001-148	ParlaMint-CZ_2023-04-18-ps2021-063-03-001-148.u2	Parliament of the Czech Republic, Chamber of Deputies, 2023-04-18	2023-04-18	Lower house	ps2021	-	ps2021/063	ps2021/063/03	ps2021/063/148	COVID,War	English	Regular	MP	notMinister	STAN	Political group Mayors and Independents	Coalition	Centre to centre-right	JosefBernard.1965	Bernard, Josef	M	1965	
ParlaMint-CZ-en_2023-04-18-ps2021-063-03-001-148	ParlaMint-CZ_2023-04-18-ps2021-063-03-001-148.u3	Parliament of the Czech Republic, Chamber of Deputies, 2023-04-18	2023-04-18	Lower house	ps2021	-	ps2021/063	ps2021/063/03	ps2021/063/148	COVID,War	English	Chairperson	MP	notMinister	STAN	Political group Mayors and Independents	Coalition	Centre to centre-right	VeraKovarova.1964	Kovářová, Věra	F	1964	
