Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-CZ-en_2023-04-20-ps2021-063-05-017-131	ParlaMint-CZ_2023-04-20-ps2021-063-05-017-131.u1	Parliament of the Czech Republic, Chamber of Deputies, 2023-04-20	2023-04-20	Lower house	ps2021	-	ps2021/063	ps2021/063/05	ps2021/063/131	COVID,War	English	Chairperson	MP	notMinister	ODS	Political group Civic Democratic Party	Coalition	Centre-right to right	JanSkopecek.1980	Skopeček, Jan	M	1980	
ParlaMint-CZ-en_2023-04-20-ps2021-063-05-017-131	ParlaMint-CZ_2023-04-20-ps2021-063-05-017-131.u2	Parliament of the Czech Republic, Chamber of Deputies, 2023-04-20	2023-04-20	Lower house	ps2021	-	ps2021/063	ps2021/063/05	ps2021/063/131	COVID,War	English	Guest	MP	Minister	TOP09	Political group TOP 09	Coalition	Centre-right	VlastimilValek.1960	Válek, Vlastimil	M	1960	
ParlaMint-CZ-en_2023-04-20-ps2021-063-05-017-131	ParlaMint-CZ_2023-04-20-ps2021-063-05-017-131.u3	Parliament of the Czech Republic, Chamber of Deputies, 2023-04-20	2023-04-20	Lower house	ps2021	-	ps2021/063	ps2021/063/05	ps2021/063/131	COVID,War	English	Chairperson	MP	notMinister	ODS	Political group Civic Democratic Party	Coalition	Centre-right to right	JanSkopecek.1980	Skopeček, Jan	M	1980	
ParlaMint-CZ-en_2023-04-20-ps2021-063-05-017-131	ParlaMint-CZ_2023-04-20-ps2021-063-05-017-131.u4	Parliament of the Czech Republic, Chamber of Deputies, 2023-04-20	2023-04-20	Lower house	ps2021	-	ps2021/063	ps2021/063/05	ps2021/063/131	COVID,War	English	Regular	MP	notMinister	KDU-ČSL	Political Group of the Christian and Democratic Union - Czechoslovak People's Party	Coalition	Centre to centre-right	TomPhilipp.1968	Philipp, Tom	M	1968	
ParlaMint-CZ-en_2023-04-20-ps2021-063-05-017-131	ParlaMint-CZ_2023-04-20-ps2021-063-05-017-131.u5	Parliament of the Czech Republic, Chamber of Deputies, 2023-04-20	2023-04-20	Lower house	ps2021	-	ps2021/063	ps2021/063/05	ps2021/063/131	COVID,War	English	Chairperson	MP	notMinister	ANO	Political group ANO 2011	Opposition	Centre to centre-right	KlaraDostalova.1971	Dostálová, Klára	F	1971	
ParlaMint-CZ-en_2023-04-20-ps2021-063-05-017-131	ParlaMint-CZ_2023-04-20-ps2021-063-05-017-131.u6	Parliament of the Czech Republic, Chamber of Deputies, 2023-04-20	2023-04-20	Lower house	ps2021	-	ps2021/063	ps2021/063/05	ps2021/063/131	COVID,War	English	Chairperson	MP	notMinister	ODS	Political group Civic Democratic Party	Coalition	Centre-right to right	JanSkopecek.1980	Skopeček, Jan	M	1980	
ParlaMint-CZ-en_2023-04-20-ps2021-063-05-017-131	ParlaMint-CZ_2023-04-20-ps2021-063-05-017-131.u7	Parliament of the Czech Republic, Chamber of Deputies, 2023-04-20	2023-04-20	Lower house	ps2021	-	ps2021/063	ps2021/063/05	ps2021/063/131	COVID,War	English	Chairperson	MP	notMinister	ANO	Political group ANO 2011	Opposition	Centre to centre-right	KlaraDostalova.1971	Dostálová, Klára	F	1971	
ParlaMint-CZ-en_2023-04-20-ps2021-063-05-017-131	ParlaMint-CZ_2023-04-20-ps2021-063-05-017-131.u8	Parliament of the Czech Republic, Chamber of Deputies, 2023-04-20	2023-04-20	Lower house	ps2021	-	ps2021/063	ps2021/063/05	ps2021/063/131	COVID,War	English	Regular	MP	notMinister	ANO	Political group ANO 2011	Opposition	Centre to centre-right	AlenaSchillerova.1964	Schillerová, Alena	F	1964	
ParlaMint-CZ-en_2023-04-20-ps2021-063-05-017-131	ParlaMint-CZ_2023-04-20-ps2021-063-05-017-131.u9	Parliament of the Czech Republic, Chamber of Deputies, 2023-04-20	2023-04-20	Lower house	ps2021	-	ps2021/063	ps2021/063/05	ps2021/063/131	COVID,War	English	Chairperson	MP	notMinister	ANO	Political group ANO 2011	Opposition	Centre to centre-right	KlaraDostalova.1971	Dostálová, Klára	F	1971	
ParlaMint-CZ-en_2023-04-20-ps2021-063-05-017-131	ParlaMint-CZ_2023-04-20-ps2021-063-05-017-131.u10	Parliament of the Czech Republic, Chamber of Deputies, 2023-04-20	2023-04-20	Lower house	ps2021	-	ps2021/063	ps2021/063/05	ps2021/063/131	COVID,War	English	Regular	MP	notMinister	SPD	Political group Freedom and Direct Democracy	Opposition	Right to far-right	RadimFiala.1969	Fiala, Radim	M	1969	
ParlaMint-CZ-en_2023-04-20-ps2021-063-05-017-131	ParlaMint-CZ_2023-04-20-ps2021-063-05-017-131.u11	Parliament of the Czech Republic, Chamber of Deputies, 2023-04-20	2023-04-20	Lower house	ps2021	-	ps2021/063	ps2021/063/05	ps2021/063/131	COVID,War	English	Chairperson	MP	notMinister	ANO	Political group ANO 2011	Opposition	Centre to centre-right	KlaraDostalova.1971	Dostálová, Klára	F	1971	
