Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-CZ-en_2023-02-21-ps2021-053-01-006-009	ParlaMint-CZ_2023-02-21-ps2021-053-01-006-009.u1	Parliament of the Czech Republic, Chamber of Deputies, 2023-02-21	2023-02-21	Lower house	ps2021	-	ps2021/053	ps2021/053/01	ps2021/053/009	COVID,War	English	Chairperson	MP	notMinister	ODS	Political group Civic Democratic Party	Coalition	Centre-right to right	JanSkopecek.1980	Skopeček, Jan	M	1980	
ParlaMint-CZ-en_2023-02-21-ps2021-053-01-006-009	ParlaMint-CZ_2023-02-21-ps2021-053-01-006-009.u2	Parliament of the Czech Republic, Chamber of Deputies, 2023-02-21	2023-02-21	Lower house	ps2021	-	ps2021/053	ps2021/053/01	ps2021/053/009	COVID,War	English	Regular	notMP	Minister	-	-	-	-	ZdenekNekula.1970	Nekula, Zdeněk	M	1970	
ParlaMint-CZ-en_2023-02-21-ps2021-053-01-006-009	ParlaMint-CZ_2023-02-21-ps2021-053-01-006-009.u3	Parliament of the Czech Republic, Chamber of Deputies, 2023-02-21	2023-02-21	Lower house	ps2021	-	ps2021/053	ps2021/053/01	ps2021/053/009	COVID,War	English	Chairperson	MP	notMinister	ODS	Political group Civic Democratic Party	Coalition	Centre-right to right	JanSkopecek.1980	Skopeček, Jan	M	1980	
ParlaMint-CZ-en_2023-02-21-ps2021-053-01-006-009	ParlaMint-CZ_2023-02-21-ps2021-053-01-006-009.u4	Parliament of the Czech Republic, Chamber of Deputies, 2023-02-21	2023-02-21	Lower house	ps2021	-	ps2021/053	ps2021/053/01	ps2021/053/009	COVID,War	English	Regular	MP	notMinister	STAN	Political group Mayors and Independents	Coalition	Centre to centre-right	TomasDubsky.1973	Dubský, Tomáš	M	1973	
ParlaMint-CZ-en_2023-02-21-ps2021-053-01-006-009	ParlaMint-CZ_2023-02-21-ps2021-053-01-006-009.u5	Parliament of the Czech Republic, Chamber of Deputies, 2023-02-21	2023-02-21	Lower house	ps2021	-	ps2021/053	ps2021/053/01	ps2021/053/009	COVID,War	English	Chairperson	MP	notMinister	ODS	Political group Civic Democratic Party	Coalition	Centre-right to right	JanSkopecek.1980	Skopeček, Jan	M	1980	
ParlaMint-CZ-en_2023-02-21-ps2021-053-01-006-009	ParlaMint-CZ_2023-02-21-ps2021-053-01-006-009.u6	Parliament of the Czech Republic, Chamber of Deputies, 2023-02-21	2023-02-21	Lower house	ps2021	-	ps2021/053	ps2021/053/01	ps2021/053/009	COVID,War	English	Regular	MP	notMinister	ANO	Political group ANO 2011	Opposition	Centre to centre-right	DavidPrazak.1979	Pražák, David	M	1979	
ParlaMint-CZ-en_2023-02-21-ps2021-053-01-006-009	ParlaMint-CZ_2023-02-21-ps2021-053-01-006-009.u7	Parliament of the Czech Republic, Chamber of Deputies, 2023-02-21	2023-02-21	Lower house	ps2021	-	ps2021/053	ps2021/053/01	ps2021/053/009	COVID,War	English	Chairperson	MP	notMinister	ODS	Political group Civic Democratic Party	Coalition	Centre-right to right	JanSkopecek.1980	Skopeček, Jan	M	1980	
ParlaMint-CZ-en_2023-02-21-ps2021-053-01-006-009	ParlaMint-CZ_2023-02-21-ps2021-053-01-006-009.u8	Parliament of the Czech Republic, Chamber of Deputies, 2023-02-21	2023-02-21	Lower house	ps2021	-	ps2021/053	ps2021/053/01	ps2021/053/009	COVID,War	English	Regular	MP	notMinister	ANO	Political group ANO 2011	Opposition	Centre to centre-right	DavidPrazak.1979	Pražák, David	M	1979	
ParlaMint-CZ-en_2023-02-21-ps2021-053-01-006-009	ParlaMint-CZ_2023-02-21-ps2021-053-01-006-009.u9	Parliament of the Czech Republic, Chamber of Deputies, 2023-02-21	2023-02-21	Lower house	ps2021	-	ps2021/053	ps2021/053/01	ps2021/053/009	COVID,War	English	Chairperson	MP	notMinister	ODS	Political group Civic Democratic Party	Coalition	Centre-right to right	JanSkopecek.1980	Skopeček, Jan	M	1980	
ParlaMint-CZ-en_2023-02-21-ps2021-053-01-006-009	ParlaMint-CZ_2023-02-21-ps2021-053-01-006-009.u10	Parliament of the Czech Republic, Chamber of Deputies, 2023-02-21	2023-02-21	Lower house	ps2021	-	ps2021/053	ps2021/053/01	ps2021/053/009	COVID,War	English	Regular	MP	notMinister	ANO	Political group ANO 2011	Opposition	Centre to centre-right	JosefKott.1970	Kott, Josef	M	1970	
ParlaMint-CZ-en_2023-02-21-ps2021-053-01-006-009	ParlaMint-CZ_2023-02-21-ps2021-053-01-006-009.u11	Parliament of the Czech Republic, Chamber of Deputies, 2023-02-21	2023-02-21	Lower house	ps2021	-	ps2021/053	ps2021/053/01	ps2021/053/009	COVID,War	English	Chairperson	MP	notMinister	ODS	Political group Civic Democratic Party	Coalition	Centre-right to right	JanSkopecek.1980	Skopeček, Jan	M	1980	
ParlaMint-CZ-en_2023-02-21-ps2021-053-01-006-009	ParlaMint-CZ_2023-02-21-ps2021-053-01-006-009.u12	Parliament of the Czech Republic, Chamber of Deputies, 2023-02-21	2023-02-21	Lower house	ps2021	-	ps2021/053	ps2021/053/01	ps2021/053/009	COVID,War	English	Regular	MP	notMinister	ODS	Political group Civic Democratic Party	Coalition	Centre-right to right	PetrBendl.1966	Bendl, Petr	M	1966	
ParlaMint-CZ-en_2023-02-21-ps2021-053-01-006-009	ParlaMint-CZ_2023-02-21-ps2021-053-01-006-009.u13	Parliament of the Czech Republic, Chamber of Deputies, 2023-02-21	2023-02-21	Lower house	ps2021	-	ps2021/053	ps2021/053/01	ps2021/053/009	COVID,War	English	Chairperson	MP	notMinister	ODS	Political group Civic Democratic Party	Coalition	Centre-right to right	JanSkopecek.1980	Skopeček, Jan	M	1980	
ParlaMint-CZ-en_2023-02-21-ps2021-053-01-006-009	ParlaMint-CZ_2023-02-21-ps2021-053-01-006-009.u14	Parliament of the Czech Republic, Chamber of Deputies, 2023-02-21	2023-02-21	Lower house	ps2021	-	ps2021/053	ps2021/053/01	ps2021/053/009	COVID,War	English	Regular	MP	notMinister	STAN	Political group Mayors and Independents	Coalition	Centre to centre-right	TomasDubsky.1973	Dubský, Tomáš	M	1973	
ParlaMint-CZ-en_2023-02-21-ps2021-053-01-006-009	ParlaMint-CZ_2023-02-21-ps2021-053-01-006-009.u15	Parliament of the Czech Republic, Chamber of Deputies, 2023-02-21	2023-02-21	Lower house	ps2021	-	ps2021/053	ps2021/053/01	ps2021/053/009	COVID,War	English	Chairperson	MP	notMinister	ODS	Political group Civic Democratic Party	Coalition	Centre-right to right	JanSkopecek.1980	Skopeček, Jan	M	1980	
