Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-ES-GA-en_2019-06-25-DSPG120	ParlaMint-ES-GA_2019-06-25-DSPG120.u1	Minutes of the Assembly of the Galician Parliament	2019-06-25	Unicameralism	X Lexislatura	-	Número 120	25.06.2019	-	Reference	English	Chairperson	MP	notMinister	PPdeG	People's Party of Galicia	Coalition	Centre-right to right	SantalicesMiguelÁngel	Santalices Vieira, Miguel Ángel	M	1955	
ParlaMint-ES-GA-en_2019-06-25-DSPG120	ParlaMint-ES-GA_2019-06-25-DSPG120.u2	Minutes of the Assembly of the Galician Parliament	2019-06-25	Unicameralism	X Lexislatura	-	Número 120	25.06.2019	-	Reference	English	Chairperson	MP	notMinister	PPdeG	People's Party of Galicia	Coalition	Centre-right to right	SantalicesMiguelÁngel	Santalices Vieira, Miguel Ángel	M	1955	
ParlaMint-ES-GA-en_2019-06-25-DSPG120	ParlaMint-ES-GA_2019-06-25-DSPG120.u3	Minutes of the Assembly of the Galician Parliament	2019-06-25	Unicameralism	X Lexislatura	-	Número 120	25.06.2019	-	Reference	English	Chairperson	MP	notMinister	PPdeG	People's Party of Galicia	Coalition	Centre-right to right	SantalicesMiguelÁngel	Santalices Vieira, Miguel Ángel	M	1955	
ParlaMint-ES-GA-en_2019-06-25-DSPG120	ParlaMint-ES-GA_2019-06-25-DSPG120.u4	Minutes of the Assembly of the Galician Parliament	2019-06-25	Unicameralism	X Lexislatura	-	Número 120	25.06.2019	-	Reference	English	Regular	notMP	notMinister	PPdeG	People's Party of Galicia	Coalition	Centre-right to right	FernándezJackelineElizabeth	Fernández Macías, Jackeline Elizabeth	F	1986	
ParlaMint-ES-GA-en_2019-06-25-DSPG120	ParlaMint-ES-GA_2019-06-25-DSPG120.u5	Minutes of the Assembly of the Galician Parliament	2019-06-25	Unicameralism	X Lexislatura	-	Número 120	25.06.2019	-	Reference	English	Chairperson	MP	notMinister	PPdeG	People's Party of Galicia	Coalition	Centre-right to right	SantalicesMiguelÁngel	Santalices Vieira, Miguel Ángel	M	1955	
ParlaMint-ES-GA-en_2019-06-25-DSPG120	ParlaMint-ES-GA_2019-06-25-DSPG120.u6	Minutes of the Assembly of the Galician Parliament	2019-06-25	Unicameralism	X Lexislatura	-	Número 120	25.06.2019	-	Reference	English	Chairperson	MP	notMinister	PPdeG	People's Party of Galicia	Coalition	Centre-right to right	SantalicesMiguelÁngel	Santalices Vieira, Miguel Ángel	M	1955	
ParlaMint-ES-GA-en_2019-06-25-DSPG120	ParlaMint-ES-GA_2019-06-25-DSPG120.u7	Minutes of the Assembly of the Galician Parliament	2019-06-25	Unicameralism	X Lexislatura	-	Número 120	25.06.2019	-	Reference	English	Regular	MP	notMinister	PPdeG	People's Party of Galicia	Coalition	Centre-right to right	AriasRaquel	Arias Rodríguez, Raquel	F	1966	
ParlaMint-ES-GA-en_2019-06-25-DSPG120	ParlaMint-ES-GA_2019-06-25-DSPG120.u8	Minutes of the Assembly of the Galician Parliament	2019-06-25	Unicameralism	X Lexislatura	-	Número 120	25.06.2019	-	Reference	English	Chairperson	MP	notMinister	PPdeG	People's Party of Galicia	Coalition	Centre-right to right	SantalicesMiguelÁngel	Santalices Vieira, Miguel Ángel	M	1955	
ParlaMint-ES-GA-en_2019-06-25-DSPG120	ParlaMint-ES-GA_2019-06-25-DSPG120.u9	Minutes of the Assembly of the Galician Parliament	2019-06-25	Unicameralism	X Lexislatura	-	Número 120	25.06.2019	-	Reference	English	Chairperson	MP	notMinister	PPdeG	People's Party of Galicia	Coalition	Centre-right to right	SantalicesMiguelÁngel	Santalices Vieira, Miguel Ángel	M	1955	
