Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-ES-GA-en_2019-11-19-DSPG137	ParlaMint-ES-GA_2019-11-19-DSPG137.u1	Minutes of the Assembly of the Galician Parliament	2019-11-19	Unicameralism	X Lexislatura	-	Número 137	19.11.2019	-	Reference	English	Chairperson	MP	notMinister	PPdeG	People's Party of Galicia	Coalition	Centre-right to right	SantalicesMiguelÁngel	Santalices Vieira, Miguel Ángel	M	1955	
ParlaMint-ES-GA-en_2019-11-19-DSPG137	ParlaMint-ES-GA_2019-11-19-DSPG137.u2	Minutes of the Assembly of the Galician Parliament	2019-11-19	Unicameralism	X Lexislatura	-	Número 137	19.11.2019	-	Reference	English	Chairperson	MP	notMinister	PPdeG	People's Party of Galicia	Coalition	Centre-right to right	SantalicesMiguelÁngel	Santalices Vieira, Miguel Ángel	M	1955	
ParlaMint-ES-GA-en_2019-11-19-DSPG137	ParlaMint-ES-GA_2019-11-19-DSPG137.u3	Minutes of the Assembly of the Galician Parliament	2019-11-19	Unicameralism	X Lexislatura	-	Número 137	19.11.2019	-	Reference	English	Regular	MP	notMinister	PPdeG	People's Party of Galicia	Coalition	Centre-right to right	AriasRaquel	Arias Rodríguez, Raquel	F	1966	
ParlaMint-ES-GA-en_2019-11-19-DSPG137	ParlaMint-ES-GA_2019-11-19-DSPG137.u4	Minutes of the Assembly of the Galician Parliament	2019-11-19	Unicameralism	X Lexislatura	-	Número 137	19.11.2019	-	Reference	English	Chairperson	MP	notMinister	PPdeG	People's Party of Galicia	Coalition	Centre-right to right	SantalicesMiguelÁngel	Santalices Vieira, Miguel Ángel	M	1955	
ParlaMint-ES-GA-en_2019-11-19-DSPG137	ParlaMint-ES-GA_2019-11-19-DSPG137.u5	Minutes of the Assembly of the Galician Parliament	2019-11-19	Unicameralism	X Lexislatura	-	Número 137	19.11.2019	-	Reference	English	Chairperson	MP	notMinister	PPdeG	People's Party of Galicia	Coalition	Centre-right to right	SantalicesMiguelÁngel	Santalices Vieira, Miguel Ángel	M	1955	
