Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-AT-en_2018-01-31-026-XXVI-NRSITZ-00007	ParlaMint-AT_2018-01-31-026-XXVI-NRSITZ-00007_d7e3600	Sitting Number 7, Legislative period XXVI, Wednesday, 31. January 2018	2018-01-31	Lower house	Legislative period XXVI	-	-	Sitting 7	-	Reference	English	Chairperson	MP	notMinister	ÖVP	parliamentary group of the Austrian People's Party	Coalition	Centre-right to right	PAD_88386	Sobotka, Wolfgang	M	1956	
ParlaMint-AT-en_2018-01-31-026-XXVI-NRSITZ-00007	ParlaMint-AT_2018-01-31-026-XXVI-NRSITZ-00007_d7e3637	Sitting Number 7, Legislative period XXVI, Wednesday, 31. January 2018	2018-01-31	Lower house	Legislative period XXVI	-	-	Sitting 7	-	Reference	English	Chairperson	MP	notMinister	ÖVP	parliamentary group of the Austrian People's Party	Coalition	Centre-right to right	PAD_88386	Sobotka, Wolfgang	M	1956	
ParlaMint-AT-en_2018-01-31-026-XXVI-NRSITZ-00007	ParlaMint-AT_2018-01-31-026-XXVI-NRSITZ-00007_d7e3757	Sitting Number 7, Legislative period XXVI, Wednesday, 31. January 2018	2018-01-31	Lower house	Legislative period XXVI	-	-	Sitting 7	-	Reference	English	Regular	MP	notMinister	ÖVP	parliamentary group of the Austrian People's Party	Coalition	Centre-right to right	PAD_08209	Gahr, Hermann	M	1960	
ParlaMint-AT-en_2018-01-31-026-XXVI-NRSITZ-00007	ParlaMint-AT_2018-01-31-026-XXVI-NRSITZ-00007_d7e3787	Sitting Number 7, Legislative period XXVI, Wednesday, 31. January 2018	2018-01-31	Lower house	Legislative period XXVI	-	-	Sitting 7	-	Reference	English	Chairperson	MP	notMinister	ÖVP	parliamentary group of the Austrian People's Party	Coalition	Centre-right to right	PAD_88386	Sobotka, Wolfgang	M	1956	
ParlaMint-AT-en_2018-01-31-026-XXVI-NRSITZ-00007	ParlaMint-AT_2018-01-31-026-XXVI-NRSITZ-00007_d7e3815	Sitting Number 7, Legislative period XXVI, Wednesday, 31. January 2018	2018-01-31	Lower house	Legislative period XXVI	-	-	Sitting 7	-	Reference	English	Chairperson	MP	notMinister	ÖVP	parliamentary group of the Austrian People's Party	Coalition	Centre-right to right	PAD_88386	Sobotka, Wolfgang	M	1956	
ParlaMint-AT-en_2018-01-31-026-XXVI-NRSITZ-00007	ParlaMint-AT_2018-01-31-026-XXVI-NRSITZ-00007_d7e3861	Sitting Number 7, Legislative period XXVI, Wednesday, 31. January 2018	2018-01-31	Lower house	Legislative period XXVI	-	-	Sitting 7	-	Reference	English	Chairperson	MP	notMinister	ÖVP	parliamentary group of the Austrian People's Party	Coalition	Centre-right to right	PAD_88386	Sobotka, Wolfgang	M	1956	
ParlaMint-AT-en_2018-01-31-026-XXVI-NRSITZ-00007	ParlaMint-AT_2018-01-31-026-XXVI-NRSITZ-00007_d7e3917	Sitting Number 7, Legislative period XXVI, Wednesday, 31. January 2018	2018-01-31	Lower house	Legislative period XXVI	-	-	Sitting 7	-	Reference	English	Chairperson	MP	notMinister	ÖVP	parliamentary group of the Austrian People's Party	Coalition	Centre-right to right	PAD_88386	Sobotka, Wolfgang	M	1956	
ParlaMint-AT-en_2018-01-31-026-XXVI-NRSITZ-00007	ParlaMint-AT_2018-01-31-026-XXVI-NRSITZ-00007_d7e3945	Sitting Number 7, Legislative period XXVI, Wednesday, 31. January 2018	2018-01-31	Lower house	Legislative period XXVI	-	-	Sitting 7	-	Reference	English	Regular	MP	notMinister	SPÖ	parliamentary group of the Social Democratic Party of Austria	Opposition	Centre-left	PAD_02941	Kern, Christian	M	1966	
ParlaMint-AT-en_2018-01-31-026-XXVI-NRSITZ-00007	ParlaMint-AT_2018-01-31-026-XXVI-NRSITZ-00007_d7e4176	Sitting Number 7, Legislative period XXVI, Wednesday, 31. January 2018	2018-01-31	Lower house	Legislative period XXVI	-	-	Sitting 7	-	Reference	English	Chairperson	MP	notMinister	ÖVP	parliamentary group of the Austrian People's Party	Coalition	Centre-right to right	PAD_88386	Sobotka, Wolfgang	M	1956	
ParlaMint-AT-en_2018-01-31-026-XXVI-NRSITZ-00007	ParlaMint-AT_2018-01-31-026-XXVI-NRSITZ-00007_d7e4191	Sitting Number 7, Legislative period XXVI, Wednesday, 31. January 2018	2018-01-31	Lower house	Legislative period XXVI	-	-	Sitting 7	-	Reference	English	Regular	MP	notMinister	SPÖ	parliamentary group of the Social Democratic Party of Austria	Opposition	Centre-left	PAD_02941	Kern, Christian	M	1966	
ParlaMint-AT-en_2018-01-31-026-XXVI-NRSITZ-00007	ParlaMint-AT_2018-01-31-026-XXVI-NRSITZ-00007_d7e4210	Sitting Number 7, Legislative period XXVI, Wednesday, 31. January 2018	2018-01-31	Lower house	Legislative period XXVI	-	-	Sitting 7	-	Reference	English	Chairperson	MP	notMinister	ÖVP	parliamentary group of the Austrian People's Party	Coalition	Centre-right to right	PAD_88386	Sobotka, Wolfgang	M	1956	
ParlaMint-AT-en_2018-01-31-026-XXVI-NRSITZ-00007	ParlaMint-AT_2018-01-31-026-XXVI-NRSITZ-00007_d7e4225	Sitting Number 7, Legislative period XXVI, Wednesday, 31. January 2018	2018-01-31	Lower house	Legislative period XXVI	-	-	Sitting 7	-	Reference	English	Regular	MP	notMinister	SPÖ	parliamentary group of the Social Democratic Party of Austria	Opposition	Centre-left	PAD_02941	Kern, Christian	M	1966	
ParlaMint-AT-en_2018-01-31-026-XXVI-NRSITZ-00007	ParlaMint-AT_2018-01-31-026-XXVI-NRSITZ-00007_d7e4260	Sitting Number 7, Legislative period XXVI, Wednesday, 31. January 2018	2018-01-31	Lower house	Legislative period XXVI	-	-	Sitting 7	-	Reference	English	Chairperson	MP	notMinister	ÖVP	parliamentary group of the Austrian People's Party	Coalition	Centre-right to right	PAD_88386	Sobotka, Wolfgang	M	1956	
ParlaMint-AT-en_2018-01-31-026-XXVI-NRSITZ-00007	ParlaMint-AT_2018-01-31-026-XXVI-NRSITZ-00007_d7e4284	Sitting Number 7, Legislative period XXVI, Wednesday, 31. January 2018	2018-01-31	Lower house	Legislative period XXVI	-	-	Sitting 7	-	Reference	English	Regular	notMP	Minister	FPÖ	Freedom Party of Austria	Coalition	Right to far-right	PAD_08188	Hartinger-Klein, Beate	F	1959	
ParlaMint-AT-en_2018-01-31-026-XXVI-NRSITZ-00007	ParlaMint-AT_2018-01-31-026-XXVI-NRSITZ-00007_d7e4327	Sitting Number 7, Legislative period XXVI, Wednesday, 31. January 2018	2018-01-31	Lower house	Legislative period XXVI	-	-	Sitting 7	-	Reference	English	Chairperson	MP	notMinister	ÖVP	parliamentary group of the Austrian People's Party	Coalition	Centre-right to right	PAD_88386	Sobotka, Wolfgang	M	1956	
ParlaMint-AT-en_2018-01-31-026-XXVI-NRSITZ-00007	ParlaMint-AT_2018-01-31-026-XXVI-NRSITZ-00007_d7e4364	Sitting Number 7, Legislative period XXVI, Wednesday, 31. January 2018	2018-01-31	Lower house	Legislative period XXVI	-	-	Sitting 7	-	Reference	English	Regular	notMP	Minister	FPÖ	Freedom Party of Austria	Coalition	Right to far-right	PAD_08188	Hartinger-Klein, Beate	F	1959	
ParlaMint-AT-en_2018-01-31-026-XXVI-NRSITZ-00007	ParlaMint-AT_2018-01-31-026-XXVI-NRSITZ-00007_d7e4694	Sitting Number 7, Legislative period XXVI, Wednesday, 31. January 2018	2018-01-31	Lower house	Legislative period XXVI	-	-	Sitting 7	-	Reference	English	Chairperson	MP	notMinister	ÖVP	parliamentary group of the Austrian People's Party	Coalition	Centre-right to right	PAD_88386	Sobotka, Wolfgang	M	1956	
ParlaMint-AT-en_2018-01-31-026-XXVI-NRSITZ-00007	ParlaMint-AT_2018-01-31-026-XXVI-NRSITZ-00007_d7e4759	Sitting Number 7, Legislative period XXVI, Wednesday, 31. January 2018	2018-01-31	Lower house	Legislative period XXVI	-	-	Sitting 7	-	Reference	English	Regular	notMP	Minister	FPÖ	Freedom Party of Austria	Coalition	Right to far-right	PAD_08188	Hartinger-Klein, Beate	F	1959	
ParlaMint-AT-en_2018-01-31-026-XXVI-NRSITZ-00007	ParlaMint-AT_2018-01-31-026-XXVI-NRSITZ-00007_d7e4972	Sitting Number 7, Legislative period XXVI, Wednesday, 31. January 2018	2018-01-31	Lower house	Legislative period XXVI	-	-	Sitting 7	-	Reference	English	Chairperson	MP	notMinister	ÖVP	parliamentary group of the Austrian People's Party	Coalition	Centre-right to right	PAD_88386	Sobotka, Wolfgang	M	1956	
ParlaMint-AT-en_2018-01-31-026-XXVI-NRSITZ-00007	ParlaMint-AT_2018-01-31-026-XXVI-NRSITZ-00007_d7e5004	Sitting Number 7, Legislative period XXVI, Wednesday, 31. January 2018	2018-01-31	Lower house	Legislative period XXVI	-	-	Sitting 7	-	Reference	English	Regular	MP	notMinister	SPÖ	parliamentary group of the Social Democratic Party of Austria	Opposition	Centre-left	PAD_35504	Schieder, Andreas	M	1969	
ParlaMint-AT-en_2018-01-31-026-XXVI-NRSITZ-00007	ParlaMint-AT_2018-01-31-026-XXVI-NRSITZ-00007_d7e5076	Sitting Number 7, Legislative period XXVI, Wednesday, 31. January 2018	2018-01-31	Lower house	Legislative period XXVI	-	-	Sitting 7	-	Reference	English	Chairperson	MP	notMinister	ÖVP	parliamentary group of the Austrian People's Party	Coalition	Centre-right to right	PAD_88386	Sobotka, Wolfgang	M	1956	
ParlaMint-AT-en_2018-01-31-026-XXVI-NRSITZ-00007	ParlaMint-AT_2018-01-31-026-XXVI-NRSITZ-00007_d7e5117	Sitting Number 7, Legislative period XXVI, Wednesday, 31. January 2018	2018-01-31	Lower house	Legislative period XXVI	-	-	Sitting 7	-	Reference	English	Regular	MP	notMinister	FPÖ	parliamentary group of the Austrian Freedom Party	Coalition	Right to far-right	PAD_51570	Rosenkranz, Walter	M	1962	
ParlaMint-AT-en_2018-01-31-026-XXVI-NRSITZ-00007	ParlaMint-AT_2018-01-31-026-XXVI-NRSITZ-00007_d7e5246	Sitting Number 7, Legislative period XXVI, Wednesday, 31. January 2018	2018-01-31	Lower house	Legislative period XXVI	-	-	Sitting 7	-	Reference	English	Chairperson	MP	notMinister	ÖVP	parliamentary group of the Austrian People's Party	Coalition	Centre-right to right	PAD_88386	Sobotka, Wolfgang	M	1956	
ParlaMint-AT-en_2018-01-31-026-XXVI-NRSITZ-00007	ParlaMint-AT_2018-01-31-026-XXVI-NRSITZ-00007_d7e5270	Sitting Number 7, Legislative period XXVI, Wednesday, 31. January 2018	2018-01-31	Lower house	Legislative period XXVI	-	-	Sitting 7	-	Reference	English	Regular	MP	notMinister	ÖVP	parliamentary group of the Austrian People's Party	-	Centre-right to right	PAD_14795	Wöginger, August	M	1974	
ParlaMint-AT-en_2018-01-31-026-XXVI-NRSITZ-00007	ParlaMint-AT_2018-01-31-026-XXVI-NRSITZ-00007_d7e5389	Sitting Number 7, Legislative period XXVI, Wednesday, 31. January 2018	2018-01-31	Lower house	Legislative period XXVI	-	-	Sitting 7	-	Reference	English	Chairperson	MP	notMinister	ÖVP	parliamentary group of the Austrian People's Party	Coalition	Centre-right to right	PAD_88386	Sobotka, Wolfgang	M	1956	
ParlaMint-AT-en_2018-01-31-026-XXVI-NRSITZ-00007	ParlaMint-AT_2018-01-31-026-XXVI-NRSITZ-00007_d7e5405	Sitting Number 7, Legislative period XXVI, Wednesday, 31. January 2018	2018-01-31	Lower house	Legislative period XXVI	-	-	Sitting 7	-	Reference	English	Regular	MP	notMinister	ÖVP	parliamentary group of the Austrian People's Party	-	Centre-right to right	PAD_14795	Wöginger, August	M	1974	
ParlaMint-AT-en_2018-01-31-026-XXVI-NRSITZ-00007	ParlaMint-AT_2018-01-31-026-XXVI-NRSITZ-00007_d7e5438	Sitting Number 7, Legislative period XXVI, Wednesday, 31. January 2018	2018-01-31	Lower house	Legislative period XXVI	-	-	Sitting 7	-	Reference	English	Chairperson	MP	notMinister	ÖVP	parliamentary group of the Austrian People's Party	Coalition	Centre-right to right	PAD_88386	Sobotka, Wolfgang	M	1956	
