Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-SI-en_2011-12-08-SDZ5-Izredna-52	ParlaMint-SI_2011-12-08-SDZ5-Izredna-52.ana.u1	Minutes of the National Assembly of the Republic of Slovenia, Term 5, Extraordinary Session 52, (08. 12. 2011)	2011-12-08	Lower house	5. mandat	-	Izredna	-	-	Reference	English	Chairperson	MP	notMinister	LDS	Liberal Democracy of Slovenia	Coalition	Centre to centre-left	GermičLjubo	Germič, Ljubo	M	1960	
ParlaMint-SI-en_2011-12-08-SDZ5-Izredna-52	ParlaMint-SI_2011-12-08-SDZ5-Izredna-52.ana.u2	Minutes of the National Assembly of the Republic of Slovenia, Term 5, Extraordinary Session 52, (08. 12. 2011)	2011-12-08	Lower house	5. mandat	-	Izredna	-	-	Reference	English	Regular	notMP	notMinister	-	-	-	-	MikužLara	Mikuž, Lara	F	-	
ParlaMint-SI-en_2011-12-08-SDZ5-Izredna-52	ParlaMint-SI_2011-12-08-SDZ5-Izredna-52.ana.u3	Minutes of the National Assembly of the Republic of Slovenia, Term 5, Extraordinary Session 52, (08. 12. 2011)	2011-12-08	Lower house	5. mandat	-	Izredna	-	-	Reference	English	Chairperson	MP	notMinister	LDS	Liberal Democracy of Slovenia	Coalition	Centre to centre-left	GermičLjubo	Germič, Ljubo	M	1960	
ParlaMint-SI-en_2011-12-08-SDZ5-Izredna-52	ParlaMint-SI_2011-12-08-SDZ5-Izredna-52.ana.u4	Minutes of the National Assembly of the Republic of Slovenia, Term 5, Extraordinary Session 52, (08. 12. 2011)	2011-12-08	Lower house	5. mandat	-	Izredna	-	-	Reference	English	Regular	MP	notMinister	SDS	Slovenian Democratic Party	Opposition	Right	GorenakVinko	Gorenak, Vinko	M	1955	
ParlaMint-SI-en_2011-12-08-SDZ5-Izredna-52	ParlaMint-SI_2011-12-08-SDZ5-Izredna-52.ana.u5	Minutes of the National Assembly of the Republic of Slovenia, Term 5, Extraordinary Session 52, (08. 12. 2011)	2011-12-08	Lower house	5. mandat	-	Izredna	-	-	Reference	English	Chairperson	MP	notMinister	LDS	Liberal Democracy of Slovenia	Coalition	Centre to centre-left	GermičLjubo	Germič, Ljubo	M	1960	
ParlaMint-SI-en_2011-12-08-SDZ5-Izredna-52	ParlaMint-SI_2011-12-08-SDZ5-Izredna-52.ana.u6	Minutes of the National Assembly of the Republic of Slovenia, Term 5, Extraordinary Session 52, (08. 12. 2011)	2011-12-08	Lower house	5. mandat	-	Izredna	-	-	Reference	English	Regular	MP	notMinister	SDS	Slovenian Democratic Party	Opposition	Right	GorenakVinko	Gorenak, Vinko	M	1955	
ParlaMint-SI-en_2011-12-08-SDZ5-Izredna-52	ParlaMint-SI_2011-12-08-SDZ5-Izredna-52.ana.u7	Minutes of the National Assembly of the Republic of Slovenia, Term 5, Extraordinary Session 52, (08. 12. 2011)	2011-12-08	Lower house	5. mandat	-	Izredna	-	-	Reference	English	Chairperson	MP	notMinister	LDS	Liberal Democracy of Slovenia	Coalition	Centre to centre-left	GermičLjubo	Germič, Ljubo	M	1960	
ParlaMint-SI-en_2011-12-08-SDZ5-Izredna-52	ParlaMint-SI_2011-12-08-SDZ5-Izredna-52.ana.u8	Minutes of the National Assembly of the Republic of Slovenia, Term 5, Extraordinary Session 52, (08. 12. 2011)	2011-12-08	Lower house	5. mandat	-	Izredna	-	-	Reference	English	Regular	MP	notMinister	SNS	Slovenian National Party	Opposition	Right to far-right	MajheničSilven	Majhenič, Silven	M	1948	
ParlaMint-SI-en_2011-12-08-SDZ5-Izredna-52	ParlaMint-SI_2011-12-08-SDZ5-Izredna-52.ana.u9	Minutes of the National Assembly of the Republic of Slovenia, Term 5, Extraordinary Session 52, (08. 12. 2011)	2011-12-08	Lower house	5. mandat	-	Izredna	-	-	Reference	English	Chairperson	MP	notMinister	LDS	Liberal Democracy of Slovenia	Coalition	Centre to centre-left	GermičLjubo	Germič, Ljubo	M	1960	
