Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-CZ-en_2013-11-27-ps2013-001-02-003-008	ParlaMint-CZ_2013-11-27-ps2013-001-02-003-008.u1	Parliament of the Czech Republic, Chamber of Deputies, 2013-11-27	2013-11-27	Lower house	ps2013	-	ps2013/001	ps2013/001/02	ps2013/001/008	Reference	English	Chairperson	MP	notMinister	ODS	Political group Civic Democratic Party	-	Centre-right to right	MiroslavaNemcova.1952	Němcová, Miroslava	F	1952	
ParlaMint-CZ-en_2013-11-27-ps2013-001-02-003-008	ParlaMint-CZ_2013-11-27-ps2013-001-02-003-008.u2	Parliament of the Czech Republic, Chamber of Deputies, 2013-11-27	2013-11-27	Lower house	ps2013	-	ps2013/001	ps2013/001/02	ps2013/001/008	Reference	English	Regular	MP	notMinister	KSČM	Political group Communist Party of Bohemia and Moravia	-	Left to far-left	JiriDolejs.1961	Dolejš, Jiří	M	1961	
ParlaMint-CZ-en_2013-11-27-ps2013-001-02-003-008	ParlaMint-CZ_2013-11-27-ps2013-001-02-003-008.u3	Parliament of the Czech Republic, Chamber of Deputies, 2013-11-27	2013-11-27	Lower house	ps2013	-	ps2013/001	ps2013/001/02	ps2013/001/008	Reference	English	Chairperson	MP	notMinister	ODS	Political group Civic Democratic Party	-	Centre-right to right	MiroslavaNemcova.1952	Němcová, Miroslava	F	1952	
ParlaMint-CZ-en_2013-11-27-ps2013-001-02-003-008	ParlaMint-CZ_2013-11-27-ps2013-001-02-003-008.u4	Parliament of the Czech Republic, Chamber of Deputies, 2013-11-27	2013-11-27	Lower house	ps2013	-	ps2013/001	ps2013/001/02	ps2013/001/008	Reference	English	Regular	MP	notMinister	KSČM	Political group Communist Party of Bohemia and Moravia	-	Left to far-left	JiriDolejs.1961	Dolejš, Jiří	M	1961	
ParlaMint-CZ-en_2013-11-27-ps2013-001-02-003-008	ParlaMint-CZ_2013-11-27-ps2013-001-02-003-008.u5	Parliament of the Czech Republic, Chamber of Deputies, 2013-11-27	2013-11-27	Lower house	ps2013	-	ps2013/001	ps2013/001/02	ps2013/001/008	Reference	English	Chairperson	MP	notMinister	ODS	Political group Civic Democratic Party	-	Centre-right to right	MiroslavaNemcova.1952	Němcová, Miroslava	F	1952	
