Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-CZ-en_2013-12-04-ps2013-002-01-004-003	ParlaMint-CZ_2013-12-04-ps2013-002-01-004-003.u1	Parliament of the Czech Republic, Chamber of Deputies, 2013-12-04	2013-12-04	Lower house	ps2013	-	ps2013/002	ps2013/002/01	ps2013/002/003	Reference	English	Chairperson	MP	notMinister	ČSSD	Political group Czech Social Democratic Party	-	Centre-left	JanHamacek.1978	Hamáček, Jan	M	1978	
ParlaMint-CZ-en_2013-12-04-ps2013-002-01-004-003	ParlaMint-CZ_2013-12-04-ps2013-002-01-004-003.u2	Parliament of the Czech Republic, Chamber of Deputies, 2013-12-04	2013-12-04	Lower house	ps2013	-	ps2013/002	ps2013/002/01	ps2013/002/003	Reference	English	Regular	MP	notMinister	ODS	Political group Civic Democratic Party	-	Centre-right to right	ZbynekStanjura.1964	Stanjura, Zbyněk	M	1964	
ParlaMint-CZ-en_2013-12-04-ps2013-002-01-004-003	ParlaMint-CZ_2013-12-04-ps2013-002-01-004-003.u3	Parliament of the Czech Republic, Chamber of Deputies, 2013-12-04	2013-12-04	Lower house	ps2013	-	ps2013/002	ps2013/002/01	ps2013/002/003	Reference	English	Chairperson	MP	notMinister	ČSSD	Political group Czech Social Democratic Party	-	Centre-left	JanHamacek.1978	Hamáček, Jan	M	1978	
ParlaMint-CZ-en_2013-12-04-ps2013-002-01-004-003	ParlaMint-CZ_2013-12-04-ps2013-002-01-004-003.u4	Parliament of the Czech Republic, Chamber of Deputies, 2013-12-04	2013-12-04	Lower house	ps2013	-	ps2013/002	ps2013/002/01	ps2013/002/003	Reference	English	Regular	MP	notMinister	TOP09-S	Political group TOP 09 a Starostové	-	Centre-right	MiroslavKalousek.1960	Kalousek, Miroslav	M	1960	
ParlaMint-CZ-en_2013-12-04-ps2013-002-01-004-003	ParlaMint-CZ_2013-12-04-ps2013-002-01-004-003.u5	Parliament of the Czech Republic, Chamber of Deputies, 2013-12-04	2013-12-04	Lower house	ps2013	-	ps2013/002	ps2013/002/01	ps2013/002/003	Reference	English	Chairperson	MP	notMinister	ČSSD	Political group Czech Social Democratic Party	-	Centre-left	JanHamacek.1978	Hamáček, Jan	M	1978	
ParlaMint-CZ-en_2013-12-04-ps2013-002-01-004-003	ParlaMint-CZ_2013-12-04-ps2013-002-01-004-003.u6	Parliament of the Czech Republic, Chamber of Deputies, 2013-12-04	2013-12-04	Lower house	ps2013	-	ps2013/002	ps2013/002/01	ps2013/002/003	Reference	English	Regular	MP	notMinister	TOP09-S	Political group TOP 09 a Starostové	-	Centre-right	MiroslavKalousek.1960	Kalousek, Miroslav	M	1960	
ParlaMint-CZ-en_2013-12-04-ps2013-002-01-004-003	ParlaMint-CZ_2013-12-04-ps2013-002-01-004-003.u7	Parliament of the Czech Republic, Chamber of Deputies, 2013-12-04	2013-12-04	Lower house	ps2013	-	ps2013/002	ps2013/002/01	ps2013/002/003	Reference	English	Chairperson	MP	notMinister	ČSSD	Political group Czech Social Democratic Party	-	Centre-left	JanHamacek.1978	Hamáček, Jan	M	1978	
ParlaMint-CZ-en_2013-12-04-ps2013-002-01-004-003	ParlaMint-CZ_2013-12-04-ps2013-002-01-004-003.u8	Parliament of the Czech Republic, Chamber of Deputies, 2013-12-04	2013-12-04	Lower house	ps2013	-	ps2013/002	ps2013/002/01	ps2013/002/003	Reference	English	Regular	MP	notMinister	KSČM	Political group Communist Party of Bohemia and Moravia	-	Left to far-left	PavelKovacik.1955	Kováčik, Pavel	M	1955	
ParlaMint-CZ-en_2013-12-04-ps2013-002-01-004-003	ParlaMint-CZ_2013-12-04-ps2013-002-01-004-003.u9	Parliament of the Czech Republic, Chamber of Deputies, 2013-12-04	2013-12-04	Lower house	ps2013	-	ps2013/002	ps2013/002/01	ps2013/002/003	Reference	English	Regular	MP	notMinister	TOP09-S	Political group TOP 09 a Starostové	-	Centre-right	MiroslavKalousek.1960	Kalousek, Miroslav	M	1960	
ParlaMint-CZ-en_2013-12-04-ps2013-002-01-004-003	ParlaMint-CZ_2013-12-04-ps2013-002-01-004-003.u10	Parliament of the Czech Republic, Chamber of Deputies, 2013-12-04	2013-12-04	Lower house	ps2013	-	ps2013/002	ps2013/002/01	ps2013/002/003	Reference	English	Chairperson	MP	notMinister	ČSSD	Political group Czech Social Democratic Party	-	Centre-left	JanHamacek.1978	Hamáček, Jan	M	1978	
ParlaMint-CZ-en_2013-12-04-ps2013-002-01-004-003	ParlaMint-CZ_2013-12-04-ps2013-002-01-004-003.u11	Parliament of the Czech Republic, Chamber of Deputies, 2013-12-04	2013-12-04	Lower house	ps2013	-	ps2013/002	ps2013/002/01	ps2013/002/003	Reference	English	Regular	MP	notMinister	ČSSD	Political group Czech Social Democratic Party	-	Centre-left	RomanSklenak.1970	Sklenák, Roman	M	1970	
