Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-CZ-en_2013-11-27-ps2013-001-02-006-011	ParlaMint-CZ_2013-11-27-ps2013-001-02-006-011.u1	Parliament of the Czech Republic, Chamber of Deputies, 2013-11-27	2013-11-27	Lower house	ps2013	-	ps2013/001	ps2013/001/02	ps2013/001/011	Reference	English	Chairperson	MP	notMinister	ČSSD	Political group Czech Social Democratic Party	-	Centre-left	JanHamacek.1978	Hamáček, Jan	M	1978	
ParlaMint-CZ-en_2013-11-27-ps2013-001-02-006-011	ParlaMint-CZ_2013-11-27-ps2013-001-02-006-011.u2	Parliament of the Czech Republic, Chamber of Deputies, 2013-11-27	2013-11-27	Lower house	ps2013	-	ps2013/001	ps2013/001/02	ps2013/001/011	Reference	English	Regular	MP	notMinister	ANO	Political group ANO 2011	-	Centre to centre-right	MartinKolovratnik.1975	Kolovratník, Martin	M	1975	
ParlaMint-CZ-en_2013-11-27-ps2013-001-02-006-011	ParlaMint-CZ_2013-11-27-ps2013-001-02-006-011.u3	Parliament of the Czech Republic, Chamber of Deputies, 2013-11-27	2013-11-27	Lower house	ps2013	-	ps2013/001	ps2013/001/02	ps2013/001/011	Reference	English	Chairperson	MP	notMinister	ČSSD	Political group Czech Social Democratic Party	-	Centre-left	JanHamacek.1978	Hamáček, Jan	M	1978	
ParlaMint-CZ-en_2013-11-27-ps2013-001-02-006-011	ParlaMint-CZ_2013-11-27-ps2013-001-02-006-011.u4	Parliament of the Czech Republic, Chamber of Deputies, 2013-11-27	2013-11-27	Lower house	ps2013	-	ps2013/001	ps2013/001/02	ps2013/001/011	Reference	English	Regular	MP	notMinister	ANO	Political group ANO 2011	-	Centre to centre-right	MartinKolovratnik.1975	Kolovratník, Martin	M	1975	
ParlaMint-CZ-en_2013-11-27-ps2013-001-02-006-011	ParlaMint-CZ_2013-11-27-ps2013-001-02-006-011.u5	Parliament of the Czech Republic, Chamber of Deputies, 2013-11-27	2013-11-27	Lower house	ps2013	-	ps2013/001	ps2013/001/02	ps2013/001/011	Reference	English	Chairperson	MP	notMinister	ČSSD	Political group Czech Social Democratic Party	-	Centre-left	JanHamacek.1978	Hamáček, Jan	M	1978	
ParlaMint-CZ-en_2013-11-27-ps2013-001-02-006-011	ParlaMint-CZ_2013-11-27-ps2013-001-02-006-011.u6	Parliament of the Czech Republic, Chamber of Deputies, 2013-11-27	2013-11-27	Lower house	ps2013	-	ps2013/001	ps2013/001/02	ps2013/001/011	Reference	English	Regular	MP	notMinister	Úsvit	Political group of Usvit - Narodni Koalice	-	Far-right	RadimFiala.1969	Fiala, Radim	M	1969	
ParlaMint-CZ-en_2013-11-27-ps2013-001-02-006-011	ParlaMint-CZ_2013-11-27-ps2013-001-02-006-011.u7	Parliament of the Czech Republic, Chamber of Deputies, 2013-11-27	2013-11-27	Lower house	ps2013	-	ps2013/001	ps2013/001/02	ps2013/001/011	Reference	English	Chairperson	MP	notMinister	ČSSD	Political group Czech Social Democratic Party	-	Centre-left	JanHamacek.1978	Hamáček, Jan	M	1978	
ParlaMint-CZ-en_2013-11-27-ps2013-001-02-006-011	ParlaMint-CZ_2013-11-27-ps2013-001-02-006-011.u8	Parliament of the Czech Republic, Chamber of Deputies, 2013-11-27	2013-11-27	Lower house	ps2013	-	ps2013/001	ps2013/001/02	ps2013/001/011	Reference	English	Regular	MP	notMinister	ANO	Political group ANO 2011	-	Centre to centre-right	IgorNykl.1963	Nykl, Igor	M	1963	
ParlaMint-CZ-en_2013-11-27-ps2013-001-02-006-011	ParlaMint-CZ_2013-11-27-ps2013-001-02-006-011.u9	Parliament of the Czech Republic, Chamber of Deputies, 2013-11-27	2013-11-27	Lower house	ps2013	-	ps2013/001	ps2013/001/02	ps2013/001/011	Reference	English	Chairperson	MP	notMinister	ČSSD	Political group Czech Social Democratic Party	-	Centre-left	JanHamacek.1978	Hamáček, Jan	M	1978	
ParlaMint-CZ-en_2013-11-27-ps2013-001-02-006-011	ParlaMint-CZ_2013-11-27-ps2013-001-02-006-011.u10	Parliament of the Czech Republic, Chamber of Deputies, 2013-11-27	2013-11-27	Lower house	ps2013	-	ps2013/001	ps2013/001/02	ps2013/001/011	Reference	English	Regular	MP	notMinister	ANO	Political group ANO 2011	-	Centre to centre-right	MartinKolovratnik.1975	Kolovratník, Martin	M	1975	
ParlaMint-CZ-en_2013-11-27-ps2013-001-02-006-011	ParlaMint-CZ_2013-11-27-ps2013-001-02-006-011.u11	Parliament of the Czech Republic, Chamber of Deputies, 2013-11-27	2013-11-27	Lower house	ps2013	-	ps2013/001	ps2013/001/02	ps2013/001/011	Reference	English	Chairperson	MP	notMinister	ČSSD	Political group Czech Social Democratic Party	-	Centre-left	JanHamacek.1978	Hamáček, Jan	M	1978	
ParlaMint-CZ-en_2013-11-27-ps2013-001-02-006-011	ParlaMint-CZ_2013-11-27-ps2013-001-02-006-011.u12	Parliament of the Czech Republic, Chamber of Deputies, 2013-11-27	2013-11-27	Lower house	ps2013	-	ps2013/001	ps2013/001/02	ps2013/001/011	Reference	English	Chairperson	MP	notMinister	ČSSD	Political group Czech Social Democratic Party	-	Centre-left	JanHamacek.1978	Hamáček, Jan	M	1978	
ParlaMint-CZ-en_2013-11-27-ps2013-001-02-006-011	ParlaMint-CZ_2013-11-27-ps2013-001-02-006-011.u13	Parliament of the Czech Republic, Chamber of Deputies, 2013-11-27	2013-11-27	Lower house	ps2013	-	ps2013/001	ps2013/001/02	ps2013/001/011	Reference	English	Regular	MP	notMinister	ANO	Political group ANO 2011	-	Centre to centre-right	MartinKolovratnik.1975	Kolovratník, Martin	M	1975	
ParlaMint-CZ-en_2013-11-27-ps2013-001-02-006-011	ParlaMint-CZ_2013-11-27-ps2013-001-02-006-011.u14	Parliament of the Czech Republic, Chamber of Deputies, 2013-11-27	2013-11-27	Lower house	ps2013	-	ps2013/001	ps2013/001/02	ps2013/001/011	Reference	English	Chairperson	MP	notMinister	ČSSD	Political group Czech Social Democratic Party	-	Centre-left	JanHamacek.1978	Hamáček, Jan	M	1978	
