Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-AT-en_2001-12-13-021-XXI-NRSITZ-00090	ParlaMint-AT_2001-12-13-021-XXI-NRSITZ-00090_d7e416	Sitting Number 90, Legislative period XXI, Thursday, 13. December 2001	2001-12-13	Lower house	Legislative period XXI	-	-	Sitting 90	-	Reference	English	Chairperson	MP	notMinister	SPÖ	parliamentary group of the Social Democratic Party of Austria	Opposition	Centre-left	PAD_00334	Fischer, Heinz	M	1938	
ParlaMint-AT-en_2001-12-13-021-XXI-NRSITZ-00090	ParlaMint-AT_2001-12-13-021-XXI-NRSITZ-00090_d7e449	Sitting Number 90, Legislative period XXI, Thursday, 13. December 2001	2001-12-13	Lower house	Legislative period XXI	-	-	Sitting 90	-	Reference	English	Chairperson	MP	notMinister	SPÖ	parliamentary group of the Social Democratic Party of Austria	Opposition	Centre-left	PAD_00334	Fischer, Heinz	M	1938	
ParlaMint-AT-en_2001-12-13-021-XXI-NRSITZ-00090	ParlaMint-AT_2001-12-13-021-XXI-NRSITZ-00090_d7e583	Sitting Number 90, Legislative period XXI, Thursday, 13. December 2001	2001-12-13	Lower house	Legislative period XXI	-	-	Sitting 90	-	Reference	English	Chairperson	MP	notMinister	SPÖ	parliamentary group of the Social Democratic Party of Austria	Opposition	Centre-left	PAD_00334	Fischer, Heinz	M	1938	
ParlaMint-AT-en_2001-12-13-021-XXI-NRSITZ-00090	ParlaMint-AT_2001-12-13-021-XXI-NRSITZ-00090_d7e616	Sitting Number 90, Legislative period XXI, Thursday, 13. December 2001	2001-12-13	Lower house	Legislative period XXI	-	-	Sitting 90	-	Reference	English	Regular	MP	notMinister	SPÖ	parliamentary group of the Social Democratic Party of Austria	-	Centre-left	PAD_01613	Schieder, Peter	M	1941	
ParlaMint-AT-en_2001-12-13-021-XXI-NRSITZ-00090	ParlaMint-AT_2001-12-13-021-XXI-NRSITZ-00090_d7e653	Sitting Number 90, Legislative period XXI, Thursday, 13. December 2001	2001-12-13	Lower house	Legislative period XXI	-	-	Sitting 90	-	Reference	English	Chairperson	MP	notMinister	SPÖ	parliamentary group of the Social Democratic Party of Austria	Opposition	Centre-left	PAD_00334	Fischer, Heinz	M	1938	
ParlaMint-AT-en_2001-12-13-021-XXI-NRSITZ-00090	ParlaMint-AT_2001-12-13-021-XXI-NRSITZ-00090_d7e682	Sitting Number 90, Legislative period XXI, Thursday, 13. December 2001	2001-12-13	Lower house	Legislative period XXI	-	-	Sitting 90	-	Reference	English	Chairperson	MP	notMinister	SPÖ	parliamentary group of the Social Democratic Party of Austria	Opposition	Centre-left	PAD_00334	Fischer, Heinz	M	1938	
