Session,Date,Left,Centre,Right
ParlaMint-GR-en_2015-02-05-S1-commons-meta.tsv,2015-02-05,0,0,1
ParlaMint-GR-en_2015-02-06-S1-commons-meta.tsv,2015-02-06,1,0,1
ParlaMint-GR-en_2015-02-06-S2-commons-meta.tsv,2015-02-06,3,0,2
ParlaMint-GR-en_2015-02-08-S1-commons-meta.tsv,2015-02-08,3,0,1
ParlaMint-GR-en_2015-02-09-S1-commons-meta.tsv,2015-02-09,48,0,21
ParlaMint-GR-en_2015-02-10-S1-commons-meta.tsv,2015-02-10,47,0,26
ParlaMint-GR-en_2015-02-18-S1-commons-meta.tsv,2015-02-18,1,0,0
ParlaMint-GR-en_2015-02-24-S1-commons-meta.tsv,2015-02-24,14,0,14
ParlaMint-GR-en_2015-03-10-S1-commons-meta.tsv,2015-03-10,29,0,9
ParlaMint-GR-en_2015-03-13-S1-commons-meta.tsv,2015-03-13,1,0,0
ParlaMint-GR-en_2015-03-17-S1-commons-meta.tsv,2015-03-17,32,0,14
ParlaMint-GR-en_2015-03-18-S1-commons-meta.tsv,2015-03-18,33,0,12
ParlaMint-GR-en_2015-03-18-S2-commons-meta.tsv,2015-03-18,55,0,23
ParlaMint-GR-en_2015-03-19-S1-commons-meta.tsv,2015-03-19,14,0,9
ParlaMint-GR-en_2015-03-20-S1-commons-meta.tsv,2015-03-20,42,0,24
ParlaMint-GR-en_2015-03-26-S1-commons-meta.tsv,2015-03-26,8,0,3
ParlaMint-GR-en_2015-03-27-S1-commons-meta.tsv,2015-03-27,2,0,1
ParlaMint-GR-en_2015-03-30-S1-commons-meta.tsv,2015-03-30,20,0,18
ParlaMint-GR-en_2015-04-02-S1-commons-meta.tsv,2015-04-02,11,0,3
ParlaMint-GR-en_2015-04-03-S1-commons-meta.tsv,2015-04-03,6,0,2
ParlaMint-GR-en_2015-04-06-S1-commons-meta.tsv,2015-04-06,27,0,17
ParlaMint-GR-en_2015-04-16-S1-commons-meta.tsv,2015-04-16,20,0,15
ParlaMint-GR-en_2015-04-16-S2-commons-meta.tsv,2015-04-16,38,0,15
ParlaMint-GR-en_2015-04-17-S1-commons-meta.tsv,2015-04-17,43,0,21
ParlaMint-GR-en_2015-04-20-S1-commons-meta.tsv,2015-04-20,14,0,5
ParlaMint-GR-en_2015-04-23-S1-commons-meta.tsv,2015-04-23,5,0,1
ParlaMint-GR-en_2015-04-24-S1-commons-meta.tsv,2015-04-24,48,0,30
ParlaMint-GR-en_2015-04-27-S1-commons-meta.tsv,2015-04-27,35,0,18
ParlaMint-GR-en_2015-04-28-S1-commons-meta.tsv,2015-04-28,50,0,18
ParlaMint-GR-en_2015-04-28-S2-commons-meta.tsv,2015-04-28,44,0,12
ParlaMint-GR-en_2015-04-30-S1-commons-meta.tsv,2015-04-30,12,0,5
ParlaMint-GR-en_2015-05-04-S1-commons-meta.tsv,2015-05-04,20,0,15
ParlaMint-GR-en_2015-05-05-S1-commons-meta.tsv,2015-05-05,31,0,15
ParlaMint-GR-en_2015-05-05-S2-commons-meta.tsv,2015-05-05,53,0,12
ParlaMint-GR-en_2015-05-06-S1-commons-meta.tsv,2015-05-06,37,0,20
ParlaMint-GR-en_2015-05-06-S2-commons-meta.tsv,2015-05-06,23,0,9
ParlaMint-GR-en_2015-05-07-S1-commons-meta.tsv,2015-05-07,29,0,13
ParlaMint-GR-en_2015-05-08-S1-commons-meta.tsv,2015-05-08,28,0,14
ParlaMint-GR-en_2015-05-11-S1-commons-meta.tsv,2015-05-11,9,0,5
ParlaMint-GR-en_2015-05-12-S1-commons-meta.tsv,2015-05-12,43,0,27
ParlaMint-GR-en_2015-05-13-S1-commons-meta.tsv,2015-05-13,34,0,18
ParlaMint-GR-en_2015-05-14-S1-commons-meta.tsv,2015-05-14,14,0,10
ParlaMint-GR-en_2015-05-15-S1-commons-meta.tsv,2015-05-15,7,0,2
ParlaMint-GR-en_2015-05-18-S1-commons-meta.tsv,2015-05-18,3,0,3
ParlaMint-GR-en_2015-05-21-S1-commons-meta.tsv,2015-05-21,16,0,2
ParlaMint-GR-en_2015-05-22-S1-commons-meta.tsv,2015-05-22,8,0,4
ParlaMint-GR-en_2015-05-25-S1-commons-meta.tsv,2015-05-25,4,0,2
ParlaMint-GR-en_2015-05-27-S1-commons-meta.tsv,2015-05-27,19,0,11
ParlaMint-GR-en_2015-05-28-S1-commons-meta.tsv,2015-05-28,31,0,15
ParlaMint-GR-en_2015-05-29-S1-commons-meta.tsv,2015-05-29,7,0,13
ParlaMint-GR-en_2015-06-04-S1-commons-meta.tsv,2015-06-04,16,0,0
ParlaMint-GR-en_2015-06-05-S1-commons-meta.tsv,2015-06-05,11,0,4
ParlaMint-GR-en_2015-06-05-S2-commons-meta.tsv,2015-06-05,20,0,12
ParlaMint-GR-en_2015-06-08-S1-commons-meta.tsv,2015-06-08,14,0,9
ParlaMint-GR-en_2015-06-11-S1-commons-meta.tsv,2015-06-11,12,0,4
ParlaMint-GR-en_2015-06-12-S1-commons-meta.tsv,2015-06-12,10,0,6
ParlaMint-GR-en_2015-06-15-S1-commons-meta.tsv,2015-06-15,17,0,10
ParlaMint-GR-en_2015-06-16-S1-commons-meta.tsv,2015-06-16,22,0,11
ParlaMint-GR-en_2015-06-18-S1-commons-meta.tsv,2015-06-18,10,0,2
ParlaMint-GR-en_2015-06-19-S1-commons-meta.tsv,2015-06-19,20,0,9
ParlaMint-GR-en_2015-06-22-S1-commons-meta.tsv,2015-06-22,8,0,7
ParlaMint-GR-en_2015-06-24-S1-commons-meta.tsv,2015-06-24,30,0,19
ParlaMint-GR-en_2015-06-25-S1-commons-meta.tsv,2015-06-25,9,0,5
ParlaMint-GR-en_2015-06-26-S1-commons-meta.tsv,2015-06-26,5,0,3
ParlaMint-GR-en_2015-06-27-S1-commons-meta.tsv,2015-06-27,47,0,35
ParlaMint-GR-en_2015-06-29-S1-commons-meta.tsv,2015-06-29,23,0,11
ParlaMint-GR-en_2015-06-30-S1-commons-meta.tsv,2015-06-30,38,0,8
ParlaMint-GR-en_2015-07-06-S1-commons-meta.tsv,2015-07-06,3,0,1
ParlaMint-GR-en_2015-07-07-S1-commons-meta.tsv,2015-07-07,27,0,16
ParlaMint-GR-en_2015-07-08-S1-commons-meta.tsv,2015-07-08,45,0,18
ParlaMint-GR-en_2015-07-09-S1-commons-meta.tsv,2015-07-09,23,0,8
ParlaMint-GR-en_2015-07-10-S1-commons-meta.tsv,2015-07-10,5,0,2
ParlaMint-GR-en_2015-07-10-S2-commons-meta.tsv,2015-07-10,15,0,17
ParlaMint-GR-en_2015-07-13-S1-commons-meta.tsv,2015-07-13,4,0,1
ParlaMint-GR-en_2015-07-15-S1-commons-meta.tsv,2015-07-15,22,0,25
ParlaMint-GR-en_2015-07-17-S1-commons-meta.tsv,2015-07-17,1,0,0
ParlaMint-GR-en_2015-07-20-S1-commons-meta.tsv,2015-07-20,5,0,4
ParlaMint-GR-en_2015-07-22-S1-commons-meta.tsv,2015-07-22,31,0,25
ParlaMint-GR-en_2015-07-24-S1-commons-meta.tsv,2015-07-24,1,0,1
ParlaMint-GR-en_2015-07-27-S1-commons-meta.tsv,2015-07-27,3,0,3
ParlaMint-GR-en_2015-07-30-S1-commons-meta.tsv,2015-07-30,8,0,3
ParlaMint-GR-en_2015-07-31-S1-commons-meta.tsv,2015-07-31,7,0,2
ParlaMint-GR-en_2015-08-03-S1-commons-meta.tsv,2015-08-03,2,0,2
ParlaMint-GR-en_2015-08-05-S1-commons-meta.tsv,2015-08-05,0,0,5
ParlaMint-GR-en_2015-08-14-S1-commons-meta.tsv,2015-08-14,44,0,36
ParlaMint-GR-en_2015-08-20-S1-commons-meta.tsv,2015-08-20,5,0,3
ParlaMint-GR-en_2015-08-21-S1-commons-meta.tsv,2015-08-21,2,0,0
ParlaMint-GR-en_2015-08-25-S1-commons-meta.tsv,2015-08-25,3,0,0
ParlaMint-GR-en_2015-08-26-S1-commons-meta.tsv,2015-08-26,5,0,0
ParlaMint-GR-en_2015-10-03-S1-commons-meta.tsv,2015-10-03,0,0,1
ParlaMint-GR-en_2015-10-04-S1-commons-meta.tsv,2015-10-04,1,0,1
ParlaMint-GR-en_2015-10-04-S2-commons-meta.tsv,2015-10-04,1,0,3
ParlaMint-GR-en_2015-10-05-S1-commons-meta.tsv,2015-10-05,2,0,2
ParlaMint-GR-en_2015-10-06-S1-commons-meta.tsv,2015-10-06,62,4,31
ParlaMint-GR-en_2015-10-07-S1-commons-meta.tsv,2015-10-07,64,2,34
ParlaMint-GR-en_2015-10-15-S1-commons-meta.tsv,2015-10-15,49,4,33
ParlaMint-GR-en_2015-10-16-S1-commons-meta.tsv,2015-10-16,71,3,44
ParlaMint-GR-en_2015-10-21-S1-commons-meta.tsv,2015-10-21,18,1,15
ParlaMint-GR-en_2015-10-22-S1-commons-meta.tsv,2015-10-22,36,2,30
ParlaMint-GR-en_2015-10-23-S1-commons-meta.tsv,2015-10-23,2,0,0
ParlaMint-GR-en_2015-10-24-S1-commons-meta.tsv,2015-10-24,55,3,26
ParlaMint-GR-en_2015-10-29-S1-commons-meta.tsv,2015-10-29,7,0,2
ParlaMint-GR-en_2015-10-30-S1-commons-meta.tsv,2015-10-30,11,0,5
ParlaMint-GR-en_2015-10-31-S1-commons-meta.tsv,2015-10-31,28,4,14
ParlaMint-GR-en_2015-11-02-S1-commons-meta.tsv,2015-11-02,6,0,2
ParlaMint-GR-en_2015-11-04-S1-commons-meta.tsv,2015-11-04,9,1,6
ParlaMint-GR-en_2015-11-04-S2-commons-meta.tsv,2015-11-04,30,1,20
ParlaMint-GR-en_2015-11-05-S1-commons-meta.tsv,2015-11-05,63,3,47
ParlaMint-GR-en_2015-11-06-S1-commons-meta.tsv,2015-11-06,11,0,2
ParlaMint-GR-en_2015-11-09-S1-commons-meta.tsv,2015-11-09,19,1,5
ParlaMint-GR-en_2015-11-11-S1-commons-meta.tsv,2015-11-11,17,1,11
ParlaMint-GR-en_2015-11-12-S1-commons-meta.tsv,2015-11-12,4,0,2
ParlaMint-GR-en_2015-11-13-S1-commons-meta.tsv,2015-11-13,13,2,3
ParlaMint-GR-en_2015-11-16-S1-commons-meta.tsv,2015-11-16,9,0,4
ParlaMint-GR-en_2015-11-17-S1-commons-meta.tsv,2015-11-17,15,4,3
ParlaMint-GR-en_2015-11-18-S1-commons-meta.tsv,2015-11-18,13,1,6
ParlaMint-GR-en_2015-11-19-S1-commons-meta.tsv,2015-11-19,45,5,21
ParlaMint-GR-en_2015-11-20-S1-commons-meta.tsv,2015-11-20,20,1,4
ParlaMint-GR-en_2015-11-23-S1-commons-meta.tsv,2015-11-23,3,1,3
ParlaMint-GR-en_2015-11-24-S1-commons-meta.tsv,2015-11-24,18,2,12
ParlaMint-GR-en_2015-11-26-S1-commons-meta.tsv,2015-11-26,4,1,2
ParlaMint-GR-en_2015-11-27-S1-commons-meta.tsv,2015-11-27,9,0,3
ParlaMint-GR-en_2015-11-30-S1-commons-meta.tsv,2015-11-30,32,2,14
ParlaMint-GR-en_2015-12-01-S1-commons-meta.tsv,2015-12-01,33,2,14
ParlaMint-GR-en_2015-12-01-S2-commons-meta.tsv,2015-12-01,11,2,8
ParlaMint-GR-en_2015-12-02-S1-commons-meta.tsv,2015-12-02,60,4,39
ParlaMint-GR-en_2015-12-03-S1-commons-meta.tsv,2015-12-03,56,2,38
ParlaMint-GR-en_2015-12-04-S1-commons-meta.tsv,2015-12-04,38,2,20
ParlaMint-GR-en_2015-12-05-S1-commons-meta.tsv,2015-12-05,43,3,23
ParlaMint-GR-en_2015-12-07-S1-commons-meta.tsv,2015-12-07,8,1,1
ParlaMint-GR-en_2015-12-09-S1-commons-meta.tsv,2015-12-09,7,1,5
ParlaMint-GR-en_2015-12-10-S1-commons-meta.tsv,2015-12-10,6,0,2
ParlaMint-GR-en_2015-12-11-S1-commons-meta.tsv,2015-12-11,19,2,12
ParlaMint-GR-en_2015-12-14-S1-commons-meta.tsv,2015-12-14,16,1,9
ParlaMint-GR-en_2015-12-15-S1-commons-meta.tsv,2015-12-15,43,5,21
ParlaMint-GR-en_2015-12-16-S1-commons-meta.tsv,2015-12-16,19,2,12
ParlaMint-GR-en_2015-12-17-S1-commons-meta.tsv,2015-12-17,12,1,1
ParlaMint-GR-en_2015-12-18-S1-commons-meta.tsv,2015-12-18,17,1,11
ParlaMint-GR-en_2015-12-22-S1-commons-meta.tsv,2015-12-22,2,0,0
ParlaMint-GR-en_2015-12-22-S2-commons-meta.tsv,2015-12-22,49,3,23
ParlaMint-GR-en_2016-01-07-S1-commons-meta.tsv,2016-01-07,3,0,1
ParlaMint-GR-en_2016-01-08-S1-commons-meta.tsv,2016-01-08,9,0,0
ParlaMint-GR-en_2016-01-11-S1-commons-meta.tsv,2016-01-11,6,0,3
ParlaMint-GR-en_2016-01-12-S1-commons-meta.tsv,2016-01-12,2,0,1
ParlaMint-GR-en_2016-01-14-S1-commons-meta.tsv,2016-01-14,12,0,5
ParlaMint-GR-en_2016-01-15-S1-commons-meta.tsv,2016-01-15,10,1,10
ParlaMint-GR-en_2016-01-18-S1-commons-meta.tsv,2016-01-18,18,2,10
ParlaMint-GR-en_2016-01-19-S1-commons-meta.tsv,2016-01-19,2,1,1
ParlaMint-GR-en_2016-01-21-S1-commons-meta.tsv,2016-01-21,16,1,2
ParlaMint-GR-en_2016-01-22-S1-commons-meta.tsv,2016-01-22,18,3,6
ParlaMint-GR-en_2016-01-25-S1-commons-meta.tsv,2016-01-25,10,1,5
ParlaMint-GR-en_2016-01-26-S1-commons-meta.tsv,2016-01-26,30,1,10
ParlaMint-GR-en_2016-01-27-S1-commons-meta.tsv,2016-01-27,14,1,5
ParlaMint-GR-en_2016-01-28-S1-commons-meta.tsv,2016-01-28,18,2,11
ParlaMint-GR-en_2016-01-28-S2-commons-meta.tsv,2016-01-28,22,2,11
ParlaMint-GR-en_2016-01-29-S1-commons-meta.tsv,2016-01-29,50,4,20
ParlaMint-GR-en_2016-02-01-S1-commons-meta.tsv,2016-02-01,12,1,5
ParlaMint-GR-en_2016-02-04-S1-commons-meta.tsv,2016-02-04,11,1,6
ParlaMint-GR-en_2016-02-05-S1-commons-meta.tsv,2016-02-05,29,2,7
ParlaMint-GR-en_2016-02-08-S1-commons-meta.tsv,2016-02-08,11,0,2
ParlaMint-GR-en_2016-02-11-S1-commons-meta.tsv,2016-02-11,54,5,37
ParlaMint-GR-en_2016-02-12-S1-commons-meta.tsv,2016-02-12,43,4,17
ParlaMint-GR-en_2016-02-15-S1-commons-meta.tsv,2016-02-15,7,0,4
ParlaMint-GR-en_2016-02-18-S1-commons-meta.tsv,2016-02-18,9,0,3
ParlaMint-GR-en_2016-02-19-S1-commons-meta.tsv,2016-02-19,63,4,30
ParlaMint-GR-en_2016-02-20-S1-commons-meta.tsv,2016-02-20,44,3,24
ParlaMint-GR-en_2016-02-22-S1-commons-meta.tsv,2016-02-22,8,1,11
ParlaMint-GR-en_2016-02-23-S1-commons-meta.tsv,2016-02-23,31,3,9
ParlaMint-GR-en_2016-02-24-S1-commons-meta.tsv,2016-02-24,67,5,20
ParlaMint-GR-en_2016-02-25-S1-commons-meta.tsv,2016-02-25,14,1,6
ParlaMint-GR-en_2016-02-26-S1-commons-meta.tsv,2016-02-26,12,1,5
ParlaMint-GR-en_2016-02-29-S1-commons-meta.tsv,2016-02-29,5,0,1
ParlaMint-GR-en_2016-03-03-S1-commons-meta.tsv,2016-03-03,24,4,12
ParlaMint-GR-en_2016-03-04-S1-commons-meta.tsv,2016-03-04,8,1,3
ParlaMint-GR-en_2016-03-07-S1-commons-meta.tsv,2016-03-07,5,1,2
ParlaMint-GR-en_2016-03-08-S1-commons-meta.tsv,2016-03-08,11,2,6
