Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-NO-en_2000-12-13-upper	ParlaMint-NO_2000-12-13-upper.ana.ud1328e87	Hansard from meeting in the Norwegian Parliament, term 1997-2001, Session 2000-2001, Sitting day 2000-12-13	2000-12-13	Upper house	Term 1997-2001	Session 2000-2001	-	Sitting day 2000-12-13	-	Reference	English	Chairperson	MP	notMinister	KrF	Kristelig Folkeparti	-	Centre to centre-right	person.OH	Holten, Odd	M	1940	
ParlaMint-NO-en_2000-12-13-upper	ParlaMint-NO_2000-12-13-upper.ana.ud1328e101	Hansard from meeting in the Norwegian Parliament, term 1997-2001, Session 2000-2001, Sitting day 2000-12-13	2000-12-13	Upper house	Term 1997-2001	Session 2000-2001	-	Sitting day 2000-12-13	-	Reference	English	Chairperson	MP	notMinister	KrF	Kristelig Folkeparti	-	Centre to centre-right	person.OH	Holten, Odd	M	1940	
ParlaMint-NO-en_2000-12-13-upper	ParlaMint-NO_2000-12-13-upper.ana.ud1328e115	Hansard from meeting in the Norwegian Parliament, term 1997-2001, Session 2000-2001, Sitting day 2000-12-13	2000-12-13	Upper house	Term 1997-2001	Session 2000-2001	-	Sitting day 2000-12-13	-	Reference	English	Chairperson	MP	notMinister	KrF	Kristelig Folkeparti	-	Centre to centre-right	person.OH	Holten, Odd	M	1940	
ParlaMint-NO-en_2000-12-13-upper	ParlaMint-NO_2000-12-13-upper.ana.ud1328e129	Hansard from meeting in the Norwegian Parliament, term 1997-2001, Session 2000-2001, Sitting day 2000-12-13	2000-12-13	Upper house	Term 1997-2001	Session 2000-2001	-	Sitting day 2000-12-13	-	Reference	English	Regular	MP	notMinister	KrF	Kristelig Folkeparti	-	Centre to centre-right	person.ELSK	Skarbøvik, Elsa	F	1948	
ParlaMint-NO-en_2000-12-13-upper	ParlaMint-NO_2000-12-13-upper.ana.ud1328e134	Hansard from meeting in the Norwegian Parliament, term 1997-2001, Session 2000-2001, Sitting day 2000-12-13	2000-12-13	Upper house	Term 1997-2001	Session 2000-2001	-	Sitting day 2000-12-13	-	Reference	English	Chairperson	MP	notMinister	KrF	Kristelig Folkeparti	-	Centre to centre-right	person.OH	Holten, Odd	M	1940	
ParlaMint-NO-en_2000-12-13-upper	ParlaMint-NO_2000-12-13-upper.ana.ud1328e148	Hansard from meeting in the Norwegian Parliament, term 1997-2001, Session 2000-2001, Sitting day 2000-12-13	2000-12-13	Upper house	Term 1997-2001	Session 2000-2001	-	Sitting day 2000-12-13	-	Reference	English	Regular	MP	notMinister	FrP	Fremskrittspartiet	-	Right	person.VK	Kleppe, Vidar	M	1963	
ParlaMint-NO-en_2000-12-13-upper	ParlaMint-NO_2000-12-13-upper.ana.ud1328e164	Hansard from meeting in the Norwegian Parliament, term 1997-2001, Session 2000-2001, Sitting day 2000-12-13	2000-12-13	Upper house	Term 1997-2001	Session 2000-2001	-	Sitting day 2000-12-13	-	Reference	English	Chairperson	MP	notMinister	KrF	Kristelig Folkeparti	-	Centre to centre-right	person.OH	Holten, Odd	M	1940	
ParlaMint-NO-en_2000-12-13-upper	ParlaMint-NO_2000-12-13-upper.ana.ud1328e179	Hansard from meeting in the Norwegian Parliament, term 1997-2001, Session 2000-2001, Sitting day 2000-12-13	2000-12-13	Upper house	Term 1997-2001	Session 2000-2001	-	Sitting day 2000-12-13	-	Reference	English	Chairperson	MP	notMinister	KrF	Kristelig Folkeparti	-	Centre to centre-right	person.OH	Holten, Odd	M	1940	
ParlaMint-NO-en_2000-12-13-upper	ParlaMint-NO_2000-12-13-upper.ana.ud1328e191	Hansard from meeting in the Norwegian Parliament, term 1997-2001, Session 2000-2001, Sitting day 2000-12-13	2000-12-13	Upper house	Term 1997-2001	Session 2000-2001	-	Sitting day 2000-12-13	-	Reference	English	Chairperson	MP	notMinister	KrF	Kristelig Folkeparti	-	Centre to centre-right	person.OH	Holten, Odd	M	1940	
ParlaMint-NO-en_2000-12-13-upper	ParlaMint-NO_2000-12-13-upper.ana.ud1328e205	Hansard from meeting in the Norwegian Parliament, term 1997-2001, Session 2000-2001, Sitting day 2000-12-13	2000-12-13	Upper house	Term 1997-2001	Session 2000-2001	-	Sitting day 2000-12-13	-	Reference	English	Chairperson	MP	notMinister	KrF	Kristelig Folkeparti	-	Centre to centre-right	person.OH	Holten, Odd	M	1940	
