Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-NO-en_2000-03-07-upper-2	ParlaMint-NO_2000-03-07-upper-2.ana.ud147e63	Hansard from meeting in the Norwegian Parliament, term 1997-2001, Session 1999-2000, Sitting day 2000-03-07	2000-03-07	Upper house	Term 1997-2001	Session 1999-2000	-	Sitting day 2000-03-07	-	Reference	English	Regular	MP	notMinister	A	Arbeiderpartiet	-	Centre-left	person.AUG	Gaundal, Aud	F	1949	
ParlaMint-NO-en_2000-03-07-upper-2	ParlaMint-NO_2000-03-07-upper-2.ana.ud147e83	Hansard from meeting in the Norwegian Parliament, term 1997-2001, Session 1999-2000, Sitting day 2000-03-07	2000-03-07	Upper house	Term 1997-2001	Session 1999-2000	-	Sitting day 2000-03-07	-	Reference	English	Regular	MP	notMinister	FrP	Fremskrittspartiet	-	Right	person.VK	Kleppe, Vidar	M	1963	
ParlaMint-NO-en_2000-03-07-upper-2	ParlaMint-NO_2000-03-07-upper-2.ana.ud147e130	Hansard from meeting in the Norwegian Parliament, term 1997-2001, Session 1999-2000, Sitting day 2000-03-07	2000-03-07	Upper house	Term 1997-2001	Session 1999-2000	-	Sitting day 2000-03-07	-	Reference	English	Chairperson	MP	notMinister	H	Høyre	-	Centre-right	person.SHL	Ludvigsen, Svein	M	1946	
ParlaMint-NO-en_2000-03-07-upper-2	ParlaMint-NO_2000-03-07-upper-2.ana.ud147e143	Hansard from meeting in the Norwegian Parliament, term 1997-2001, Session 1999-2000, Sitting day 2000-03-07	2000-03-07	Upper house	Term 1997-2001	Session 1999-2000	-	Sitting day 2000-03-07	-	Reference	English	Chairperson	MP	notMinister	H	Høyre	-	Centre-right	person.SHL	Ludvigsen, Svein	M	1946	
ParlaMint-NO-en_2000-03-07-upper-2	ParlaMint-NO_2000-03-07-upper-2.ana.ud147e150	Hansard from meeting in the Norwegian Parliament, term 1997-2001, Session 1999-2000, Sitting day 2000-03-07	2000-03-07	Upper house	Term 1997-2001	Session 1999-2000	-	Sitting day 2000-03-07	-	Reference	English	Chairperson	MP	notMinister	H	Høyre	-	Centre-right	person.SHL	Ludvigsen, Svein	M	1946	
ParlaMint-NO-en_2000-03-07-upper-2	ParlaMint-NO_2000-03-07-upper-2.ana.ud147e162	Hansard from meeting in the Norwegian Parliament, term 1997-2001, Session 1999-2000, Sitting day 2000-03-07	2000-03-07	Upper house	Term 1997-2001	Session 1999-2000	-	Sitting day 2000-03-07	-	Reference	English	Chairperson	MP	notMinister	H	Høyre	-	Centre-right	person.SHL	Ludvigsen, Svein	M	1946	
ParlaMint-NO-en_2000-03-07-upper-2	ParlaMint-NO_2000-03-07-upper-2.ana.ud147e176	Hansard from meeting in the Norwegian Parliament, term 1997-2001, Session 1999-2000, Sitting day 2000-03-07	2000-03-07	Upper house	Term 1997-2001	Session 1999-2000	-	Sitting day 2000-03-07	-	Reference	English	Regular	MP	notMinister	H	Høyre	-	Centre-right	person.SFS	Sterri, Siri Frost	F	1944	
ParlaMint-NO-en_2000-03-07-upper-2	ParlaMint-NO_2000-03-07-upper-2.ana.ud147e188	Hansard from meeting in the Norwegian Parliament, term 1997-2001, Session 1999-2000, Sitting day 2000-03-07	2000-03-07	Upper house	Term 1997-2001	Session 1999-2000	-	Sitting day 2000-03-07	-	Reference	English	Chairperson	MP	notMinister	H	Høyre	-	Centre-right	person.SHL	Ludvigsen, Svein	M	1946	
ParlaMint-NO-en_2000-03-07-upper-2	ParlaMint-NO_2000-03-07-upper-2.ana.ud147e198	Hansard from meeting in the Norwegian Parliament, term 1997-2001, Session 1999-2000, Sitting day 2000-03-07	2000-03-07	Upper house	Term 1997-2001	Session 1999-2000	-	Sitting day 2000-03-07	-	Reference	English	Chairperson	MP	notMinister	H	Høyre	-	Centre-right	person.SHL	Ludvigsen, Svein	M	1946	
