Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-NO-en_2000-10-04	ParlaMint-NO_2000-10-04.ana.ud2459e23	Hansard from meeting in the Norwegian Parliament, term 1997-2001, Session 2000-2001, Sitting day 2000-10-04	2000-10-04	Unicameralism	Term 1997-2001	Session 2000-2001	-	Sitting day 2000-10-04	-	Reference	English	Chairperson	MP	notMinister	A	Arbeiderpartiet	-	Centre-left	person.KKG	Grøndahl, Kirsti Kolle	F	1943	
ParlaMint-NO-en_2000-10-04	ParlaMint-NO_2000-10-04.ana.ud2459e101	Hansard from meeting in the Norwegian Parliament, term 1997-2001, Session 2000-2001, Sitting day 2000-10-04	2000-10-04	Unicameralism	Term 1997-2001	Session 2000-2001	-	Sitting day 2000-10-04	-	Reference	English	Chairperson	MP	notMinister	A	Arbeiderpartiet	-	Centre-left	person.KKG	Grøndahl, Kirsti Kolle	F	1943	
ParlaMint-NO-en_2000-10-04	ParlaMint-NO_2000-10-04.ana.ud2459e109	Hansard from meeting in the Norwegian Parliament, term 1997-2001, Session 2000-2001, Sitting day 2000-10-04	2000-10-04	Unicameralism	Term 1997-2001	Session 2000-2001	-	Sitting day 2000-10-04	-	Reference	English	Chairperson	MP	notMinister	A	Arbeiderpartiet	-	Centre-left	person.KKG	Grøndahl, Kirsti Kolle	F	1943	
ParlaMint-NO-en_2000-10-04	ParlaMint-NO_2000-10-04.ana.ud2459e112	Hansard from meeting in the Norwegian Parliament, term 1997-2001, Session 2000-2001, Sitting day 2000-10-04	2000-10-04	Unicameralism	Term 1997-2001	Session 2000-2001	-	Sitting day 2000-10-04	-	Reference	English	Regular	MP	notMinister	FrP	Fremskrittspartiet	-	Right	person.CIH	Hagen, Carl I.	M	1944	
ParlaMint-NO-en_2000-10-04	ParlaMint-NO_2000-10-04.ana.ud2459e117	Hansard from meeting in the Norwegian Parliament, term 1997-2001, Session 2000-2001, Sitting day 2000-10-04	2000-10-04	Unicameralism	Term 1997-2001	Session 2000-2001	-	Sitting day 2000-10-04	-	Reference	English	Chairperson	MP	notMinister	A	Arbeiderpartiet	-	Centre-left	person.KKG	Grøndahl, Kirsti Kolle	F	1943	
ParlaMint-NO-en_2000-10-04	ParlaMint-NO_2000-10-04.ana.ud2459e127	Hansard from meeting in the Norwegian Parliament, term 1997-2001, Session 2000-2001, Sitting day 2000-10-04	2000-10-04	Unicameralism	Term 1997-2001	Session 2000-2001	-	Sitting day 2000-10-04	-	Reference	English	Regular	MP	Minister	A	Arbeiderpartiet	-	Centre-left	person.KSP	Schjøtt-Pedersen, Karl Eirik	M	1959	
ParlaMint-NO-en_2000-10-04	ParlaMint-NO_2000-10-04.ana.ud2459e428	Hansard from meeting in the Norwegian Parliament, term 1997-2001, Session 2000-2001, Sitting day 2000-10-04	2000-10-04	Unicameralism	Term 1997-2001	Session 2000-2001	-	Sitting day 2000-10-04	-	Reference	English	Chairperson	MP	notMinister	A	Arbeiderpartiet	-	Centre-left	person.KKG	Grøndahl, Kirsti Kolle	F	1943	
