Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-NO-en_2000-02-17-upper	ParlaMint-NO_2000-02-17-upper.ana.ud2423e62	Hansard from meeting in the Norwegian Parliament, term 1997-2001, Session 1999-2000, Sitting day 2000-02-17	2000-02-17	Upper house	Term 1997-2001	Session 1999-2000	-	Sitting day 2000-02-17	-	Reference	English	Chairperson	MP	notMinister	KrF	Kristelig Folkeparti	Coalition	Centre to centre-right	person.OH	Holten, Odd	M	1940	
ParlaMint-NO-en_2000-02-17-upper	ParlaMint-NO_2000-02-17-upper.ana.ud2423e76	Hansard from meeting in the Norwegian Parliament, term 1997-2001, Session 1999-2000, Sitting day 2000-02-17	2000-02-17	Upper house	Term 1997-2001	Session 1999-2000	-	Sitting day 2000-02-17	-	Reference	English	Regular	MP	notMinister	SV	Sosialistisk Venstreparti	-	Left	person.IM	Myrvoll, Inge	M	1948	
ParlaMint-NO-en_2000-02-17-upper	ParlaMint-NO_2000-02-17-upper.ana.ud2423e81	Hansard from meeting in the Norwegian Parliament, term 1997-2001, Session 1999-2000, Sitting day 2000-02-17	2000-02-17	Upper house	Term 1997-2001	Session 1999-2000	-	Sitting day 2000-02-17	-	Reference	English	Chairperson	MP	notMinister	KrF	Kristelig Folkeparti	Coalition	Centre to centre-right	person.OH	Holten, Odd	M	1940	
ParlaMint-NO-en_2000-02-17-upper	ParlaMint-NO_2000-02-17-upper.ana.ud2423e95	Hansard from meeting in the Norwegian Parliament, term 1997-2001, Session 1999-2000, Sitting day 2000-02-17	2000-02-17	Upper house	Term 1997-2001	Session 1999-2000	-	Sitting day 2000-02-17	-	Reference	English	Regular	MP	notMinister	FrP	Fremskrittspartiet	-	Right	person.VK	Kleppe, Vidar	M	1963	
ParlaMint-NO-en_2000-02-17-upper	ParlaMint-NO_2000-02-17-upper.ana.ud2423e107	Hansard from meeting in the Norwegian Parliament, term 1997-2001, Session 1999-2000, Sitting day 2000-02-17	2000-02-17	Upper house	Term 1997-2001	Session 1999-2000	-	Sitting day 2000-02-17	-	Reference	English	Chairperson	MP	notMinister	KrF	Kristelig Folkeparti	Coalition	Centre to centre-right	person.OH	Holten, Odd	M	1940	
ParlaMint-NO-en_2000-02-17-upper	ParlaMint-NO_2000-02-17-upper.ana.ud2423e117	Hansard from meeting in the Norwegian Parliament, term 1997-2001, Session 1999-2000, Sitting day 2000-02-17	2000-02-17	Upper house	Term 1997-2001	Session 1999-2000	-	Sitting day 2000-02-17	-	Reference	English	Chairperson	MP	notMinister	KrF	Kristelig Folkeparti	Coalition	Centre to centre-right	person.OH	Holten, Odd	M	1940	
