Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-NO-en_2000-06-13-upper	ParlaMint-NO_2000-06-13-upper.ana.ud523e70	Hansard from meeting in the Norwegian Parliament, term 1997-2001, Session 1999-2000, Sitting day 2000-06-13	2000-06-13	Upper house	Term 1997-2001	Session 1999-2000	-	Sitting day 2000-06-13	-	Reference	English	Chairperson	MP	notMinister	KrF	Kristelig Folkeparti	-	Centre to centre-right	person.OH	Holten, Odd	M	1940	
ParlaMint-NO-en_2000-06-13-upper	ParlaMint-NO_2000-06-13-upper.ana.ud523e84	Hansard from meeting in the Norwegian Parliament, term 1997-2001, Session 1999-2000, Sitting day 2000-06-13	2000-06-13	Upper house	Term 1997-2001	Session 1999-2000	-	Sitting day 2000-06-13	-	Reference	English	Regular	MP	notMinister	FrP	Fremskrittspartiet	-	Right	person.VK	Kleppe, Vidar	M	1963	
ParlaMint-NO-en_2000-06-13-upper	ParlaMint-NO_2000-06-13-upper.ana.ud523e98	Hansard from meeting in the Norwegian Parliament, term 1997-2001, Session 1999-2000, Sitting day 2000-06-13	2000-06-13	Upper house	Term 1997-2001	Session 1999-2000	-	Sitting day 2000-06-13	-	Reference	English	Chairperson	MP	notMinister	KrF	Kristelig Folkeparti	-	Centre to centre-right	person.OH	Holten, Odd	M	1940	
ParlaMint-NO-en_2000-06-13-upper	ParlaMint-NO_2000-06-13-upper.ana.ud523e108	Hansard from meeting in the Norwegian Parliament, term 1997-2001, Session 1999-2000, Sitting day 2000-06-13	2000-06-13	Upper house	Term 1997-2001	Session 1999-2000	-	Sitting day 2000-06-13	-	Reference	English	Chairperson	MP	notMinister	KrF	Kristelig Folkeparti	-	Centre to centre-right	person.OH	Holten, Odd	M	1940	
ParlaMint-NO-en_2000-06-13-upper	ParlaMint-NO_2000-06-13-upper.ana.ud523e120	Hansard from meeting in the Norwegian Parliament, term 1997-2001, Session 1999-2000, Sitting day 2000-06-13	2000-06-13	Upper house	Term 1997-2001	Session 1999-2000	-	Sitting day 2000-06-13	-	Reference	English	Chairperson	MP	notMinister	KrF	Kristelig Folkeparti	-	Centre to centre-right	person.OH	Holten, Odd	M	1940	
ParlaMint-NO-en_2000-06-13-upper	ParlaMint-NO_2000-06-13-upper.ana.ud523e134	Hansard from meeting in the Norwegian Parliament, term 1997-2001, Session 1999-2000, Sitting day 2000-06-13	2000-06-13	Upper house	Term 1997-2001	Session 1999-2000	-	Sitting day 2000-06-13	-	Reference	English	Chairperson	MP	notMinister	KrF	Kristelig Folkeparti	-	Centre to centre-right	person.OH	Holten, Odd	M	1940	
