Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-NO-en_2000-04-04-lower	ParlaMint-NO_2000-04-04-lower.ana.ud2295e19	Hansard from meeting in the Norwegian Parliament, term 1997-2001, Session 1999-2000, Sitting day 2000-04-04	2000-04-04	Lower house	Term 1997-2001	Session 1999-2000	-	Sitting day 2000-04-04	-	Reference	English	Chairperson	MP	notMinister	A	Arbeiderpartiet	-	Centre-left	person.GS	Skaug, Gunnar	M	1940	
ParlaMint-NO-en_2000-04-04-lower	ParlaMint-NO_2000-04-04-lower.ana.ud2295e22	Hansard from meeting in the Norwegian Parliament, term 1997-2001, Session 1999-2000, Sitting day 2000-04-04	2000-04-04	Lower house	Term 1997-2001	Session 1999-2000	-	Sitting day 2000-04-04	-	Reference	English	Regular	MP	notMinister	FrP	Fremskrittspartiet	-	Right	person.CIH	Hagen, Carl I.	M	1944	
ParlaMint-NO-en_2000-04-04-lower	ParlaMint-NO_2000-04-04-lower.ana.ud2295e27	Hansard from meeting in the Norwegian Parliament, term 1997-2001, Session 1999-2000, Sitting day 2000-04-04	2000-04-04	Lower house	Term 1997-2001	Session 1999-2000	-	Sitting day 2000-04-04	-	Reference	English	Chairperson	MP	notMinister	A	Arbeiderpartiet	-	Centre-left	person.GS	Skaug, Gunnar	M	1940	
