Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-NO-en_2000-03-22	ParlaMint-NO_2000-03-22.ana.ud1801e23	Hansard from meeting in the Norwegian Parliament, term 1997-2001, Session 1999-2000, Sitting day 2000-03-22	2000-03-22	Unicameralism	Term 1997-2001	Session 1999-2000	-	Sitting day 2000-03-22	-	Reference	English	Chairperson	MP	notMinister	FrP	Fremskrittspartiet	-	Right	person.HJR	Røsjorde, Hans J.	M	1941	
ParlaMint-NO-en_2000-03-22	ParlaMint-NO_2000-03-22.ana.ud1801e283	Hansard from meeting in the Norwegian Parliament, term 1997-2001, Session 1999-2000, Sitting day 2000-03-22	2000-03-22	Unicameralism	Term 1997-2001	Session 1999-2000	-	Sitting day 2000-03-22	-	Reference	English	Chairperson	MP	notMinister	FrP	Fremskrittspartiet	-	Right	person.HJR	Røsjorde, Hans J.	M	1941	
ParlaMint-NO-en_2000-03-22	ParlaMint-NO_2000-03-22.ana.ud1801e293	Hansard from meeting in the Norwegian Parliament, term 1997-2001, Session 1999-2000, Sitting day 2000-03-22	2000-03-22	Unicameralism	Term 1997-2001	Session 1999-2000	-	Sitting day 2000-03-22	-	Reference	English	Regular	MP	notMinister	A	Arbeiderpartiet	-	Centre-left	person.JES	Stoltenberg, Jens	M	1959	
ParlaMint-NO-en_2000-03-22	ParlaMint-NO_2000-03-22.ana.ud1801e413	Hansard from meeting in the Norwegian Parliament, term 1997-2001, Session 1999-2000, Sitting day 2000-03-22	2000-03-22	Unicameralism	Term 1997-2001	Session 1999-2000	-	Sitting day 2000-03-22	-	Reference	English	Chairperson	MP	notMinister	FrP	Fremskrittspartiet	-	Right	person.HJR	Røsjorde, Hans J.	M	1941	
ParlaMint-NO-en_2000-03-22	ParlaMint-NO_2000-03-22.ana.ud1801e422	Hansard from meeting in the Norwegian Parliament, term 1997-2001, Session 1999-2000, Sitting day 2000-03-22	2000-03-22	Unicameralism	Term 1997-2001	Session 1999-2000	-	Sitting day 2000-03-22	-	Reference	English	Chairperson	MP	notMinister	FrP	Fremskrittspartiet	-	Right	person.HJR	Røsjorde, Hans J.	M	1941	
