Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-NO-en_2000-02-24-upper	ParlaMint-NO_2000-02-24-upper.ana.ud515e63	Hansard from meeting in the Norwegian Parliament, term 1997-2001, Session 1999-2000, Sitting day 2000-02-24	2000-02-24	Upper house	Term 1997-2001	Session 1999-2000	-	Sitting day 2000-02-24	-	Reference	English	Chairperson	MP	notMinister	KrF	Kristelig Folkeparti	Coalition	Centre to centre-right	person.OH	Holten, Odd	M	1940	
ParlaMint-NO-en_2000-02-24-upper	ParlaMint-NO_2000-02-24-upper.ana.ud515e77	Hansard from meeting in the Norwegian Parliament, term 1997-2001, Session 1999-2000, Sitting day 2000-02-24	2000-02-24	Upper house	Term 1997-2001	Session 1999-2000	-	Sitting day 2000-02-24	-	Reference	English	Regular	MP	notMinister	A	Arbeiderpartiet	-	Centre-left	person.ED	Dalheim, Erik	M	1940	
ParlaMint-NO-en_2000-02-24-upper	ParlaMint-NO_2000-02-24-upper.ana.ud515e89	Hansard from meeting in the Norwegian Parliament, term 1997-2001, Session 1999-2000, Sitting day 2000-02-24	2000-02-24	Upper house	Term 1997-2001	Session 1999-2000	-	Sitting day 2000-02-24	-	Reference	English	Chairperson	MP	notMinister	KrF	Kristelig Folkeparti	Coalition	Centre to centre-right	person.OH	Holten, Odd	M	1940	
ParlaMint-NO-en_2000-02-24-upper	ParlaMint-NO_2000-02-24-upper.ana.ud515e99	Hansard from meeting in the Norwegian Parliament, term 1997-2001, Session 1999-2000, Sitting day 2000-02-24	2000-02-24	Upper house	Term 1997-2001	Session 1999-2000	-	Sitting day 2000-02-24	-	Reference	English	Chairperson	MP	notMinister	KrF	Kristelig Folkeparti	Coalition	Centre to centre-right	person.OH	Holten, Odd	M	1940	
ParlaMint-NO-en_2000-02-24-upper	ParlaMint-NO_2000-02-24-upper.ana.ud515e111	Hansard from meeting in the Norwegian Parliament, term 1997-2001, Session 1999-2000, Sitting day 2000-02-24	2000-02-24	Upper house	Term 1997-2001	Session 1999-2000	-	Sitting day 2000-02-24	-	Reference	English	Regular	MP	notMinister	FrP	Fremskrittspartiet	-	Right	person.VK	Kleppe, Vidar	M	1963	
ParlaMint-NO-en_2000-02-24-upper	ParlaMint-NO_2000-02-24-upper.ana.ud515e125	Hansard from meeting in the Norwegian Parliament, term 1997-2001, Session 1999-2000, Sitting day 2000-02-24	2000-02-24	Upper house	Term 1997-2001	Session 1999-2000	-	Sitting day 2000-02-24	-	Reference	English	Chairperson	MP	notMinister	KrF	Kristelig Folkeparti	Coalition	Centre to centre-right	person.OH	Holten, Odd	M	1940	
ParlaMint-NO-en_2000-02-24-upper	ParlaMint-NO_2000-02-24-upper.ana.ud515e135	Hansard from meeting in the Norwegian Parliament, term 1997-2001, Session 1999-2000, Sitting day 2000-02-24	2000-02-24	Upper house	Term 1997-2001	Session 1999-2000	-	Sitting day 2000-02-24	-	Reference	English	Chairperson	MP	notMinister	KrF	Kristelig Folkeparti	Coalition	Centre to centre-right	person.OH	Holten, Odd	M	1940	
