Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-NO-en_2000-02-08-lower	ParlaMint-NO_2000-02-08-lower.ana.ud639e30	Hansard from meeting in the Norwegian Parliament, term 1997-2001, Session 1999-2000, Sitting day 2000-02-08	2000-02-08	Lower house	Term 1997-2001	Session 1999-2000	-	Sitting day 2000-02-08	-	Reference	English	Chairperson	MP	notMinister	A	Arbeiderpartiet	-	Centre-left	person.GS	Skaug, Gunnar	M	1940	
ParlaMint-NO-en_2000-02-08-lower	ParlaMint-NO_2000-02-08-lower.ana.ud639e33	Hansard from meeting in the Norwegian Parliament, term 1997-2001, Session 1999-2000, Sitting day 2000-02-08	2000-02-08	Lower house	Term 1997-2001	Session 1999-2000	-	Sitting day 2000-02-08	-	Reference	English	Regular	MP	notMinister	A	Arbeiderpartiet	-	Centre-left	person.OE	Eriksen, Odd	M	1955	
ParlaMint-NO-en_2000-02-08-lower	ParlaMint-NO_2000-02-08-lower.ana.ud639e38	Hansard from meeting in the Norwegian Parliament, term 1997-2001, Session 1999-2000, Sitting day 2000-02-08	2000-02-08	Lower house	Term 1997-2001	Session 1999-2000	-	Sitting day 2000-02-08	-	Reference	English	Chairperson	MP	notMinister	A	Arbeiderpartiet	-	Centre-left	person.GS	Skaug, Gunnar	M	1940	
ParlaMint-NO-en_2000-02-08-lower	ParlaMint-NO_2000-02-08-lower.ana.ud639e50	Hansard from meeting in the Norwegian Parliament, term 1997-2001, Session 1999-2000, Sitting day 2000-02-08	2000-02-08	Lower house	Term 1997-2001	Session 1999-2000	-	Sitting day 2000-02-08	-	Reference	English	Regular	MP	notMinister	KrF	Kristelig Folkeparti	Coalition	Centre to centre-right	person.AL	Lyngstad, Arne	M	1962	
ParlaMint-NO-en_2000-02-08-lower	ParlaMint-NO_2000-02-08-lower.ana.ud639e65	Hansard from meeting in the Norwegian Parliament, term 1997-2001, Session 1999-2000, Sitting day 2000-02-08	2000-02-08	Lower house	Term 1997-2001	Session 1999-2000	-	Sitting day 2000-02-08	-	Reference	English	Regular	MP	notMinister	FrP	Fremskrittspartiet	-	Right	person.UE	Evje, Ursula	F	1944	
ParlaMint-NO-en_2000-02-08-lower	ParlaMint-NO_2000-02-08-lower.ana.ud639e72	Hansard from meeting in the Norwegian Parliament, term 1997-2001, Session 1999-2000, Sitting day 2000-02-08	2000-02-08	Lower house	Term 1997-2001	Session 1999-2000	-	Sitting day 2000-02-08	-	Reference	English	Chairperson	MP	notMinister	A	Arbeiderpartiet	-	Centre-left	person.GS	Skaug, Gunnar	M	1940	
ParlaMint-NO-en_2000-02-08-lower	ParlaMint-NO_2000-02-08-lower.ana.ud639e80	Hansard from meeting in the Norwegian Parliament, term 1997-2001, Session 1999-2000, Sitting day 2000-02-08	2000-02-08	Lower house	Term 1997-2001	Session 1999-2000	-	Sitting day 2000-02-08	-	Reference	English	Chairperson	MP	notMinister	A	Arbeiderpartiet	-	Centre-left	person.GS	Skaug, Gunnar	M	1940	
ParlaMint-NO-en_2000-02-08-lower	ParlaMint-NO_2000-02-08-lower.ana.ud639e112	Hansard from meeting in the Norwegian Parliament, term 1997-2001, Session 1999-2000, Sitting day 2000-02-08	2000-02-08	Lower house	Term 1997-2001	Session 1999-2000	-	Sitting day 2000-02-08	-	Reference	English	Chairperson	MP	notMinister	A	Arbeiderpartiet	-	Centre-left	person.GS	Skaug, Gunnar	M	1940	
ParlaMint-NO-en_2000-02-08-lower	ParlaMint-NO_2000-02-08-lower.ana.ud639e122	Hansard from meeting in the Norwegian Parliament, term 1997-2001, Session 1999-2000, Sitting day 2000-02-08	2000-02-08	Lower house	Term 1997-2001	Session 1999-2000	-	Sitting day 2000-02-08	-	Reference	English	Chairperson	MP	notMinister	A	Arbeiderpartiet	-	Centre-left	person.GS	Skaug, Gunnar	M	1940	
ParlaMint-NO-en_2000-02-08-lower	ParlaMint-NO_2000-02-08-lower.ana.ud639e133	Hansard from meeting in the Norwegian Parliament, term 1997-2001, Session 1999-2000, Sitting day 2000-02-08	2000-02-08	Lower house	Term 1997-2001	Session 1999-2000	-	Sitting day 2000-02-08	-	Reference	English	Chairperson	MP	notMinister	A	Arbeiderpartiet	-	Centre-left	person.GS	Skaug, Gunnar	M	1940	
