Session,Date,Male,Female
ParlaMint-NO-en_1998-12-01-lower-meta.tsv,1998-12-01,6,2
ParlaMint-NO-en_1998-12-01-meta.tsv,1998-12-01,8,11
ParlaMint-NO-en_1998-12-02-meta.tsv,1998-12-02,12,8
ParlaMint-NO-en_1998-12-03-lower-2-meta.tsv,1998-12-03,10,0
ParlaMint-NO-en_1998-12-03-lower-meta.tsv,1998-12-03,7,0
ParlaMint-NO-en_1998-12-03-meta.tsv,1998-12-03,18,11
ParlaMint-NO-en_1998-12-03-upper-meta.tsv,1998-12-03,2,0
ParlaMint-NO-en_1998-12-04-meta.tsv,1998-12-04,13,8
ParlaMint-NO-en_1998-12-07-2-meta.tsv,1998-12-07,9,6
ParlaMint-NO-en_1998-12-07-lower-meta.tsv,1998-12-07,0,0
ParlaMint-NO-en_1998-12-07-meta.tsv,1998-12-07,15,5
ParlaMint-NO-en_1998-12-08-2-meta.tsv,1998-12-08,19,6
ParlaMint-NO-en_1998-12-08-meta.tsv,1998-12-08,13,11
ParlaMint-NO-en_1998-12-09-meta.tsv,1998-12-09,22,15
ParlaMint-NO-en_1998-12-10-meta.tsv,1998-12-10,17,11
ParlaMint-NO-en_1998-12-10-upper-meta.tsv,1998-12-10,3,2
ParlaMint-NO-en_1998-12-14-2-meta.tsv,1998-12-14,20,12
ParlaMint-NO-en_1998-12-14-lower-meta.tsv,1998-12-14,15,12
ParlaMint-NO-en_1998-12-14-meta.tsv,1998-12-14,10,11
ParlaMint-NO-en_1998-12-15-2-meta.tsv,1998-12-15,12,12
ParlaMint-NO-en_1998-12-15-meta.tsv,1998-12-15,11,16
ParlaMint-NO-en_1998-12-16-meta.tsv,1998-12-16,32,25
ParlaMint-NO-en_1998-12-17-2-meta.tsv,1998-12-17,27,14
ParlaMint-NO-en_1998-12-17-meta.tsv,1998-12-17,20,6
ParlaMint-NO-en_1998-12-17-upper-meta.tsv,1998-12-17,4,2
ParlaMint-NO-en_1998-12-18-meta.tsv,1998-12-18,12,6
ParlaMint-NO-en_1999-01-12-lower-meta.tsv,1999-01-12,6,3
ParlaMint-NO-en_1999-01-19-meta.tsv,1999-01-19,17,8
ParlaMint-NO-en_1999-01-20-meta.tsv,1999-01-20,28,16
ParlaMint-NO-en_1999-01-21-lower-meta.tsv,1999-01-21,19,5
ParlaMint-NO-en_1999-01-21-meta.tsv,1999-01-21,2,2
ParlaMint-NO-en_1999-01-26-meta.tsv,1999-01-26,18,7
ParlaMint-NO-en_1999-01-27-meta.tsv,1999-01-27,37,21
ParlaMint-NO-en_1999-01-28-2-meta.tsv,1999-01-28,17,13
ParlaMint-NO-en_1999-01-28-meta.tsv,1999-01-28,24,7
ParlaMint-NO-en_1999-02-02-meta.tsv,1999-02-02,16,8
ParlaMint-NO-en_1999-02-02-upper-meta.tsv,1999-02-02,1,0
ParlaMint-NO-en_1999-02-03-meta.tsv,1999-02-03,29,19
ParlaMint-NO-en_1999-02-04-meta.tsv,1999-02-04,15,9
ParlaMint-NO-en_1999-02-10-meta.tsv,1999-02-10,30,20
ParlaMint-NO-en_1999-02-11-lower-meta.tsv,1999-02-11,2,1
ParlaMint-NO-en_1999-02-11-meta.tsv,1999-02-11,6,4
ParlaMint-NO-en_1999-02-16-meta.tsv,1999-02-16,10,13
ParlaMint-NO-en_1999-02-17-meta.tsv,1999-02-17,40,21
ParlaMint-NO-en_1999-02-18-lower-meta.tsv,1999-02-18,11,2
ParlaMint-NO-en_1999-02-18-meta.tsv,1999-02-18,17,4
ParlaMint-NO-en_1999-02-18-upper-meta.tsv,1999-02-18,2,0
ParlaMint-NO-en_1999-02-23-lower-meta.tsv,1999-02-23,9,2
ParlaMint-NO-en_1999-02-23-meta.tsv,1999-02-23,18,7
ParlaMint-NO-en_1999-02-24-meta.tsv,1999-02-24,30,11
ParlaMint-NO-en_1999-02-25-2-meta.tsv,1999-02-25,17,13
ParlaMint-NO-en_1999-02-25-meta.tsv,1999-02-25,19,12
ParlaMint-NO-en_1999-03-02-lower-meta.tsv,1999-03-02,8,5
ParlaMint-NO-en_1999-03-02-meta.tsv,1999-03-02,16,3
ParlaMint-NO-en_1999-03-03-meta.tsv,1999-03-03,40,18
ParlaMint-NO-en_1999-03-04-lower-meta.tsv,1999-03-04,17,7
ParlaMint-NO-en_1999-03-04-meta.tsv,1999-03-04,26,16
ParlaMint-NO-en_1999-03-04-upper-meta.tsv,1999-03-04,2,0
ParlaMint-NO-en_1999-03-10-meta.tsv,1999-03-10,31,19
ParlaMint-NO-en_1999-03-11-lower-meta.tsv,1999-03-11,11,5
ParlaMint-NO-en_1999-03-11-meta.tsv,1999-03-11,10,2
ParlaMint-NO-en_1999-03-16-lower-meta.tsv,1999-03-16,5,2
ParlaMint-NO-en_1999-03-16-meta.tsv,1999-03-16,14,6
ParlaMint-NO-en_1999-03-16-upper-meta.tsv,1999-03-16,3,2
ParlaMint-NO-en_1999-03-17-meta.tsv,1999-03-17,28,13
ParlaMint-NO-en_1999-03-18-meta.tsv,1999-03-18,4,0
ParlaMint-NO-en_1999-03-19-meta.tsv,1999-03-19,12,10
ParlaMint-NO-en_1999-03-22-meta.tsv,1999-03-22,13,5
ParlaMint-NO-en_1999-03-23-2-meta.tsv,1999-03-23,9,7
ParlaMint-NO-en_1999-03-23-lower-meta.tsv,1999-03-23,12,8
ParlaMint-NO-en_1999-03-23-meta.tsv,1999-03-23,23,10
ParlaMint-NO-en_1999-03-24-meta.tsv,1999-03-24,35,20
ParlaMint-NO-en_1999-03-25-2-meta.tsv,1999-03-25,12,7
ParlaMint-NO-en_1999-03-25-lower-meta.tsv,1999-03-25,14,3
ParlaMint-NO-en_1999-03-25-meta.tsv,1999-03-25,21,5
ParlaMint-NO-en_1999-03-25-upper-meta.tsv,1999-03-25,2,0
ParlaMint-NO-en_1999-03-26-meta.tsv,1999-03-26,25,6
ParlaMint-NO-en_1999-04-12-meta.tsv,1999-04-12,14,4
ParlaMint-NO-en_1999-04-13-lower-meta.tsv,1999-04-13,8,6
ParlaMint-NO-en_1999-04-13-meta.tsv,1999-04-13,20,8
ParlaMint-NO-en_1999-04-13-upper-meta.tsv,1999-04-13,3,1
ParlaMint-NO-en_1999-04-14-meta.tsv,1999-04-14,29,16
ParlaMint-NO-en_1999-04-15-meta.tsv,1999-04-15,20,10
ParlaMint-NO-en_1999-04-20-2-meta.tsv,1999-04-20,5,9
ParlaMint-NO-en_1999-04-20-meta.tsv,1999-04-20,11,18
ParlaMint-NO-en_1999-04-21-meta.tsv,1999-04-21,27,11
ParlaMint-NO-en_1999-04-22-lower-meta.tsv,1999-04-22,9,4
ParlaMint-NO-en_1999-04-22-meta.tsv,1999-04-22,5,2
ParlaMint-NO-en_1999-04-26-2-meta.tsv,1999-04-26,14,8
ParlaMint-NO-en_1999-04-26-meta.tsv,1999-04-26,8,6
ParlaMint-NO-en_1999-04-27-2-meta.tsv,1999-04-27,31,15
ParlaMint-NO-en_1999-04-27-lower-meta.tsv,1999-04-27,3,1
ParlaMint-NO-en_1999-04-27-meta.tsv,1999-04-27,20,9
ParlaMint-NO-en_1999-04-27-upper-meta.tsv,1999-04-27,2,1
ParlaMint-NO-en_1999-04-28-meta.tsv,1999-04-28,35,13
ParlaMint-NO-en_1999-05-04-lower-meta.tsv,1999-05-04,12,2
ParlaMint-NO-en_1999-05-04-meta.tsv,1999-05-04,26,14
ParlaMint-NO-en_1999-05-04-upper-meta.tsv,1999-05-04,1,0
ParlaMint-NO-en_1999-05-05-meta.tsv,1999-05-05,30,11
ParlaMint-NO-en_1999-05-06-2-meta.tsv,1999-05-06,16,6
ParlaMint-NO-en_1999-05-06-lower-meta.tsv,1999-05-06,3,1
ParlaMint-NO-en_1999-05-06-meta.tsv,1999-05-06,24,8
ParlaMint-NO-en_1999-05-10-2-meta.tsv,1999-05-10,4,1
ParlaMint-NO-en_1999-05-10-meta.tsv,1999-05-10,12,8
ParlaMint-NO-en_1999-05-11-2-meta.tsv,1999-05-11,26,10
ParlaMint-NO-en_1999-05-11-lower-meta.tsv,1999-05-11,0,0
ParlaMint-NO-en_1999-05-11-meta.tsv,1999-05-11,14,14
ParlaMint-NO-en_1999-05-11-upper-meta.tsv,1999-05-11,1,0
ParlaMint-NO-en_1999-05-12-meta.tsv,1999-05-12,32,11
ParlaMint-NO-en_1999-05-18-2-meta.tsv,1999-05-18,19,4
ParlaMint-NO-en_1999-05-18-meta.tsv,1999-05-18,15,7
ParlaMint-NO-en_1999-05-19-meta.tsv,1999-05-19,23,9
ParlaMint-NO-en_1999-05-20-meta.tsv,1999-05-20,13,10
ParlaMint-NO-en_1999-05-25-2-meta.tsv,1999-05-25,8,4
ParlaMint-NO-en_1999-05-25-lower-meta.tsv,1999-05-25,0,1
ParlaMint-NO-en_1999-05-25-meta.tsv,1999-05-25,22,4
ParlaMint-NO-en_1999-05-26-meta.tsv,1999-05-26,30,15
ParlaMint-NO-en_1999-05-27-lower-meta.tsv,1999-05-27,7,4
ParlaMint-NO-en_1999-05-27-meta.tsv,1999-05-27,15,8
ParlaMint-NO-en_1999-05-28-meta.tsv,1999-05-28,16,8
ParlaMint-NO-en_1999-05-31-2-meta.tsv,1999-05-31,17,5
ParlaMint-NO-en_1999-05-31-lower-meta.tsv,1999-05-31,10,6
ParlaMint-NO-en_1999-05-31-meta.tsv,1999-05-31,17,6
ParlaMint-NO-en_1999-06-01-meta.tsv,1999-06-01,23,6
ParlaMint-NO-en_1999-06-02-meta.tsv,1999-06-02,42,18
ParlaMint-NO-en_1999-06-03-2-meta.tsv,1999-06-03,7,2
ParlaMint-NO-en_1999-06-03-lower-meta.tsv,1999-06-03,4,2
ParlaMint-NO-en_1999-06-03-meta.tsv,1999-06-03,14,10
ParlaMint-NO-en_1999-06-03-upper-meta.tsv,1999-06-03,2,1
ParlaMint-NO-en_1999-06-04-meta.tsv,1999-06-04,9,7
ParlaMint-NO-en_1999-06-07-2-meta.tsv,1999-06-07,24,12
ParlaMint-NO-en_1999-06-07-meta.tsv,1999-06-07,31,11
ParlaMint-NO-en_1999-06-08-lower-2-meta.tsv,1999-06-08,8,9
ParlaMint-NO-en_1999-06-08-lower-meta.tsv,1999-06-08,15,9
ParlaMint-NO-en_1999-06-08-meta.tsv,1999-06-08,1,3
ParlaMint-NO-en_1999-06-09-meta.tsv,1999-06-09,26,17
ParlaMint-NO-en_1999-06-10-2-meta.tsv,1999-06-10,7,2
ParlaMint-NO-en_1999-06-10-lower-2-meta.tsv,1999-06-10,12,5
ParlaMint-NO-en_1999-06-10-lower-meta.tsv,1999-06-10,7,7
ParlaMint-NO-en_1999-06-10-meta.tsv,1999-06-10,15,3
ParlaMint-NO-en_1999-06-10-upper-meta.tsv,1999-06-10,3,1
ParlaMint-NO-en_1999-06-11-meta.tsv,1999-06-11,11,8
ParlaMint-NO-en_1999-06-14-2-meta.tsv,1999-06-14,11,10
ParlaMint-NO-en_1999-06-14-meta.tsv,1999-06-14,21,11
ParlaMint-NO-en_1999-06-15-2-meta.tsv,1999-06-15,19,12
ParlaMint-NO-en_1999-06-15-lower-2-meta.tsv,1999-06-15,13,10
ParlaMint-NO-en_1999-06-15-meta.tsv,1999-06-15,21,9
ParlaMint-NO-en_1999-06-15-upper-meta.tsv,1999-06-15,3,1
ParlaMint-NO-en_1999-06-16-2-meta.tsv,1999-06-16,26,19
ParlaMint-NO-en_1999-06-16-meta.tsv,1999-06-16,26,14
ParlaMint-NO-en_1999-06-17-2-meta.tsv,1999-06-17,26,14
ParlaMint-NO-en_1999-06-17-meta.tsv,1999-06-17,24,9
ParlaMint-NO-en_1999-06-18-meta.tsv,1999-06-18,35,16
ParlaMint-NO-en_1999-06-18-upper-meta.tsv,1999-06-18,2,0
ParlaMint-NO-en_1999-10-01-lower-meta.tsv,1999-10-01,4,1
ParlaMint-NO-en_1999-10-01-meta.tsv,1999-10-01,4,1
ParlaMint-NO-en_1999-10-01-upper-meta.tsv,1999-10-01,4,2
ParlaMint-NO-en_1999-10-04-meta.tsv,1999-10-04,4,1
ParlaMint-NO-en_1999-10-06-lower-meta.tsv,1999-10-06,0,0
ParlaMint-NO-en_1999-10-06-meta.tsv,1999-10-06,15,8
ParlaMint-NO-en_1999-10-12-2-meta.tsv,1999-10-12,26,20
ParlaMint-NO-en_1999-10-12-meta.tsv,1999-10-12,30,9
ParlaMint-NO-en_1999-10-13-2-meta.tsv,1999-10-13,16,9
ParlaMint-NO-en_1999-10-13-meta.tsv,1999-10-13,35,13
ParlaMint-NO-en_1999-10-19-lower-meta.tsv,1999-10-19,2,1
ParlaMint-NO-en_1999-10-19-meta.tsv,1999-10-19,0,1
ParlaMint-NO-en_1999-10-19-upper-meta.tsv,1999-10-19,1,1
ParlaMint-NO-en_1999-10-20-meta.tsv,1999-10-20,33,13
ParlaMint-NO-en_1999-10-21-lower-meta.tsv,1999-10-21,6,3
ParlaMint-NO-en_1999-10-21-meta.tsv,1999-10-21,0,1
ParlaMint-NO-en_1999-10-26-lower-meta.tsv,1999-10-26,10,5
ParlaMint-NO-en_1999-10-26-meta.tsv,1999-10-26,5,2
ParlaMint-NO-en_1999-10-27-meta.tsv,1999-10-27,36,12
ParlaMint-NO-en_1999-10-28-meta.tsv,1999-10-28,4,6
ParlaMint-NO-en_1999-11-02-meta.tsv,1999-11-02,13,12
ParlaMint-NO-en_1999-11-03-meta.tsv,1999-11-03,28,17
ParlaMint-NO-en_1999-11-04-meta.tsv,1999-11-04,15,8
ParlaMint-NO-en_1999-11-04-upper-meta.tsv,1999-11-04,2,1
ParlaMint-NO-en_1999-11-16-lower-2-meta.tsv,1999-11-16,7,6
ParlaMint-NO-en_1999-11-16-lower-meta.tsv,1999-11-16,6,6
ParlaMint-NO-en_1999-11-16-meta.tsv,1999-11-16,16,9
ParlaMint-NO-en_1999-11-17-meta.tsv,1999-11-17,33,24
ParlaMint-NO-en_1999-11-18-lower-meta.tsv,1999-11-18,0,1
ParlaMint-NO-en_1999-11-18-meta.tsv,1999-11-18,1,1
ParlaMint-NO-en_1999-11-23-2-meta.tsv,1999-11-23,20,8
ParlaMint-NO-en_1999-11-23-meta.tsv,1999-11-23,10,6
ParlaMint-NO-en_1999-11-24-meta.tsv,1999-11-24,34,12
ParlaMint-NO-en_1999-11-25-2-meta.tsv,1999-11-25,28,17
ParlaMint-NO-en_1999-11-25-meta.tsv,1999-11-25,27,11
ParlaMint-NO-en_1999-11-26-meta.tsv,1999-11-26,37,21
ParlaMint-NO-en_1999-11-30-lower-2-meta.tsv,1999-11-30,11,5
ParlaMint-NO-en_1999-11-30-lower-meta.tsv,1999-11-30,14,7
ParlaMint-NO-en_1999-11-30-meta.tsv,1999-11-30,11,3
ParlaMint-NO-en_1999-12-01-meta.tsv,1999-12-01,29,22
ParlaMint-NO-en_1999-12-02-meta.tsv,1999-12-02,15,11
ParlaMint-NO-en_1999-12-02-upper-meta.tsv,1999-12-02,2,0
ParlaMint-NO-en_1999-12-03-meta.tsv,1999-12-03,17,7
ParlaMint-NO-en_1999-12-06-meta.tsv,1999-12-06,12,9
ParlaMint-NO-en_1999-12-07-2-meta.tsv,1999-12-07,12,5
ParlaMint-NO-en_1999-12-07-lower-2-meta.tsv,1999-12-07,3,2
ParlaMint-NO-en_1999-12-07-meta.tsv,1999-12-07,14,15
ParlaMint-NO-en_1999-12-08-lower-meta.tsv,1999-12-08,2,2
ParlaMint-NO-en_1999-12-08-meta.tsv,1999-12-08,19,9
ParlaMint-NO-en_1999-12-09-2-meta.tsv,1999-12-09,23,12
ParlaMint-NO-en_1999-12-09-meta.tsv,1999-12-09,22,5
ParlaMint-NO-en_1999-12-09-upper-meta.tsv,1999-12-09,3,1
ParlaMint-NO-en_1999-12-10-meta.tsv,1999-12-10,11,5
ParlaMint-NO-en_1999-12-13-2-meta.tsv,1999-12-13,10,13
ParlaMint-NO-en_1999-12-13-meta.tsv,1999-12-13,8,8
ParlaMint-NO-en_1999-12-14-2-meta.tsv,1999-12-14,17,10
ParlaMint-NO-en_1999-12-14-lower-meta.tsv,1999-12-14,5,3
ParlaMint-NO-en_1999-12-14-meta.tsv,1999-12-14,12,11
ParlaMint-NO-en_1999-12-14-upper-meta.tsv,1999-12-14,1,0
ParlaMint-NO-en_1999-12-15-meta.tsv,1999-12-15,22,11
ParlaMint-NO-en_1999-12-16-lower-2-meta.tsv,1999-12-16,17,8
ParlaMint-NO-en_1999-12-16-lower-meta.tsv,1999-12-16,11,10
ParlaMint-NO-en_1999-12-16-meta.tsv,1999-12-16,16,12
ParlaMint-NO-en_1999-12-17-lower-meta.tsv,1999-12-17,10,7
ParlaMint-NO-en_1999-12-17-meta.tsv,1999-12-17,2,0
ParlaMint-NO-en_1999-12-20-2-meta.tsv,1999-12-20,12,8
ParlaMint-NO-en_1999-12-20-meta.tsv,1999-12-20,12,6
ParlaMint-NO-en_1999-12-20-upper-meta.tsv,1999-12-20,3,3
ParlaMint-NO-en_1999-12-21-lower-meta.tsv,1999-12-21,2,0
ParlaMint-NO-en_1999-12-21-meta.tsv,1999-12-21,20,6
ParlaMint-NO-en_2000-01-11-meta.tsv,2000-01-11,8,3
ParlaMint-NO-en_2000-01-12-meta.tsv,2000-01-12,27,11
ParlaMint-NO-en_2000-01-19-meta.tsv,2000-01-19,33,12
ParlaMint-NO-en_2000-01-20-lower-meta.tsv,2000-01-20,0,0
ParlaMint-NO-en_2000-01-20-meta.tsv,2000-01-20,15,8
ParlaMint-NO-en_2000-01-26-meta.tsv,2000-01-26,26,13
ParlaMint-NO-en_2000-01-27-2-meta.tsv,2000-01-27,13,6
ParlaMint-NO-en_2000-01-27-meta.tsv,2000-01-27,19,4
ParlaMint-NO-en_2000-01-28-meta.tsv,2000-01-28,11,8
ParlaMint-NO-en_2000-02-01-lower-meta.tsv,2000-02-01,10,3
ParlaMint-NO-en_2000-02-01-meta.tsv,2000-02-01,17,5
ParlaMint-NO-en_2000-02-02-meta.tsv,2000-02-02,26,20
ParlaMint-NO-en_2000-02-03-meta.tsv,2000-02-03,28,11
ParlaMint-NO-en_2000-02-08-lower-meta.tsv,2000-02-08,3,1
ParlaMint-NO-en_2000-02-08-meta.tsv,2000-02-08,18,10
ParlaMint-NO-en_2000-02-09-meta.tsv,2000-02-09,34,14
ParlaMint-NO-en_2000-02-10-meta.tsv,2000-02-10,10,6
ParlaMint-NO-en_2000-02-15-lower-meta.tsv,2000-02-15,9,3
ParlaMint-NO-en_2000-02-15-meta.tsv,2000-02-15,12,10
ParlaMint-NO-en_2000-02-16-meta.tsv,2000-02-16,34,23
ParlaMint-NO-en_2000-02-17-meta.tsv,2000-02-17,23,12
ParlaMint-NO-en_2000-02-17-upper-meta.tsv,2000-02-17,3,0
ParlaMint-NO-en_2000-02-22-meta.tsv,2000-02-22,11,11
ParlaMint-NO-en_2000-02-23-2-meta.tsv,2000-02-23,7,2
ParlaMint-NO-en_2000-02-23-meta.tsv,2000-02-23,31,14
ParlaMint-NO-en_2000-02-24-lower-meta.tsv,2000-02-24,12,9
ParlaMint-NO-en_2000-02-24-meta.tsv,2000-02-24,11,7
ParlaMint-NO-en_2000-02-24-upper-meta.tsv,2000-02-24,3,0
ParlaMint-NO-en_2000-02-29-meta.tsv,2000-02-29,11,5
ParlaMint-NO-en_2000-03-01-meta.tsv,2000-03-01,36,20
ParlaMint-NO-en_2000-03-02-2-meta.tsv,2000-03-02,9,7
ParlaMint-NO-en_2000-03-02-meta.tsv,2000-03-02,14,9
ParlaMint-NO-en_2000-03-07-2-meta.tsv,2000-03-07,23,6
ParlaMint-NO-en_2000-03-07-lower-meta.tsv,2000-03-07,8,1
ParlaMint-NO-en_2000-03-07-meta.tsv,2000-03-07,27,9
ParlaMint-NO-en_2000-03-07-upper-2-meta.tsv,2000-03-07,2,2
ParlaMint-NO-en_2000-03-08-meta.tsv,2000-03-08,37,17
ParlaMint-NO-en_2000-03-09-2-meta.tsv,2000-03-09,12,3
ParlaMint-NO-en_2000-03-09-meta.tsv,2000-03-09,23,7
ParlaMint-NO-en_2000-03-22-meta.tsv,2000-03-22,2,0
ParlaMint-NO-en_2000-03-23-2-meta.tsv,2000-03-23,35,21
ParlaMint-NO-en_2000-03-23-lower-2-meta.tsv,2000-03-23,2,4
ParlaMint-NO-en_2000-03-23-meta.tsv,2000-03-23,31,9
ParlaMint-NO-en_2000-03-28-lower-meta.tsv,2000-03-28,16,5
ParlaMint-NO-en_2000-03-28-meta.tsv,2000-03-28,10,2
ParlaMint-NO-en_2000-03-28-upper-meta.tsv,2000-03-28,2,1
ParlaMint-NO-en_2000-03-29-meta.tsv,2000-03-29,37,10
ParlaMint-NO-en_2000-03-30-meta.tsv,2000-03-30,13,5
ParlaMint-NO-en_2000-04-04-2-meta.tsv,2000-04-04,6,6
ParlaMint-NO-en_2000-04-04-lower-meta.tsv,2000-04-04,2,0
ParlaMint-NO-en_2000-04-04-meta.tsv,2000-04-04,16,4
ParlaMint-NO-en_2000-04-05-meta.tsv,2000-04-05,35,16
ParlaMint-NO-en_2000-04-10-meta.tsv,2000-04-10,0,1
ParlaMint-NO-en_2000-04-11-lower-meta.tsv,2000-04-11,5,0
ParlaMint-NO-en_2000-04-11-meta.tsv,2000-04-11,13,7
ParlaMint-NO-en_2000-04-11-upper-meta.tsv,2000-04-11,2,1
ParlaMint-NO-en_2000-04-12-meta.tsv,2000-04-12,39,15
ParlaMint-NO-en_2000-04-13-2-meta.tsv,2000-04-13,10,4
ParlaMint-NO-en_2000-04-13-meta.tsv,2000-04-13,21,15
ParlaMint-NO-en_2000-04-14-meta.tsv,2000-04-14,13,7
ParlaMint-NO-en_2000-04-14-upper-meta.tsv,2000-04-14,2,0
ParlaMint-NO-en_2000-05-02-2-meta.tsv,2000-05-02,8,4
ParlaMint-NO-en_2000-05-02-lower-2-meta.tsv,2000-05-02,0,0
ParlaMint-NO-en_2000-05-02-meta.tsv,2000-05-02,14,11
ParlaMint-NO-en_2000-05-03-meta.tsv,2000-05-03,36,15
ParlaMint-NO-en_2000-05-04-meta.tsv,2000-05-04,10,5
ParlaMint-NO-en_2000-05-09-2-meta.tsv,2000-05-09,15,4
ParlaMint-NO-en_2000-05-09-lower-2-meta.tsv,2000-05-09,2,3
ParlaMint-NO-en_2000-05-09-meta.tsv,2000-05-09,17,7
ParlaMint-NO-en_2000-05-10-meta.tsv,2000-05-10,33,12
ParlaMint-NO-en_2000-05-11-2-meta.tsv,2000-05-11,12,5
ParlaMint-NO-en_2000-05-11-lower-2-meta.tsv,2000-05-11,5,2
ParlaMint-NO-en_2000-05-11-meta.tsv,2000-05-11,16,13
ParlaMint-NO-en_2000-05-16-lower-meta.tsv,2000-05-16,4,3
ParlaMint-NO-en_2000-05-16-meta.tsv,2000-05-16,14,7
ParlaMint-NO-en_2000-05-18-2-meta.tsv,2000-05-18,21,10
ParlaMint-NO-en_2000-05-18-lower-2-meta.tsv,2000-05-18,1,2
ParlaMint-NO-en_2000-05-18-meta.tsv,2000-05-18,14,6
ParlaMint-NO-en_2000-05-19-meta.tsv,2000-05-19,23,6
ParlaMint-NO-en_2000-05-24-meta.tsv,2000-05-24,35,13
ParlaMint-NO-en_2000-05-25-lower-meta.tsv,2000-05-25,6,4
ParlaMint-NO-en_2000-05-25-meta.tsv,2000-05-25,16,11
ParlaMint-NO-en_2000-05-25-upper-meta.tsv,2000-05-25,1,0
ParlaMint-NO-en_2000-05-26-lower-meta.tsv,2000-05-26,5,3
ParlaMint-NO-en_2000-05-26-meta.tsv,2000-05-26,9,6
ParlaMint-NO-en_2000-05-30-lower-meta.tsv,2000-05-30,0,0
ParlaMint-NO-en_2000-05-30-meta.tsv,2000-05-30,19,16
ParlaMint-NO-en_2000-05-31-meta.tsv,2000-05-31,29,7
ParlaMint-NO-en_2000-06-05-lower-2-meta.tsv,2000-06-05,2,3
ParlaMint-NO-en_2000-06-05-lower-meta.tsv,2000-06-05,7,6
ParlaMint-NO-en_2000-06-05-meta.tsv,2000-06-05,5,6
ParlaMint-NO-en_2000-06-06-2-meta.tsv,2000-06-06,19,11
ParlaMint-NO-en_2000-06-06-lower-meta.tsv,2000-06-06,14,13
ParlaMint-NO-en_2000-06-06-meta.tsv,2000-06-06,6,3
ParlaMint-NO-en_2000-06-06-upper-2-meta.tsv,2000-06-06,2,1
ParlaMint-NO-en_2000-06-07-meta.tsv,2000-06-07,10,5
ParlaMint-NO-en_2000-06-08-2-meta.tsv,2000-06-08,8,3
ParlaMint-NO-en_2000-06-08-lower-meta.tsv,2000-06-08,12,5
ParlaMint-NO-en_2000-06-08-meta.tsv,2000-06-08,4,4
ParlaMint-NO-en_2000-06-09-lower-meta.tsv,2000-06-09,0,0
ParlaMint-NO-en_2000-06-09-meta.tsv,2000-06-09,15,11
ParlaMint-NO-en_2000-06-09-upper-meta.tsv,2000-06-09,5,2
ParlaMint-NO-en_2000-06-13-2-meta.tsv,2000-06-13,17,10
ParlaMint-NO-en_2000-06-13-lower-2-meta.tsv,2000-06-13,23,16
ParlaMint-NO-en_2000-06-13-meta.tsv,2000-06-13,12,16
ParlaMint-NO-en_2000-06-13-upper-meta.tsv,2000-06-13,2,0
ParlaMint-NO-en_2000-06-14-2-meta.tsv,2000-06-14,37,15
ParlaMint-NO-en_2000-06-14-meta.tsv,2000-06-14,24,18
ParlaMint-NO-en_2000-06-15-2-meta.tsv,2000-06-15,36,14
