Session,Date,Coalition,Opposition
ParlaMint-NO-en_1998-10-01-lower-meta.tsv,1998-10-01,2,0
ParlaMint-NO-en_1998-10-01-upper-meta.tsv,1998-10-01,2,0
ParlaMint-NO-en_1998-10-13-lower-meta.tsv,1998-10-13,0,0
ParlaMint-NO-en_1998-10-20-meta.tsv,1998-10-20,7,0
ParlaMint-NO-en_1998-10-21-meta.tsv,1998-10-21,9,0
ParlaMint-NO-en_1998-10-22-lower-meta.tsv,1998-10-22,0,0
ParlaMint-NO-en_1998-10-22-meta.tsv,1998-10-22,6,0
ParlaMint-NO-en_1998-10-27-meta.tsv,1998-10-27,5,0
ParlaMint-NO-en_1998-10-27-upper-meta.tsv,1998-10-27,1,0
ParlaMint-NO-en_1998-10-28-meta.tsv,1998-10-28,14,0
ParlaMint-NO-en_1998-10-29-meta.tsv,1998-10-29,1,0
ParlaMint-NO-en_1998-11-03-meta.tsv,1998-11-03,8,0
ParlaMint-NO-en_1998-11-04-meta.tsv,1998-11-04,8,0
ParlaMint-NO-en_1998-11-05-meta.tsv,1998-11-05,10,0
ParlaMint-NO-en_1998-11-13-lower-meta.tsv,1998-11-13,2,0
ParlaMint-NO-en_1998-11-13-meta.tsv,1998-11-13,2,0
ParlaMint-NO-en_1998-11-16-meta.tsv,1998-11-16,1,0
ParlaMint-NO-en_1998-11-17-meta.tsv,1998-11-17,2,0
ParlaMint-NO-en_1998-11-17-upper-meta.tsv,1998-11-17,0,0
ParlaMint-NO-en_1998-11-18-meta.tsv,1998-11-18,13,0
ParlaMint-NO-en_1998-11-19-meta.tsv,1998-11-19,1,0
ParlaMint-NO-en_1998-11-23-lower-meta.tsv,1998-11-23,4,0
ParlaMint-NO-en_1998-11-23-meta.tsv,1998-11-23,5,0
ParlaMint-NO-en_1998-11-24-lower-meta.tsv,1998-11-24,4,0
ParlaMint-NO-en_1998-11-24-meta.tsv,1998-11-24,6,0
ParlaMint-NO-en_1998-11-25-lower-meta.tsv,1998-11-25,1,0
ParlaMint-NO-en_1998-11-25-meta.tsv,1998-11-25,0,0
ParlaMint-NO-en_1998-11-26-meta.tsv,1998-11-26,5,0
ParlaMint-NO-en_1998-11-27-meta.tsv,1998-11-27,5,0
ParlaMint-NO-en_1998-11-30-2-meta.tsv,1998-11-30,9,0
ParlaMint-NO-en_1998-11-30-meta.tsv,1998-11-30,8,0
ParlaMint-NO-en_1998-12-01-lower-meta.tsv,1998-12-01,2,0
ParlaMint-NO-en_1998-12-01-meta.tsv,1998-12-01,5,0
ParlaMint-NO-en_1998-12-02-meta.tsv,1998-12-02,7,0
ParlaMint-NO-en_1998-12-03-lower-2-meta.tsv,1998-12-03,3,0
ParlaMint-NO-en_1998-12-03-lower-meta.tsv,1998-12-03,2,0
ParlaMint-NO-en_1998-12-03-meta.tsv,1998-12-03,6,0
ParlaMint-NO-en_1998-12-03-upper-meta.tsv,1998-12-03,1,0
ParlaMint-NO-en_1998-12-04-meta.tsv,1998-12-04,5,0
ParlaMint-NO-en_1998-12-07-2-meta.tsv,1998-12-07,4,0
ParlaMint-NO-en_1998-12-07-lower-meta.tsv,1998-12-07,0,0
ParlaMint-NO-en_1998-12-07-meta.tsv,1998-12-07,5,0
ParlaMint-NO-en_1998-12-08-2-meta.tsv,1998-12-08,7,0
ParlaMint-NO-en_1998-12-08-meta.tsv,1998-12-08,6,0
ParlaMint-NO-en_1998-12-09-meta.tsv,1998-12-09,6,0
ParlaMint-NO-en_1998-12-10-meta.tsv,1998-12-10,8,0
ParlaMint-NO-en_1998-12-10-upper-meta.tsv,1998-12-10,1,0
ParlaMint-NO-en_1998-12-14-2-meta.tsv,1998-12-14,6,0
ParlaMint-NO-en_1998-12-14-lower-meta.tsv,1998-12-14,6,0
ParlaMint-NO-en_1998-12-14-meta.tsv,1998-12-14,5,0
ParlaMint-NO-en_1998-12-15-2-meta.tsv,1998-12-15,5,0
ParlaMint-NO-en_1998-12-15-meta.tsv,1998-12-15,6,0
ParlaMint-NO-en_1998-12-16-meta.tsv,1998-12-16,15,0
ParlaMint-NO-en_1998-12-17-2-meta.tsv,1998-12-17,20,0
ParlaMint-NO-en_1998-12-17-meta.tsv,1998-12-17,8,0
ParlaMint-NO-en_1998-12-17-upper-meta.tsv,1998-12-17,2,0
ParlaMint-NO-en_1998-12-18-meta.tsv,1998-12-18,7,0
ParlaMint-NO-en_1999-01-12-lower-meta.tsv,1999-01-12,3,0
ParlaMint-NO-en_1999-01-19-meta.tsv,1999-01-19,7,0
ParlaMint-NO-en_1999-01-20-meta.tsv,1999-01-20,13,0
ParlaMint-NO-en_1999-01-21-lower-meta.tsv,1999-01-21,10,0
ParlaMint-NO-en_1999-01-21-meta.tsv,1999-01-21,2,0
ParlaMint-NO-en_1999-01-26-meta.tsv,1999-01-26,5,0
ParlaMint-NO-en_1999-01-27-meta.tsv,1999-01-27,17,0
ParlaMint-NO-en_1999-01-28-2-meta.tsv,1999-01-28,9,0
ParlaMint-NO-en_1999-01-28-meta.tsv,1999-01-28,5,0
ParlaMint-NO-en_1999-02-02-meta.tsv,1999-02-02,5,0
ParlaMint-NO-en_1999-02-02-upper-meta.tsv,1999-02-02,1,0
ParlaMint-NO-en_1999-02-03-meta.tsv,1999-02-03,12,0
ParlaMint-NO-en_1999-02-04-meta.tsv,1999-02-04,6,0
ParlaMint-NO-en_1999-02-10-meta.tsv,1999-02-10,16,0
ParlaMint-NO-en_1999-02-11-lower-meta.tsv,1999-02-11,0,0
ParlaMint-NO-en_1999-02-11-meta.tsv,1999-02-11,3,0
ParlaMint-NO-en_1999-02-16-meta.tsv,1999-02-16,7,0
ParlaMint-NO-en_1999-02-17-meta.tsv,1999-02-17,19,0
ParlaMint-NO-en_1999-02-18-lower-meta.tsv,1999-02-18,4,0
ParlaMint-NO-en_1999-02-18-meta.tsv,1999-02-18,9,0
ParlaMint-NO-en_1999-02-18-upper-meta.tsv,1999-02-18,1,0
ParlaMint-NO-en_1999-02-23-lower-meta.tsv,1999-02-23,4,0
ParlaMint-NO-en_1999-02-23-meta.tsv,1999-02-23,6,0
ParlaMint-NO-en_1999-02-24-meta.tsv,1999-02-24,9,0
ParlaMint-NO-en_1999-02-25-2-meta.tsv,1999-02-25,9,0
ParlaMint-NO-en_1999-02-25-meta.tsv,1999-02-25,11,0
ParlaMint-NO-en_1999-03-02-lower-meta.tsv,1999-03-02,5,0
ParlaMint-NO-en_1999-03-02-meta.tsv,1999-03-02,4,0
ParlaMint-NO-en_1999-03-03-meta.tsv,1999-03-03,14,0
ParlaMint-NO-en_1999-03-04-lower-meta.tsv,1999-03-04,10,0
ParlaMint-NO-en_1999-03-04-meta.tsv,1999-03-04,13,0
ParlaMint-NO-en_1999-03-04-upper-meta.tsv,1999-03-04,1,0
ParlaMint-NO-en_1999-03-10-meta.tsv,1999-03-10,13,0
ParlaMint-NO-en_1999-03-11-lower-meta.tsv,1999-03-11,6,0
ParlaMint-NO-en_1999-03-11-meta.tsv,1999-03-11,7,0
ParlaMint-NO-en_1999-03-16-lower-meta.tsv,1999-03-16,4,0
ParlaMint-NO-en_1999-03-16-meta.tsv,1999-03-16,5,0
ParlaMint-NO-en_1999-03-16-upper-meta.tsv,1999-03-16,1,0
ParlaMint-NO-en_1999-03-17-meta.tsv,1999-03-17,12,0
