Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-BE-en_2021-03-18-definitief-55-plenair-ip093x	ParlaMint-BE_2021-03-18-definitief-55-plenair-ip093x.u1	Belgian parliamentary corpus ParlaMint-BE-en, plenary session of 18-03-2021	2021-03-18	Lower house	Zittingperiode 55	-	Plenaire zitting 093 van 18-03-2021	-	-	COVID	English	Chairperson	MP	notMinister	PS	Parti Socialiste	Coalition	Centre-left to left	TillieuxEliane	Tillieux, Eliane	F	1966	
ParlaMint-BE-en_2021-03-18-definitief-55-plenair-ip093x	ParlaMint-BE_2021-03-18-definitief-55-plenair-ip093x.u2	Belgian parliamentary corpus ParlaMint-BE-en, plenary session of 18-03-2021	2021-03-18	Lower house	Zittingperiode 55	-	Plenaire zitting 093 van 18-03-2021	-	-	COVID	English	Chairperson	MP	notMinister	PS	Parti Socialiste	Coalition	Centre-left to left	TillieuxEliane	Tillieux, Eliane	F	1966	
ParlaMint-BE-en_2021-03-18-definitief-55-plenair-ip093x	ParlaMint-BE_2021-03-18-definitief-55-plenair-ip093x.u3	Belgian parliamentary corpus ParlaMint-BE-en, plenary session of 18-03-2021	2021-03-18	Lower house	Zittingperiode 55	-	Plenaire zitting 093 van 18-03-2021	-	-	COVID	English	Chairperson	MP	notMinister	PS	Parti Socialiste	Coalition	Centre-left to left	TillieuxEliane	Tillieux, Eliane	F	1966	
ParlaMint-BE-en_2021-03-18-definitief-55-plenair-ip093x	ParlaMint-BE_2021-03-18-definitief-55-plenair-ip093x.u4	Belgian parliamentary corpus ParlaMint-BE-en, plenary session of 18-03-2021	2021-03-18	Lower house	Zittingperiode 55	-	Plenaire zitting 093 van 18-03-2021	-	-	COVID	English	Regular	notMP	notMinister	-	-	-	-	DeCrooAlexander	De Croo, Alexander	M	1975	
ParlaMint-BE-en_2021-03-18-definitief-55-plenair-ip093x	ParlaMint-BE_2021-03-18-definitief-55-plenair-ip093x.u5	Belgian parliamentary corpus ParlaMint-BE-en, plenary session of 18-03-2021	2021-03-18	Lower house	Zittingperiode 55	-	Plenaire zitting 093 van 18-03-2021	-	-	COVID	English	Chairperson	MP	notMinister	PS	Parti Socialiste	Coalition	Centre-left to left	TillieuxEliane	Tillieux, Eliane	F	1966	
ParlaMint-BE-en_2021-03-18-definitief-55-plenair-ip093x	ParlaMint-BE_2021-03-18-definitief-55-plenair-ip093x.u6	Belgian parliamentary corpus ParlaMint-BE-en, plenary session of 18-03-2021	2021-03-18	Lower house	Zittingperiode 55	-	Plenaire zitting 093 van 18-03-2021	-	-	COVID	English	Chairperson	MP	notMinister	PS	Parti Socialiste	Coalition	Centre-left to left	TillieuxEliane	Tillieux, Eliane	F	1966	
ParlaMint-BE-en_2021-03-18-definitief-55-plenair-ip093x	ParlaMint-BE_2021-03-18-definitief-55-plenair-ip093x.u7	Belgian parliamentary corpus ParlaMint-BE-en, plenary session of 18-03-2021	2021-03-18	Lower house	Zittingperiode 55	-	Plenaire zitting 093 van 18-03-2021	-	-	COVID	English	Chairperson	MP	notMinister	PS	Parti Socialiste	Coalition	Centre-left to left	TillieuxEliane	Tillieux, Eliane	F	1966	
ParlaMint-BE-en_2021-03-18-definitief-55-plenair-ip093x	ParlaMint-BE_2021-03-18-definitief-55-plenair-ip093x.u8	Belgian parliamentary corpus ParlaMint-BE-en, plenary session of 18-03-2021	2021-03-18	Lower house	Zittingperiode 55	-	Plenaire zitting 093 van 18-03-2021	-	-	COVID	English	Regular	MP	notMinister	CD&V	Christen-Democratisch en Vlaams	Coalition	Centre to centre-right	VerherstraetenServais	Verherstraeten, Servais	M	1960	
ParlaMint-BE-en_2021-03-18-definitief-55-plenair-ip093x	ParlaMint-BE_2021-03-18-definitief-55-plenair-ip093x.u9	Belgian parliamentary corpus ParlaMint-BE-en, plenary session of 18-03-2021	2021-03-18	Lower house	Zittingperiode 55	-	Plenaire zitting 093 van 18-03-2021	-	-	COVID	English	Regular	MP	notMinister	MR	Mouvement Réformateur	Coalition	Centre-right	JadinKattrin	Jadin, Kattrin	F	1980	
ParlaMint-BE-en_2021-03-18-definitief-55-plenair-ip093x	ParlaMint-BE_2021-03-18-definitief-55-plenair-ip093x.u10	Belgian parliamentary corpus ParlaMint-BE-en, plenary session of 18-03-2021	2021-03-18	Lower house	Zittingperiode 55	-	Plenaire zitting 093 van 18-03-2021	-	-	COVID	English	Regular	notMP	notMinister	-	-	-	-	DeCrooAlexander	De Croo, Alexander	M	1975	
ParlaMint-BE-en_2021-03-18-definitief-55-plenair-ip093x	ParlaMint-BE_2021-03-18-definitief-55-plenair-ip093x.u11	Belgian parliamentary corpus ParlaMint-BE-en, plenary session of 18-03-2021	2021-03-18	Lower house	Zittingperiode 55	-	Plenaire zitting 093 van 18-03-2021	-	-	COVID	English	Regular	MP	notMinister	CD&V	Christen-Democratisch en Vlaams	Coalition	Centre to centre-right	VerherstraetenServais	Verherstraeten, Servais	M	1960	
ParlaMint-BE-en_2021-03-18-definitief-55-plenair-ip093x	ParlaMint-BE_2021-03-18-definitief-55-plenair-ip093x.u12	Belgian parliamentary corpus ParlaMint-BE-en, plenary session of 18-03-2021	2021-03-18	Lower house	Zittingperiode 55	-	Plenaire zitting 093 van 18-03-2021	-	-	COVID	English	Regular	MP	notMinister	MR	Mouvement Réformateur	Coalition	Centre-right	JadinKattrin	Jadin, Kattrin	F	1980	
ParlaMint-BE-en_2021-03-18-definitief-55-plenair-ip093x	ParlaMint-BE_2021-03-18-definitief-55-plenair-ip093x.u13	Belgian parliamentary corpus ParlaMint-BE-en, plenary session of 18-03-2021	2021-03-18	Lower house	Zittingperiode 55	-	Plenaire zitting 093 van 18-03-2021	-	-	COVID	English	Regular	MP	notMinister	sp.a	Socialistische Partij Anders	Coalition	Centre-left	VanrobaeysAnja	Vanrobaeys, Anja	F	1968	
