Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-BE-en_2021-03-19-definitief-55-commissie-ic418x	ParlaMint-BE_2021-03-19-definitief-55-commissie-ic418x.u1	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 19-03-2021	2021-03-19	Committee	Zittingperiode 55	-	-	-	-	COVID	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-BE-en_2021-03-19-definitief-55-commissie-ic418x	ParlaMint-BE_2021-03-19-definitief-55-commissie-ic418x.u2	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 19-03-2021	2021-03-19	Committee	Zittingperiode 55	-	-	-	-	COVID	English	Regular	MP	notMinister	N-VA	Nieuw-Vlaamse Alliantie	Opposition	Centre-right to right	MetsuKoen	Metsu, Koen	M	1981	
ParlaMint-BE-en_2021-03-19-definitief-55-commissie-ic418x	ParlaMint-BE_2021-03-19-definitief-55-commissie-ic418x.u3	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 19-03-2021	2021-03-19	Committee	Zittingperiode 55	-	-	-	-	COVID	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-BE-en_2021-03-19-definitief-55-commissie-ic418x	ParlaMint-BE_2021-03-19-definitief-55-commissie-ic418x.u4	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 19-03-2021	2021-03-19	Committee	Zittingperiode 55	-	-	-	-	COVID	English	Regular	MP	notMinister	N-VA	Nieuw-Vlaamse Alliantie	Opposition	Centre-right to right	DHaeseChristoph	D'Haese, Christoph	M	1967	
ParlaMint-BE-en_2021-03-19-definitief-55-commissie-ic418x	ParlaMint-BE_2021-03-19-definitief-55-commissie-ic418x.u5	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 19-03-2021	2021-03-19	Committee	Zittingperiode 55	-	-	-	-	COVID	English	Regular	notMP	Minister	-	-	-	-	VanQuickenborneVincent	Van Quickenborne, Vincent	M	1973	
ParlaMint-BE-en_2021-03-19-definitief-55-commissie-ic418x	ParlaMint-BE_2021-03-19-definitief-55-commissie-ic418x.u6	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 19-03-2021	2021-03-19	Committee	Zittingperiode 55	-	-	-	-	COVID	English	Regular	notMP	Minister	-	-	-	-	VerlindenAnnelies	Verlinden, Annelies	F	1978	
ParlaMint-BE-en_2021-03-19-definitief-55-commissie-ic418x	ParlaMint-BE_2021-03-19-definitief-55-commissie-ic418x.u7	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 19-03-2021	2021-03-19	Committee	Zittingperiode 55	-	-	-	-	COVID	English	Regular	MP	notMinister	cdH	Centre démocrate humaniste	Opposition	Centre to centre-right	DallemagneGeorges	Dallemagne, Georges	M	1958	
ParlaMint-BE-en_2021-03-19-definitief-55-commissie-ic418x	ParlaMint-BE_2021-03-19-definitief-55-commissie-ic418x.u8	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 19-03-2021	2021-03-19	Committee	Zittingperiode 55	-	-	-	-	COVID	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-BE-en_2021-03-19-definitief-55-commissie-ic418x	ParlaMint-BE_2021-03-19-definitief-55-commissie-ic418x.u9	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 19-03-2021	2021-03-19	Committee	Zittingperiode 55	-	-	-	-	COVID	English	Regular	MP	notMinister	cdH	Centre démocrate humaniste	Opposition	Centre to centre-right	DallemagneGeorges	Dallemagne, Georges	M	1958	
ParlaMint-BE-en_2021-03-19-definitief-55-commissie-ic418x	ParlaMint-BE_2021-03-19-definitief-55-commissie-ic418x.u10	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 19-03-2021	2021-03-19	Committee	Zittingperiode 55	-	-	-	-	COVID	English	Chairperson	-	-	-	-	-	-	-	-	-	-
